#: table_doi: 10.17182/hepdata.74824.v1/t92
#: name: Table 92
#: description: S wave cross section for -T.

#: data_file: Table92.yaml
#: keyword reactions: GAMMA P --> PI+ PI- P
#: keyword observables: DSIG/DT/DM
#: keyword plabs: 3.0,3.8
#: keyword phrases: Exclusive | Single Differential Cross Section | Photoproduction
#: -T [GeV^2],,,0.5-0.6
#: E(P=1) [GeV],,,3.0-3.2
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=swave) [MUB/GEV**3]",error +,error -
0.825,0.82,0.83,0.6385,0.3443,-0.3443
0.835,0.83,0.84,0.6878,0.3679,-0.3679
0.845,0.84,0.85,0.7398,0.393,-0.393
0.855,0.85,0.86,0.7944,0.4195,-0.4195
0.865,0.86,0.87,0.8514,0.4472,-0.4472
0.875,0.87,0.88,0.9106,0.4757,-0.4757
0.885,0.88,0.89,0.9717,0.5049,-0.5049
0.895,0.89,0.9,1.0344,0.5345,-0.5345
0.905,0.9,0.91,1.0986,0.5642,-0.5642
0.915,0.91,0.92,1.1635,0.5938,-0.5938
0.925,0.92,0.93,1.2285,0.6227,-0.6227
0.935,0.93,0.94,1.292,0.6507,-0.6507
0.945,0.94,0.95,1.3512,0.6771,-0.6771
0.955,0.95,0.96,1.3992,0.701,-0.701
0.965,0.96,0.97,1.4178,0.7209,-0.7209
0.975,0.97,0.98,1.3477,0.7334,-0.7334
0.985,0.98,0.99,0.9552,0.7122,-0.7122
0.995,0.99,1.0,0.9519,0.7126,-0.7126
1.005,1.0,1.01,0.8774,0.5975,-0.5975
1.0150000000000001,1.01,1.02,0.767,0.5234,-0.5234
1.025,1.02,1.03,0.6669,0.4682,-0.4682
1.0350000000000001,1.03,1.04,0.5821,0.4256,-0.4256
1.045,1.04,1.05,0.5125,0.3927,-0.3927
1.0550000000000002,1.05,1.06,0.4569,0.3673,-0.3673
1.065,1.06,1.07,0.414,0.3479,-0.3479
1.0750000000000002,1.07,1.08,0.3826,0.3332,-0.3332
1.085,1.08,1.09,0.3614,0.3221,-0.3221
1.0950000000000002,1.09,1.1,0.3493,0.3137,-0.3137
1.105,1.1,1.11,0.3452,0.3073,-0.3073
1.1150000000000002,1.11,1.12,0.3482,0.3024,-0.3024
1.125,1.12,1.13,0.3572,0.2987,-0.2987
1.1349999999999998,1.13,1.14,0.3714,0.2959,-0.2959
1.145,1.14,1.15,0.3898,0.294,-0.294
1.1549999999999998,1.15,1.16,0.4116,0.2928,-0.2928
1.165,1.16,1.17,0.436,0.2923,-0.2923
1.1749999999999998,1.17,1.18,0.4621,0.2927,-0.2927
1.185,1.18,1.19,0.4893,0.2939,-0.2939
1.1949999999999998,1.19,1.2,0.5167,0.2959,-0.2959
1.205,1.2,1.21,0.5438,0.2987,-0.2987
1.2149999999999999,1.21,1.22,0.5697,0.3023,-0.3023
1.225,1.22,1.23,0.5941,0.3065,-0.3065
1.2349999999999999,1.23,1.24,0.6162,0.3114,-0.3114
1.245,1.24,1.25,0.6355,0.3166,-0.3166
1.255,1.25,1.26,0.6517,0.3221,-0.3221
1.2650000000000001,1.26,1.27,0.6643,0.3276,-0.3276
1.275,1.27,1.28,0.673,0.3329,-0.3329
1.2850000000000001,1.28,1.29,0.6775,0.3379,-0.3379
1.295,1.29,1.3,0.6776,0.3424,-0.3424
1.3050000000000002,1.3,1.31,0.6734,0.3462,-0.3462
1.315,1.31,1.32,0.6646,0.3491,-0.3491
1.3250000000000002,1.32,1.33,0.6516,0.3512,-0.3512
1.335,1.33,1.34,0.6345,0.3522,-0.3522
1.3450000000000002,1.34,1.35,0.6135,0.3523,-0.3523
1.355,1.35,1.36,0.5892,0.3515,-0.3515
1.3650000000000002,1.36,1.37,0.5622,0.3499,-0.3499
1.375,1.37,1.38,0.5331,0.3478,-0.3478
1.3849999999999998,1.38,1.39,0.5029,0.3454,-0.3454
1.395,1.39,1.4,0.4726,0.3433,-0.3433

#: -T [GeV^2],,,0.5-0.6
#: E(P=1) [GeV],,,3.4-3.6
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=swave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.1938,0.1352,-0.1352
0.415,0.41,0.42,0.2022,0.1488,-0.1488
0.425,0.42,0.43,0.2116,0.1631,-0.1631
0.435,0.43,0.44,0.2217,0.1769,-0.1769
0.445,0.44,0.45,0.232,0.1895,-0.1895
0.455,0.45,0.46,0.2421,0.2,-0.2
0.46499999999999997,0.46,0.47,0.2517,0.2082,-0.2082
0.475,0.47,0.48,0.2603,0.2135,-0.2135
0.485,0.48,0.49,0.2676,0.2158,-0.2158
0.495,0.49,0.5,0.2734,0.2148,-0.2148
0.505,0.5,0.51,0.2774,0.2106,-0.2106
0.515,0.51,0.52,0.2798,0.2035,-0.2035
0.525,0.52,0.53,0.2804,0.1941,-0.1941
0.535,0.53,0.54,0.2795,0.1832,-0.1832
0.545,0.54,0.55,0.2772,0.1717,-0.1717
0.555,0.55,0.56,0.2738,0.161,-0.161
0.565,0.56,0.57,0.2696,0.1522,-0.1522
0.575,0.57,0.58,0.265,0.1466,-0.1466
0.585,0.58,0.59,0.2603,0.1449,-0.1449
0.595,0.59,0.6,0.2557,0.1476,-0.1476
0.605,0.6,0.61,0.2517,0.154,-0.154
0.615,0.61,0.62,0.2484,0.1634,-0.1634
0.625,0.62,0.63,0.2462,0.1747,-0.1747
0.635,0.63,0.64,0.2452,0.1871,-0.1871
0.645,0.64,0.65,0.2456,0.1996,-0.1996
0.655,0.65,0.66,0.2476,0.2118,-0.2118
0.665,0.66,0.67,0.2514,0.2233,-0.2233
0.675,0.67,0.68,0.2569,0.2338,-0.2338
0.685,0.68,0.69,0.2642,0.2433,-0.2433
0.695,0.69,0.7,0.2735,0.2515,-0.2515
0.705,0.7,0.71,0.2847,0.2587,-0.2587
0.715,0.71,0.72,0.2978,0.2648,-0.2648
0.725,0.72,0.73,0.3129,0.2699,-0.2699
0.735,0.73,0.74,0.3298,0.2743,-0.2743
0.745,0.74,0.75,0.3488,0.2781,-0.2781
0.755,0.75,0.76,0.3695,0.2815,-0.2815
0.765,0.76,0.77,0.3922,0.2847,-0.2847
0.775,0.77,0.78,0.4166,0.288,-0.288
0.785,0.78,0.79,0.4428,0.2916,-0.2916
0.795,0.79,0.8,0.4707,0.2957,-0.2957
0.805,0.8,0.81,0.5003,0.3006,-0.3006
0.815,0.81,0.82,0.5316,0.3064,-0.3064
0.825,0.82,0.83,0.5645,0.3133,-0.3133
0.835,0.83,0.84,0.5989,0.3214,-0.3214
0.845,0.84,0.85,0.6349,0.3309,-0.3309
0.855,0.85,0.86,0.6724,0.3419,-0.3419
0.865,0.86,0.87,0.7113,0.3544,-0.3544
0.875,0.87,0.88,0.7518,0.3685,-0.3685
0.885,0.88,0.89,0.7937,0.3843,-0.3843
0.895,0.89,0.9,0.8369,0.4017,-0.4017
0.905,0.9,0.91,0.8815,0.421,-0.421
0.915,0.91,0.92,0.9271,0.4423,-0.4423
0.925,0.92,0.93,0.9734,0.4657,-0.4657
0.935,0.93,0.94,1.0192,0.4915,-0.4915
0.945,0.94,0.95,1.062,0.52,-0.52
0.955,0.95,0.96,1.0952,0.5513,-0.5513
0.965,0.96,0.97,1.1007,0.5841,-0.5841
0.975,0.97,0.98,1.017,0.6083,-0.6083
0.985,0.98,0.99,0.6015,0.5424,-0.5424
0.995,0.99,1.0,0.7071,0.5215,-0.5215
1.005,1.0,1.01,0.7351,0.461,-0.461
1.0150000000000001,1.01,1.02,0.6707,0.4059,-0.4059
1.025,1.02,1.03,0.5916,0.3563,-0.3563
1.0350000000000001,1.03,1.04,0.5131,0.3122,-0.3122
1.045,1.04,1.05,0.4401,0.273,-0.273
1.0550000000000002,1.05,1.06,0.3743,0.2383,-0.2383
1.065,1.06,1.07,0.3164,0.208,-0.208
1.0750000000000002,1.07,1.08,0.2663,0.1816,-0.1816
1.085,1.08,1.09,0.2239,0.1593,-0.1593
1.0950000000000002,1.09,1.1,0.1887,0.1409,-0.1409
1.105,1.1,1.11,0.1604,0.1265,-0.1265
1.1150000000000002,1.11,1.12,0.1385,0.1163,-0.1163
1.125,1.12,1.13,0.1226,0.1101,-0.1101
1.1349999999999998,1.13,1.14,0.112,0.1078,-0.1078
1.145,1.14,1.15,0.1063,0.1089,-0.1089
1.1549999999999998,1.15,1.16,0.1049,0.1127,-0.1127
1.165,1.16,1.17,0.1073,0.1189,-0.1189
1.1749999999999998,1.17,1.18,0.1129,0.1268,-0.1268
1.185,1.18,1.19,0.1212,0.1362,-0.1362
1.1949999999999998,1.19,1.2,0.1317,0.1467,-0.1467
1.205,1.2,1.21,0.1438,0.158,-0.158
1.2149999999999999,1.21,1.22,0.1571,0.1696,-0.1696
1.225,1.22,1.23,0.1711,0.1814,-0.1814
1.2349999999999999,1.23,1.24,0.1852,0.193,-0.193
1.245,1.24,1.25,0.1991,0.2043,-0.2043
1.255,1.25,1.26,0.2124,0.2151,-0.2151
1.2650000000000001,1.26,1.27,0.2247,0.2254,-0.2254
1.275,1.27,1.28,0.2356,0.2349,-0.2349
1.2850000000000001,1.28,1.29,0.2449,0.2435,-0.2435
1.295,1.29,1.3,0.2524,0.2512,-0.2512
1.3050000000000002,1.3,1.31,0.2579,0.2578,-0.2578
1.315,1.31,1.32,0.2613,0.2633,-0.2633
1.3250000000000002,1.32,1.33,0.2627,0.2675,-0.2675
1.335,1.33,1.34,0.262,0.2704,-0.2704
1.3450000000000002,1.34,1.35,0.2595,0.2721,-0.2721
1.355,1.35,1.36,0.2554,0.2726,-0.2726
1.3650000000000002,1.36,1.37,0.25,0.272,-0.272
1.375,1.37,1.38,0.2439,0.2707,-0.2707
1.3849999999999998,1.38,1.39,0.2376,0.2692,-0.2692
1.395,1.39,1.4,0.232,0.268,-0.268

#: -T [GeV^2],,,0.5-0.6
#: E(P=1) [GeV],,,3.6-3.8
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=swave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.1644,0.128,-0.128
0.415,0.41,0.42,0.1758,0.1346,-0.1346
0.425,0.42,0.43,0.1883,0.1415,-0.1415
0.435,0.43,0.44,0.2019,0.1483,-0.1483
0.445,0.44,0.45,0.2165,0.1549,-0.1549
0.455,0.45,0.46,0.2319,0.1609,-0.1609
0.46499999999999997,0.46,0.47,0.2481,0.1662,-0.1662
0.475,0.47,0.48,0.265,0.1707,-0.1707
0.485,0.48,0.49,0.2822,0.1745,-0.1745
0.495,0.49,0.5,0.2997,0.1775,-0.1775
0.505,0.5,0.51,0.3172,0.1799,-0.1799
0.515,0.51,0.52,0.3345,0.182,-0.182
0.525,0.52,0.53,0.3515,0.184,-0.184
0.535,0.53,0.54,0.3679,0.186,-0.186
0.545,0.54,0.55,0.3837,0.1882,-0.1882
0.555,0.55,0.56,0.3987,0.1906,-0.1906
0.565,0.56,0.57,0.4128,0.1934,-0.1934
0.575,0.57,0.58,0.426,0.1965,-0.1965
0.585,0.58,0.59,0.4382,0.1997,-0.1997
0.595,0.59,0.6,0.4495,0.2031,-0.2031
0.605,0.6,0.61,0.4598,0.2064,-0.2064
0.615,0.61,0.62,0.4692,0.2095,-0.2095
0.625,0.62,0.63,0.4776,0.2125,-0.2125
0.635,0.63,0.64,0.4853,0.2153,-0.2153
0.645,0.64,0.65,0.4922,0.2179,-0.2179
0.655,0.65,0.66,0.4983,0.2205,-0.2205
0.665,0.66,0.67,0.5039,0.223,-0.223
0.675,0.67,0.68,0.5089,0.2258,-0.2258
0.685,0.68,0.69,0.5134,0.2288,-0.2288
0.695,0.69,0.7,0.5175,0.2323,-0.2323
0.705,0.7,0.71,0.5213,0.2364,-0.2364
0.715,0.71,0.72,0.5248,0.2413,-0.2413
0.725,0.72,0.73,0.5282,0.2469,-0.2469
0.735,0.73,0.74,0.5315,0.2534,-0.2534
0.745,0.74,0.75,0.5349,0.2608,-0.2608
0.755,0.75,0.76,0.5383,0.269,-0.269
0.765,0.76,0.77,0.5419,0.278,-0.278
0.775,0.77,0.78,0.5457,0.2875,-0.2875
0.785,0.78,0.79,0.5498,0.2974,-0.2974
0.795,0.79,0.8,0.5544,0.3077,-0.3077
0.805,0.8,0.81,0.5594,0.318,-0.318
0.815,0.81,0.82,0.565,0.3283,-0.3283
0.825,0.82,0.83,0.5712,0.3382,-0.3382
0.835,0.83,0.84,0.5781,0.3477,-0.3477
0.845,0.84,0.85,0.5859,0.3565,-0.3565
0.855,0.85,0.86,0.5945,0.3646,-0.3646
0.865,0.86,0.87,0.6042,0.3718,-0.3718
0.875,0.87,0.88,0.615,0.378,-0.378
0.885,0.88,0.89,0.627,0.3832,-0.3832
0.895,0.89,0.9,0.6404,0.3875,-0.3875
0.905,0.9,0.91,0.6553,0.391,-0.391
0.915,0.91,0.92,0.672,0.3943,-0.3943
0.925,0.92,0.93,0.6905,0.398,-0.398
0.935,0.93,0.94,0.7111,0.4036,-0.4036
0.945,0.94,0.95,0.7336,0.4137,-0.4137
0.955,0.95,0.96,0.7573,0.4332,-0.4332
0.965,0.96,0.97,0.7787,0.4716,-0.4716
0.975,0.97,0.98,0.7834,0.5471,-0.5471
0.985,0.98,0.99,0.705,0.6745,-0.6745
0.995,0.99,1.0,0.7292,0.5862,-0.5862
1.005,1.0,1.01,0.6943,0.4728,-0.4728
1.0150000000000001,1.01,1.02,0.654,0.4361,-0.4361
1.025,1.02,1.03,0.6176,0.4198,-0.4198
1.0350000000000001,1.03,1.04,0.5863,0.4112,-0.4112
1.045,1.04,1.05,0.5603,0.4052,-0.4052
1.0550000000000002,1.05,1.06,0.5393,0.3993,-0.3993
1.065,1.06,1.07,0.523,0.3926,-0.3926
1.0750000000000002,1.07,1.08,0.5109,0.3847,-0.3847
1.085,1.08,1.09,0.5026,0.3755,-0.3755
1.0950000000000002,1.09,1.1,0.4979,0.3654,-0.3654
1.105,1.1,1.11,0.4963,0.3545,-0.3545
1.1150000000000002,1.11,1.12,0.4975,0.3434,-0.3434
1.125,1.12,1.13,0.5011,0.3325,-0.3325
1.1349999999999998,1.13,1.14,0.5067,0.3223,-0.3223
1.145,1.14,1.15,0.5139,0.3133,-0.3133
1.1549999999999998,1.15,1.16,0.5225,0.306,-0.306
1.165,1.16,1.17,0.5321,0.3008,-0.3008
1.1749999999999998,1.17,1.18,0.5423,0.2979,-0.2979
1.185,1.18,1.19,0.5528,0.2974,-0.2974
1.1949999999999998,1.19,1.2,0.5634,0.2992,-0.2992
1.205,1.2,1.21,0.5736,0.3029,-0.3029
1.2149999999999999,1.21,1.22,0.5833,0.3084,-0.3084
1.225,1.22,1.23,0.5921,0.3151,-0.3151
1.2349999999999999,1.23,1.24,0.5999,0.3226,-0.3226
1.245,1.24,1.25,0.6065,0.3305,-0.3305
1.255,1.25,1.26,0.6116,0.3385,-0.3385
1.2650000000000001,1.26,1.27,0.6152,0.3462,-0.3462
1.275,1.27,1.28,0.6172,0.3535,-0.3535
1.2850000000000001,1.28,1.29,0.6176,0.3604,-0.3604
1.295,1.29,1.3,0.6162,0.3667,-0.3667
1.3050000000000002,1.3,1.31,0.6134,0.3727,-0.3727
1.315,1.31,1.32,0.6091,0.3785,-0.3785
1.3250000000000002,1.32,1.33,0.6036,0.3845,-0.3845
1.335,1.33,1.34,0.5972,0.3911,-0.3911
1.3450000000000002,1.34,1.35,0.5903,0.3987,-0.3987
1.355,1.35,1.36,0.5833,0.4078,-0.4078
1.3650000000000002,1.36,1.37,0.5769,0.4189,-0.4189
1.375,1.37,1.38,0.5717,0.4324,-0.4324
1.3849999999999998,1.38,1.39,0.5686,0.4486,-0.4486
1.395,1.39,1.4,0.5684,0.4677,-0.4677

