#: table_doi: 10.17182/hepdata.74824.v1/t97
#: name: Table 97
#: description: P wave cross section for -T.

#: data_file: Table97.yaml
#: keyword reactions: GAMMA P --> PI+ PI- P
#: keyword observables: DSIG/DT/DM
#: keyword plabs: 3.0,3.8
#: keyword phrases: Exclusive | Single Differential Cross Section | Photoproduction
#: -T [GeV^2],,,0.4-0.5
#: E(P=1) [GeV],,,3.0-3.2
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=pwave) [MUB/GEV**3]",error +,error -
1.2349999999999999,1.23,1.24,1.5689,0.7054,-0.7054
1.245,1.24,1.25,1.5505,0.702,-0.702
1.255,1.25,1.26,1.5296,0.6973,-0.6973
1.2650000000000001,1.26,1.27,1.5063,0.6916,-0.6916
1.275,1.27,1.28,1.4805,0.6849,-0.6849
1.2850000000000001,1.28,1.29,1.4525,0.6776,-0.6776
1.295,1.29,1.3,1.4225,0.6698,-0.6698
1.3050000000000002,1.3,1.31,1.3909,0.662,-0.662
1.315,1.31,1.32,1.3581,0.6544,-0.6544
1.3250000000000002,1.32,1.33,1.3249,0.6474,-0.6474
1.335,1.33,1.34,1.2919,0.6416,-0.6416
1.3450000000000002,1.34,1.35,1.26,0.6373,-0.6373
1.355,1.35,1.36,1.2303,0.6351,-0.6351
1.3650000000000002,1.36,1.37,1.204,0.6357,-0.6357
1.375,1.37,1.38,1.1825,0.6396,-0.6396
1.3849999999999998,1.38,1.39,1.1673,0.6476,-0.6476
1.395,1.39,1.4,1.1602,0.6607,-0.6607

#: -T [GeV^2],,,0.4-0.5
#: E(P=1) [GeV],,,3.2-3.4
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=pwave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.5681,0.2133,-0.2133
0.415,0.41,0.42,0.6085,0.2316,-0.2316
0.425,0.42,0.43,0.65,0.2512,-0.2512
0.435,0.43,0.44,0.6933,0.2723,-0.2723
0.445,0.44,0.45,0.7391,0.295,-0.295
0.455,0.45,0.46,0.7884,0.3196,-0.3196
0.46499999999999997,0.46,0.47,0.8423,0.3464,-0.3464
0.475,0.47,0.48,0.9022,0.3754,-0.3754
0.485,0.48,0.49,0.9694,0.4068,-0.4068
0.495,0.49,0.5,1.0459,0.4407,-0.4407
0.505,0.5,0.51,1.1336,0.4773,-0.4773
0.515,0.51,0.52,1.2351,0.5167,-0.5167
0.525,0.52,0.53,1.3532,0.5589,-0.5589
0.535,0.53,0.54,1.4913,0.6042,-0.6042
0.545,0.54,0.55,1.6536,0.6526,-0.6526
0.555,0.55,0.56,1.8449,0.7045,-0.7045
0.565,0.56,0.57,2.071,0.7602,-0.7602
0.575,0.57,0.58,2.3391,0.82,-0.82
0.585,0.58,0.59,2.6575,0.8843,-0.8843
0.595,0.59,0.6,3.0367,0.9539,-0.9539
0.605,0.6,0.61,3.4892,1.0296,-1.0296
0.615,0.61,0.62,4.0303,1.1125,-1.1125
0.625,0.62,0.63,4.6786,1.2037,-1.2037
0.635,0.63,0.64,5.4566,1.3051,-1.3051
0.645,0.64,0.65,6.3908,1.4187,-1.4187
0.655,0.65,0.66,7.5125,1.5468,-1.5468
0.665,0.66,0.67,8.8565,1.6922,-1.6922
0.675,0.67,0.68,10.4593,1.8578,-1.8578
0.685,0.68,0.69,12.3541,2.0458,-2.0458
0.695,0.69,0.7,14.5604,2.2573,-2.2573
0.705,0.7,0.71,17.0683,2.4905,-2.4905
0.715,0.71,0.72,19.8142,2.7384,-2.7384
0.725,0.72,0.73,22.6548,2.9866,-2.9866
0.735,0.73,0.74,25.3513,3.2125,-3.2125
0.745,0.74,0.75,27.5884,3.3873,-3.3873
0.755,0.75,0.76,29.0449,3.4829,-3.4829
0.765,0.76,0.77,29.5014,3.4827,-3.4827
0.775,0.77,0.78,28.9259,3.3879,-3.3879
0.785,0.78,0.79,27.4785,3.217,-3.217
0.795,0.79,0.8,25.4357,2.9981,-2.9981
0.805,0.8,0.81,23.0899,2.7592,-2.7592
0.815,0.81,0.82,20.6794,2.5218,-2.5218
0.825,0.82,0.83,18.3639,2.2995,-2.2995
0.835,0.83,0.84,16.2321,2.0988,-2.0988
0.845,0.84,0.85,14.321,1.9216,-1.9216
0.855,0.85,0.86,12.6357,1.7671,-1.7671
0.865,0.86,0.87,11.1636,1.6327,-1.6327
0.875,0.87,0.88,9.8844,1.5156,-1.5156
0.885,0.88,0.89,8.7753,1.4128,-1.4128
0.895,0.89,0.9,7.814,1.3219,-1.3219
0.905,0.9,0.91,6.9802,1.2403,-1.2403
0.915,0.91,0.92,6.2559,1.1663,-1.1663
0.925,0.92,0.93,5.6257,1.0984,-1.0984
0.935,0.93,0.94,5.0763,1.0352,-1.0352
0.945,0.94,0.95,4.5965,0.9758,-0.9758
0.955,0.95,0.96,4.1769,0.9196,-0.9196
0.965,0.96,0.97,3.8093,0.8661,-0.8661
0.975,0.97,0.98,3.487,0.815,-0.815
0.985,0.98,0.99,3.2042,0.7663,-0.7663
0.995,0.99,1.0,2.9558,0.7199,-0.7199
1.005,1.0,1.01,2.7376,0.6761,-0.6761
1.0150000000000001,1.01,1.02,2.5459,0.6352,-0.6352
1.025,1.02,1.03,2.3775,0.5977,-0.5977
1.0350000000000001,1.03,1.04,2.2295,0.5641,-0.5641
1.045,1.04,1.05,2.0996,0.535,-0.535
1.0550000000000002,1.05,1.06,1.9855,0.5111,-0.5111
1.065,1.06,1.07,1.8852,0.4928,-0.4928
1.0750000000000002,1.07,1.08,1.7971,0.4806,-0.4806
1.085,1.08,1.09,1.7195,0.4745,-0.4745
1.0950000000000002,1.09,1.1,1.6511,0.4744,-0.4744
1.105,1.1,1.11,1.5905,0.4797,-0.4797
1.1150000000000002,1.11,1.12,1.5366,0.4897,-0.4897
1.125,1.12,1.13,1.4884,0.5034,-0.5034
1.1349999999999998,1.13,1.14,1.4448,0.5197,-0.5197
1.145,1.14,1.15,1.405,0.5378,-0.5378
1.1549999999999998,1.15,1.16,1.3683,0.5568,-0.5568
1.165,1.16,1.17,1.3338,0.5757,-0.5757
1.1749999999999998,1.17,1.18,1.3011,0.5939,-0.5939
1.185,1.18,1.19,1.2695,0.6108,-0.6108
1.1949999999999998,1.19,1.2,1.2385,0.6258,-0.6258
1.205,1.2,1.21,1.2079,0.6386,-0.6386
1.2149999999999999,1.21,1.22,1.1772,0.6488,-0.6488
1.225,1.22,1.23,1.1463,0.6561,-0.6561
1.2349999999999999,1.23,1.24,1.1151,0.6604,-0.6604
1.245,1.24,1.25,1.0835,0.6615,-0.6615
1.255,1.25,1.26,1.0516,0.6595,-0.6595
1.2650000000000001,1.26,1.27,1.0196,0.6544,-0.6544
1.275,1.27,1.28,0.9878,0.6463,-0.6463
1.2850000000000001,1.28,1.29,0.9566,0.6355,-0.6355
1.295,1.29,1.3,0.9267,0.6224,-0.6224
1.3050000000000002,1.3,1.31,0.8986,0.6074,-0.6074
1.315,1.31,1.32,0.8732,0.5912,-0.5912
1.3250000000000002,1.32,1.33,0.8516,0.5745,-0.5745
1.335,1.33,1.34,0.8349,0.5582,-0.5582
1.3450000000000002,1.34,1.35,0.8245,0.5433,-0.5433
1.355,1.35,1.36,0.8218,0.5312,-0.5312
1.3650000000000002,1.36,1.37,0.8288,0.5229,-0.5229
1.375,1.37,1.38,0.8473,0.5201,-0.5201
1.3849999999999998,1.38,1.39,0.8795,0.524,-0.524
1.395,1.39,1.4,0.9278,0.5359,-0.5359

#: -T [GeV^2],,,0.4-0.5
#: E(P=1) [GeV],,,3.4-3.6
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=pwave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.4132,0.0856,-0.0856
0.415,0.41,0.42,0.4462,0.0896,-0.0896
0.425,0.42,0.43,0.4802,0.0941,-0.0941
0.435,0.43,0.44,0.5159,0.0997,-0.0997
0.445,0.44,0.45,0.5539,0.1072,-0.1072
0.455,0.45,0.46,0.5949,0.1173,-0.1173
0.46499999999999997,0.46,0.47,0.64,0.1307,-0.1307
0.475,0.47,0.48,0.6902,0.1478,-0.1478
0.485,0.48,0.49,0.7468,0.1689,-0.1689
0.495,0.49,0.5,0.8113,0.1941,-0.1941
0.505,0.5,0.51,0.8856,0.2234,-0.2234
0.515,0.51,0.52,0.9717,0.2571,-0.2571
0.525,0.52,0.53,1.0722,0.2951,-0.2951
0.535,0.53,0.54,1.19,0.3375,-0.3375
0.545,0.54,0.55,1.3286,0.3847,-0.3847
0.555,0.55,0.56,1.4924,0.4367,-0.4367
0.565,0.56,0.57,1.6863,0.494,-0.494
0.575,0.57,0.58,1.9166,0.5571,-0.5571
0.585,0.58,0.59,2.1906,0.6264,-0.6264
0.595,0.59,0.6,2.5176,0.7026,-0.7026
0.605,0.6,0.61,2.9085,0.7868,-0.7868
0.615,0.61,0.62,3.3768,0.8799,-0.8799
0.625,0.62,0.63,3.939,0.9833,-0.9833
0.635,0.63,0.64,4.6149,1.0986,-1.0986
0.645,0.64,0.65,5.4284,1.2278,-1.2278
0.655,0.65,0.66,6.4073,1.3731,-1.3731
0.665,0.66,0.67,7.5831,1.537,-1.537
0.675,0.67,0.68,8.9892,1.7219,-1.7219
0.685,0.68,0.69,10.6561,1.9297,-1.9297
0.695,0.69,0.7,12.6036,2.1609,-2.1609
0.705,0.7,0.71,14.8258,2.413,-2.413
0.715,0.71,0.72,17.2703,2.6783,-2.6783
0.725,0.72,0.73,19.8144,2.942,-2.942
0.735,0.73,0.74,22.2501,3.1808,-3.1808
0.745,0.74,0.75,24.2995,3.3654,-3.3654
0.755,0.75,0.76,25.6756,3.4674,-3.4674
0.765,0.76,0.77,26.1774,3.4694,-3.4694
0.775,0.77,0.78,25.7672,3.3722,-3.3722
0.785,0.78,0.79,24.5781,3.1943,-3.1943
0.795,0.79,0.8,22.8487,2.9637,-2.9637
0.805,0.8,0.81,20.8355,2.7092,-2.7092
0.815,0.81,0.82,18.7498,2.4532,-2.4532
0.825,0.82,0.83,16.735,2.2104,-2.2104
0.835,0.83,0.84,14.8721,1.9887,-1.9887
0.845,0.84,0.85,13.1964,1.7913,-1.7913
0.855,0.85,0.86,11.7143,1.6183,-1.6183
0.865,0.86,0.87,10.4167,1.4683,-1.4683
0.875,0.87,0.88,9.2866,1.3393,-1.3393
0.885,0.88,0.89,8.3047,1.2289,-1.2289
0.895,0.89,0.9,7.4522,1.1349,-1.1349
0.905,0.9,0.91,6.7114,1.0552,-1.0552
0.915,0.91,0.92,6.0668,0.9879,-0.9879
0.925,0.92,0.93,5.505,0.9313,-0.9313
0.935,0.93,0.94,5.0143,0.8839,-0.8839
0.945,0.94,0.95,4.5851,0.8442,-0.8442
0.955,0.95,0.96,4.2089,0.8111,-0.8111
0.965,0.96,0.97,3.8787,0.7834,-0.7834
0.975,0.97,0.98,3.5885,0.7602,-0.7602
0.985,0.98,0.99,3.3333,0.7407,-0.7407
0.995,0.99,1.0,3.1085,0.7242,-0.7242
1.005,1.0,1.01,2.9105,0.7099,-0.7099
1.0150000000000001,1.01,1.02,2.7359,0.6975,-0.6975
1.025,1.02,1.03,2.582,0.6866,-0.6866
1.0350000000000001,1.03,1.04,2.4463,0.6766,-0.6766
1.045,1.04,1.05,2.3266,0.6675,-0.6675
1.0550000000000002,1.05,1.06,2.2209,0.659,-0.659
1.065,1.06,1.07,2.1276,0.6508,-0.6508
1.0750000000000002,1.07,1.08,2.0452,0.643,-0.643
1.085,1.08,1.09,1.9723,0.6354,-0.6354
1.0950000000000002,1.09,1.1,1.9076,0.6279,-0.6279
1.105,1.1,1.11,1.8501,0.6206,-0.6206
1.1150000000000002,1.11,1.12,1.7988,0.6135,-0.6135
1.125,1.12,1.13,1.7527,0.6066,-0.6066
1.1349999999999998,1.13,1.14,1.711,0.5998,-0.5998
1.145,1.14,1.15,1.6731,0.5933,-0.5933
1.1549999999999998,1.15,1.16,1.6383,0.5871,-0.5871
1.165,1.16,1.17,1.606,0.5811,-0.5811
1.1749999999999998,1.17,1.18,1.5758,0.5755,-0.5755
1.185,1.18,1.19,1.5471,0.5702,-0.5702
1.1949999999999998,1.19,1.2,1.5197,0.5653,-0.5653
1.205,1.2,1.21,1.4932,0.5607,-0.5607
1.2149999999999999,1.21,1.22,1.4676,0.5565,-0.5565
1.225,1.22,1.23,1.4426,0.5525,-0.5525
1.2349999999999999,1.23,1.24,1.4184,0.5488,-0.5488
1.245,1.24,1.25,1.3949,0.5452,-0.5452
1.255,1.25,1.26,1.3722,0.5417,-0.5417
1.2650000000000001,1.26,1.27,1.3508,0.5383,-0.5383
1.275,1.27,1.28,1.3309,0.535,-0.535
1.2850000000000001,1.28,1.29,1.3131,0.5318,-0.5318
1.295,1.29,1.3,1.2979,0.5289,-0.5289
1.3050000000000002,1.3,1.31,1.2861,0.5266,-0.5266
1.315,1.31,1.32,1.2786,0.5255,-0.5255
1.3250000000000002,1.32,1.33,1.2765,0.5262,-0.5262
1.335,1.33,1.34,1.2808,0.53,-0.53
1.3450000000000002,1.34,1.35,1.2929,0.5382,-0.5382
1.355,1.35,1.36,1.3144,0.5528,-0.5528
1.3650000000000002,1.36,1.37,1.3469,0.576,-0.576
1.375,1.37,1.38,1.3925,0.6102,-0.6102
1.3849999999999998,1.38,1.39,1.4531,0.6579,-0.6579
1.395,1.39,1.4,1.5311,0.7213,-0.7213

#: -T [GeV^2],,,0.4-0.5
#: E(P=1) [GeV],,,3.6-3.8
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=pwave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.4319,0.1558,-0.1558
0.415,0.41,0.42,0.4629,0.1696,-0.1696
0.425,0.42,0.43,0.4945,0.1845,-0.1845
0.435,0.43,0.44,0.5271,0.2008,-0.2008
0.445,0.44,0.45,0.5613,0.2189,-0.2189
0.455,0.45,0.46,0.5979,0.2391,-0.2391
0.46499999999999997,0.46,0.47,0.6377,0.2617,-0.2617
0.475,0.47,0.48,0.6818,0.2871,-0.2871
0.485,0.48,0.49,0.7313,0.3155,-0.3155
0.495,0.49,0.5,0.7876,0.3473,-0.3473
0.505,0.5,0.51,0.8525,0.3825,-0.3825
0.515,0.51,0.52,0.9279,0.4215,-0.4215
0.525,0.52,0.53,1.0161,0.4645,-0.4645
0.535,0.53,0.54,1.1199,0.5118,-0.5118
0.545,0.54,0.55,1.2425,0.5636,-0.5636
0.555,0.55,0.56,1.388,0.6203,-0.6203
0.565,0.56,0.57,1.5612,0.6821,-0.6821
0.575,0.57,0.58,1.7677,0.7496,-0.7496
0.585,0.58,0.59,2.0145,0.8232,-0.8232
0.595,0.59,0.6,2.3103,0.9034,-0.9034
0.605,0.6,0.61,2.6652,0.9911,-0.9911
0.615,0.61,0.62,3.092,1.0868,-1.0868
0.625,0.62,0.63,3.6061,1.1916,-1.1916
0.635,0.63,0.64,4.2261,1.3065,-1.3065
0.645,0.64,0.65,4.9744,1.4327,-1.4327
0.655,0.65,0.66,5.8773,1.5713,-1.5713
0.665,0.66,0.67,6.9642,1.7236,-1.7236
0.675,0.67,0.68,8.2667,1.8906,-1.8906
0.685,0.68,0.69,9.8138,2.0725,-2.0725
0.695,0.69,0.7,11.6243,2.2685,-2.2685
0.705,0.7,0.71,13.6932,2.4758,-2.4758
0.715,0.71,0.72,15.9722,2.6881,-2.6881
0.725,0.72,0.73,18.3469,2.8946,-2.8946
0.735,0.73,0.74,20.6231,3.0796,-3.0796
0.745,0.74,0.75,22.5401,3.2239,-3.2239
0.755,0.75,0.76,23.8286,3.3087,-3.3087
0.765,0.76,0.77,24.299,3.3222,-3.3222
0.775,0.77,0.78,23.9143,3.2635,-3.2635
0.785,0.78,0.79,22.7976,3.1431,-3.1431
0.795,0.79,0.8,21.1718,2.9784,-2.9784
0.805,0.8,0.81,19.2769,2.788,-2.788
0.815,0.81,0.82,17.3112,2.5876,-2.5876
0.825,0.82,0.83,15.4094,2.3884,-2.3884
0.835,0.83,0.84,13.6479,2.1973,-2.1973
0.845,0.84,0.85,12.0604,2.0177,-2.0177
0.855,0.85,0.86,10.6533,1.8512,-1.8512
0.865,0.86,0.87,9.4183,1.6979,-1.6979
0.875,0.87,0.88,8.3397,1.5572,-1.5572
0.885,0.88,0.89,7.3999,1.4281,-1.4281
0.895,0.89,0.9,6.581,1.3097,-1.3097
0.905,0.9,0.91,5.8667,1.201,-1.201
0.915,0.91,0.92,5.2427,1.1012,-1.1012
0.925,0.92,0.93,4.6963,1.0094,-1.0094
0.935,0.93,0.94,4.2168,0.9251,-0.9251
0.945,0.94,0.95,3.7951,0.8478,-0.8478
0.955,0.95,0.96,3.4235,0.7772,-0.7772
0.965,0.96,0.97,3.0952,0.7131,-0.7131
0.975,0.97,0.98,2.8049,0.6555,-0.6555
0.985,0.98,0.99,2.5477,0.6043,-0.6043
0.995,0.99,1.0,2.3195,0.5597,-0.5597
1.005,1.0,1.01,2.1169,0.5219,-0.5219
1.0150000000000001,1.01,1.02,1.9369,0.491,-0.491
1.025,1.02,1.03,1.7769,0.4671,-0.4671
1.0350000000000001,1.03,1.04,1.6346,0.45,-0.45
1.045,1.04,1.05,1.508,0.4393,-0.4393
1.0550000000000002,1.05,1.06,1.3953,0.4346,-0.4346
1.065,1.06,1.07,1.295,0.4348,-0.4348
1.0750000000000002,1.07,1.08,1.2058,0.4392,-0.4392
1.085,1.08,1.09,1.1263,0.4467,-0.4467
1.0950000000000002,1.09,1.1,1.0556,0.4564,-0.4564
1.105,1.1,1.11,0.9926,0.4673,-0.4673
1.1150000000000002,1.11,1.12,0.9364,0.4789,-0.4789
1.125,1.12,1.13,0.8862,0.4903,-0.4903
1.1349999999999998,1.13,1.14,0.8413,0.5012,-0.5012
1.145,1.14,1.15,0.8012,0.5111,-0.5111
1.1549999999999998,1.15,1.16,0.7651,0.5197,-0.5197
1.165,1.16,1.17,0.7327,0.5268,-0.5268
1.1749999999999998,1.17,1.18,0.7036,0.5322,-0.5322
1.185,1.18,1.19,0.6773,0.5359,-0.5359
1.1949999999999998,1.19,1.2,0.6536,0.5378,-0.5378
1.205,1.2,1.21,0.6323,0.538,-0.538
1.2149999999999999,1.21,1.22,0.6133,0.5367,-0.5367
1.225,1.22,1.23,0.5964,0.5341,-0.5341
1.2349999999999999,1.23,1.24,0.5817,0.5305,-0.5305
1.245,1.24,1.25,0.5694,0.5262,-0.5262
1.255,1.25,1.26,0.5595,0.5218,-0.5218
1.2650000000000001,1.26,1.27,0.5524,0.5177,-0.5177
1.275,1.27,1.28,0.5485,0.5147,-0.5147
1.2850000000000001,1.28,1.29,0.5482,0.5133,-0.5133
1.295,1.29,1.3,0.5521,0.5145,-0.5145
1.3050000000000002,1.3,1.31,0.5609,0.519,-0.519
1.315,1.31,1.32,0.5755,0.5276,-0.5276
1.3250000000000002,1.32,1.33,0.5968,0.5411,-0.5411
1.335,1.33,1.34,0.626,0.5605,-0.5605
1.3450000000000002,1.34,1.35,0.6642,0.5867,-0.5867
1.355,1.35,1.36,0.713,0.6204,-0.6204
1.3650000000000002,1.36,1.37,0.7739,0.6627,-0.6627
1.375,1.37,1.38,0.8486,0.7147,-0.7147
1.3849999999999998,1.38,1.39,0.9392,0.7777,-0.7777
1.395,1.39,1.4,1.0477,0.8533,-0.8533

