#: table_doi: 10.17182/hepdata.74824.v1/t184
#: name: Table 184
#: description: Spin density matrix elements for the P-wave for -T.

#: data_file: Table184.yaml
#: keyword reactions: GAMMA P --> PI+ PI- P
#: keyword observables: RHO
#: keyword plabs: 3.0,3.8
#: keyword phrases: Exclusive | Photoproduction
#: -T [GeV^2],,,0.7-0.8
#: E(P=1) [GeV],,,3.0-3.2
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"RHO(P=3_4,C=JJ=0,MM=1-1)",error +,error -
0.575,0.57,0.58,0.021,0.0199,-0.0199
0.585,0.58,0.59,0.025,0.0191,-0.0191
0.595,0.59,0.6,0.0293,0.0181,-0.0181
0.605,0.6,0.61,0.034,0.017,-0.017
0.615,0.61,0.62,0.039,0.016,-0.016
0.625,0.62,0.63,0.0443,0.0149,-0.0149
0.635,0.63,0.64,0.0499,0.0138,-0.0138
0.645,0.64,0.65,0.0557,0.0128,-0.0128
0.655,0.65,0.66,0.0616,0.012,-0.012
0.665,0.66,0.67,0.0674,0.0113,-0.0113
0.675,0.67,0.68,0.0732,0.0107,-0.0107
0.685,0.68,0.69,0.0789,0.0103,-0.0103
0.695,0.69,0.7,0.0842,0.0101,-0.0101
0.705,0.7,0.71,0.0891,0.0099,-0.0099
0.715,0.71,0.72,0.0936,0.0097,-0.0097
0.725,0.72,0.73,0.0974,0.0096,-0.0096
0.735,0.73,0.74,0.1006,0.0094,-0.0094
0.745,0.74,0.75,0.103,0.0093,-0.0093
0.755,0.75,0.76,0.1046,0.0093,-0.0093
0.765,0.76,0.77,0.1053,0.0095,-0.0095
0.775,0.77,0.78,0.1051,0.0101,-0.0101
0.785,0.78,0.79,0.1039,0.011,-0.011
0.795,0.79,0.8,0.1018,0.0124,-0.0124
0.805,0.8,0.81,0.0987,0.0141,-0.0141
0.815,0.81,0.82,0.0947,0.0158,-0.0158
0.825,0.82,0.83,0.0898,0.0176,-0.0176
0.835,0.83,0.84,0.0841,0.0194,-0.0194
0.845,0.84,0.85,0.0776,0.021,-0.021
0.855,0.85,0.86,0.0704,0.0223,-0.0223
0.865,0.86,0.87,0.0627,0.0234,-0.0234
0.875,0.87,0.88,0.0545,0.0242,-0.0242
0.885,0.88,0.89,0.046,0.0248,-0.0248
0.895,0.89,0.9,0.0373,0.025,-0.025
0.905,0.9,0.91,0.0284,0.025,-0.025
0.915,0.91,0.92,0.0194,0.0248,-0.0248
0.925,0.92,0.93,0.0105,0.0243,-0.0243
0.935,0.93,0.94,0.0017,0.0238,-0.0238
0.945,0.94,0.95,-0.0071,0.0231,-0.0231
0.955,0.95,0.96,-0.0157,0.0225,-0.0225
0.965,0.96,0.97,-0.0245,0.0218,-0.0218
0.975,0.97,0.98,-0.0335,0.0213,-0.0213
0.985,0.98,0.99,-0.0435,0.0212,-0.0212
0.995,0.99,1.0,-0.0531,0.0211,-0.0211
1.005,1.0,1.01,-0.0609,0.0195,-0.0195
1.0150000000000001,1.01,1.02,-0.0677,0.0181,-0.0181
1.025,1.02,1.03,-0.074,0.0171,-0.0171
1.0350000000000001,1.03,1.04,-0.0798,0.0165,-0.0165
1.045,1.04,1.05,-0.0851,0.0162,-0.0162
1.0550000000000002,1.05,1.06,-0.09,0.0163,-0.0163
1.065,1.06,1.07,-0.0946,0.0166,-0.0166
1.0750000000000002,1.07,1.08,-0.0989,0.0171,-0.0171
1.085,1.08,1.09,-0.1029,0.0177,-0.0177
1.0950000000000002,1.09,1.1,-0.1066,0.0185,-0.0185
1.105,1.1,1.11,-0.1102,0.0193,-0.0193
1.1150000000000002,1.11,1.12,-0.1136,0.0202,-0.0202
1.125,1.12,1.13,-0.1168,0.0211,-0.0211
1.1349999999999998,1.13,1.14,-0.1198,0.022,-0.022
1.145,1.14,1.15,-0.1227,0.023,-0.023
1.1549999999999998,1.15,1.16,-0.1253,0.0239,-0.0239
1.165,1.16,1.17,-0.1277,0.0248,-0.0248
1.1749999999999998,1.17,1.18,-0.1297,0.0255,-0.0255
1.185,1.18,1.19,-0.1313,0.026,-0.026
1.1949999999999998,1.19,1.2,-0.1324,0.0263,-0.0263
1.205,1.2,1.21,-0.1329,0.0263,-0.0263
1.2149999999999999,1.21,1.22,-0.1328,0.0259,-0.0259
1.225,1.22,1.23,-0.132,0.0252,-0.0252
1.2349999999999999,1.23,1.24,-0.1307,0.0241,-0.0241
1.245,1.24,1.25,-0.1292,0.0229,-0.0229
1.255,1.25,1.26,-0.1277,0.0215,-0.0215
1.2650000000000001,1.26,1.27,-0.1268,0.0202,-0.0202
1.275,1.27,1.28,-0.1266,0.0191,-0.0191
1.2850000000000001,1.28,1.29,-0.1277,0.0184,-0.0184
1.295,1.29,1.3,-0.1302,0.0183,-0.0183
1.3050000000000002,1.3,1.31,-0.1341,0.0188,-0.0188
1.315,1.31,1.32,-0.1393,0.0198,-0.0198
1.3250000000000002,1.32,1.33,-0.1458,0.0213,-0.0213
1.335,1.33,1.34,-0.1532,0.023,-0.023
1.3450000000000002,1.34,1.35,-0.1613,0.0246,-0.0246
1.355,1.35,1.36,-0.1696,0.026,-0.026
1.3650000000000002,1.36,1.37,-0.1777,0.027,-0.027
1.375,1.37,1.38,-0.1852,0.0277,-0.0277
1.3849999999999998,1.38,1.39,-0.1915,0.0283,-0.0283
1.395,1.39,1.4,-0.1961,0.0296,-0.0296

#: -T [GeV^2],,,0.7-0.8
#: E(P=1) [GeV],,,3.4-3.6
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"RHO(P=3_4,C=JJ=0,MM=1-1)",error +,error -
0.405,0.4,0.41,-0.0073,0.0211,-0.0211
0.415,0.41,0.42,-0.0062,0.0206,-0.0206
0.425,0.42,0.43,-0.0053,0.02,-0.02
0.435,0.43,0.44,-0.0043,0.0195,-0.0195
0.445,0.44,0.45,-0.0033,0.0191,-0.0191
0.455,0.45,0.46,-0.0022,0.0187,-0.0187
0.46499999999999997,0.46,0.47,-0.001,0.0184,-0.0184
0.475,0.47,0.48,0.0003,0.0182,-0.0182
0.485,0.48,0.49,0.0018,0.0181,-0.0181
0.495,0.49,0.5,0.0035,0.0181,-0.0181
0.505,0.5,0.51,0.0053,0.0181,-0.0181
0.515,0.51,0.52,0.0074,0.0181,-0.0181
0.525,0.52,0.53,0.0098,0.0182,-0.0182
0.535,0.53,0.54,0.0125,0.0182,-0.0182
0.545,0.54,0.55,0.0154,0.0183,-0.0183
0.555,0.55,0.56,0.0187,0.0183,-0.0183
0.565,0.56,0.57,0.0223,0.0182,-0.0182
0.575,0.57,0.58,0.0262,0.0181,-0.0181
0.585,0.58,0.59,0.0304,0.0179,-0.0179
0.595,0.59,0.6,0.035,0.0176,-0.0176
0.605,0.6,0.61,0.0398,0.0173,-0.0173
0.615,0.61,0.62,0.045,0.0168,-0.0168
0.625,0.62,0.63,0.0503,0.0163,-0.0163
0.635,0.63,0.64,0.0558,0.0157,-0.0157
0.645,0.64,0.65,0.0614,0.0151,-0.0151
0.655,0.65,0.66,0.067,0.0144,-0.0144
0.665,0.66,0.67,0.0725,0.0137,-0.0137
0.675,0.67,0.68,0.0778,0.0131,-0.0131
0.685,0.68,0.69,0.0828,0.0124,-0.0124
0.695,0.69,0.7,0.0875,0.0118,-0.0118
0.705,0.7,0.71,0.0916,0.0111,-0.0111
0.715,0.71,0.72,0.0951,0.0105,-0.0105
0.725,0.72,0.73,0.098,0.0099,-0.0099
0.735,0.73,0.74,0.1,0.0093,-0.0093
0.745,0.74,0.75,0.1012,0.0088,-0.0088
0.755,0.75,0.76,0.1016,0.0085,-0.0085
0.765,0.76,0.77,0.101,0.0086,-0.0086
0.775,0.77,0.78,0.0996,0.0092,-0.0092
0.785,0.78,0.79,0.0973,0.0103,-0.0103
0.795,0.79,0.8,0.0942,0.0118,-0.0118
0.805,0.8,0.81,0.0904,0.0136,-0.0136
0.815,0.81,0.82,0.0859,0.0154,-0.0154
0.825,0.82,0.83,0.0809,0.0172,-0.0172
0.835,0.83,0.84,0.0754,0.0188,-0.0188
0.845,0.84,0.85,0.0695,0.0202,-0.0202
0.855,0.85,0.86,0.0633,0.0213,-0.0213
0.865,0.86,0.87,0.0569,0.0222,-0.0222
0.875,0.87,0.88,0.0504,0.0228,-0.0228
0.885,0.88,0.89,0.0438,0.0232,-0.0232
0.895,0.89,0.9,0.0371,0.0233,-0.0233
0.905,0.9,0.91,0.0305,0.0233,-0.0233
0.915,0.91,0.92,0.0239,0.0232,-0.0232
0.925,0.92,0.93,0.0175,0.023,-0.023
0.935,0.93,0.94,0.0111,0.0227,-0.0227
0.945,0.94,0.95,0.0048,0.0224,-0.0224
0.955,0.95,0.96,-0.0013,0.0222,-0.0222
0.965,0.96,0.97,-0.0074,0.022,-0.022
0.975,0.97,0.98,-0.0134,0.0219,-0.0219
0.985,0.98,0.99,-0.0195,0.022,-0.022
0.995,0.99,1.0,-0.0278,0.023,-0.023
1.005,1.0,1.01,-0.0348,0.0225,-0.0225
1.0150000000000001,1.01,1.02,-0.0415,0.0218,-0.0218
1.025,1.02,1.03,-0.0479,0.0214,-0.0214
1.0350000000000001,1.03,1.04,-0.0539,0.0211,-0.0211
1.045,1.04,1.05,-0.0598,0.021,-0.021
1.0550000000000002,1.05,1.06,-0.0653,0.0212,-0.0212
1.065,1.06,1.07,-0.0706,0.0214,-0.0214
1.0750000000000002,1.07,1.08,-0.0756,0.0218,-0.0218
1.085,1.08,1.09,-0.0803,0.0223,-0.0223
1.0950000000000002,1.09,1.1,-0.0849,0.0228,-0.0228
1.105,1.1,1.11,-0.0892,0.0233,-0.0233
1.1150000000000002,1.11,1.12,-0.0934,0.0238,-0.0238
1.125,1.12,1.13,-0.0973,0.0243,-0.0243
1.1349999999999998,1.13,1.14,-0.101,0.0248,-0.0248
1.145,1.14,1.15,-0.1044,0.0252,-0.0252
1.1549999999999998,1.15,1.16,-0.1076,0.0255,-0.0255
1.165,1.16,1.17,-0.1104,0.0258,-0.0258
1.1749999999999998,1.17,1.18,-0.113,0.026,-0.026
1.185,1.18,1.19,-0.1151,0.0262,-0.0262
1.1949999999999998,1.19,1.2,-0.1167,0.0262,-0.0262
1.205,1.2,1.21,-0.118,0.0261,-0.0261
1.2149999999999999,1.21,1.22,-0.1187,0.0259,-0.0259
1.225,1.22,1.23,-0.1191,0.0256,-0.0256
1.2349999999999999,1.23,1.24,-0.1193,0.0252,-0.0252
1.245,1.24,1.25,-0.1194,0.0247,-0.0247
1.255,1.25,1.26,-0.1199,0.0244,-0.0244
1.2650000000000001,1.26,1.27,-0.1209,0.0242,-0.0242
1.275,1.27,1.28,-0.123,0.0243,-0.0243
1.2850000000000001,1.28,1.29,-0.1264,0.0248,-0.0248
1.295,1.29,1.3,-0.1312,0.0257,-0.0257
1.3050000000000002,1.3,1.31,-0.1375,0.027,-0.027
1.315,1.31,1.32,-0.1452,0.0287,-0.0287
1.3250000000000002,1.32,1.33,-0.154,0.0306,-0.0306
1.335,1.33,1.34,-0.1635,0.0326,-0.0326
1.3450000000000002,1.34,1.35,-0.1732,0.0344,-0.0344
1.355,1.35,1.36,-0.1826,0.0359,-0.0359
1.3650000000000002,1.36,1.37,-0.1912,0.0371,-0.0371
1.375,1.37,1.38,-0.1986,0.0378,-0.0378
1.3849999999999998,1.38,1.39,-0.2043,0.0383,-0.0383
1.395,1.39,1.4,-0.208,0.0387,-0.0387

#: -T [GeV^2],,,0.7-0.8
#: E(P=1) [GeV],,,3.6-3.8
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"RHO(P=3_4,C=JJ=0,MM=1-1)",error +,error -
0.405,0.4,0.41,-0.0113,0.0191,-0.0191
0.415,0.41,0.42,-0.0089,0.0218,-0.0218
0.425,0.42,0.43,-0.0065,0.0247,-0.0247
0.435,0.43,0.44,-0.0039,0.0276,-0.0276
0.445,0.44,0.45,-0.0013,0.0302,-0.0302
0.455,0.45,0.46,0.0013,0.0327,-0.0327
0.46499999999999997,0.46,0.47,0.004,0.0348,-0.0348
0.475,0.47,0.48,0.0068,0.0366,-0.0366
0.485,0.48,0.49,0.0095,0.0381,-0.0381
0.495,0.49,0.5,0.0123,0.0393,-0.0393
0.505,0.5,0.51,0.015,0.0402,-0.0402
0.515,0.51,0.52,0.0178,0.0408,-0.0408
0.525,0.52,0.53,0.0207,0.0411,-0.0411
0.535,0.53,0.54,0.0237,0.0411,-0.0411
0.545,0.54,0.55,0.0267,0.0409,-0.0409
0.555,0.55,0.56,0.0298,0.0405,-0.0405
0.565,0.56,0.57,0.0331,0.0399,-0.0399
0.575,0.57,0.58,0.0365,0.0391,-0.0391
0.585,0.58,0.59,0.0401,0.038,-0.038
0.595,0.59,0.6,0.0438,0.0369,-0.0369
0.605,0.6,0.61,0.0477,0.0355,-0.0355
0.615,0.61,0.62,0.0518,0.0341,-0.0341
0.625,0.62,0.63,0.0559,0.0326,-0.0326
0.635,0.63,0.64,0.0602,0.031,-0.031
0.645,0.64,0.65,0.0645,0.0294,-0.0294
0.655,0.65,0.66,0.0689,0.0279,-0.0279
0.665,0.66,0.67,0.0731,0.0265,-0.0265
0.675,0.67,0.68,0.0772,0.0252,-0.0252
0.685,0.68,0.69,0.081,0.024,-0.024
0.695,0.69,0.7,0.0845,0.023,-0.023
0.705,0.7,0.71,0.0875,0.0222,-0.0222
0.715,0.71,0.72,0.09,0.0216,-0.0216
0.725,0.72,0.73,0.0919,0.0212,-0.0212
0.735,0.73,0.74,0.0931,0.0209,-0.0209
0.745,0.74,0.75,0.0935,0.021,-0.021
0.755,0.75,0.76,0.0931,0.0214,-0.0214
0.765,0.76,0.77,0.092,0.0221,-0.0221
0.775,0.77,0.78,0.09,0.0232,-0.0232
0.785,0.78,0.79,0.0874,0.0243,-0.0243
0.795,0.79,0.8,0.084,0.0253,-0.0253
0.805,0.8,0.81,0.0801,0.0262,-0.0262
0.815,0.81,0.82,0.0756,0.0272,-0.0272
0.825,0.82,0.83,0.0708,0.0283,-0.0283
0.835,0.83,0.84,0.0655,0.0295,-0.0295
0.845,0.84,0.85,0.0601,0.0308,-0.0308
0.855,0.85,0.86,0.0545,0.0321,-0.0321
0.865,0.86,0.87,0.0488,0.0335,-0.0335
0.875,0.87,0.88,0.0431,0.0348,-0.0348
0.885,0.88,0.89,0.0374,0.0359,-0.0359
0.895,0.89,0.9,0.0319,0.0368,-0.0368
0.905,0.9,0.91,0.0264,0.0374,-0.0374
0.915,0.91,0.92,0.0211,0.0378,-0.0378
0.925,0.92,0.93,0.0159,0.0378,-0.0378
0.935,0.93,0.94,0.0109,0.0376,-0.0376
0.945,0.94,0.95,0.0061,0.0371,-0.0371
0.955,0.95,0.96,0.0013,0.0364,-0.0364
0.965,0.96,0.97,-0.0035,0.0355,-0.0355
0.975,0.97,0.98,-0.0084,0.0347,-0.0347
0.985,0.98,0.99,-0.0144,0.0355,-0.0355
0.995,0.99,1.0,-0.0205,0.0375,-0.0375
1.005,1.0,1.01,-0.0253,0.0355,-0.0355
1.0150000000000001,1.01,1.02,-0.0303,0.0339,-0.0339
1.025,1.02,1.03,-0.0352,0.0323,-0.0323
1.0350000000000001,1.03,1.04,-0.0399,0.0308,-0.0308
1.045,1.04,1.05,-0.0444,0.0293,-0.0293
1.0550000000000002,1.05,1.06,-0.0488,0.0281,-0.0281
1.065,1.06,1.07,-0.053,0.027,-0.027
1.0750000000000002,1.07,1.08,-0.0571,0.0263,-0.0263
1.085,1.08,1.09,-0.061,0.0259,-0.0259
1.0950000000000002,1.09,1.1,-0.0649,0.0259,-0.0259
1.105,1.1,1.11,-0.0686,0.0264,-0.0264
1.1150000000000002,1.11,1.12,-0.0723,0.0272,-0.0272
1.125,1.12,1.13,-0.0759,0.0283,-0.0283
1.1349999999999998,1.13,1.14,-0.0796,0.0297,-0.0297
1.145,1.14,1.15,-0.0832,0.0313,-0.0313
1.1549999999999998,1.15,1.16,-0.0867,0.033,-0.033
1.165,1.16,1.17,-0.0902,0.0347,-0.0347
1.1749999999999998,1.17,1.18,-0.0937,0.0364,-0.0364
1.185,1.18,1.19,-0.097,0.0379,-0.0379
1.1949999999999998,1.19,1.2,-0.1,0.0391,-0.0391
1.205,1.2,1.21,-0.1028,0.04,-0.04
1.2149999999999999,1.21,1.22,-0.1052,0.0405,-0.0405
1.225,1.22,1.23,-0.1071,0.0406,-0.0406
1.2349999999999999,1.23,1.24,-0.1087,0.0402,-0.0402
1.245,1.24,1.25,-0.11,0.0394,-0.0394
1.255,1.25,1.26,-0.1112,0.0385,-0.0385
1.2650000000000001,1.26,1.27,-0.1124,0.0376,-0.0376
1.275,1.27,1.28,-0.1141,0.037,-0.037
1.2850000000000001,1.28,1.29,-0.1166,0.0368,-0.0368
1.295,1.29,1.3,-0.1203,0.0372,-0.0372
1.3050000000000002,1.3,1.31,-0.1253,0.0381,-0.0381
1.315,1.31,1.32,-0.132,0.0397,-0.0397
1.3250000000000002,1.32,1.33,-0.1405,0.0418,-0.0418
1.335,1.33,1.34,-0.1508,0.0444,-0.0444
1.3450000000000002,1.34,1.35,-0.1626,0.0475,-0.0475
1.355,1.35,1.36,-0.1755,0.0508,-0.0508
1.3650000000000002,1.36,1.37,-0.1888,0.0542,-0.0542
1.375,1.37,1.38,-0.2018,0.0572,-0.0572
1.3849999999999998,1.38,1.39,-0.2134,0.0595,-0.0595
1.395,1.39,1.4,-0.2229,0.0606,-0.0606

