#: table_doi: 10.17182/hepdata.74824.v1/t99
#: name: Table 99
#: description: P wave cross section for -T.

#: data_file: Table99.yaml
#: keyword reactions: GAMMA P --> PI+ PI- P
#: keyword observables: DSIG/DT/DM
#: keyword plabs: 3.0,3.8
#: keyword phrases: Exclusive | Single Differential Cross Section | Photoproduction
#: -T [GeV^2],,,0.6-0.7
#: E(P=1) [GeV],,,3.0-3.2
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=pwave) [MUB/GEV**3]",error +,error -
0.985,0.98,0.99,1.995,0.4915,-0.4915
0.995,0.99,1.0,1.9222,0.4904,-0.4904
1.005,1.0,1.01,1.8576,0.4904,-0.4904
1.0150000000000001,1.01,1.02,1.8,0.4914,-0.4914
1.025,1.02,1.03,1.7486,0.4932,-0.4932
1.0350000000000001,1.03,1.04,1.7024,0.4959,-0.4959
1.045,1.04,1.05,1.6608,0.4994,-0.4994
1.0550000000000002,1.05,1.06,1.6231,0.5035,-0.5035
1.065,1.06,1.07,1.5888,0.5083,-0.5083
1.0750000000000002,1.07,1.08,1.5574,0.5137,-0.5137
1.085,1.08,1.09,1.5284,0.5195,-0.5195
1.0950000000000002,1.09,1.1,1.5014,0.5258,-0.5258
1.105,1.1,1.11,1.4762,0.5324,-0.5324
1.1150000000000002,1.11,1.12,1.4524,0.5394,-0.5394
1.125,1.12,1.13,1.4298,0.5466,-0.5466
1.1349999999999998,1.13,1.14,1.4082,0.554,-0.554
1.145,1.14,1.15,1.3873,0.5615,-0.5615
1.1549999999999998,1.15,1.16,1.367,0.5691,-0.5691
1.165,1.16,1.17,1.3472,0.5767,-0.5767
1.1749999999999998,1.17,1.18,1.3277,0.5842,-0.5842
1.185,1.18,1.19,1.3084,0.5916,-0.5916
1.1949999999999998,1.19,1.2,1.2894,0.5989,-0.5989
1.205,1.2,1.21,1.2705,0.6059,-0.6059
1.2149999999999999,1.21,1.22,1.2518,0.6127,-0.6127
1.225,1.22,1.23,1.2332,0.6191,-0.6191
1.2349999999999999,1.23,1.24,1.2149,0.6252,-0.6252
1.245,1.24,1.25,1.1969,0.6308,-0.6308
1.255,1.25,1.26,1.1793,0.636,-0.636
1.2650000000000001,1.26,1.27,1.1623,0.6408,-0.6408
1.275,1.27,1.28,1.1461,0.6451,-0.6451
1.2850000000000001,1.28,1.29,1.1308,0.6489,-0.6489
1.295,1.29,1.3,1.1167,0.6522,-0.6522
1.3050000000000002,1.3,1.31,1.1041,0.655,-0.655
1.315,1.31,1.32,1.0934,0.6573,-0.6573
1.3250000000000002,1.32,1.33,1.0848,0.6593,-0.6593
1.335,1.33,1.34,1.0789,0.6608,-0.6608
1.3450000000000002,1.34,1.35,1.0761,0.6621,-0.6621
1.355,1.35,1.36,1.0769,0.6632,-0.6632
1.3650000000000002,1.36,1.37,1.0819,0.6642,-0.6642
1.375,1.37,1.38,1.0918,0.6654,-0.6654
1.3849999999999998,1.38,1.39,1.1072,0.6669,-0.6669
1.395,1.39,1.4,1.1288,0.6689,-0.6689

#: -T [GeV^2],,,0.6-0.7
#: E(P=1) [GeV],,,3.2-3.4
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=pwave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.2946,0.0664,-0.0664
0.415,0.41,0.42,0.319,0.0682,-0.0682
0.425,0.42,0.43,0.3436,0.07,-0.07
0.435,0.43,0.44,0.3688,0.0721,-0.0721
0.445,0.44,0.45,0.3948,0.0744,-0.0744
0.455,0.45,0.46,0.4219,0.0774,-0.0774
0.46499999999999997,0.46,0.47,0.4503,0.081,-0.081
0.475,0.47,0.48,0.4804,0.0856,-0.0856
0.485,0.48,0.49,0.5128,0.0912,-0.0912
0.495,0.49,0.5,0.5479,0.0979,-0.0979
0.505,0.5,0.51,0.5864,0.1058,-0.1058
0.515,0.51,0.52,0.6289,0.115,-0.115
0.525,0.52,0.53,0.6764,0.1254,-0.1254
0.535,0.53,0.54,0.7298,0.1372,-0.1372
0.545,0.54,0.55,0.7903,0.1502,-0.1502
0.555,0.55,0.56,0.8594,0.1646,-0.1646
0.565,0.56,0.57,0.9387,0.1803,-0.1803
0.575,0.57,0.58,1.0303,0.1976,-0.1976
0.585,0.58,0.59,1.1367,0.2166,-0.2166
0.595,0.59,0.6,1.2606,0.2373,-0.2373
0.605,0.6,0.61,1.4059,0.2602,-0.2602
0.615,0.61,0.62,1.5767,0.2856,-0.2856
0.625,0.62,0.63,1.7783,0.3139,-0.3139
0.635,0.63,0.64,2.017,0.3457,-0.3457
0.645,0.64,0.65,2.3002,0.3817,-0.3817
0.655,0.65,0.66,2.6365,0.4228,-0.4228
0.665,0.66,0.67,3.0354,0.4701,-0.4701
0.675,0.67,0.68,3.5067,0.5246,-0.5246
0.685,0.68,0.69,4.059,0.5871,-0.5871
0.695,0.69,0.7,4.6967,0.6584,-0.6584
0.705,0.7,0.71,5.4154,0.7379,-0.7379
0.715,0.71,0.72,6.1955,0.8236,-0.8236
0.725,0.72,0.73,6.9947,0.9109,-0.9109
0.735,0.73,0.74,7.7443,0.9924,-0.9924
0.745,0.74,0.75,8.355,1.0584,-1.0584
0.755,0.75,0.76,8.7382,1.0994,-1.0994
0.765,0.76,0.77,8.8354,1.1092,-1.1092
0.775,0.77,0.78,8.6424,1.0874,-1.0874
0.785,0.78,0.79,8.2082,1.0397,-1.0397
0.795,0.79,0.8,7.6136,0.9749,-0.9749
0.805,0.8,0.81,6.9417,0.9023,-0.9023
0.815,0.81,0.82,6.2593,0.829,-0.829
0.825,0.82,0.83,5.6102,0.7598,-0.7598
0.835,0.83,0.84,5.018,0.6972,-0.6972
0.845,0.84,0.85,4.4918,0.642,-0.642
0.855,0.85,0.86,4.032,0.594,-0.594
0.865,0.86,0.87,3.6342,0.5528,-0.5528
0.875,0.87,0.88,3.292,0.5176,-0.5176
0.885,0.88,0.89,2.9986,0.4875,-0.4875
0.895,0.89,0.9,2.7473,0.4618,-0.4618
0.905,0.9,0.91,2.5321,0.44,-0.44
0.915,0.91,0.92,2.3478,0.4214,-0.4214
0.925,0.92,0.93,2.1899,0.4057,-0.4057
0.935,0.93,0.94,2.0544,0.3925,-0.3925
0.945,0.94,0.95,1.9382,0.3817,-0.3817
0.955,0.95,0.96,1.8385,0.373,-0.373
0.965,0.96,0.97,1.7529,0.3663,-0.3663
0.975,0.97,0.98,1.6795,0.3615,-0.3615
0.985,0.98,0.99,1.6165,0.3585,-0.3585
0.995,0.99,1.0,1.5625,0.3574,-0.3574
1.005,1.0,1.01,1.5162,0.3578,-0.3578
1.0150000000000001,1.01,1.02,1.4766,0.36,-0.36
1.025,1.02,1.03,1.4426,0.3636,-0.3636
1.0350000000000001,1.03,1.04,1.4134,0.3686,-0.3686
1.045,1.04,1.05,1.3883,0.3749,-0.3749
1.0550000000000002,1.05,1.06,1.3666,0.3823,-0.3823
1.065,1.06,1.07,1.3477,0.3907,-0.3907
1.0750000000000002,1.07,1.08,1.331,0.4,-0.4
1.085,1.08,1.09,1.3161,0.41,-0.41
1.0950000000000002,1.09,1.1,1.3026,0.4206,-0.4206
1.105,1.1,1.11,1.2899,0.4315,-0.4315
1.1150000000000002,1.11,1.12,1.2779,0.4427,-0.4427
1.125,1.12,1.13,1.2661,0.454,-0.454
1.1349999999999998,1.13,1.14,1.2542,0.4653,-0.4653
1.145,1.14,1.15,1.2421,0.4765,-0.4765
1.1549999999999998,1.15,1.16,1.2294,0.4874,-0.4874
1.165,1.16,1.17,1.2161,0.4979,-0.4979
1.1749999999999998,1.17,1.18,1.2019,0.508,-0.508
1.185,1.18,1.19,1.1867,0.5176,-0.5176
1.1949999999999998,1.19,1.2,1.1704,0.5265,-0.5265
1.205,1.2,1.21,1.153,0.5347,-0.5347
1.2149999999999999,1.21,1.22,1.1344,0.5422,-0.5422
1.225,1.22,1.23,1.1148,0.5488,-0.5488
1.2349999999999999,1.23,1.24,1.0942,0.5545,-0.5545
1.245,1.24,1.25,1.0727,0.5592,-0.5592
1.255,1.25,1.26,1.0504,0.5629,-0.5629
1.2650000000000001,1.26,1.27,1.0277,0.5655,-0.5655
1.275,1.27,1.28,1.0047,0.567,-0.567
1.2850000000000001,1.28,1.29,0.982,0.5673,-0.5673
1.295,1.29,1.3,0.9597,0.5663,-0.5663
1.3050000000000002,1.3,1.31,0.9386,0.5641,-0.5641
1.315,1.31,1.32,0.919,0.5606,-0.5606
1.3250000000000002,1.32,1.33,0.9017,0.5558,-0.5558
1.335,1.33,1.34,0.8873,0.5497,-0.5497
1.3450000000000002,1.34,1.35,0.8767,0.5426,-0.5426
1.355,1.35,1.36,0.8708,0.5347,-0.5347
1.3650000000000002,1.36,1.37,0.8706,0.5265,-0.5265
1.375,1.37,1.38,0.8772,0.5188,-0.5188
1.3849999999999998,1.38,1.39,0.8918,0.5126,-0.5126
1.395,1.39,1.4,0.9158,0.5095,-0.5095

#: -T [GeV^2],,,0.6-0.7
#: E(P=1) [GeV],,,3.4-3.6
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=pwave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.2826,0.0702,-0.0702
0.415,0.41,0.42,0.3057,0.0729,-0.0729
0.425,0.42,0.43,0.3293,0.0753,-0.0753
0.435,0.43,0.44,0.3535,0.0773,-0.0773
0.445,0.44,0.45,0.3786,0.079,-0.079
0.455,0.45,0.46,0.4049,0.0805,-0.0805
0.46499999999999997,0.46,0.47,0.4326,0.0819,-0.0819
0.475,0.47,0.48,0.4621,0.0834,-0.0834
0.485,0.48,0.49,0.4938,0.085,-0.085
0.495,0.49,0.5,0.5283,0.0869,-0.0869
0.505,0.5,0.51,0.566,0.0893,-0.0893
0.515,0.51,0.52,0.6076,0.0923,-0.0923
0.525,0.52,0.53,0.654,0.0962,-0.0962
0.535,0.53,0.54,0.7061,0.1012,-0.1012
0.545,0.54,0.55,0.7649,0.1075,-0.1075
0.555,0.55,0.56,0.8318,0.1151,-0.1151
0.565,0.56,0.57,0.9083,0.1244,-0.1244
0.575,0.57,0.58,0.9962,0.1356,-0.1356
0.585,0.58,0.59,1.0979,0.1488,-0.1488
0.595,0.59,0.6,1.216,0.1643,-0.1643
0.605,0.6,0.61,1.3538,0.1825,-0.1825
0.615,0.61,0.62,1.5153,0.2037,-0.2037
0.625,0.62,0.63,1.7051,0.2285,-0.2285
0.635,0.63,0.64,1.929,0.2576,-0.2576
0.645,0.64,0.65,2.1936,0.2918,-0.2918
0.655,0.65,0.66,2.5067,0.332,-0.332
0.665,0.66,0.67,2.8766,0.3794,-0.3794
0.675,0.67,0.68,3.3118,0.4352,-0.4352
0.685,0.68,0.69,3.8197,0.5005,-0.5005
0.695,0.69,0.7,4.4032,0.5764,-0.5764
0.705,0.7,0.71,5.0573,0.6626,-0.6626
0.715,0.71,0.72,5.7627,0.7576,-0.7576
0.725,0.72,0.73,6.479,0.8573,-0.8573
0.735,0.73,0.74,7.1425,0.9546,-0.9546
0.745,0.74,0.75,7.6716,1.0397,-1.0397
0.755,0.75,0.76,7.9864,1.1023,-1.1023
0.765,0.76,0.77,8.0365,1.135,-1.135
0.775,0.77,0.78,7.8216,1.136,-1.136
0.785,0.78,0.79,7.3898,1.1095,-1.1095
0.795,0.79,0.8,6.817,1.0635,-1.0635
0.805,0.8,0.81,6.1797,1.0069,-1.0069
0.815,0.81,0.82,5.5386,0.9471,-0.9471
0.825,0.82,0.83,4.9327,0.8889,-0.8889
0.835,0.83,0.84,4.3827,0.8353,-0.8353
0.845,0.84,0.85,3.8957,0.7874,-0.7874
0.855,0.85,0.86,3.4714,0.7455,-0.7455
0.865,0.86,0.87,3.1052,0.7092,-0.7092
0.875,0.87,0.88,2.7907,0.6779,-0.6779
0.885,0.88,0.89,2.5213,0.651,-0.651
0.895,0.89,0.9,2.2907,0.6276,-0.6276
0.905,0.9,0.91,2.0934,0.6073,-0.6073
0.915,0.91,0.92,1.9244,0.5896,-0.5896
0.925,0.92,0.93,1.7796,0.5738,-0.5738
0.935,0.93,0.94,1.6554,0.5597,-0.5597
0.945,0.94,0.95,1.5488,0.547,-0.547
0.955,0.95,0.96,1.4574,0.5354,-0.5354
0.965,0.96,0.97,1.3789,0.5247,-0.5247
0.975,0.97,0.98,1.3116,0.5148,-0.5148
0.985,0.98,0.99,1.2539,0.5054,-0.5054
0.995,0.99,1.0,1.2046,0.4966,-0.4966
1.005,1.0,1.01,1.1626,0.4882,-0.4882
1.0150000000000001,1.01,1.02,1.1268,0.4803,-0.4803
1.025,1.02,1.03,1.0964,0.4726,-0.4726
1.0350000000000001,1.03,1.04,1.0707,0.4653,-0.4653
1.045,1.04,1.05,1.049,0.4584,-0.4584
1.0550000000000002,1.05,1.06,1.0307,0.4518,-0.4518
1.065,1.06,1.07,1.0154,0.4455,-0.4455
1.0750000000000002,1.07,1.08,1.0025,0.4396,-0.4396
1.085,1.08,1.09,0.9917,0.4341,-0.4341
1.0950000000000002,1.09,1.1,0.9825,0.429,-0.429
1.105,1.1,1.11,0.9747,0.4244,-0.4244
1.1150000000000002,1.11,1.12,0.9679,0.4203,-0.4203
1.125,1.12,1.13,0.9618,0.4167,-0.4167
1.1349999999999998,1.13,1.14,0.9561,0.4136,-0.4136
1.145,1.14,1.15,0.9507,0.4111,-0.4111
1.1549999999999998,1.15,1.16,0.9453,0.4093,-0.4093
1.165,1.16,1.17,0.9398,0.4081,-0.4081
1.1749999999999998,1.17,1.18,0.934,0.4076,-0.4076
1.185,1.18,1.19,0.9277,0.4077,-0.4077
1.1949999999999998,1.19,1.2,0.9208,0.4085,-0.4085
1.205,1.2,1.21,0.9134,0.41,-0.41
1.2149999999999999,1.21,1.22,0.9052,0.4121,-0.4121
1.225,1.22,1.23,0.8963,0.4148,-0.4148
1.2349999999999999,1.23,1.24,0.8866,0.4181,-0.4181
1.245,1.24,1.25,0.8763,0.4219,-0.4219
1.255,1.25,1.26,0.8653,0.4262,-0.4262
1.2650000000000001,1.26,1.27,0.8538,0.4309,-0.4309
1.275,1.27,1.28,0.8418,0.436,-0.436
1.2850000000000001,1.28,1.29,0.8297,0.4413,-0.4413
1.295,1.29,1.3,0.8176,0.4468,-0.4468
1.3050000000000002,1.3,1.31,0.8057,0.4524,-0.4524
1.315,1.31,1.32,0.7944,0.4581,-0.4581
1.3250000000000002,1.32,1.33,0.7841,0.4637,-0.4637
1.335,1.33,1.34,0.7751,0.4692,-0.4692
1.3450000000000002,1.34,1.35,0.768,0.4745,-0.4745
1.355,1.35,1.36,0.7634,0.4797,-0.4797
1.3650000000000002,1.36,1.37,0.7617,0.4849,-0.4849
1.375,1.37,1.38,0.7637,0.49,-0.49
1.3849999999999998,1.38,1.39,0.7703,0.4952,-0.4952
1.395,1.39,1.4,0.7821,0.5009,-0.5009

#: -T [GeV^2],,,0.6-0.7
#: E(P=1) [GeV],,,3.6-3.8
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=pwave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.2353,0.0388,-0.0388
0.415,0.41,0.42,0.2523,0.0431,-0.0431
0.425,0.42,0.43,0.2696,0.0483,-0.0483
0.435,0.43,0.44,0.2873,0.0546,-0.0546
0.445,0.44,0.45,0.3059,0.0621,-0.0621
0.455,0.45,0.46,0.3254,0.0708,-0.0708
0.46499999999999997,0.46,0.47,0.3463,0.0808,-0.0808
0.475,0.47,0.48,0.3689,0.0919,-0.0919
0.485,0.48,0.49,0.3936,0.1043,-0.1043
0.495,0.49,0.5,0.421,0.1178,-0.1178
0.505,0.5,0.51,0.4517,0.1325,-0.1325
0.515,0.51,0.52,0.4862,0.1483,-0.1483
0.525,0.52,0.53,0.5255,0.1653,-0.1653
0.535,0.53,0.54,0.5704,0.1835,-0.1835
0.545,0.54,0.55,0.622,0.2028,-0.2028
0.555,0.55,0.56,0.6816,0.2235,-0.2235
0.565,0.56,0.57,0.7507,0.2455,-0.2455
0.575,0.57,0.58,0.8312,0.2691,-0.2691
0.585,0.58,0.59,0.9253,0.2944,-0.2944
0.595,0.59,0.6,1.0355,0.3216,-0.3216
0.605,0.6,0.61,1.1651,0.3511,-0.3511
0.615,0.61,0.62,1.318,0.3833,-0.3833
0.625,0.62,0.63,1.4986,0.4187,-0.4187
0.635,0.63,0.64,1.7125,0.458,-0.458
0.645,0.64,0.65,1.9661,0.502,-0.502
0.655,0.65,0.66,2.2669,0.5515,-0.5515
0.665,0.66,0.67,2.6231,0.6078,-0.6078
0.675,0.67,0.68,3.0428,0.6716,-0.6716
0.685,0.68,0.69,3.533,0.7439,-0.7439
0.695,0.69,0.7,4.0968,0.8249,-0.8249
0.705,0.7,0.71,4.7293,0.9135,-0.9135
0.715,0.71,0.72,5.4118,1.0068,-1.0068
0.725,0.72,0.73,6.1058,1.099,-1.099
0.735,0.73,0.74,6.7497,1.1815,-1.1815
0.745,0.74,0.75,7.265,1.2437,-1.2437
0.755,0.75,0.76,7.5748,1.2759,-1.2759
0.765,0.76,0.77,7.6306,1.2731,-1.2731
0.775,0.77,0.78,7.4318,1.2369,-1.2369
0.785,0.78,0.79,7.0248,1.1754,-1.1754
0.795,0.79,0.8,6.4825,1.0994,-1.0994
0.805,0.8,0.81,5.8786,1.0189,-1.0189
0.815,0.81,0.82,5.2715,0.9413,-0.9413
0.825,0.82,0.83,4.6989,0.8708,-0.8708
0.835,0.83,0.84,4.1805,0.8091,-0.8091
0.845,0.84,0.85,3.7233,0.7561,-0.7561
0.855,0.85,0.86,3.3269,0.711,-0.711
0.865,0.86,0.87,2.9867,0.6726,-0.6726
0.875,0.87,0.88,2.6968,0.6397,-0.6397
0.885,0.88,0.89,2.4507,0.611,-0.611
0.895,0.89,0.9,2.2423,0.5858,-0.5858
0.905,0.9,0.91,2.0661,0.5631,-0.5631
0.915,0.91,0.92,1.9174,0.5425,-0.5425
0.925,0.92,0.93,1.792,0.5234,-0.5234
0.935,0.93,0.94,1.6866,0.5055,-0.5055
0.945,0.94,0.95,1.5981,0.4887,-0.4887
0.955,0.95,0.96,1.524,0.4727,-0.4727
0.965,0.96,0.97,1.4623,0.4574,-0.4574
0.975,0.97,0.98,1.4112,0.4429,-0.4429
0.985,0.98,0.99,1.369,0.4291,-0.4291
0.995,0.99,1.0,1.3344,0.416,-0.416
1.005,1.0,1.01,1.3064,0.4038,-0.4038
1.0150000000000001,1.01,1.02,1.2837,0.3924,-0.3924
1.025,1.02,1.03,1.2657,0.382,-0.382
1.0350000000000001,1.03,1.04,1.2514,0.3725,-0.3725
1.045,1.04,1.05,1.2401,0.3642,-0.3642
1.0550000000000002,1.05,1.06,1.2313,0.3569,-0.3569
1.065,1.06,1.07,1.2242,0.3508,-0.3508
1.0750000000000002,1.07,1.08,1.2185,0.3459,-0.3459
1.085,1.08,1.09,1.2137,0.3421,-0.3421
1.0950000000000002,1.09,1.1,1.2092,0.3393,-0.3393
1.105,1.1,1.11,1.2048,0.3376,-0.3376
1.1150000000000002,1.11,1.12,1.2,0.3368,-0.3368
1.125,1.12,1.13,1.1946,0.3367,-0.3367
1.1349999999999998,1.13,1.14,1.1883,0.3373,-0.3373
1.145,1.14,1.15,1.1807,0.3384,-0.3384
1.1549999999999998,1.15,1.16,1.1718,0.3399,-0.3399
1.165,1.16,1.17,1.1613,0.3416,-0.3416
1.1749999999999998,1.17,1.18,1.1492,0.3435,-0.3435
1.185,1.18,1.19,1.1352,0.3453,-0.3453
1.1949999999999998,1.19,1.2,1.1193,0.3471,-0.3471
1.205,1.2,1.21,1.1016,0.3488,-0.3488
1.2149999999999999,1.21,1.22,1.0821,0.3503,-0.3503
1.225,1.22,1.23,1.0608,0.3515,-0.3515
1.2349999999999999,1.23,1.24,1.0378,0.3526,-0.3526
1.245,1.24,1.25,1.0135,0.3535,-0.3535
1.255,1.25,1.26,0.988,0.3542,-0.3542
1.2650000000000001,1.26,1.27,0.9616,0.3548,-0.3548
1.275,1.27,1.28,0.9348,0.3554,-0.3554
1.2850000000000001,1.28,1.29,0.908,0.3562,-0.3562
1.295,1.29,1.3,0.8818,0.3572,-0.3572
1.3050000000000002,1.3,1.31,0.8568,0.3586,-0.3586
1.315,1.31,1.32,0.8336,0.3608,-0.3608
1.3250000000000002,1.32,1.33,0.8132,0.364,-0.364
1.335,1.33,1.34,0.7964,0.3686,-0.3686
1.3450000000000002,1.34,1.35,0.7844,0.3751,-0.3751
1.355,1.35,1.36,0.7781,0.3843,-0.3843
1.3650000000000002,1.36,1.37,0.7789,0.3971,-0.3971
1.375,1.37,1.38,0.7882,0.4144,-0.4144
1.3849999999999998,1.38,1.39,0.8075,0.4376,-0.4376
1.395,1.39,1.4,0.8385,0.4681,-0.4681

