#: table_doi: 10.17182/hepdata.74824.v1/t138
#: name: Table 138
#: description: D0 wave cross section for -T.

#: data_file: Table138.yaml
#: keyword reactions: GAMMA P --> PI+ PI- P
#: keyword observables: DSIG/DT/DM
#: keyword plabs: 3.0,3.8
#: keyword phrases: Exclusive | Single Differential Cross Section | Photoproduction
#: -T [GeV^2],,,0.9-1.0
#: E(P=1) [GeV],,,3.0-3.2
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=d0wave) [MUB/GEV**3]",error +,error -
1.005,1.0,1.01,0.1256,0.1002,-0.1002
1.0150000000000001,1.01,1.02,0.127,0.101,-0.101
1.025,1.02,1.03,0.1284,0.1018,-0.1018
1.0350000000000001,1.03,1.04,0.1298,0.1026,-0.1026
1.045,1.04,1.05,0.1313,0.1033,-0.1033
1.0550000000000002,1.05,1.06,0.133,0.1041,-0.1041
1.065,1.06,1.07,0.1348,0.1049,-0.1049
1.0750000000000002,1.07,1.08,0.1368,0.1058,-0.1058
1.085,1.08,1.09,0.1392,0.1069,-0.1069
1.0950000000000002,1.09,1.1,0.1421,0.1082,-0.1082
1.105,1.1,1.11,0.1458,0.1099,-0.1099
1.1150000000000002,1.11,1.12,0.1503,0.112,-0.112
1.125,1.12,1.13,0.156,0.1145,-0.1145
1.1349999999999998,1.13,1.14,0.1632,0.1177,-0.1177
1.145,1.14,1.15,0.1724,0.1216,-0.1216
1.1549999999999998,1.15,1.16,0.1841,0.1264,-0.1264
1.165,1.16,1.17,0.1987,0.132,-0.132
1.1749999999999998,1.17,1.18,0.2169,0.1387,-0.1387
1.185,1.18,1.19,0.2392,0.1464,-0.1464
1.1949999999999998,1.19,1.2,0.266,0.1551,-0.1551
1.205,1.2,1.21,0.2977,0.1649,-0.1649
1.2149999999999999,1.21,1.22,0.3339,0.1755,-0.1755
1.225,1.22,1.23,0.3738,0.1868,-0.1868
1.2349999999999999,1.23,1.24,0.4154,0.1985,-0.1985
1.245,1.24,1.25,0.4558,0.2101,-0.2101
1.255,1.25,1.26,0.4912,0.2213,-0.2213
1.2650000000000001,1.26,1.27,0.5172,0.2314,-0.2314
1.275,1.27,1.28,0.5302,0.2398,-0.2398
1.2850000000000001,1.28,1.29,0.5279,0.2461,-0.2461
1.295,1.29,1.3,0.5099,0.25,-0.25
1.3050000000000002,1.3,1.31,0.4781,0.251,-0.251
1.315,1.31,1.32,0.4356,0.2493,-0.2493
1.3250000000000002,1.32,1.33,0.3863,0.2447,-0.2447
1.335,1.33,1.34,0.3336,0.2374,-0.2374
1.3450000000000002,1.34,1.35,0.2809,0.2274,-0.2274
1.355,1.35,1.36,0.2306,0.215,-0.215
1.3650000000000002,1.36,1.37,0.1845,0.2,-0.2
1.375,1.37,1.38,0.1441,0.1828,-0.1828
1.3849999999999998,1.38,1.39,0.1104,0.1635,-0.1635
1.395,1.39,1.4,0.0841,0.1429,-0.1429

#: -T [GeV^2],,,0.9-1.0
#: E(P=1) [GeV],,,3.4-3.6
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=d0wave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.0289,0.0237,-0.0237
0.415,0.41,0.42,0.0268,0.0222,-0.0222
0.425,0.42,0.43,0.0253,0.0211,-0.0211
0.435,0.43,0.44,0.0244,0.0205,-0.0205
0.445,0.44,0.45,0.024,0.0202,-0.0202
0.455,0.45,0.46,0.024,0.0203,-0.0203
0.46499999999999997,0.46,0.47,0.0244,0.0206,-0.0206
0.475,0.47,0.48,0.0251,0.0211,-0.0211
0.485,0.48,0.49,0.0261,0.0218,-0.0218
0.495,0.49,0.5,0.0273,0.0226,-0.0226
0.505,0.5,0.51,0.0287,0.0235,-0.0235
0.515,0.51,0.52,0.0303,0.0246,-0.0246
0.525,0.52,0.53,0.032,0.0257,-0.0257
0.535,0.53,0.54,0.0339,0.0268,-0.0268
0.545,0.54,0.55,0.0357,0.028,-0.028
0.555,0.55,0.56,0.0377,0.0293,-0.0293
0.565,0.56,0.57,0.0396,0.0306,-0.0306
0.575,0.57,0.58,0.0416,0.032,-0.032
0.585,0.58,0.59,0.0435,0.0334,-0.0334
0.595,0.59,0.6,0.0454,0.0348,-0.0348
0.605,0.6,0.61,0.0473,0.0362,-0.0362
0.615,0.61,0.62,0.0491,0.0377,-0.0377
0.625,0.62,0.63,0.0508,0.0391,-0.0391
0.635,0.63,0.64,0.0525,0.0406,-0.0406
0.645,0.64,0.65,0.0542,0.042,-0.042
0.655,0.65,0.66,0.0557,0.0434,-0.0434
0.665,0.66,0.67,0.0572,0.0448,-0.0448
0.675,0.67,0.68,0.0586,0.0461,-0.0461
0.685,0.68,0.69,0.0599,0.0474,-0.0474
0.695,0.69,0.7,0.0611,0.0487,-0.0487
0.705,0.7,0.71,0.0623,0.0499,-0.0499
0.715,0.71,0.72,0.0635,0.051,-0.051
0.725,0.72,0.73,0.0645,0.0521,-0.0521
0.735,0.73,0.74,0.0656,0.0532,-0.0532
0.745,0.74,0.75,0.0665,0.0541,-0.0541
0.755,0.75,0.76,0.0675,0.0551,-0.0551
0.765,0.76,0.77,0.0684,0.0559,-0.0559
0.775,0.77,0.78,0.0693,0.0567,-0.0567
0.785,0.78,0.79,0.0701,0.0574,-0.0574
0.795,0.79,0.8,0.071,0.0581,-0.0581
0.805,0.8,0.81,0.0718,0.0588,-0.0588
0.815,0.81,0.82,0.0727,0.0594,-0.0594
0.825,0.82,0.83,0.0735,0.0599,-0.0599
0.835,0.83,0.84,0.0744,0.0605,-0.0605
0.845,0.84,0.85,0.0752,0.061,-0.061
0.855,0.85,0.86,0.0761,0.0614,-0.0614
0.865,0.86,0.87,0.0769,0.0619,-0.0619
0.875,0.87,0.88,0.0777,0.0624,-0.0624
0.885,0.88,0.89,0.0786,0.0628,-0.0628
0.895,0.89,0.9,0.0794,0.0633,-0.0633
0.905,0.9,0.91,0.0802,0.0638,-0.0638
0.915,0.91,0.92,0.0809,0.0643,-0.0643
0.925,0.92,0.93,0.0816,0.0648,-0.0648
0.935,0.93,0.94,0.0822,0.0653,-0.0653
0.945,0.94,0.95,0.0828,0.0659,-0.0659
0.955,0.95,0.96,0.0832,0.0664,-0.0664
0.965,0.96,0.97,0.0836,0.067,-0.067
0.975,0.97,0.98,0.0838,0.0676,-0.0676
0.985,0.98,0.99,0.0838,0.0682,-0.0682
0.995,0.99,1.0,0.0837,0.0688,-0.0688
1.005,1.0,1.01,0.0833,0.0693,-0.0693
1.0150000000000001,1.01,1.02,0.0828,0.0699,-0.0699
1.025,1.02,1.03,0.0821,0.0703,-0.0703
1.0350000000000001,1.03,1.04,0.0811,0.0708,-0.0708
1.045,1.04,1.05,0.0799,0.0711,-0.0711
1.0550000000000002,1.05,1.06,0.0785,0.0714,-0.0714
1.065,1.06,1.07,0.0769,0.0715,-0.0715
1.0750000000000002,1.07,1.08,0.0751,0.0716,-0.0716
1.085,1.08,1.09,0.0733,0.0715,-0.0715
1.0950000000000002,1.09,1.1,0.0713,0.0714,-0.0714
1.105,1.1,1.11,0.0695,0.0713,-0.0713
1.1150000000000002,1.11,1.12,0.0679,0.0712,-0.0712
1.125,1.12,1.13,0.0668,0.0712,-0.0712
1.1349999999999998,1.13,1.14,0.0664,0.0715,-0.0715
1.145,1.14,1.15,0.067,0.0722,-0.0722
1.1549999999999998,1.15,1.16,0.069,0.0736,-0.0736
1.165,1.16,1.17,0.0731,0.0759,-0.0759
1.1749999999999998,1.17,1.18,0.0799,0.0793,-0.0793
1.185,1.18,1.19,0.09,0.084,-0.084
1.1949999999999998,1.19,1.2,0.1043,0.0902,-0.0902
1.205,1.2,1.21,0.1235,0.0979,-0.0979
1.2149999999999999,1.21,1.22,0.1483,0.107,-0.107
1.225,1.22,1.23,0.1789,0.1175,-0.1175
1.2349999999999999,1.23,1.24,0.2149,0.1295,-0.1295
1.245,1.24,1.25,0.2548,0.1431,-0.1431
1.255,1.25,1.26,0.2962,0.1584,-0.1584
1.2650000000000001,1.26,1.27,0.3358,0.1754,-0.1754
1.275,1.27,1.28,0.3697,0.1936,-0.1936
1.2850000000000001,1.28,1.29,0.3945,0.2121,-0.2121
1.295,1.29,1.3,0.4081,0.2297,-0.2297
1.3050000000000002,1.3,1.31,0.4097,0.2451,-0.2451
1.315,1.31,1.32,0.4001,0.2574,-0.2574
1.3250000000000002,1.32,1.33,0.3811,0.2658,-0.2658
1.335,1.33,1.34,0.3551,0.2702,-0.2702
1.3450000000000002,1.34,1.35,0.3242,0.2707,-0.2707
1.355,1.35,1.36,0.2907,0.2676,-0.2676
1.3650000000000002,1.36,1.37,0.2561,0.2612,-0.2612
1.375,1.37,1.38,0.222,0.2519,-0.2519
1.3849999999999998,1.38,1.39,0.1893,0.2402,-0.2402
1.395,1.39,1.4,0.1589,0.2265,-0.2265

#: -T [GeV^2],,,0.9-1.0
#: E(P=1) [GeV],,,3.6-3.8
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=d0wave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.0462,0.0233,-0.0233
0.415,0.41,0.42,0.0451,0.0228,-0.0228
0.425,0.42,0.43,0.0444,0.0223,-0.0223
0.435,0.43,0.44,0.0439,0.0219,-0.0219
0.445,0.44,0.45,0.0436,0.0216,-0.0216
0.455,0.45,0.46,0.0435,0.0214,-0.0214
0.46499999999999997,0.46,0.47,0.0437,0.0214,-0.0214
0.475,0.47,0.48,0.044,0.0215,-0.0215
0.485,0.48,0.49,0.0445,0.0217,-0.0217
0.495,0.49,0.5,0.0451,0.0221,-0.0221
0.505,0.5,0.51,0.0458,0.0227,-0.0227
0.515,0.51,0.52,0.0467,0.0233,-0.0233
0.525,0.52,0.53,0.0476,0.0241,-0.0241
0.535,0.53,0.54,0.0486,0.0249,-0.0249
0.545,0.54,0.55,0.0497,0.0258,-0.0258
0.555,0.55,0.56,0.0508,0.0268,-0.0268
0.565,0.56,0.57,0.052,0.0279,-0.0279
0.575,0.57,0.58,0.0532,0.029,-0.029
0.585,0.58,0.59,0.0545,0.0301,-0.0301
0.595,0.59,0.6,0.0558,0.0313,-0.0313
0.605,0.6,0.61,0.0571,0.0324,-0.0324
0.615,0.61,0.62,0.0585,0.0336,-0.0336
0.625,0.62,0.63,0.0599,0.0348,-0.0348
0.635,0.63,0.64,0.0613,0.036,-0.036
0.645,0.64,0.65,0.0627,0.0372,-0.0372
0.655,0.65,0.66,0.0642,0.0385,-0.0385
0.665,0.66,0.67,0.0657,0.0397,-0.0397
0.675,0.67,0.68,0.0673,0.041,-0.041
0.685,0.68,0.69,0.0688,0.0423,-0.0423
0.695,0.69,0.7,0.0704,0.0436,-0.0436
0.705,0.7,0.71,0.0721,0.045,-0.045
0.715,0.71,0.72,0.0738,0.0464,-0.0464
0.725,0.72,0.73,0.0755,0.0479,-0.0479
0.735,0.73,0.74,0.0773,0.0495,-0.0495
0.745,0.74,0.75,0.0791,0.0512,-0.0512
0.755,0.75,0.76,0.0809,0.0529,-0.0529
0.765,0.76,0.77,0.0828,0.0548,-0.0548
0.775,0.77,0.78,0.0848,0.0568,-0.0568
0.785,0.78,0.79,0.0868,0.0589,-0.0589
0.795,0.79,0.8,0.0889,0.0612,-0.0612
0.805,0.8,0.81,0.091,0.0637,-0.0637
0.815,0.81,0.82,0.0931,0.0663,-0.0663
0.825,0.82,0.83,0.0953,0.0692,-0.0692
0.835,0.83,0.84,0.0975,0.0722,-0.0722
0.845,0.84,0.85,0.0997,0.0754,-0.0754
0.855,0.85,0.86,0.1019,0.0788,-0.0788
0.865,0.86,0.87,0.1042,0.0824,-0.0824
0.875,0.87,0.88,0.1065,0.0862,-0.0862
0.885,0.88,0.89,0.1087,0.0902,-0.0902
0.895,0.89,0.9,0.1109,0.0943,-0.0943
0.905,0.9,0.91,0.1131,0.0986,-0.0986
0.915,0.91,0.92,0.1152,0.1029,-0.1029
0.925,0.92,0.93,0.1172,0.1074,-0.1074
0.935,0.93,0.94,0.1191,0.112,-0.112
0.945,0.94,0.95,0.121,0.1165,-0.1165
0.955,0.95,0.96,0.1227,0.1211,-0.1211
0.965,0.96,0.97,0.1242,0.1257,-0.1257
0.975,0.97,0.98,0.1256,0.1302,-0.1302
0.985,0.98,0.99,0.1267,0.1346,-0.1346
0.995,0.99,1.0,0.1277,0.1388,-0.1388
1.005,1.0,1.01,0.1284,0.1429,-0.1429
1.0150000000000001,1.01,1.02,0.1288,0.1467,-0.1467
1.025,1.02,1.03,0.129,0.1502,-0.1502
1.0350000000000001,1.03,1.04,0.1288,0.1535,-0.1535
1.045,1.04,1.05,0.1284,0.1563,-0.1563
1.0550000000000002,1.05,1.06,0.1276,0.1588,-0.1588
1.065,1.06,1.07,0.1264,0.1608,-0.1608
1.0750000000000002,1.07,1.08,0.125,0.1623,-0.1623
1.085,1.08,1.09,0.1232,0.1634,-0.1634
1.0950000000000002,1.09,1.1,0.1211,0.1641,-0.1641
1.105,1.1,1.11,0.1187,0.1644,-0.1644
1.1150000000000002,1.11,1.12,0.1162,0.1642,-0.1642
1.125,1.12,1.13,0.1134,0.1635,-0.1635
1.1349999999999998,1.13,1.14,0.1107,0.1623,-0.1623
1.145,1.14,1.15,0.108,0.1606,-0.1606
1.1549999999999998,1.15,1.16,0.1055,0.1586,-0.1586
1.165,1.16,1.17,0.1036,0.1564,-0.1564
1.1749999999999998,1.17,1.18,0.1023,0.1541,-0.1541
1.185,1.18,1.19,0.1022,0.1519,-0.1519
1.1949999999999998,1.19,1.2,0.1034,0.1501,-0.1501
1.205,1.2,1.21,0.1064,0.1489,-0.1489
1.2149999999999999,1.21,1.22,0.1115,0.1486,-0.1486
1.225,1.22,1.23,0.1188,0.1496,-0.1496
1.2349999999999999,1.23,1.24,0.1282,0.1523,-0.1523
1.245,1.24,1.25,0.1394,0.1571,-0.1571
1.255,1.25,1.26,0.1515,0.1642,-0.1642
1.2650000000000001,1.26,1.27,0.1632,0.1733,-0.1733
1.275,1.27,1.28,0.1731,0.1834,-0.1834
1.2850000000000001,1.28,1.29,0.1797,0.1933,-0.1933
1.295,1.29,1.3,0.1823,0.2011,-0.2011
1.3050000000000002,1.3,1.31,0.1804,0.2057,-0.2057
1.315,1.31,1.32,0.1744,0.2064,-0.2064
1.3250000000000002,1.32,1.33,0.165,0.203,-0.203
1.335,1.33,1.34,0.1532,0.1963,-0.1963
1.3450000000000002,1.34,1.35,0.1399,0.1868,-0.1868
1.355,1.35,1.36,0.1262,0.1758,-0.1758
1.3650000000000002,1.36,1.37,0.1127,0.1642,-0.1642
1.375,1.37,1.38,0.1003,0.1531,-0.1531
1.3849999999999998,1.38,1.39,0.0895,0.1435,-0.1435
1.395,1.39,1.4,0.0809,0.1362,-0.1362

