#: table_doi: 10.17182/hepdata.74824.v1/t100
#: name: Table 100
#: description: P wave cross section for -T.

#: data_file: Table100.yaml
#: keyword reactions: GAMMA P --> PI+ PI- P
#: keyword observables: DSIG/DT/DM
#: keyword plabs: 3.0,3.8
#: keyword phrases: Exclusive | Single Differential Cross Section | Photoproduction
#: -T [GeV^2],,,0.7-0.8
#: E(P=1) [GeV],,,3.0-3.2
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=pwave) [MUB/GEV**3]",error +,error -
1.245,1.24,1.25,0.8723,0.2868,-0.2868
1.255,1.25,1.26,0.8509,0.2889,-0.2889
1.2650000000000001,1.26,1.27,0.8286,0.2913,-0.2913
1.275,1.27,1.28,0.8057,0.2939,-0.2939
1.2850000000000001,1.28,1.29,0.7827,0.2971,-0.2971
1.295,1.29,1.3,0.7597,0.3009,-0.3009
1.3050000000000002,1.3,1.31,0.7375,0.3054,-0.3054
1.315,1.31,1.32,0.7164,0.3108,-0.3108
1.3250000000000002,1.32,1.33,0.6971,0.3171,-0.3171
1.335,1.33,1.34,0.6802,0.3245,-0.3245
1.3450000000000002,1.34,1.35,0.6667,0.3329,-0.3329
1.355,1.35,1.36,0.6572,0.3424,-0.3424
1.3650000000000002,1.36,1.37,0.6528,0.3531,-0.3531
1.375,1.37,1.38,0.6545,0.3649,-0.3649
1.3849999999999998,1.38,1.39,0.6634,0.3782,-0.3782
1.395,1.39,1.4,0.6808,0.3931,-0.3931

#: -T [GeV^2],,,0.7-0.8
#: E(P=1) [GeV],,,3.2-3.4
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=pwave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.2916,0.0625,-0.0625
0.415,0.41,0.42,0.3126,0.0688,-0.0688
0.425,0.42,0.43,0.3337,0.0754,-0.0754
0.435,0.43,0.44,0.3553,0.0823,-0.0823
0.445,0.44,0.45,0.3773,0.0897,-0.0897
0.455,0.45,0.46,0.4002,0.0974,-0.0974
0.46499999999999997,0.46,0.47,0.4242,0.1054,-0.1054
0.475,0.47,0.48,0.4496,0.1138,-0.1138
0.485,0.48,0.49,0.4767,0.1226,-0.1226
0.495,0.49,0.5,0.5062,0.1316,-0.1316
0.505,0.5,0.51,0.5384,0.1411,-0.1411
0.515,0.51,0.52,0.5739,0.1508,-0.1508
0.525,0.52,0.53,0.6135,0.1608,-0.1608
0.535,0.53,0.54,0.6581,0.1711,-0.1711
0.545,0.54,0.55,0.7085,0.1817,-0.1817
0.555,0.55,0.56,0.766,0.1927,-0.1927
0.565,0.56,0.57,0.8319,0.2041,-0.2041
0.575,0.57,0.58,0.9079,0.2159,-0.2159
0.585,0.58,0.59,0.996,0.2283,-0.2283
0.595,0.59,0.6,1.0987,0.2414,-0.2414
0.605,0.6,0.61,1.2187,0.2555,-0.2555
0.615,0.61,0.62,1.3596,0.2709,-0.2709
0.625,0.62,0.63,1.5256,0.288,-0.288
0.635,0.63,0.64,1.7216,0.3075,-0.3075
0.645,0.64,0.65,1.9537,0.3302,-0.3302
0.655,0.65,0.66,2.2284,0.3569,-0.3569
0.665,0.66,0.67,2.5531,0.3889,-0.3889
0.675,0.67,0.68,2.9353,0.4273,-0.4273
0.685,0.68,0.69,3.3811,0.4732,-0.4732
0.695,0.69,0.7,3.893,0.5275,-0.5275
0.705,0.7,0.71,4.4661,0.5899,-0.5899
0.715,0.71,0.72,5.083,0.6589,-0.6589
0.725,0.72,0.73,5.7077,0.7306,-0.7306
0.735,0.73,0.74,6.2836,0.7986,-0.7986
0.745,0.74,0.75,6.7387,0.855,-0.855
0.755,0.75,0.76,7.0031,0.8918,-0.8918
0.765,0.76,0.77,7.0333,0.9043,-0.9043
0.775,0.77,0.78,6.8301,0.8926,-0.8926
0.785,0.78,0.79,6.4369,0.8618,-0.8618
0.795,0.79,0.8,5.9212,0.8192,-0.8192
0.805,0.8,0.81,5.3508,0.772,-0.772
0.815,0.81,0.82,4.7791,0.7257,-0.7257
0.825,0.82,0.83,4.2402,0.6832,-0.6832
0.835,0.83,0.84,3.7519,0.6458,-0.6458
0.845,0.84,0.85,3.3204,0.6135,-0.6135
0.855,0.85,0.86,2.9449,0.5857,-0.5857
0.865,0.86,0.87,2.6213,0.5616,-0.5616
0.875,0.87,0.88,2.3437,0.5404,-0.5404
0.885,0.88,0.89,2.1064,0.5214,-0.5214
0.895,0.89,0.9,1.9037,0.504,-0.504
0.905,0.9,0.91,1.7306,0.4876,-0.4876
0.915,0.91,0.92,1.5827,0.4721,-0.4721
0.925,0.92,0.93,1.4563,0.457,-0.457
0.935,0.93,0.94,1.3483,0.4423,-0.4423
0.945,0.94,0.95,1.2561,0.4277,-0.4277
0.955,0.95,0.96,1.1773,0.4134,-0.4134
0.965,0.96,0.97,1.1102,0.3991,-0.3991
0.975,0.97,0.98,1.0532,0.385,-0.385
0.985,0.98,0.99,1.0049,0.371,-0.371
0.995,0.99,1.0,0.9641,0.3572,-0.3572
1.005,1.0,1.01,0.9298,0.3437,-0.3437
1.0150000000000001,1.01,1.02,0.9012,0.3306,-0.3306
1.025,1.02,1.03,0.8776,0.3179,-0.3179
1.0350000000000001,1.03,1.04,0.8582,0.3058,-0.3058
1.045,1.04,1.05,0.8425,0.2944,-0.2944
1.0550000000000002,1.05,1.06,0.83,0.2838,-0.2838
1.065,1.06,1.07,0.8201,0.2741,-0.2741
1.0750000000000002,1.07,1.08,0.8125,0.2654,-0.2654
1.085,1.08,1.09,0.8068,0.2579,-0.2579
1.0950000000000002,1.09,1.1,0.8027,0.2516,-0.2516
1.105,1.1,1.11,0.7998,0.2464,-0.2464
1.1150000000000002,1.11,1.12,0.7978,0.2425,-0.2425
1.125,1.12,1.13,0.7964,0.2398,-0.2398
1.1349999999999998,1.13,1.14,0.7955,0.2382,-0.2382
1.145,1.14,1.15,0.7948,0.2377,-0.2377
1.1549999999999998,1.15,1.16,0.7941,0.238,-0.238
1.165,1.16,1.17,0.7932,0.239,-0.239
1.1749999999999998,1.17,1.18,0.7919,0.2407,-0.2407
1.185,1.18,1.19,0.7901,0.2428,-0.2428
1.1949999999999998,1.19,1.2,0.7878,0.2452,-0.2452
1.205,1.2,1.21,0.7847,0.2477,-0.2477
1.2149999999999999,1.21,1.22,0.7808,0.2503,-0.2503
1.225,1.22,1.23,0.7761,0.2528,-0.2528
1.2349999999999999,1.23,1.24,0.7706,0.2553,-0.2553
1.245,1.24,1.25,0.7642,0.2576,-0.2576
1.255,1.25,1.26,0.757,0.2597,-0.2597
1.2650000000000001,1.26,1.27,0.749,0.2617,-0.2617
1.275,1.27,1.28,0.7404,0.2636,-0.2636
1.2850000000000001,1.28,1.29,0.7313,0.2654,-0.2654
1.295,1.29,1.3,0.7218,0.2672,-0.2672
1.3050000000000002,1.3,1.31,0.7123,0.2692,-0.2692
1.315,1.31,1.32,0.7029,0.2715,-0.2715
1.3250000000000002,1.32,1.33,0.6939,0.2742,-0.2742
1.335,1.33,1.34,0.6857,0.2775,-0.2775
1.3450000000000002,1.34,1.35,0.6788,0.2816,-0.2816
1.355,1.35,1.36,0.6736,0.2868,-0.2868
1.3650000000000002,1.36,1.37,0.6707,0.2932,-0.2932
1.375,1.37,1.38,0.6706,0.3012,-0.3012
1.3849999999999998,1.38,1.39,0.674,0.3111,-0.3111
1.395,1.39,1.4,0.6817,0.3231,-0.3231

#: -T [GeV^2],,,0.7-0.8
#: E(P=1) [GeV],,,3.4-3.6
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=pwave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.2179,0.0824,-0.0824
0.415,0.41,0.42,0.235,0.0889,-0.0889
0.425,0.42,0.43,0.2525,0.0954,-0.0954
0.435,0.43,0.44,0.2704,0.1018,-0.1018
0.445,0.44,0.45,0.2891,0.1081,-0.1081
0.455,0.45,0.46,0.3085,0.1143,-0.1143
0.46499999999999997,0.46,0.47,0.3291,0.1204,-0.1204
0.475,0.47,0.48,0.3509,0.1263,-0.1263
0.485,0.48,0.49,0.3743,0.1322,-0.1322
0.495,0.49,0.5,0.3996,0.138,-0.138
0.505,0.5,0.51,0.4272,0.1436,-0.1436
0.515,0.51,0.52,0.4576,0.1492,-0.1492
0.525,0.52,0.53,0.4913,0.1546,-0.1546
0.535,0.53,0.54,0.5289,0.16,-0.16
0.545,0.54,0.55,0.5712,0.1653,-0.1653
0.555,0.55,0.56,0.6192,0.1705,-0.1705
0.565,0.56,0.57,0.6738,0.1758,-0.1758
0.575,0.57,0.58,0.7364,0.1811,-0.1811
0.585,0.58,0.59,0.8086,0.1866,-0.1866
0.595,0.59,0.6,0.8922,0.1925,-0.1925
0.605,0.6,0.61,0.9896,0.1989,-0.1989
0.615,0.61,0.62,1.1035,0.2064,-0.2064
0.625,0.62,0.63,1.2372,0.2152,-0.2152
0.635,0.63,0.64,1.3947,0.2262,-0.2262
0.645,0.64,0.65,1.5808,0.2401,-0.2401
0.655,0.65,0.66,1.8009,0.258,-0.258
0.665,0.66,0.67,2.0609,0.281,-0.281
0.675,0.67,0.68,2.3669,0.3105,-0.3105
0.685,0.68,0.69,2.7241,0.3473,-0.3473
0.695,0.69,0.7,3.1349,0.3922,-0.3922
0.705,0.7,0.71,3.5958,0.4449,-0.4449
0.715,0.71,0.72,4.0933,0.5035,-0.5035
0.725,0.72,0.73,4.5994,0.5646,-0.5646
0.735,0.73,0.74,5.0693,0.6223,-0.6223
0.745,0.74,0.75,5.4454,0.6694,-0.6694
0.755,0.75,0.76,5.6712,0.6992,-0.6992
0.765,0.76,0.77,5.7107,0.7078,-0.7078
0.775,0.77,0.78,5.5631,0.6957,-0.6957
0.785,0.78,0.79,5.2617,0.6678,-0.6678
0.795,0.79,0.8,4.8596,0.6308,-0.6308
0.805,0.8,0.81,4.4108,0.5912,-0.5912
0.815,0.81,0.82,3.9581,0.5535,-0.5535
0.825,0.82,0.83,3.5292,0.5203,-0.5203
0.835,0.83,0.84,3.1386,0.4924,-0.4924
0.845,0.84,0.85,2.7919,0.4694,-0.4694
0.855,0.85,0.86,2.4887,0.4507,-0.4507
0.865,0.86,0.87,2.226,0.4352,-0.4352
0.875,0.87,0.88,1.9994,0.4223,-0.4223
0.885,0.88,0.89,1.8042,0.411,-0.411
0.895,0.89,0.9,1.6362,0.4009,-0.4009
0.905,0.9,0.91,1.4915,0.3916,-0.3916
0.915,0.91,0.92,1.3665,0.3828,-0.3828
0.925,0.92,0.93,1.2583,0.3741,-0.3741
0.935,0.93,0.94,1.1646,0.3656,-0.3656
0.945,0.94,0.95,1.0832,0.3571,-0.3571
0.955,0.95,0.96,1.0124,0.3486,-0.3486
0.965,0.96,0.97,0.9507,0.34,-0.34
0.975,0.97,0.98,0.8968,0.3313,-0.3313
0.985,0.98,0.99,0.8497,0.3226,-0.3226
0.995,0.99,1.0,0.8086,0.3139,-0.3139
1.005,1.0,1.01,0.7726,0.3053,-0.3053
1.0150000000000001,1.01,1.02,0.741,0.2968,-0.2968
1.025,1.02,1.03,0.7134,0.2884,-0.2884
1.0350000000000001,1.03,1.04,0.6892,0.2803,-0.2803
1.045,1.04,1.05,0.668,0.2726,-0.2726
1.0550000000000002,1.05,1.06,0.6493,0.2652,-0.2652
1.065,1.06,1.07,0.633,0.2584,-0.2584
1.0750000000000002,1.07,1.08,0.6186,0.2521,-0.2521
1.085,1.08,1.09,0.6059,0.2465,-0.2465
1.0950000000000002,1.09,1.1,0.5946,0.2415,-0.2415
1.105,1.1,1.11,0.5846,0.2373,-0.2373
1.1150000000000002,1.11,1.12,0.5756,0.2339,-0.2339
1.125,1.12,1.13,0.5675,0.2312,-0.2312
1.1349999999999998,1.13,1.14,0.5601,0.2294,-0.2294
1.145,1.14,1.15,0.5533,0.2283,-0.2283
1.1549999999999998,1.15,1.16,0.5469,0.2279,-0.2279
1.165,1.16,1.17,0.5407,0.2282,-0.2282
1.1749999999999998,1.17,1.18,0.5348,0.2291,-0.2291
1.185,1.18,1.19,0.529,0.2305,-0.2305
1.1949999999999998,1.19,1.2,0.5233,0.2322,-0.2322
1.205,1.2,1.21,0.5175,0.2344,-0.2344
1.2149999999999999,1.21,1.22,0.5117,0.2367,-0.2367
1.225,1.22,1.23,0.5057,0.2392,-0.2392
1.2349999999999999,1.23,1.24,0.4996,0.2418,-0.2418
1.245,1.24,1.25,0.4934,0.2444,-0.2444
1.255,1.25,1.26,0.487,0.247,-0.247
1.2650000000000001,1.26,1.27,0.4805,0.2495,-0.2495
1.275,1.27,1.28,0.474,0.2519,-0.2519
1.2850000000000001,1.28,1.29,0.4675,0.2542,-0.2542
1.295,1.29,1.3,0.461,0.2565,-0.2565
1.3050000000000002,1.3,1.31,0.4548,0.2587,-0.2587
1.315,1.31,1.32,0.4488,0.2608,-0.2608
1.3250000000000002,1.32,1.33,0.4434,0.263,-0.263
1.335,1.33,1.34,0.4386,0.2654,-0.2654
1.3450000000000002,1.34,1.35,0.4346,0.268,-0.268
1.355,1.35,1.36,0.4317,0.271,-0.271
1.3650000000000002,1.36,1.37,0.4302,0.2744,-0.2744
1.375,1.37,1.38,0.4304,0.2785,-0.2785
1.3849999999999998,1.38,1.39,0.4325,0.2835,-0.2835
1.395,1.39,1.4,0.437,0.2896,-0.2896

#: -T [GeV^2],,,0.7-0.8
#: E(P=1) [GeV],,,3.6-3.8
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=pwave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.1765,0.0446,-0.0446
0.415,0.41,0.42,0.1869,0.0476,-0.0476
0.425,0.42,0.43,0.1971,0.0505,-0.0505
0.435,0.43,0.44,0.2074,0.0533,-0.0533
0.445,0.44,0.45,0.2178,0.056,-0.056
0.455,0.45,0.46,0.2286,0.0587,-0.0587
0.46499999999999997,0.46,0.47,0.24,0.0614,-0.0614
0.475,0.47,0.48,0.252,0.0641,-0.0641
0.485,0.48,0.49,0.2651,0.0668,-0.0668
0.495,0.49,0.5,0.2796,0.0697,-0.0697
0.505,0.5,0.51,0.2958,0.0727,-0.0727
0.515,0.51,0.52,0.314,0.076,-0.076
0.525,0.52,0.53,0.3349,0.0796,-0.0796
0.535,0.53,0.54,0.3591,0.0836,-0.0836
0.545,0.54,0.55,0.3871,0.0881,-0.0881
0.555,0.55,0.56,0.4198,0.0932,-0.0932
0.565,0.56,0.57,0.4583,0.099,-0.099
0.575,0.57,0.58,0.5037,0.1058,-0.1058
0.585,0.58,0.59,0.5573,0.1136,-0.1136
0.595,0.59,0.6,0.621,0.1228,-0.1228
0.605,0.6,0.61,0.6968,0.1336,-0.1336
0.615,0.61,0.62,0.7872,0.1463,-0.1463
0.625,0.62,0.63,0.8952,0.1613,-0.1613
0.635,0.63,0.64,1.0246,0.1792,-0.1792
0.645,0.64,0.65,1.1795,0.2003,-0.2003
0.655,0.65,0.66,1.3651,0.2254,-0.2254
0.665,0.66,0.67,1.5868,0.2551,-0.2551
0.675,0.67,0.68,1.8503,0.2901,-0.2901
0.685,0.68,0.69,2.1609,0.3311,-0.3311
0.695,0.69,0.7,2.521,0.3784,-0.3784
0.705,0.7,0.71,2.9285,0.4316,-0.4316
0.715,0.71,0.72,3.3723,0.4893,-0.4893
0.725,0.72,0.73,3.8281,0.5485,-0.5485
0.735,0.73,0.74,4.2564,0.6042,-0.6042
0.745,0.74,0.75,4.6058,0.6499,-0.6499
0.755,0.75,0.76,4.8248,0.6793,-0.6793
0.765,0.76,0.77,4.8793,0.6882,-0.6882
0.775,0.77,0.78,4.7662,0.6761,-0.6761
0.785,0.78,0.79,4.5134,0.6466,-0.6466
0.795,0.79,0.8,4.1672,0.6055,-0.6055
0.805,0.8,0.81,3.7755,0.5586,-0.5586
0.815,0.81,0.82,3.3769,0.5107,-0.5107
0.825,0.82,0.83,2.997,0.4651,-0.4651
0.835,0.83,0.84,2.6495,0.4233,-0.4233
0.845,0.84,0.85,2.3399,0.386,-0.386
0.855,0.85,0.86,2.0686,0.3532,-0.3532
0.865,0.86,0.87,1.833,0.3246,-0.3246
0.875,0.87,0.88,1.6297,0.2999,-0.2999
0.885,0.88,0.89,1.4548,0.2784,-0.2784
0.895,0.89,0.9,1.3043,0.2599,-0.2599
0.905,0.9,0.91,1.175,0.2437,-0.2437
0.915,0.91,0.92,1.0638,0.2297,-0.2297
0.925,0.92,0.93,0.9682,0.2176,-0.2176
0.935,0.93,0.94,0.8859,0.207,-0.207
0.945,0.94,0.95,0.815,0.1978,-0.1978
0.955,0.95,0.96,0.7541,0.19,-0.19
0.965,0.96,0.97,0.7017,0.1832,-0.1832
0.975,0.97,0.98,0.6567,0.1775,-0.1775
0.985,0.98,0.99,0.6182,0.1728,-0.1728
0.995,0.99,1.0,0.5854,0.169,-0.169
1.005,1.0,1.01,0.5574,0.166,-0.166
1.0150000000000001,1.01,1.02,0.5336,0.1638,-0.1638
1.025,1.02,1.03,0.5137,0.1623,-0.1623
1.0350000000000001,1.03,1.04,0.4969,0.1616,-0.1616
1.045,1.04,1.05,0.483,0.1615,-0.1615
1.0550000000000002,1.05,1.06,0.4715,0.162,-0.162
1.065,1.06,1.07,0.4622,0.163,-0.163
1.0750000000000002,1.07,1.08,0.4546,0.1646,-0.1646
1.085,1.08,1.09,0.4486,0.1667,-0.1667
1.0950000000000002,1.09,1.1,0.4439,0.1691,-0.1691
1.105,1.1,1.11,0.4402,0.1719,-0.1719
1.1150000000000002,1.11,1.12,0.4375,0.1751,-0.1751
1.125,1.12,1.13,0.4354,0.1785,-0.1785
1.1349999999999998,1.13,1.14,0.4338,0.1822,-0.1822
1.145,1.14,1.15,0.4326,0.1861,-0.1861
1.1549999999999998,1.15,1.16,0.4317,0.1902,-0.1902
1.165,1.16,1.17,0.431,0.1944,-0.1944
1.1749999999999998,1.17,1.18,0.4304,0.1988,-0.1988
1.185,1.18,1.19,0.4298,0.2033,-0.2033
1.1949999999999998,1.19,1.2,0.4292,0.2079,-0.2079
1.205,1.2,1.21,0.4285,0.2127,-0.2127
1.2149999999999999,1.21,1.22,0.4279,0.2176,-0.2176
1.225,1.22,1.23,0.4272,0.2226,-0.2226
1.2349999999999999,1.23,1.24,0.4266,0.2278,-0.2278
1.245,1.24,1.25,0.4262,0.2332,-0.2332
1.255,1.25,1.26,0.426,0.2389,-0.2389
1.2650000000000001,1.26,1.27,0.4262,0.2448,-0.2448
1.275,1.27,1.28,0.4271,0.2512,-0.2512
1.2850000000000001,1.28,1.29,0.4287,0.2579,-0.2579
1.295,1.29,1.3,0.4315,0.2653,-0.2653
1.3050000000000002,1.3,1.31,0.4356,0.2733,-0.2733
1.315,1.31,1.32,0.4414,0.2822,-0.2822
1.3250000000000002,1.32,1.33,0.4494,0.292,-0.292
1.335,1.33,1.34,0.4599,0.3031,-0.3031
1.3450000000000002,1.34,1.35,0.4735,0.3157,-0.3157
1.355,1.35,1.36,0.4906,0.3299,-0.3299
1.3650000000000002,1.36,1.37,0.5121,0.3461,-0.3461
1.375,1.37,1.38,0.5384,0.3646,-0.3646
1.3849999999999998,1.38,1.39,0.5704,0.3859,-0.3859
1.395,1.39,1.4,0.6089,0.4102,-0.4102

