#: table_doi: 10.17182/hepdata.74824.v1/t101
#: name: Table 101
#: description: P wave cross section for -T.

#: data_file: Table101.yaml
#: keyword reactions: GAMMA P --> PI+ PI- P
#: keyword observables: DSIG/DT/DM
#: keyword plabs: 3.0,3.8
#: keyword phrases: Exclusive | Single Differential Cross Section | Photoproduction
#: -T [GeV^2],,,0.8-0.9
#: E(P=1) [GeV],,,3.0-3.2
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=pwave) [MUB/GEV**3]",error +,error -
1.165,1.16,1.17,0.8296,0.2657,-0.2657
1.1749999999999998,1.17,1.18,0.8316,0.2716,-0.2716
1.185,1.18,1.19,0.832,0.2772,-0.2772
1.1949999999999998,1.19,1.2,0.8309,0.2826,-0.2826
1.205,1.2,1.21,0.8284,0.2878,-0.2878
1.2149999999999999,1.21,1.22,0.8243,0.2926,-0.2926
1.225,1.22,1.23,0.8187,0.2973,-0.2973
1.2349999999999999,1.23,1.24,0.8117,0.3019,-0.3019
1.245,1.24,1.25,0.8034,0.3064,-0.3064
1.255,1.25,1.26,0.7939,0.3108,-0.3108
1.2650000000000001,1.26,1.27,0.7834,0.3154,-0.3154
1.275,1.27,1.28,0.7721,0.3202,-0.3202
1.2850000000000001,1.28,1.29,0.7603,0.3254,-0.3254
1.295,1.29,1.3,0.7482,0.3309,-0.3309
1.3050000000000002,1.3,1.31,0.7363,0.337,-0.337
1.315,1.31,1.32,0.7249,0.3436,-0.3436
1.3250000000000002,1.32,1.33,0.7144,0.3509,-0.3509
1.335,1.33,1.34,0.7055,0.3588,-0.3588
1.3450000000000002,1.34,1.35,0.6986,0.3673,-0.3673
1.355,1.35,1.36,0.6945,0.3764,-0.3764
1.3650000000000002,1.36,1.37,0.6938,0.386,-0.386
1.375,1.37,1.38,0.6973,0.396,-0.396
1.3849999999999998,1.38,1.39,0.706,0.4063,-0.4063
1.395,1.39,1.4,0.7206,0.4168,-0.4168

#: -T [GeV^2],,,0.8-0.9
#: E(P=1) [GeV],,,3.2-3.4
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=pwave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.1786,0.0437,-0.0437
0.415,0.41,0.42,0.1915,0.0482,-0.0482
0.425,0.42,0.43,0.2048,0.053,-0.053
0.435,0.43,0.44,0.219,0.0581,-0.0581
0.445,0.44,0.45,0.2341,0.0634,-0.0634
0.455,0.45,0.46,0.2505,0.069,-0.069
0.46499999999999997,0.46,0.47,0.2684,0.0748,-0.0748
0.475,0.47,0.48,0.2883,0.0809,-0.0809
0.485,0.48,0.49,0.3104,0.0872,-0.0872
0.495,0.49,0.5,0.3352,0.0937,-0.0937
0.505,0.5,0.51,0.3632,0.1004,-0.1004
0.515,0.51,0.52,0.395,0.1074,-0.1074
0.525,0.52,0.53,0.4314,0.1147,-0.1147
0.535,0.53,0.54,0.4729,0.1223,-0.1223
0.545,0.54,0.55,0.5206,0.1301,-0.1301
0.555,0.55,0.56,0.5755,0.1384,-0.1384
0.565,0.56,0.57,0.6389,0.1471,-0.1471
0.575,0.57,0.58,0.7122,0.1564,-0.1564
0.585,0.58,0.59,0.7972,0.1665,-0.1665
0.595,0.59,0.6,0.8959,0.1776,-0.1776
0.605,0.6,0.61,1.0108,0.1898,-0.1898
0.615,0.61,0.62,1.1447,0.2037,-0.2037
0.625,0.62,0.63,1.3012,0.2196,-0.2196
0.635,0.63,0.64,1.4841,0.238,-0.238
0.645,0.64,0.65,1.6981,0.2596,-0.2596
0.655,0.65,0.66,1.9482,0.285,-0.285
0.665,0.66,0.67,2.2396,0.3151,-0.3151
0.675,0.67,0.68,2.5771,0.3505,-0.3505
0.685,0.68,0.69,2.9637,0.3917,-0.3917
0.695,0.69,0.7,3.3987,0.4389,-0.4389
0.705,0.7,0.71,3.8743,0.4914,-0.4914
0.715,0.71,0.72,4.3712,0.5471,-0.5471
0.725,0.72,0.73,4.8551,0.6022,-0.6022
0.735,0.73,0.74,5.2757,0.6513,-0.6513
0.745,0.74,0.75,5.5731,0.6877,-0.6877
0.755,0.75,0.76,5.6941,0.7054,-0.7054
0.765,0.76,0.77,5.6122,0.7012,-0.7012
0.775,0.77,0.78,5.3398,0.6764,-0.6764
0.785,0.78,0.79,4.9235,0.636,-0.636
0.795,0.79,0.8,4.4255,0.5866,-0.5866
0.805,0.8,0.81,3.904,0.5344,-0.5344
0.815,0.81,0.82,3.4016,0.4838,-0.4838
0.825,0.82,0.83,2.9433,0.4375,-0.4375
0.835,0.83,0.84,2.5402,0.3963,-0.3963
0.845,0.84,0.85,2.1941,0.3604,-0.3604
0.855,0.85,0.86,1.9017,0.3292,-0.3292
0.865,0.86,0.87,1.6574,0.302,-0.302
0.875,0.87,0.88,1.4547,0.2783,-0.2783
0.885,0.88,0.89,1.2878,0.2574,-0.2574
0.895,0.89,0.9,1.1511,0.2389,-0.2389
0.905,0.9,0.91,1.0399,0.2225,-0.2225
0.915,0.91,0.92,0.95,0.2079,-0.2079
0.925,0.92,0.93,0.8782,0.1951,-0.1951
0.935,0.93,0.94,0.8216,0.184,-0.184
0.945,0.94,0.95,0.7779,0.1748,-0.1748
0.955,0.95,0.96,0.7449,0.1675,-0.1675
0.965,0.96,0.97,0.7212,0.1622,-0.1622
0.975,0.97,0.98,0.7051,0.159,-0.159
0.985,0.98,0.99,0.6955,0.158,-0.158
0.995,0.99,1.0,0.6915,0.159,-0.159
1.005,1.0,1.01,0.6919,0.1621,-0.1621
1.0150000000000001,1.01,1.02,0.6961,0.1669,-0.1669
1.025,1.02,1.03,0.7034,0.1732,-0.1732
1.0350000000000001,1.03,1.04,0.7131,0.1807,-0.1807
1.045,1.04,1.05,0.7246,0.1892,-0.1892
1.0550000000000002,1.05,1.06,0.7374,0.1984,-0.1984
1.065,1.06,1.07,0.7512,0.2081,-0.2081
1.0750000000000002,1.07,1.08,0.7653,0.2181,-0.2181
1.085,1.08,1.09,0.7795,0.2282,-0.2282
1.0950000000000002,1.09,1.1,0.7934,0.2382,-0.2382
1.105,1.1,1.11,0.8067,0.248,-0.248
1.1150000000000002,1.11,1.12,0.8189,0.2575,-0.2575
1.125,1.12,1.13,0.83,0.2666,-0.2666
1.1349999999999998,1.13,1.14,0.8395,0.2752,-0.2752
1.145,1.14,1.15,0.8473,0.2832,-0.2832
1.1549999999999998,1.15,1.16,0.8533,0.2906,-0.2906
1.165,1.16,1.17,0.8571,0.2975,-0.2975
1.1749999999999998,1.17,1.18,0.8586,0.3036,-0.3036
1.185,1.18,1.19,0.8578,0.3091,-0.3091
1.1949999999999998,1.19,1.2,0.8546,0.3139,-0.3139
1.205,1.2,1.21,0.8489,0.3182,-0.3182
1.2149999999999999,1.21,1.22,0.8407,0.3218,-0.3218
1.225,1.22,1.23,0.83,0.3248,-0.3248
1.2349999999999999,1.23,1.24,0.8169,0.3274,-0.3274
1.245,1.24,1.25,0.8016,0.3296,-0.3296
1.255,1.25,1.26,0.7841,0.3315,-0.3315
1.2650000000000001,1.26,1.27,0.7648,0.3331,-0.3331
1.275,1.27,1.28,0.744,0.3346,-0.3346
1.2850000000000001,1.28,1.29,0.7219,0.3362,-0.3362
1.295,1.29,1.3,0.6989,0.3379,-0.3379
1.3050000000000002,1.3,1.31,0.6756,0.34,-0.34
1.315,1.31,1.32,0.6526,0.3426,-0.3426
1.3250000000000002,1.32,1.33,0.6304,0.346,-0.346
1.335,1.33,1.34,0.6098,0.3504,-0.3504
1.3450000000000002,1.34,1.35,0.5917,0.3561,-0.3561
1.355,1.35,1.36,0.5769,0.3637,-0.3637
1.3650000000000002,1.36,1.37,0.5664,0.3736,-0.3736
1.375,1.37,1.38,0.5615,0.3864,-0.3864
1.3849999999999998,1.38,1.39,0.5632,0.403,-0.403
1.395,1.39,1.4,0.5732,0.4244,-0.4244

#: -T [GeV^2],,,0.8-0.9
#: E(P=1) [GeV],,,3.4-3.6
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=pwave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.1808,0.0602,-0.0602
0.415,0.41,0.42,0.1917,0.0617,-0.0617
0.425,0.42,0.43,0.2024,0.0627,-0.0627
0.435,0.43,0.44,0.2131,0.0633,-0.0633
0.445,0.44,0.45,0.2241,0.0634,-0.0634
0.455,0.45,0.46,0.2355,0.0633,-0.0633
0.46499999999999997,0.46,0.47,0.2475,0.0628,-0.0628
0.475,0.47,0.48,0.2605,0.0621,-0.0621
0.485,0.48,0.49,0.2748,0.0614,-0.0614
0.495,0.49,0.5,0.2908,0.0607,-0.0607
0.505,0.5,0.51,0.3088,0.0602,-0.0602
0.515,0.51,0.52,0.3294,0.0601,-0.0601
0.525,0.52,0.53,0.3532,0.0605,-0.0605
0.535,0.53,0.54,0.3809,0.0617,-0.0617
0.545,0.54,0.55,0.4132,0.0639,-0.0639
0.555,0.55,0.56,0.4511,0.0672,-0.0672
0.565,0.56,0.57,0.4957,0.0719,-0.0719
0.575,0.57,0.58,0.5483,0.0779,-0.0779
0.585,0.58,0.59,0.6104,0.0856,-0.0856
0.595,0.59,0.6,0.684,0.0949,-0.0949
0.605,0.6,0.61,0.7712,0.106,-0.106
0.615,0.61,0.62,0.8747,0.1193,-0.1193
0.625,0.62,0.63,0.9977,0.1349,-0.1349
0.635,0.63,0.64,1.1439,0.1533,-0.1533
0.645,0.64,0.65,1.3176,0.1749,-0.1749
0.655,0.65,0.66,1.5238,0.2003,-0.2003
0.665,0.66,0.67,1.7678,0.2301,-0.2301
0.675,0.67,0.68,2.0546,0.265,-0.265
0.685,0.68,0.69,2.3883,0.3055,-0.3055
0.695,0.69,0.7,2.7698,0.3517,-0.3517
0.705,0.7,0.71,3.1942,0.4032,-0.4032
0.715,0.71,0.72,3.6466,0.4583,-0.4583
0.725,0.72,0.73,4.0985,0.5139,-0.5139
0.735,0.73,0.74,4.5061,0.5647,-0.5647
0.745,0.74,0.75,4.8151,0.6044,-0.6044
0.755,0.75,0.76,4.9744,0.6269,-0.6269
0.765,0.76,0.77,4.9547,0.6285,-0.6285
0.775,0.77,0.78,4.7605,0.6097,-0.6097
0.785,0.78,0.79,4.4283,0.5746,-0.5746
0.795,0.79,0.8,4.011,0.5294,-0.5294
0.805,0.8,0.81,3.5605,0.48,-0.48
0.815,0.81,0.82,3.1164,0.4312,-0.4312
0.825,0.82,0.83,2.7033,0.386,-0.386
0.835,0.83,0.84,2.3334,0.3456,-0.3456
0.845,0.84,0.85,2.0102,0.3104,-0.3104
0.855,0.85,0.86,1.7323,0.2804,-0.2804
0.865,0.86,0.87,1.4957,0.255,-0.255
0.875,0.87,0.88,1.2956,0.2336,-0.2336
0.885,0.88,0.89,1.1271,0.2157,-0.2157
0.895,0.89,0.9,0.9858,0.2008,-0.2008
0.905,0.9,0.91,0.8677,0.1885,-0.1885
0.915,0.91,0.92,0.7693,0.1784,-0.1784
0.925,0.92,0.93,0.6877,0.1704,-0.1704
0.935,0.93,0.94,0.6205,0.1644,-0.1644
0.945,0.94,0.95,0.5656,0.1601,-0.1601
0.955,0.95,0.96,0.5214,0.1575,-0.1575
0.965,0.96,0.97,0.4862,0.1566,-0.1566
0.975,0.97,0.98,0.4589,0.1572,-0.1572
0.985,0.98,0.99,0.4383,0.1592,-0.1592
0.995,0.99,1.0,0.4237,0.1625,-0.1625
1.005,1.0,1.01,0.4141,0.167,-0.167
1.0150000000000001,1.01,1.02,0.4088,0.1726,-0.1726
1.025,1.02,1.03,0.4073,0.1791,-0.1791
1.0350000000000001,1.03,1.04,0.409,0.1863,-0.1863
1.045,1.04,1.05,0.4134,0.194,-0.194
1.0550000000000002,1.05,1.06,0.42,0.2022,-0.2022
1.065,1.06,1.07,0.4284,0.2107,-0.2107
1.0750000000000002,1.07,1.08,0.4382,0.2194,-0.2194
1.085,1.08,1.09,0.4491,0.2281,-0.2281
1.0950000000000002,1.09,1.1,0.4608,0.2367,-0.2367
1.105,1.1,1.11,0.4729,0.2451,-0.2451
1.1150000000000002,1.11,1.12,0.4852,0.2532,-0.2532
1.125,1.12,1.13,0.4974,0.261,-0.261
1.1349999999999998,1.13,1.14,0.5092,0.2683,-0.2683
1.145,1.14,1.15,0.5205,0.275,-0.275
1.1549999999999998,1.15,1.16,0.531,0.2812,-0.2812
1.165,1.16,1.17,0.5405,0.2867,-0.2867
1.1749999999999998,1.17,1.18,0.549,0.2915,-0.2915
1.185,1.18,1.19,0.5561,0.2956,-0.2956
1.1949999999999998,1.19,1.2,0.5619,0.299,-0.299
1.205,1.2,1.21,0.5662,0.3016,-0.3016
1.2149999999999999,1.21,1.22,0.569,0.3034,-0.3034
1.225,1.22,1.23,0.5701,0.3046,-0.3046
1.2349999999999999,1.23,1.24,0.5697,0.305,-0.305
1.245,1.24,1.25,0.5677,0.3048,-0.3048
1.255,1.25,1.26,0.5642,0.3041,-0.3041
1.2650000000000001,1.26,1.27,0.5593,0.3028,-0.3028
1.275,1.27,1.28,0.5531,0.3012,-0.3012
1.2850000000000001,1.28,1.29,0.5458,0.2993,-0.2993
1.295,1.29,1.3,0.5377,0.2971,-0.2971
1.3050000000000002,1.3,1.31,0.5291,0.295,-0.295
1.315,1.31,1.32,0.5203,0.293,-0.293
1.3250000000000002,1.32,1.33,0.5116,0.2912,-0.2912
1.335,1.33,1.34,0.5037,0.2899,-0.2899
1.3450000000000002,1.34,1.35,0.4969,0.2892,-0.2892
1.355,1.35,1.36,0.492,0.2893,-0.2893
1.3650000000000002,1.36,1.37,0.4897,0.2904,-0.2904
1.375,1.37,1.38,0.4906,0.2929,-0.2929
1.3849999999999998,1.38,1.39,0.4958,0.2971,-0.2971
1.395,1.39,1.4,0.506,0.3035,-0.3035

#: -T [GeV^2],,,0.8-0.9
#: E(P=1) [GeV],,,3.6-3.8
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=pwave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.1386,0.0573,-0.0573
0.415,0.41,0.42,0.1497,0.0613,-0.0613
0.425,0.42,0.43,0.1612,0.0653,-0.0653
0.435,0.43,0.44,0.1732,0.0692,-0.0692
0.445,0.44,0.45,0.1858,0.0731,-0.0731
0.455,0.45,0.46,0.1993,0.0769,-0.0769
0.46499999999999997,0.46,0.47,0.2138,0.0808,-0.0808
0.475,0.47,0.48,0.2295,0.0847,-0.0847
0.485,0.48,0.49,0.2467,0.0887,-0.0887
0.495,0.49,0.5,0.2658,0.0927,-0.0927
0.505,0.5,0.51,0.287,0.0968,-0.0968
0.515,0.51,0.52,0.3108,0.1011,-0.1011
0.525,0.52,0.53,0.3376,0.1055,-0.1055
0.535,0.53,0.54,0.3681,0.1102,-0.1102
0.545,0.54,0.55,0.4029,0.1152,-0.1152
0.555,0.55,0.56,0.4427,0.1206,-0.1206
0.565,0.56,0.57,0.4885,0.1265,-0.1265
0.575,0.57,0.58,0.5415,0.1329,-0.1329
0.585,0.58,0.59,0.6028,0.1402,-0.1402
0.595,0.59,0.6,0.6743,0.1484,-0.1484
0.605,0.6,0.61,0.7577,0.1579,-0.1579
0.615,0.61,0.62,0.8553,0.1689,-0.1689
0.625,0.62,0.63,0.97,0.1819,-0.1819
0.635,0.63,0.64,1.1049,0.1972,-0.1972
0.645,0.64,0.65,1.264,0.2155,-0.2155
0.655,0.65,0.66,1.4515,0.2373,-0.2373
0.665,0.66,0.67,1.6721,0.2632,-0.2632
0.675,0.67,0.68,1.9304,0.294,-0.294
0.685,0.68,0.69,2.2299,0.33,-0.33
0.695,0.69,0.7,2.5718,0.3715,-0.3715
0.705,0.7,0.71,2.9519,0.4179,-0.4179
0.715,0.71,0.72,3.3575,0.4678,-0.4678
0.725,0.72,0.73,3.7639,0.518,-0.518
0.735,0.73,0.74,4.1327,0.5638,-0.5638
0.745,0.74,0.75,4.4162,0.5995,-0.5995
0.755,0.75,0.76,4.5692,0.6195,-0.6195
0.765,0.76,0.77,4.5651,0.6206,-0.6206
0.775,0.77,0.78,4.4068,0.6033,-0.6033
0.785,0.78,0.79,4.1258,0.5714,-0.5714
0.795,0.79,0.8,3.7679,0.5303,-0.5303
0.805,0.8,0.81,3.3787,0.4856,-0.4856
0.815,0.81,0.82,2.993,0.4414,-0.4414
0.825,0.82,0.83,2.6327,0.4001,-0.4001
0.835,0.83,0.84,2.3088,0.3629,-0.3629
0.845,0.84,0.85,2.0247,0.3301,-0.3301
0.855,0.85,0.86,1.7792,0.3016,-0.3016
0.865,0.86,0.87,1.569,0.2768,-0.2768
0.875,0.87,0.88,1.3901,0.2554,-0.2554
0.885,0.88,0.89,1.2382,0.2368,-0.2368
0.895,0.89,0.9,1.1094,0.2206,-0.2206
0.905,0.9,0.91,1.0004,0.2066,-0.2066
0.915,0.91,0.92,0.9081,0.1945,-0.1945
0.925,0.92,0.93,0.8301,0.1842,-0.1842
0.935,0.93,0.94,0.7641,0.1755,-0.1755
0.945,0.94,0.95,0.7085,0.1684,-0.1684
0.955,0.95,0.96,0.6616,0.1628,-0.1628
0.965,0.96,0.97,0.6224,0.1588,-0.1588
0.975,0.97,0.98,0.5896,0.1563,-0.1563
0.985,0.98,0.99,0.5625,0.1553,-0.1553
0.995,0.99,1.0,0.5401,0.1557,-0.1557
1.005,1.0,1.01,0.522,0.1575,-0.1575
1.0150000000000001,1.01,1.02,0.5074,0.1604,-0.1604
1.025,1.02,1.03,0.496,0.1644,-0.1644
1.0350000000000001,1.03,1.04,0.4872,0.1694,-0.1694
1.045,1.04,1.05,0.4808,0.1751,-0.1751
1.0550000000000002,1.05,1.06,0.4763,0.1814,-0.1814
1.065,1.06,1.07,0.4734,0.1883,-0.1883
1.0750000000000002,1.07,1.08,0.472,0.1955,-0.1955
1.085,1.08,1.09,0.4717,0.203,-0.203
1.0950000000000002,1.09,1.1,0.4724,0.2106,-0.2106
1.105,1.1,1.11,0.4738,0.2182,-0.2182
1.1150000000000002,1.11,1.12,0.4758,0.2258,-0.2258
1.125,1.12,1.13,0.4782,0.2333,-0.2333
1.1349999999999998,1.13,1.14,0.4809,0.2406,-0.2406
1.145,1.14,1.15,0.4838,0.2476,-0.2476
1.1549999999999998,1.15,1.16,0.4868,0.2544,-0.2544
1.165,1.16,1.17,0.4897,0.2609,-0.2609
1.1749999999999998,1.17,1.18,0.4926,0.2671,-0.2671
1.185,1.18,1.19,0.4954,0.2729,-0.2729
1.1949999999999998,1.19,1.2,0.498,0.2784,-0.2784
1.205,1.2,1.21,0.5004,0.2836,-0.2836
1.2149999999999999,1.21,1.22,0.5027,0.2885,-0.2885
1.225,1.22,1.23,0.5049,0.2931,-0.2931
1.2349999999999999,1.23,1.24,0.507,0.2975,-0.2975
1.245,1.24,1.25,0.5092,0.3018,-0.3018
1.255,1.25,1.26,0.5114,0.3061,-0.3061
1.2650000000000001,1.26,1.27,0.5139,0.3104,-0.3104
1.275,1.27,1.28,0.5168,0.3149,-0.3149
1.2850000000000001,1.28,1.29,0.5203,0.3197,-0.3197
1.295,1.29,1.3,0.5246,0.3249,-0.3249
1.3050000000000002,1.3,1.31,0.5301,0.3308,-0.3308
1.315,1.31,1.32,0.5368,0.3375,-0.3375
1.3250000000000002,1.32,1.33,0.5454,0.3452,-0.3452
1.335,1.33,1.34,0.556,0.3542,-0.3542
1.3450000000000002,1.34,1.35,0.5691,0.3647,-0.3647
1.355,1.35,1.36,0.5853,0.3769,-0.3769
1.3650000000000002,1.36,1.37,0.605,0.3912,-0.3912
1.375,1.37,1.38,0.6287,0.4079,-0.4079
1.3849999999999998,1.38,1.39,0.6573,0.4273,-0.4273
1.395,1.39,1.4,0.6912,0.4498,-0.4498

