#: table_doi: 10.17182/hepdata.74824.v1/t168
#: name: Table 168
#: description: Fp wave cross section for -T.

#: data_file: Table168.yaml
#: keyword reactions: GAMMA P --> PI+ PI- P
#: keyword observables: DSIG/DT/DM
#: keyword plabs: 3.0,3.8
#: keyword phrases: Exclusive | Single Differential Cross Section | Photoproduction
#: -T [GeV^2],,,0.9-1.0
#: E(P=1) [GeV],,,3.0-3.2
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=fpwave) [MUB/GEV**3]",error +,error -
1.275,1.27,1.28,0.2265,0.1141,-0.1141
1.2850000000000001,1.28,1.29,0.2331,0.1147,-0.1147
1.295,1.29,1.3,0.2401,0.1156,-0.1156
1.3050000000000002,1.3,1.31,0.2475,0.1169,-0.1169
1.315,1.31,1.32,0.2554,0.1186,-0.1186
1.3250000000000002,1.32,1.33,0.2638,0.1209,-0.1209
1.335,1.33,1.34,0.2728,0.1237,-0.1237
1.3450000000000002,1.34,1.35,0.2822,0.1272,-0.1272
1.355,1.35,1.36,0.2922,0.1313,-0.1313
1.3650000000000002,1.36,1.37,0.3028,0.1361,-0.1361
1.375,1.37,1.38,0.314,0.1416,-0.1416
1.3849999999999998,1.38,1.39,0.3257,0.1478,-0.1478
1.395,1.39,1.4,0.3382,0.1549,-0.1549

#: -T [GeV^2],,,0.9-1.0
#: E(P=1) [GeV],,,3.2-3.4
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=fpwave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.0284,0.017,-0.017
0.415,0.41,0.42,0.0329,0.0196,-0.0196
0.425,0.42,0.43,0.0376,0.0224,-0.0224
0.435,0.43,0.44,0.0424,0.0252,-0.0252
0.445,0.44,0.45,0.0474,0.0282,-0.0282
0.455,0.45,0.46,0.0525,0.0311,-0.0311
0.46499999999999997,0.46,0.47,0.0577,0.0341,-0.0341
0.475,0.47,0.48,0.0629,0.0372,-0.0372
0.485,0.48,0.49,0.0682,0.0402,-0.0402
0.495,0.49,0.5,0.0735,0.0433,-0.0433
0.505,0.5,0.51,0.0788,0.0463,-0.0463
0.515,0.51,0.52,0.0841,0.0494,-0.0494
0.525,0.52,0.53,0.0894,0.0524,-0.0524
0.535,0.53,0.54,0.0947,0.0554,-0.0554
0.545,0.54,0.55,0.1,0.0583,-0.0583
0.555,0.55,0.56,0.1051,0.0612,-0.0612
0.565,0.56,0.57,0.1103,0.064,-0.064
0.575,0.57,0.58,0.1153,0.0668,-0.0668
0.585,0.58,0.59,0.1203,0.0695,-0.0695
0.595,0.59,0.6,0.1252,0.0722,-0.0722
0.605,0.6,0.61,0.13,0.0748,-0.0748
0.615,0.61,0.62,0.1348,0.0773,-0.0773
0.625,0.62,0.63,0.1394,0.0797,-0.0797
0.635,0.63,0.64,0.1439,0.0821,-0.0821
0.645,0.64,0.65,0.1484,0.0843,-0.0843
0.655,0.65,0.66,0.1527,0.0865,-0.0865
0.665,0.66,0.67,0.1569,0.0886,-0.0886
0.675,0.67,0.68,0.161,0.0906,-0.0906
0.685,0.68,0.69,0.165,0.0925,-0.0925
0.695,0.69,0.7,0.1689,0.0944,-0.0944
0.705,0.7,0.71,0.1726,0.0961,-0.0961
0.715,0.71,0.72,0.1763,0.0978,-0.0978
0.725,0.72,0.73,0.1798,0.0993,-0.0993
0.735,0.73,0.74,0.1832,0.1008,-0.1008
0.745,0.74,0.75,0.1865,0.1021,-0.1021
0.755,0.75,0.76,0.1897,0.1034,-0.1034
0.765,0.76,0.77,0.1927,0.1046,-0.1046
0.775,0.77,0.78,0.1956,0.1056,-0.1056
0.785,0.78,0.79,0.1984,0.1066,-0.1066
0.795,0.79,0.8,0.2011,0.1075,-0.1075
0.805,0.8,0.81,0.2037,0.1082,-0.1082
0.815,0.81,0.82,0.2061,0.1089,-0.1089
0.825,0.82,0.83,0.2085,0.1095,-0.1095
0.835,0.83,0.84,0.2107,0.11,-0.11
0.845,0.84,0.85,0.2128,0.1104,-0.1104
0.855,0.85,0.86,0.2147,0.1107,-0.1107
0.865,0.86,0.87,0.2166,0.1109,-0.1109
0.875,0.87,0.88,0.2184,0.111,-0.111
0.885,0.88,0.89,0.22,0.111,-0.111
0.895,0.89,0.9,0.2215,0.1109,-0.1109
0.905,0.9,0.91,0.223,0.1107,-0.1107
0.915,0.91,0.92,0.2243,0.1105,-0.1105
0.925,0.92,0.93,0.2255,0.1101,-0.1101
0.935,0.93,0.94,0.2266,0.1097,-0.1097
0.945,0.94,0.95,0.2276,0.1092,-0.1092
0.955,0.95,0.96,0.2285,0.1086,-0.1086
0.965,0.96,0.97,0.2293,0.1079,-0.1079
0.975,0.97,0.98,0.2301,0.1071,-0.1071
0.985,0.98,0.99,0.2307,0.1063,-0.1063
0.995,0.99,1.0,0.2313,0.1054,-0.1054
1.005,1.0,1.01,0.2317,0.1044,-0.1044
1.0150000000000001,1.01,1.02,0.2321,0.1034,-0.1034
1.025,1.02,1.03,0.2324,0.1023,-0.1023
1.0350000000000001,1.03,1.04,0.2326,0.1011,-0.1011
1.045,1.04,1.05,0.2328,0.0999,-0.0999
1.0550000000000002,1.05,1.06,0.2329,0.0987,-0.0987
1.065,1.06,1.07,0.2329,0.0974,-0.0974
1.0750000000000002,1.07,1.08,0.2329,0.096,-0.096
1.085,1.08,1.09,0.2328,0.0947,-0.0947
1.0950000000000002,1.09,1.1,0.2326,0.0933,-0.0933
1.105,1.1,1.11,0.2324,0.0919,-0.0919
1.1150000000000002,1.11,1.12,0.2321,0.0905,-0.0905
1.125,1.12,1.13,0.2318,0.0891,-0.0891
1.1349999999999998,1.13,1.14,0.2315,0.0878,-0.0878
1.145,1.14,1.15,0.2311,0.0864,-0.0864
1.1549999999999998,1.15,1.16,0.2307,0.0851,-0.0851
1.165,1.16,1.17,0.2303,0.0839,-0.0839
1.1749999999999998,1.17,1.18,0.2299,0.0827,-0.0827
1.185,1.18,1.19,0.2294,0.0816,-0.0816
1.1949999999999998,1.19,1.2,0.2289,0.0806,-0.0806
1.205,1.2,1.21,0.2285,0.0797,-0.0797
1.2149999999999999,1.21,1.22,0.228,0.079,-0.079
1.225,1.22,1.23,0.2275,0.0784,-0.0784
1.2349999999999999,1.23,1.24,0.227,0.078,-0.078
1.245,1.24,1.25,0.2266,0.0778,-0.0778
1.255,1.25,1.26,0.2261,0.0778,-0.0778
1.2650000000000001,1.26,1.27,0.2257,0.078,-0.078
1.275,1.27,1.28,0.2253,0.0784,-0.0784
1.2850000000000001,1.28,1.29,0.225,0.0791,-0.0791
1.295,1.29,1.3,0.2247,0.08,-0.08
1.3050000000000002,1.3,1.31,0.2244,0.0812,-0.0812
1.315,1.31,1.32,0.2242,0.0826,-0.0826
1.3250000000000002,1.32,1.33,0.2241,0.0843,-0.0843
1.335,1.33,1.34,0.224,0.0863,-0.0863
1.3450000000000002,1.34,1.35,0.224,0.0885,-0.0885
1.355,1.35,1.36,0.2241,0.091,-0.091
1.3650000000000002,1.36,1.37,0.2243,0.0937,-0.0937
1.375,1.37,1.38,0.2246,0.0966,-0.0966
1.3849999999999998,1.38,1.39,0.225,0.0998,-0.0998
1.395,1.39,1.4,0.2255,0.1032,-0.1032

#: -T [GeV^2],,,0.9-1.0
#: E(P=1) [GeV],,,3.4-3.6
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=fpwave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.0142,0.0063,-0.0063
0.415,0.41,0.42,0.0164,0.0074,-0.0074
0.425,0.42,0.43,0.0187,0.0084,-0.0084
0.435,0.43,0.44,0.021,0.0095,-0.0095
0.445,0.44,0.45,0.0235,0.0107,-0.0107
0.455,0.45,0.46,0.0259,0.0119,-0.0119
0.46499999999999997,0.46,0.47,0.0284,0.0131,-0.0131
0.475,0.47,0.48,0.0309,0.0144,-0.0144
0.485,0.48,0.49,0.0334,0.0156,-0.0156
0.495,0.49,0.5,0.0359,0.0169,-0.0169
0.505,0.5,0.51,0.0383,0.0182,-0.0182
0.515,0.51,0.52,0.0408,0.0195,-0.0195
0.525,0.52,0.53,0.0433,0.0208,-0.0208
0.535,0.53,0.54,0.0457,0.0222,-0.0222
0.545,0.54,0.55,0.048,0.0235,-0.0235
0.555,0.55,0.56,0.0504,0.0249,-0.0249
0.565,0.56,0.57,0.0526,0.0262,-0.0262
0.575,0.57,0.58,0.0549,0.0276,-0.0276
0.585,0.58,0.59,0.0571,0.0289,-0.0289
0.595,0.59,0.6,0.0592,0.0303,-0.0303
0.605,0.6,0.61,0.0612,0.0316,-0.0316
0.615,0.61,0.62,0.0633,0.033,-0.033
0.625,0.62,0.63,0.0652,0.0343,-0.0343
0.635,0.63,0.64,0.0671,0.0356,-0.0356
0.645,0.64,0.65,0.0689,0.037,-0.037
0.655,0.65,0.66,0.0706,0.0383,-0.0383
0.665,0.66,0.67,0.0723,0.0396,-0.0396
0.675,0.67,0.68,0.0739,0.0409,-0.0409
0.685,0.68,0.69,0.0755,0.0422,-0.0422
0.695,0.69,0.7,0.0769,0.0435,-0.0435
0.705,0.7,0.71,0.0784,0.0448,-0.0448
0.715,0.71,0.72,0.0797,0.0461,-0.0461
0.725,0.72,0.73,0.081,0.0474,-0.0474
0.735,0.73,0.74,0.0822,0.0487,-0.0487
0.745,0.74,0.75,0.0833,0.0499,-0.0499
0.755,0.75,0.76,0.0844,0.0512,-0.0512
0.765,0.76,0.77,0.0854,0.0524,-0.0524
0.775,0.77,0.78,0.0864,0.0536,-0.0536
0.785,0.78,0.79,0.0873,0.0549,-0.0549
0.795,0.79,0.8,0.0881,0.0561,-0.0561
0.805,0.8,0.81,0.0889,0.0573,-0.0573
0.815,0.81,0.82,0.0896,0.0585,-0.0585
0.825,0.82,0.83,0.0903,0.0596,-0.0596
0.835,0.83,0.84,0.0909,0.0608,-0.0608
0.845,0.84,0.85,0.0915,0.0619,-0.0619
0.855,0.85,0.86,0.092,0.063,-0.063
0.865,0.86,0.87,0.0925,0.0641,-0.0641
0.875,0.87,0.88,0.093,0.0652,-0.0652
0.885,0.88,0.89,0.0934,0.0663,-0.0663
0.895,0.89,0.9,0.0937,0.0674,-0.0674
0.905,0.9,0.91,0.0941,0.0684,-0.0684
0.915,0.91,0.92,0.0944,0.0694,-0.0694
0.925,0.92,0.93,0.0946,0.0704,-0.0704
0.935,0.93,0.94,0.0949,0.0714,-0.0714
0.945,0.94,0.95,0.0951,0.0724,-0.0724
0.955,0.95,0.96,0.0953,0.0733,-0.0733
0.965,0.96,0.97,0.0955,0.0742,-0.0742
0.975,0.97,0.98,0.0957,0.0751,-0.0751
0.985,0.98,0.99,0.0959,0.076,-0.076
0.995,0.99,1.0,0.096,0.0768,-0.0768
1.005,1.0,1.01,0.0962,0.0776,-0.0776
1.0150000000000001,1.01,1.02,0.0964,0.0784,-0.0784
1.025,1.02,1.03,0.0966,0.0791,-0.0791
1.0350000000000001,1.03,1.04,0.0968,0.0799,-0.0799
1.045,1.04,1.05,0.097,0.0806,-0.0806
1.0550000000000002,1.05,1.06,0.0973,0.0813,-0.0813
1.065,1.06,1.07,0.0975,0.0819,-0.0819
1.0750000000000002,1.07,1.08,0.0978,0.0825,-0.0825
1.085,1.08,1.09,0.0982,0.0831,-0.0831
1.0950000000000002,1.09,1.1,0.0986,0.0837,-0.0837
1.105,1.1,1.11,0.099,0.0843,-0.0843
1.1150000000000002,1.11,1.12,0.0995,0.0848,-0.0848
1.125,1.12,1.13,0.1,0.0853,-0.0853
1.1349999999999998,1.13,1.14,0.1006,0.0858,-0.0858
1.145,1.14,1.15,0.1013,0.0862,-0.0862
1.1549999999999998,1.15,1.16,0.102,0.0867,-0.0867
1.165,1.16,1.17,0.1029,0.0871,-0.0871
1.1749999999999998,1.17,1.18,0.1038,0.0875,-0.0875
1.185,1.18,1.19,0.1048,0.088,-0.088
1.1949999999999998,1.19,1.2,0.1059,0.0884,-0.0884
1.205,1.2,1.21,0.1072,0.0888,-0.0888
1.2149999999999999,1.21,1.22,0.1085,0.0893,-0.0893
1.225,1.22,1.23,0.11,0.0897,-0.0897
1.2349999999999999,1.23,1.24,0.1115,0.0902,-0.0902
1.245,1.24,1.25,0.1133,0.0907,-0.0907
1.255,1.25,1.26,0.1151,0.0913,-0.0913
1.2650000000000001,1.26,1.27,0.1171,0.0919,-0.0919
1.275,1.27,1.28,0.1193,0.0926,-0.0926
1.2850000000000001,1.28,1.29,0.1216,0.0933,-0.0933
1.295,1.29,1.3,0.1241,0.0941,-0.0941
1.3050000000000002,1.3,1.31,0.1268,0.0951,-0.0951
1.315,1.31,1.32,0.1297,0.0961,-0.0961
1.3250000000000002,1.32,1.33,0.1327,0.0973,-0.0973
1.335,1.33,1.34,0.136,0.0987,-0.0987
1.3450000000000002,1.34,1.35,0.1395,0.1002,-0.1002
1.355,1.35,1.36,0.1432,0.1018,-0.1018
1.3650000000000002,1.36,1.37,0.1471,0.1037,-0.1037
1.375,1.37,1.38,0.1513,0.1058,-0.1058
1.3849999999999998,1.38,1.39,0.1557,0.1081,-0.1081
1.395,1.39,1.4,0.1604,0.1107,-0.1107

#: -T [GeV^2],,,0.9-1.0
#: E(P=1) [GeV],,,3.6-3.8
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=fpwave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.0197,0.013,-0.013
0.415,0.41,0.42,0.0228,0.015,-0.015
0.425,0.42,0.43,0.0259,0.0171,-0.0171
0.435,0.43,0.44,0.0291,0.0192,-0.0192
0.445,0.44,0.45,0.0324,0.0214,-0.0214
0.455,0.45,0.46,0.0357,0.0236,-0.0236
0.46499999999999997,0.46,0.47,0.0391,0.0259,-0.0259
0.475,0.47,0.48,0.0424,0.0282,-0.0282
0.485,0.48,0.49,0.0458,0.0304,-0.0304
0.495,0.49,0.5,0.0491,0.0327,-0.0327
0.505,0.5,0.51,0.0524,0.035,-0.035
0.515,0.51,0.52,0.0557,0.0372,-0.0372
0.525,0.52,0.53,0.0589,0.0394,-0.0394
0.535,0.53,0.54,0.062,0.0416,-0.0416
0.545,0.54,0.55,0.0651,0.0437,-0.0437
0.555,0.55,0.56,0.0681,0.0458,-0.0458
0.565,0.56,0.57,0.071,0.0479,-0.0479
0.575,0.57,0.58,0.0738,0.0499,-0.0499
0.585,0.58,0.59,0.0766,0.0518,-0.0518
0.595,0.59,0.6,0.0792,0.0537,-0.0537
0.605,0.6,0.61,0.0818,0.0555,-0.0555
0.615,0.61,0.62,0.0842,0.0573,-0.0573
0.625,0.62,0.63,0.0865,0.059,-0.059
0.635,0.63,0.64,0.0888,0.0606,-0.0606
0.645,0.64,0.65,0.0909,0.0622,-0.0622
0.655,0.65,0.66,0.0929,0.0637,-0.0637
0.665,0.66,0.67,0.0948,0.0651,-0.0651
0.675,0.67,0.68,0.0966,0.0665,-0.0665
0.685,0.68,0.69,0.0983,0.0677,-0.0677
0.695,0.69,0.7,0.0998,0.069,-0.069
0.705,0.7,0.71,0.1013,0.0701,-0.0701
0.715,0.71,0.72,0.1026,0.0712,-0.0712
0.725,0.72,0.73,0.1039,0.0721,-0.0721
0.735,0.73,0.74,0.105,0.073,-0.073
0.745,0.74,0.75,0.106,0.0739,-0.0739
0.755,0.75,0.76,0.107,0.0747,-0.0747
0.765,0.76,0.77,0.1078,0.0753,-0.0753
0.775,0.77,0.78,0.1085,0.076,-0.076
0.785,0.78,0.79,0.1091,0.0765,-0.0765
0.795,0.79,0.8,0.1097,0.077,-0.077
0.805,0.8,0.81,0.1101,0.0774,-0.0774
0.815,0.81,0.82,0.1104,0.0777,-0.0777
0.825,0.82,0.83,0.1107,0.078,-0.078
0.835,0.83,0.84,0.1109,0.0782,-0.0782
0.845,0.84,0.85,0.111,0.0783,-0.0783
0.855,0.85,0.86,0.111,0.0784,-0.0784
0.865,0.86,0.87,0.111,0.0784,-0.0784
0.875,0.87,0.88,0.1108,0.0784,-0.0784
0.885,0.88,0.89,0.1107,0.0783,-0.0783
0.895,0.89,0.9,0.1104,0.0781,-0.0781
0.905,0.9,0.91,0.1101,0.0779,-0.0779
0.915,0.91,0.92,0.1098,0.0777,-0.0777
0.925,0.92,0.93,0.1094,0.0774,-0.0774
0.935,0.93,0.94,0.109,0.077,-0.077
0.945,0.94,0.95,0.1086,0.0767,-0.0767
0.955,0.95,0.96,0.1081,0.0762,-0.0762
0.965,0.96,0.97,0.1076,0.0758,-0.0758
0.975,0.97,0.98,0.1071,0.0754,-0.0754
0.985,0.98,0.99,0.1065,0.0749,-0.0749
0.995,0.99,1.0,0.106,0.0744,-0.0744
1.005,1.0,1.01,0.1055,0.0739,-0.0739
1.0150000000000001,1.01,1.02,0.105,0.0734,-0.0734
1.025,1.02,1.03,0.1045,0.0729,-0.0729
1.0350000000000001,1.03,1.04,0.104,0.0724,-0.0724
1.045,1.04,1.05,0.1036,0.072,-0.072
1.0550000000000002,1.05,1.06,0.1032,0.0716,-0.0716
1.065,1.06,1.07,0.1028,0.0712,-0.0712
1.0750000000000002,1.07,1.08,0.1025,0.0709,-0.0709
1.085,1.08,1.09,0.1023,0.0706,-0.0706
1.0950000000000002,1.09,1.1,0.1021,0.0704,-0.0704
1.105,1.1,1.11,0.1021,0.0703,-0.0703
1.1150000000000002,1.11,1.12,0.1021,0.0703,-0.0703
1.125,1.12,1.13,0.1022,0.0704,-0.0704
1.1349999999999998,1.13,1.14,0.1024,0.0706,-0.0706
1.145,1.14,1.15,0.1027,0.071,-0.071
1.1549999999999998,1.15,1.16,0.1032,0.0714,-0.0714
1.165,1.16,1.17,0.1038,0.0721,-0.0721
1.1749999999999998,1.17,1.18,0.1046,0.0728,-0.0728
1.185,1.18,1.19,0.1055,0.0737,-0.0737
1.1949999999999998,1.19,1.2,0.1065,0.0748,-0.0748
1.205,1.2,1.21,0.1078,0.0761,-0.0761
1.2149999999999999,1.21,1.22,0.1092,0.0776,-0.0776
1.225,1.22,1.23,0.1109,0.0792,-0.0792
1.2349999999999999,1.23,1.24,0.1127,0.0811,-0.0811
1.245,1.24,1.25,0.1148,0.0831,-0.0831
1.255,1.25,1.26,0.1171,0.0853,-0.0853
1.2650000000000001,1.26,1.27,0.1197,0.0877,-0.0877
1.275,1.27,1.28,0.1225,0.0903,-0.0903
1.2850000000000001,1.28,1.29,0.1256,0.0931,-0.0931
1.295,1.29,1.3,0.129,0.0961,-0.0961
1.3050000000000002,1.3,1.31,0.1326,0.0993,-0.0993
1.315,1.31,1.32,0.1366,0.1027,-0.1027
1.3250000000000002,1.32,1.33,0.1409,0.1063,-0.1063
1.335,1.33,1.34,0.1456,0.1101,-0.1101
1.3450000000000002,1.34,1.35,0.1506,0.114,-0.114
1.355,1.35,1.36,0.156,0.1182,-0.1182
1.3650000000000002,1.36,1.37,0.1617,0.1225,-0.1225
1.375,1.37,1.38,0.1679,0.1271,-0.1271
1.3849999999999998,1.38,1.39,0.1745,0.1318,-0.1318
1.395,1.39,1.4,0.1815,0.1367,-0.1367

