#: table_doi: 10.17182/hepdata.74824.v1/t163
#: name: Table 163
#: description: Fp wave cross section for -T.

#: data_file: Table163.yaml
#: keyword reactions: GAMMA P --> PI+ PI- P
#: keyword observables: DSIG/DT/DM
#: keyword plabs: 3.0,3.8
#: keyword phrases: Exclusive | Single Differential Cross Section | Photoproduction
#: -T [GeV^2],,,0.4-0.5
#: E(P=1) [GeV],,,3.0-3.2
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=fpwave) [MUB/GEV**3]",error +,error -
1.395,1.39,1.4,0.3233,0.2048,-0.2048

#: -T [GeV^2],,,0.4-0.5
#: E(P=1) [GeV],,,3.2-3.4
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=fpwave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.0667,0.0732,-0.0732
0.415,0.41,0.42,0.0768,0.0842,-0.0842
0.425,0.42,0.43,0.0872,0.0954,-0.0954
0.435,0.43,0.44,0.0979,0.1069,-0.1069
0.445,0.44,0.45,0.1087,0.1186,-0.1186
0.455,0.45,0.46,0.1196,0.1302,-0.1302
0.46499999999999997,0.46,0.47,0.1306,0.1419,-0.1419
0.475,0.47,0.48,0.1415,0.1535,-0.1535
0.485,0.48,0.49,0.1523,0.1649,-0.1649
0.495,0.49,0.5,0.163,0.1762,-0.1762
0.505,0.5,0.51,0.1735,0.1871,-0.1871
0.515,0.51,0.52,0.1839,0.1978,-0.1978
0.525,0.52,0.53,0.1939,0.2082,-0.2082
0.535,0.53,0.54,0.2037,0.2182,-0.2182
0.545,0.54,0.55,0.2132,0.2278,-0.2278
0.555,0.55,0.56,0.2224,0.237,-0.237
0.565,0.56,0.57,0.2313,0.2457,-0.2457
0.575,0.57,0.58,0.2397,0.254,-0.254
0.585,0.58,0.59,0.2478,0.2617,-0.2617
0.595,0.59,0.6,0.2555,0.269,-0.269
0.605,0.6,0.61,0.2628,0.2757,-0.2757
0.615,0.61,0.62,0.2697,0.2819,-0.2819
0.625,0.62,0.63,0.2761,0.2875,-0.2875
0.635,0.63,0.64,0.2821,0.2926,-0.2926
0.645,0.64,0.65,0.2877,0.2971,-0.2971
0.655,0.65,0.66,0.2928,0.3011,-0.3011
0.665,0.66,0.67,0.2975,0.3045,-0.3045
0.675,0.67,0.68,0.3017,0.3073,-0.3073
0.685,0.68,0.69,0.3055,0.3095,-0.3095
0.695,0.69,0.7,0.3089,0.3112,-0.3112
0.705,0.7,0.71,0.3118,0.3122,-0.3122
0.715,0.71,0.72,0.3143,0.3128,-0.3128
0.725,0.72,0.73,0.3164,0.3127,-0.3127
0.735,0.73,0.74,0.318,0.3121,-0.3121
0.745,0.74,0.75,0.3192,0.3109,-0.3109
0.755,0.75,0.76,0.32,0.3092,-0.3092
0.765,0.76,0.77,0.3204,0.307,-0.307
0.775,0.77,0.78,0.3204,0.3042,-0.3042
0.785,0.78,0.79,0.32,0.3009,-0.3009
0.795,0.79,0.8,0.3192,0.2971,-0.2971
0.805,0.8,0.81,0.3181,0.2927,-0.2927
0.815,0.81,0.82,0.3166,0.288,-0.288
0.825,0.82,0.83,0.3148,0.2827,-0.2827
0.835,0.83,0.84,0.3127,0.277,-0.277
0.845,0.84,0.85,0.3102,0.2708,-0.2708
0.855,0.85,0.86,0.3075,0.2643,-0.2643
0.865,0.86,0.87,0.3045,0.2573,-0.2573
0.875,0.87,0.88,0.3012,0.2499,-0.2499
0.885,0.88,0.89,0.2976,0.2422,-0.2422
0.895,0.89,0.9,0.2939,0.2342,-0.2342
0.905,0.9,0.91,0.2899,0.2258,-0.2258
0.915,0.91,0.92,0.2858,0.2172,-0.2172
0.925,0.92,0.93,0.2814,0.2083,-0.2083
0.935,0.93,0.94,0.277,0.1992,-0.1992
0.945,0.94,0.95,0.2724,0.1898,-0.1898
0.955,0.95,0.96,0.2677,0.1804,-0.1804
0.965,0.96,0.97,0.2629,0.1708,-0.1708
0.975,0.97,0.98,0.2581,0.1612,-0.1612
0.985,0.98,0.99,0.2532,0.1515,-0.1515
0.995,0.99,1.0,0.2484,0.1419,-0.1419
1.005,1.0,1.01,0.2435,0.1325,-0.1325
1.0150000000000001,1.01,1.02,0.2388,0.1233,-0.1233
1.025,1.02,1.03,0.234,0.1144,-0.1144
1.0350000000000001,1.03,1.04,0.2294,0.106,-0.106
1.045,1.04,1.05,0.225,0.0982,-0.0982
1.0550000000000002,1.05,1.06,0.2207,0.0912,-0.0912
1.065,1.06,1.07,0.2166,0.0852,-0.0852
1.0750000000000002,1.07,1.08,0.2127,0.0805,-0.0805
1.085,1.08,1.09,0.2091,0.0773,-0.0773
1.0950000000000002,1.09,1.1,0.2058,0.0757,-0.0757
1.105,1.1,1.11,0.2028,0.0759,-0.0759
1.1150000000000002,1.11,1.12,0.2002,0.0776,-0.0776
1.125,1.12,1.13,0.198,0.0808,-0.0808
1.1349999999999998,1.13,1.14,0.1962,0.0852,-0.0852
1.145,1.14,1.15,0.1949,0.0905,-0.0905
1.1549999999999998,1.15,1.16,0.1941,0.0965,-0.0965
1.165,1.16,1.17,0.1939,0.103,-0.103
1.1749999999999998,1.17,1.18,0.1943,0.1098,-0.1098
1.185,1.18,1.19,0.1953,0.1168,-0.1168
1.1949999999999998,1.19,1.2,0.197,0.1238,-0.1238
1.205,1.2,1.21,0.1994,0.1308,-0.1308
1.2149999999999999,1.21,1.22,0.2026,0.1376,-0.1376
1.225,1.22,1.23,0.2065,0.1444,-0.1444
1.2349999999999999,1.23,1.24,0.2114,0.1509,-0.1509
1.245,1.24,1.25,0.2171,0.1573,-0.1573
1.255,1.25,1.26,0.2238,0.1635,-0.1635
1.2650000000000001,1.26,1.27,0.2316,0.1694,-0.1694
1.275,1.27,1.28,0.2403,0.1752,-0.1752
1.2850000000000001,1.28,1.29,0.2502,0.1808,-0.1808
1.295,1.29,1.3,0.2612,0.1864,-0.1864
1.3050000000000002,1.3,1.31,0.2734,0.1919,-0.1919
1.315,1.31,1.32,0.2869,0.1974,-0.1974
1.3250000000000002,1.32,1.33,0.3017,0.2031,-0.2031
1.335,1.33,1.34,0.3178,0.209,-0.209
1.3450000000000002,1.34,1.35,0.3354,0.2154,-0.2154
1.355,1.35,1.36,0.3545,0.2223,-0.2223
1.3650000000000002,1.36,1.37,0.3751,0.23,-0.23
1.375,1.37,1.38,0.3974,0.2387,-0.2387
1.3849999999999998,1.38,1.39,0.4213,0.2485,-0.2485
1.395,1.39,1.4,0.4469,0.2597,-0.2597

#: -T [GeV^2],,,0.4-0.5
#: E(P=1) [GeV],,,3.4-3.6
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=fpwave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.0521,0.028,-0.028
0.415,0.41,0.42,0.0602,0.0323,-0.0323
0.425,0.42,0.43,0.0686,0.0367,-0.0367
0.435,0.43,0.44,0.0772,0.0412,-0.0412
0.445,0.44,0.45,0.086,0.0458,-0.0458
0.455,0.45,0.46,0.095,0.0504,-0.0504
0.46499999999999997,0.46,0.47,0.1041,0.0551,-0.0551
0.475,0.47,0.48,0.1132,0.0598,-0.0598
0.485,0.48,0.49,0.1223,0.0644,-0.0644
0.495,0.49,0.5,0.1314,0.069,-0.069
0.505,0.5,0.51,0.1405,0.0736,-0.0736
0.515,0.51,0.52,0.1495,0.078,-0.078
0.525,0.52,0.53,0.1584,0.0824,-0.0824
0.535,0.53,0.54,0.1672,0.0867,-0.0867
0.545,0.54,0.55,0.1758,0.0908,-0.0908
0.555,0.55,0.56,0.1843,0.0949,-0.0949
0.565,0.56,0.57,0.1925,0.0988,-0.0988
0.575,0.57,0.58,0.2006,0.1025,-0.1025
0.585,0.58,0.59,0.2084,0.1061,-0.1061
0.595,0.59,0.6,0.2161,0.1096,-0.1096
0.605,0.6,0.61,0.2235,0.1128,-0.1128
0.615,0.61,0.62,0.2306,0.1159,-0.1159
0.625,0.62,0.63,0.2375,0.1189,-0.1189
0.635,0.63,0.64,0.2442,0.1216,-0.1216
0.645,0.64,0.65,0.2505,0.1242,-0.1242
0.655,0.65,0.66,0.2566,0.1266,-0.1266
0.665,0.66,0.67,0.2624,0.1289,-0.1289
0.675,0.67,0.68,0.268,0.1309,-0.1309
0.685,0.68,0.69,0.2732,0.1328,-0.1328
0.695,0.69,0.7,0.2782,0.1344,-0.1344
0.705,0.7,0.71,0.2829,0.1359,-0.1359
0.715,0.71,0.72,0.2873,0.1372,-0.1372
0.725,0.72,0.73,0.2914,0.1384,-0.1384
0.735,0.73,0.74,0.2952,0.1393,-0.1393
0.745,0.74,0.75,0.2987,0.1401,-0.1401
0.755,0.75,0.76,0.3019,0.1407,-0.1407
0.765,0.76,0.77,0.3049,0.1411,-0.1411
0.775,0.77,0.78,0.3076,0.1413,-0.1413
0.785,0.78,0.79,0.3099,0.1414,-0.1414
0.795,0.79,0.8,0.312,0.1413,-0.1413
0.805,0.8,0.81,0.3139,0.1411,-0.1411
0.815,0.81,0.82,0.3154,0.1407,-0.1407
0.825,0.82,0.83,0.3167,0.1401,-0.1401
0.835,0.83,0.84,0.3177,0.1394,-0.1394
0.845,0.84,0.85,0.3184,0.1386,-0.1386
0.855,0.85,0.86,0.3189,0.1376,-0.1376
0.865,0.86,0.87,0.3191,0.1365,-0.1365
0.875,0.87,0.88,0.3191,0.1353,-0.1353
0.885,0.88,0.89,0.3189,0.1339,-0.1339
0.895,0.89,0.9,0.3184,0.1325,-0.1325
0.905,0.9,0.91,0.3177,0.131,-0.131
0.915,0.91,0.92,0.3167,0.1293,-0.1293
0.925,0.92,0.93,0.3155,0.1276,-0.1276
0.935,0.93,0.94,0.3142,0.1259,-0.1259
0.945,0.94,0.95,0.3126,0.124,-0.124
0.955,0.95,0.96,0.3108,0.1222,-0.1222
0.965,0.96,0.97,0.3089,0.1203,-0.1203
0.975,0.97,0.98,0.3068,0.1183,-0.1183
0.985,0.98,0.99,0.3045,0.1164,-0.1164
0.995,0.99,1.0,0.302,0.1145,-0.1145
1.005,1.0,1.01,0.2994,0.1125,-0.1125
1.0150000000000001,1.01,1.02,0.2967,0.1107,-0.1107
1.025,1.02,1.03,0.2938,0.1088,-0.1088
1.0350000000000001,1.03,1.04,0.2908,0.1071,-0.1071
1.045,1.04,1.05,0.2877,0.1054,-0.1054
1.0550000000000002,1.05,1.06,0.2845,0.1038,-0.1038
1.065,1.06,1.07,0.2812,0.1023,-0.1023
1.0750000000000002,1.07,1.08,0.2779,0.101,-0.101
1.085,1.08,1.09,0.2745,0.0998,-0.0998
1.0950000000000002,1.09,1.1,0.271,0.0987,-0.0987
1.105,1.1,1.11,0.2675,0.0978,-0.0978
1.1150000000000002,1.11,1.12,0.264,0.0972,-0.0972
1.125,1.12,1.13,0.2605,0.0967,-0.0967
1.1349999999999998,1.13,1.14,0.2569,0.0963,-0.0963
1.145,1.14,1.15,0.2534,0.0962,-0.0962
1.1549999999999998,1.15,1.16,0.2499,0.0963,-0.0963
1.165,1.16,1.17,0.2465,0.0967,-0.0967
1.1749999999999998,1.17,1.18,0.2431,0.0972,-0.0972
1.185,1.18,1.19,0.2399,0.0979,-0.0979
1.1949999999999998,1.19,1.2,0.2367,0.0988,-0.0988
1.205,1.2,1.21,0.2336,0.0999,-0.0999
1.2149999999999999,1.21,1.22,0.2306,0.1012,-0.1012
1.225,1.22,1.23,0.2278,0.1026,-0.1026
1.2349999999999999,1.23,1.24,0.2252,0.1042,-0.1042
1.245,1.24,1.25,0.2227,0.106,-0.106
1.255,1.25,1.26,0.2204,0.1079,-0.1079
1.2650000000000001,1.26,1.27,0.2183,0.1099,-0.1099
1.275,1.27,1.28,0.2165,0.1121,-0.1121
1.2850000000000001,1.28,1.29,0.2149,0.1144,-0.1144
1.295,1.29,1.3,0.2137,0.1167,-0.1167
1.3050000000000002,1.3,1.31,0.2126,0.1192,-0.1192
1.315,1.31,1.32,0.212,0.1218,-0.1218
1.3250000000000002,1.32,1.33,0.2116,0.1246,-0.1246
1.335,1.33,1.34,0.2116,0.1274,-0.1274
1.3450000000000002,1.34,1.35,0.212,0.1303,-0.1303
1.355,1.35,1.36,0.2128,0.1334,-0.1334
1.3650000000000002,1.36,1.37,0.214,0.1367,-0.1367
1.375,1.37,1.38,0.2156,0.14,-0.14
1.3849999999999998,1.38,1.39,0.2178,0.1436,-0.1436
1.395,1.39,1.4,0.2204,0.1473,-0.1473

#: -T [GeV^2],,,0.4-0.5
#: E(P=1) [GeV],,,3.6-3.8
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=fpwave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.063,0.0291,-0.0291
0.415,0.41,0.42,0.0727,0.0335,-0.0335
0.425,0.42,0.43,0.0827,0.0382,-0.0382
0.435,0.43,0.44,0.093,0.0429,-0.0429
0.445,0.44,0.45,0.1035,0.0477,-0.0477
0.455,0.45,0.46,0.1141,0.0527,-0.0527
0.46499999999999997,0.46,0.47,0.1248,0.0576,-0.0576
0.475,0.47,0.48,0.1356,0.0626,-0.0626
0.485,0.48,0.49,0.1463,0.0675,-0.0675
0.495,0.49,0.5,0.157,0.0724,-0.0724
0.505,0.5,0.51,0.1676,0.0773,-0.0773
0.515,0.51,0.52,0.178,0.0821,-0.0821
0.525,0.52,0.53,0.1883,0.0869,-0.0869
0.535,0.53,0.54,0.1984,0.0915,-0.0915
0.545,0.54,0.55,0.2083,0.096,-0.096
0.555,0.55,0.56,0.2179,0.1005,-0.1005
0.565,0.56,0.57,0.2273,0.1048,-0.1048
0.575,0.57,0.58,0.2363,0.1089,-0.1089
0.585,0.58,0.59,0.2451,0.113,-0.113
0.595,0.59,0.6,0.2536,0.1169,-0.1169
0.605,0.6,0.61,0.2618,0.1206,-0.1206
0.615,0.61,0.62,0.2696,0.1242,-0.1242
0.625,0.62,0.63,0.2771,0.1276,-0.1276
0.635,0.63,0.64,0.2842,0.1308,-0.1308
0.645,0.64,0.65,0.291,0.1339,-0.1339
0.655,0.65,0.66,0.2974,0.1368,-0.1368
0.665,0.66,0.67,0.3034,0.1395,-0.1395
0.675,0.67,0.68,0.3091,0.1421,-0.1421
0.685,0.68,0.69,0.3144,0.1445,-0.1445
0.695,0.69,0.7,0.3193,0.1467,-0.1467
0.705,0.7,0.71,0.3238,0.1487,-0.1487
0.715,0.71,0.72,0.328,0.1506,-0.1506
0.725,0.72,0.73,0.3318,0.1522,-0.1522
0.735,0.73,0.74,0.3353,0.1537,-0.1537
0.745,0.74,0.75,0.3383,0.155,-0.155
0.755,0.75,0.76,0.341,0.1562,-0.1562
0.765,0.76,0.77,0.3433,0.1571,-0.1571
0.775,0.77,0.78,0.3453,0.1579,-0.1579
0.785,0.78,0.79,0.3469,0.1586,-0.1586
0.795,0.79,0.8,0.3482,0.159,-0.159
0.805,0.8,0.81,0.3491,0.1593,-0.1593
0.815,0.81,0.82,0.3497,0.1595,-0.1595
0.825,0.82,0.83,0.35,0.1594,-0.1594
0.835,0.83,0.84,0.35,0.1593,-0.1593
0.845,0.84,0.85,0.3496,0.1589,-0.1589
0.855,0.85,0.86,0.3489,0.1585,-0.1585
0.865,0.86,0.87,0.348,0.1579,-0.1579
0.875,0.87,0.88,0.3468,0.1571,-0.1571
0.885,0.88,0.89,0.3452,0.1563,-0.1563
0.895,0.89,0.9,0.3435,0.1553,-0.1553
0.905,0.9,0.91,0.3414,0.1541,-0.1541
0.915,0.91,0.92,0.3392,0.1529,-0.1529
0.925,0.92,0.93,0.3367,0.1516,-0.1516
0.935,0.93,0.94,0.334,0.1502,-0.1502
0.945,0.94,0.95,0.3311,0.1487,-0.1487
0.955,0.95,0.96,0.328,0.1471,-0.1471
0.965,0.96,0.97,0.3247,0.1454,-0.1454
0.975,0.97,0.98,0.3213,0.1437,-0.1437
0.985,0.98,0.99,0.3178,0.1419,-0.1419
0.995,0.99,1.0,0.3141,0.1401,-0.1401
1.005,1.0,1.01,0.3103,0.1382,-0.1382
1.0150000000000001,1.01,1.02,0.3064,0.1363,-0.1363
1.025,1.02,1.03,0.3024,0.1344,-0.1344
1.0350000000000001,1.03,1.04,0.2984,0.1325,-0.1325
1.045,1.04,1.05,0.2943,0.1307,-0.1307
1.0550000000000002,1.05,1.06,0.2902,0.1288,-0.1288
1.065,1.06,1.07,0.2861,0.127,-0.127
1.0750000000000002,1.07,1.08,0.2821,0.1253,-0.1253
1.085,1.08,1.09,0.2781,0.1236,-0.1236
1.0950000000000002,1.09,1.1,0.2741,0.1221,-0.1221
1.105,1.1,1.11,0.2702,0.1206,-0.1206
1.1150000000000002,1.11,1.12,0.2664,0.1193,-0.1193
1.125,1.12,1.13,0.2628,0.1181,-0.1181
1.1349999999999998,1.13,1.14,0.2593,0.117,-0.117
1.145,1.14,1.15,0.2559,0.1162,-0.1162
1.1549999999999998,1.15,1.16,0.2528,0.1155,-0.1155
1.165,1.16,1.17,0.2499,0.115,-0.115
1.1749999999999998,1.17,1.18,0.2472,0.1147,-0.1147
1.185,1.18,1.19,0.2449,0.1147,-0.1147
1.1949999999999998,1.19,1.2,0.2428,0.1148,-0.1148
1.205,1.2,1.21,0.241,0.1153,-0.1153
1.2149999999999999,1.21,1.22,0.2396,0.116,-0.116
1.225,1.22,1.23,0.2386,0.1169,-0.1169
1.2349999999999999,1.23,1.24,0.238,0.1181,-0.1181
1.245,1.24,1.25,0.2379,0.1196,-0.1196
1.255,1.25,1.26,0.2382,0.1213,-0.1213
1.2650000000000001,1.26,1.27,0.2391,0.1233,-0.1233
1.275,1.27,1.28,0.2404,0.1256,-0.1256
1.2850000000000001,1.28,1.29,0.2424,0.1281,-0.1281
1.295,1.29,1.3,0.2449,0.1309,-0.1309
1.3050000000000002,1.3,1.31,0.2481,0.134,-0.134
1.315,1.31,1.32,0.252,0.1373,-0.1373
1.3250000000000002,1.32,1.33,0.2565,0.1409,-0.1409
1.335,1.33,1.34,0.2618,0.1447,-0.1447
1.3450000000000002,1.34,1.35,0.2679,0.1488,-0.1488
1.355,1.35,1.36,0.2748,0.1532,-0.1532
1.3650000000000002,1.36,1.37,0.2825,0.1579,-0.1579
1.375,1.37,1.38,0.2912,0.1628,-0.1628
1.3849999999999998,1.38,1.39,0.3007,0.1681,-0.1681
1.395,1.39,1.4,0.3113,0.1736,-0.1736

