#: table_doi: 10.17182/hepdata.74824.v1/t125
#: name: Table 125
#: description: D wave cross section for -T.

#: data_file: Table125.yaml
#: keyword reactions: GAMMA P --> PI+ PI- P
#: keyword observables: DSIG/DT/DM
#: keyword plabs: 3.0,3.8
#: keyword phrases: Exclusive | Single Differential Cross Section | Photoproduction
#: -T [GeV^2],,,0.8-0.9
#: E(P=1) [GeV],,,3.0-3.2
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=dwave) [MUB/GEV**3]",error +,error -
0.715,0.71,0.72,0.4085,0.2432,-0.2432
0.725,0.72,0.73,0.4177,0.2459,-0.2459
0.735,0.73,0.74,0.4267,0.2484,-0.2484
0.745,0.74,0.75,0.4354,0.2506,-0.2506
0.755,0.75,0.76,0.444,0.2525,-0.2525
0.765,0.76,0.77,0.4524,0.2542,-0.2542
0.775,0.77,0.78,0.4605,0.2556,-0.2556
0.785,0.78,0.79,0.4685,0.2568,-0.2568
0.795,0.79,0.8,0.4762,0.2579,-0.2579
0.805,0.8,0.81,0.4838,0.2588,-0.2588
0.815,0.81,0.82,0.4912,0.2595,-0.2595
0.825,0.82,0.83,0.4984,0.2601,-0.2601
0.835,0.83,0.84,0.5055,0.2606,-0.2606
0.845,0.84,0.85,0.5124,0.261,-0.261
0.855,0.85,0.86,0.5191,0.2613,-0.2613
0.865,0.86,0.87,0.5256,0.2615,-0.2615
0.875,0.87,0.88,0.532,0.2617,-0.2617
0.885,0.88,0.89,0.5383,0.2618,-0.2618
0.895,0.89,0.9,0.5444,0.2618,-0.2618
0.905,0.9,0.91,0.5504,0.2618,-0.2618
0.915,0.91,0.92,0.5563,0.2617,-0.2617
0.925,0.92,0.93,0.562,0.2615,-0.2615
0.935,0.93,0.94,0.5676,0.2612,-0.2612
0.945,0.94,0.95,0.5731,0.2609,-0.2609
0.955,0.95,0.96,0.5785,0.2604,-0.2604
0.965,0.96,0.97,0.5839,0.2598,-0.2598
0.975,0.97,0.98,0.5891,0.2591,-0.2591
0.985,0.98,0.99,0.5944,0.2583,-0.2583
0.995,0.99,1.0,0.5997,0.2573,-0.2573
1.005,1.0,1.01,0.6051,0.2561,-0.2561
1.0150000000000001,1.01,1.02,0.6106,0.2548,-0.2548
1.025,1.02,1.03,0.6162,0.2533,-0.2533
1.0350000000000001,1.03,1.04,0.6222,0.2516,-0.2516
1.045,1.04,1.05,0.6286,0.2498,-0.2498
1.0550000000000002,1.05,1.06,0.6356,0.2478,-0.2478
1.065,1.06,1.07,0.6433,0.2457,-0.2457
1.0750000000000002,1.07,1.08,0.6519,0.2435,-0.2435
1.085,1.08,1.09,0.6617,0.2412,-0.2412
1.0950000000000002,1.09,1.1,0.673,0.2389,-0.2389
1.105,1.1,1.11,0.6861,0.2367,-0.2367
1.1150000000000002,1.11,1.12,0.7015,0.2345,-0.2345
1.125,1.12,1.13,0.7196,0.2325,-0.2325
1.1349999999999998,1.13,1.14,0.741,0.2307,-0.2307
1.145,1.14,1.15,0.7663,0.2292,-0.2292
1.1549999999999998,1.15,1.16,0.7961,0.2281,-0.2281
1.165,1.16,1.17,0.831,0.2274,-0.2274
1.1749999999999998,1.17,1.18,0.8716,0.2273,-0.2273
1.185,1.18,1.19,0.9182,0.2278,-0.2278
1.1949999999999998,1.19,1.2,0.9708,0.2291,-0.2291
1.205,1.2,1.21,1.0286,0.2313,-0.2313
1.2149999999999999,1.21,1.22,1.0899,0.2345,-0.2345
1.225,1.22,1.23,1.1518,0.2389,-0.2389
1.2349999999999999,1.23,1.24,1.2098,0.2447,-0.2447
1.245,1.24,1.25,1.2579,0.252,-0.252
1.255,1.25,1.26,1.2897,0.2604,-0.2604
1.2650000000000001,1.26,1.27,1.2991,0.2696,-0.2696
1.275,1.27,1.28,1.2822,0.2788,-0.2788
1.2850000000000001,1.28,1.29,1.2384,0.2875,-0.2875
1.295,1.29,1.3,1.1708,0.2952,-0.2952
1.3050000000000002,1.3,1.31,1.0853,0.3016,-0.3016
1.315,1.31,1.32,0.9895,0.3071,-0.3071
1.3250000000000002,1.32,1.33,0.8905,0.3118,-0.3118
1.335,1.33,1.34,0.7947,0.3161,-0.3161
1.3450000000000002,1.34,1.35,0.7065,0.3204,-0.3204
1.355,1.35,1.36,0.6294,0.3251,-0.3251
1.3650000000000002,1.36,1.37,0.5653,0.3306,-0.3306
1.375,1.37,1.38,0.5156,0.3376,-0.3376
1.3849999999999998,1.38,1.39,0.481,0.347,-0.347
1.395,1.39,1.4,0.4622,0.3603,-0.3603

#: -T [GeV^2],,,0.8-0.9
#: E(P=1) [GeV],,,3.2-3.4
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=dwave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.1258,0.039,-0.039
0.415,0.41,0.42,0.1255,0.0415,-0.0415
0.425,0.42,0.43,0.1263,0.0454,-0.0454
0.435,0.43,0.44,0.1281,0.0504,-0.0504
0.445,0.44,0.45,0.1308,0.0561,-0.0561
0.455,0.45,0.46,0.1342,0.0624,-0.0624
0.46499999999999997,0.46,0.47,0.1383,0.0691,-0.0691
0.475,0.47,0.48,0.1429,0.0759,-0.0759
0.485,0.48,0.49,0.1479,0.0828,-0.0828
0.495,0.49,0.5,0.1532,0.0897,-0.0897
0.505,0.5,0.51,0.1588,0.0964,-0.0964
0.515,0.51,0.52,0.1647,0.103,-0.103
0.525,0.52,0.53,0.1706,0.1093,-0.1093
0.535,0.53,0.54,0.1767,0.1154,-0.1154
0.545,0.54,0.55,0.1829,0.1211,-0.1211
0.555,0.55,0.56,0.1891,0.1265,-0.1265
0.565,0.56,0.57,0.1952,0.1315,-0.1315
0.575,0.57,0.58,0.2014,0.1362,-0.1362
0.585,0.58,0.59,0.2075,0.1404,-0.1404
0.595,0.59,0.6,0.2135,0.1443,-0.1443
0.605,0.6,0.61,0.2195,0.1479,-0.1479
0.615,0.61,0.62,0.2254,0.151,-0.151
0.625,0.62,0.63,0.2311,0.1539,-0.1539
0.635,0.63,0.64,0.2368,0.1564,-0.1564
0.645,0.64,0.65,0.2423,0.1587,-0.1587
0.655,0.65,0.66,0.2478,0.1607,-0.1607
0.665,0.66,0.67,0.2531,0.1625,-0.1625
0.675,0.67,0.68,0.2583,0.1642,-0.1642
0.685,0.68,0.69,0.2634,0.1657,-0.1657
0.695,0.69,0.7,0.2684,0.1672,-0.1672
0.705,0.7,0.71,0.2733,0.1686,-0.1686
0.715,0.71,0.72,0.2781,0.1701,-0.1701
0.725,0.72,0.73,0.2828,0.1715,-0.1715
0.735,0.73,0.74,0.2874,0.1731,-0.1731
0.745,0.74,0.75,0.2919,0.1747,-0.1747
0.755,0.75,0.76,0.2963,0.1765,-0.1765
0.765,0.76,0.77,0.3006,0.1784,-0.1784
0.775,0.77,0.78,0.3048,0.1804,-0.1804
0.785,0.78,0.79,0.309,0.1826,-0.1826
0.795,0.79,0.8,0.313,0.1849,-0.1849
0.805,0.8,0.81,0.3169,0.1873,-0.1873
0.815,0.81,0.82,0.3208,0.1899,-0.1899
0.825,0.82,0.83,0.3245,0.1925,-0.1925
0.835,0.83,0.84,0.3281,0.1952,-0.1952
0.845,0.84,0.85,0.3315,0.1979,-0.1979
0.855,0.85,0.86,0.3348,0.2006,-0.2006
0.865,0.86,0.87,0.338,0.2032,-0.2032
0.875,0.87,0.88,0.341,0.2058,-0.2058
0.885,0.88,0.89,0.3438,0.2082,-0.2082
0.895,0.89,0.9,0.3464,0.2105,-0.2105
0.905,0.9,0.91,0.3487,0.2126,-0.2126
0.915,0.91,0.92,0.3508,0.2145,-0.2145
0.925,0.92,0.93,0.3527,0.2161,-0.2161
0.935,0.93,0.94,0.3542,0.2174,-0.2174
0.945,0.94,0.95,0.3555,0.2184,-0.2184
0.955,0.95,0.96,0.3564,0.2192,-0.2192
0.965,0.96,0.97,0.3569,0.2196,-0.2196
0.975,0.97,0.98,0.3572,0.2196,-0.2196
0.985,0.98,0.99,0.3571,0.2194,-0.2194
0.995,0.99,1.0,0.3566,0.2188,-0.2188
1.005,1.0,1.01,0.3558,0.2179,-0.2179
1.0150000000000001,1.01,1.02,0.3547,0.2168,-0.2168
1.025,1.02,1.03,0.3533,0.2154,-0.2154
1.0350000000000001,1.03,1.04,0.3517,0.2138,-0.2138
1.045,1.04,1.05,0.3501,0.212,-0.212
1.0550000000000002,1.05,1.06,0.3484,0.2102,-0.2102
1.065,1.06,1.07,0.3469,0.2085,-0.2085
1.0750000000000002,1.07,1.08,0.3457,0.2068,-0.2068
1.085,1.08,1.09,0.3451,0.2053,-0.2053
1.0950000000000002,1.09,1.1,0.3454,0.2041,-0.2041
1.105,1.1,1.11,0.3469,0.2033,-0.2033
1.1150000000000002,1.11,1.12,0.3502,0.2031,-0.2031
1.125,1.12,1.13,0.3557,0.2034,-0.2034
1.1349999999999998,1.13,1.14,0.3643,0.2044,-0.2044
1.145,1.14,1.15,0.3765,0.206,-0.206
1.1549999999999998,1.15,1.16,0.3934,0.2083,-0.2083
1.165,1.16,1.17,0.4159,0.2111,-0.2111
1.1749999999999998,1.17,1.18,0.4451,0.2144,-0.2144
1.185,1.18,1.19,0.482,0.218,-0.218
1.1949999999999998,1.19,1.2,0.5273,0.2219,-0.2219
1.205,1.2,1.21,0.5816,0.2264,-0.2264
1.2149999999999999,1.21,1.22,0.6442,0.2321,-0.2321
1.225,1.22,1.23,0.7134,0.2399,-0.2399
1.2349999999999999,1.23,1.24,0.7859,0.251,-0.251
1.245,1.24,1.25,0.8564,0.2666,-0.2666
1.255,1.25,1.26,0.918,0.2868,-0.2868
1.2650000000000001,1.26,1.27,0.9633,0.3103,-0.3103
1.275,1.27,1.28,0.9861,0.3343,-0.3343
1.2850000000000001,1.28,1.29,0.9825,0.3558,-0.3558
1.295,1.29,1.3,0.9526,0.3718,-0.3718
1.3050000000000002,1.3,1.31,0.8998,0.3809,-0.3809
1.315,1.31,1.32,0.83,0.3826,-0.3826
1.3250000000000002,1.32,1.33,0.75,0.3777,-0.3777
1.335,1.33,1.34,0.6665,0.3676,-0.3676
1.3450000000000002,1.34,1.35,0.585,0.3541,-0.3541
1.355,1.35,1.36,0.5099,0.3389,-0.3389
1.3650000000000002,1.36,1.37,0.4444,0.3239,-0.3239
1.375,1.37,1.38,0.391,0.3112,-0.3112
1.3849999999999998,1.38,1.39,0.3513,0.3028,-0.3028
1.395,1.39,1.4,0.3269,0.3014,-0.3014

#: -T [GeV^2],,,0.8-0.9
#: E(P=1) [GeV],,,3.4-3.6
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=dwave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.1112,0.0643,-0.0643
0.415,0.41,0.42,0.1139,0.0628,-0.0628
0.425,0.42,0.43,0.1175,0.0616,-0.0616
0.435,0.43,0.44,0.1219,0.0609,-0.0609
0.445,0.44,0.45,0.1268,0.0606,-0.0606
0.455,0.45,0.46,0.1322,0.0609,-0.0609
0.46499999999999997,0.46,0.47,0.138,0.0616,-0.0616
0.475,0.47,0.48,0.144,0.0628,-0.0628
0.485,0.48,0.49,0.1502,0.0645,-0.0645
0.495,0.49,0.5,0.1566,0.0665,-0.0665
0.505,0.5,0.51,0.1629,0.0688,-0.0688
0.515,0.51,0.52,0.1692,0.0714,-0.0714
0.525,0.52,0.53,0.1755,0.0742,-0.0742
0.535,0.53,0.54,0.1816,0.0771,-0.0771
0.545,0.54,0.55,0.1875,0.0801,-0.0801
0.555,0.55,0.56,0.1933,0.0832,-0.0832
0.565,0.56,0.57,0.1988,0.0862,-0.0862
0.575,0.57,0.58,0.2042,0.0891,-0.0891
0.585,0.58,0.59,0.2093,0.092,-0.092
0.595,0.59,0.6,0.2141,0.0948,-0.0948
0.605,0.6,0.61,0.2188,0.0975,-0.0975
0.615,0.61,0.62,0.2232,0.1,-0.1
0.625,0.62,0.63,0.2274,0.1024,-0.1024
0.635,0.63,0.64,0.2313,0.1047,-0.1047
0.645,0.64,0.65,0.2351,0.1068,-0.1068
0.655,0.65,0.66,0.2387,0.1088,-0.1088
0.665,0.66,0.67,0.2422,0.1107,-0.1107
0.675,0.67,0.68,0.2455,0.1125,-0.1125
0.685,0.68,0.69,0.2488,0.1141,-0.1141
0.695,0.69,0.7,0.2519,0.1157,-0.1157
0.705,0.7,0.71,0.2551,0.1172,-0.1172
0.715,0.71,0.72,0.2582,0.1187,-0.1187
0.725,0.72,0.73,0.2613,0.1203,-0.1203
0.735,0.73,0.74,0.2645,0.1218,-0.1218
0.745,0.74,0.75,0.2677,0.1234,-0.1234
0.755,0.75,0.76,0.2711,0.1252,-0.1252
0.765,0.76,0.77,0.2745,0.1271,-0.1271
0.775,0.77,0.78,0.2782,0.1291,-0.1291
0.785,0.78,0.79,0.2819,0.1313,-0.1313
0.795,0.79,0.8,0.2859,0.1338,-0.1338
0.805,0.8,0.81,0.2901,0.1365,-0.1365
0.815,0.81,0.82,0.2945,0.1394,-0.1394
0.825,0.82,0.83,0.2991,0.1426,-0.1426
0.835,0.83,0.84,0.3039,0.1461,-0.1461
0.845,0.84,0.85,0.3089,0.1499,-0.1499
0.855,0.85,0.86,0.3142,0.1539,-0.1539
0.865,0.86,0.87,0.3196,0.1582,-0.1582
0.875,0.87,0.88,0.3252,0.1627,-0.1627
0.885,0.88,0.89,0.331,0.1675,-0.1675
0.895,0.89,0.9,0.3369,0.1725,-0.1725
0.905,0.9,0.91,0.3429,0.1776,-0.1776
0.915,0.91,0.92,0.349,0.1828,-0.1828
0.925,0.92,0.93,0.3551,0.1882,-0.1882
0.935,0.93,0.94,0.3611,0.1937,-0.1937
0.945,0.94,0.95,0.367,0.1991,-0.1991
0.955,0.95,0.96,0.3728,0.2046,-0.2046
0.965,0.96,0.97,0.3784,0.2101,-0.2101
0.975,0.97,0.98,0.3838,0.2154,-0.2154
0.985,0.98,0.99,0.3888,0.2207,-0.2207
0.995,0.99,1.0,0.3934,0.2257,-0.2257
1.005,1.0,1.01,0.3975,0.2306,-0.2306
1.0150000000000001,1.01,1.02,0.4012,0.2352,-0.2352
1.025,1.02,1.03,0.4042,0.2395,-0.2395
1.0350000000000001,1.03,1.04,0.4067,0.2434,-0.2434
1.045,1.04,1.05,0.4085,0.247,-0.247
1.0550000000000002,1.05,1.06,0.4097,0.2501,-0.2501
1.065,1.06,1.07,0.4102,0.2527,-0.2527
1.0750000000000002,1.07,1.08,0.41,0.2547,-0.2547
1.085,1.08,1.09,0.4093,0.2562,-0.2562
1.0950000000000002,1.09,1.1,0.408,0.257,-0.257
1.105,1.1,1.11,0.4064,0.2572,-0.2572
1.1150000000000002,1.11,1.12,0.4047,0.2566,-0.2566
1.125,1.12,1.13,0.403,0.2552,-0.2552
1.1349999999999998,1.13,1.14,0.4019,0.253,-0.253
1.145,1.14,1.15,0.4016,0.25,-0.25
1.1549999999999998,1.15,1.16,0.4028,0.2462,-0.2462
1.165,1.16,1.17,0.4061,0.2417,-0.2417
1.1749999999999998,1.17,1.18,0.4124,0.2363,-0.2363
1.185,1.18,1.19,0.4224,0.2304,-0.2304
1.1949999999999998,1.19,1.2,0.4371,0.2241,-0.2241
1.205,1.2,1.21,0.4571,0.2177,-0.2177
1.2149999999999999,1.21,1.22,0.4829,0.2117,-0.2117
1.225,1.22,1.23,0.5142,0.2068,-0.2068
1.2349999999999999,1.23,1.24,0.5499,0.2039,-0.2039
1.245,1.24,1.25,0.5875,0.2041,-0.2041
1.255,1.25,1.26,0.6235,0.2084,-0.2084
1.2650000000000001,1.26,1.27,0.6533,0.2169,-0.2169
1.275,1.27,1.28,0.6726,0.229,-0.229
1.2850000000000001,1.28,1.29,0.6779,0.243,-0.243
1.295,1.29,1.3,0.6677,0.257,-0.257
1.3050000000000002,1.3,1.31,0.6426,0.2688,-0.2688
1.315,1.31,1.32,0.6053,0.2771,-0.2771
1.3250000000000002,1.32,1.33,0.5593,0.281,-0.281
1.335,1.33,1.34,0.5085,0.2806,-0.2806
1.3450000000000002,1.34,1.35,0.4566,0.2764,-0.2764
1.355,1.35,1.36,0.4069,0.2696,-0.2696
1.3650000000000002,1.36,1.37,0.3622,0.2618,-0.2618
1.375,1.37,1.38,0.3247,0.2552,-0.2552
1.3849999999999998,1.38,1.39,0.2964,0.2526,-0.2526
1.395,1.39,1.4,0.2789,0.2575,-0.2575

#: -T [GeV^2],,,0.8-0.9
#: E(P=1) [GeV],,,3.6-3.8
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=dwave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.0861,0.0308,-0.0308
0.415,0.41,0.42,0.0859,0.0313,-0.0313
0.425,0.42,0.43,0.0862,0.0318,-0.0318
0.435,0.43,0.44,0.0869,0.0321,-0.0321
0.445,0.44,0.45,0.0879,0.0323,-0.0323
0.455,0.45,0.46,0.0891,0.0325,-0.0325
0.46499999999999997,0.46,0.47,0.0905,0.0326,-0.0326
0.475,0.47,0.48,0.0921,0.0327,-0.0327
0.485,0.48,0.49,0.0938,0.0329,-0.0329
0.495,0.49,0.5,0.0956,0.0331,-0.0331
0.505,0.5,0.51,0.0974,0.0334,-0.0334
0.515,0.51,0.52,0.0992,0.0337,-0.0337
0.525,0.52,0.53,0.101,0.0342,-0.0342
0.535,0.53,0.54,0.1028,0.0347,-0.0347
0.545,0.54,0.55,0.1046,0.0354,-0.0354
0.555,0.55,0.56,0.1063,0.0361,-0.0361
0.565,0.56,0.57,0.108,0.0369,-0.0369
0.575,0.57,0.58,0.1097,0.0377,-0.0377
0.585,0.58,0.59,0.1112,0.0385,-0.0385
0.595,0.59,0.6,0.1128,0.0394,-0.0394
0.605,0.6,0.61,0.1143,0.0403,-0.0403
0.615,0.61,0.62,0.1158,0.0411,-0.0411
0.625,0.62,0.63,0.1172,0.0419,-0.0419
0.635,0.63,0.64,0.1187,0.0426,-0.0426
0.645,0.64,0.65,0.1201,0.0434,-0.0434
0.655,0.65,0.66,0.1216,0.044,-0.044
0.665,0.66,0.67,0.1232,0.0447,-0.0447
0.675,0.67,0.68,0.1247,0.0453,-0.0453
0.685,0.68,0.69,0.1264,0.046,-0.046
0.695,0.69,0.7,0.1282,0.0467,-0.0467
0.705,0.7,0.71,0.1301,0.0474,-0.0474
0.715,0.71,0.72,0.1321,0.0483,-0.0483
0.725,0.72,0.73,0.1343,0.0492,-0.0492
0.735,0.73,0.74,0.1367,0.0504,-0.0504
0.745,0.74,0.75,0.1392,0.0518,-0.0518
0.755,0.75,0.76,0.142,0.0534,-0.0534
0.765,0.76,0.77,0.145,0.0554,-0.0554
0.775,0.77,0.78,0.1483,0.0576,-0.0576
0.785,0.78,0.79,0.1518,0.0602,-0.0602
0.795,0.79,0.8,0.1557,0.0631,-0.0631
0.805,0.8,0.81,0.1598,0.0664,-0.0664
0.815,0.81,0.82,0.1642,0.07,-0.07
0.825,0.82,0.83,0.1689,0.074,-0.074
0.835,0.83,0.84,0.1739,0.0782,-0.0782
0.845,0.84,0.85,0.1792,0.0828,-0.0828
0.855,0.85,0.86,0.1849,0.0875,-0.0875
0.865,0.86,0.87,0.1908,0.0925,-0.0925
0.875,0.87,0.88,0.197,0.0977,-0.0977
0.885,0.88,0.89,0.2035,0.1031,-0.1031
0.895,0.89,0.9,0.2103,0.1085,-0.1085
0.905,0.9,0.91,0.2173,0.1141,-0.1141
0.915,0.91,0.92,0.2245,0.1196,-0.1196
0.925,0.92,0.93,0.2319,0.1252,-0.1252
0.935,0.93,0.94,0.2395,0.1308,-0.1308
0.945,0.94,0.95,0.2473,0.1363,-0.1363
0.955,0.95,0.96,0.2552,0.1417,-0.1417
0.965,0.96,0.97,0.2631,0.1469,-0.1469
0.975,0.97,0.98,0.2711,0.152,-0.152
0.985,0.98,0.99,0.2791,0.1568,-0.1568
0.995,0.99,1.0,0.2871,0.1615,-0.1615
1.005,1.0,1.01,0.2951,0.1658,-0.1658
1.0150000000000001,1.01,1.02,0.303,0.1699,-0.1699
1.025,1.02,1.03,0.3107,0.1736,-0.1736
1.0350000000000001,1.03,1.04,0.3184,0.177,-0.177
1.045,1.04,1.05,0.3259,0.1801,-0.1801
1.0550000000000002,1.05,1.06,0.3333,0.1828,-0.1828
1.065,1.06,1.07,0.3405,0.1852,-0.1852
1.0750000000000002,1.07,1.08,0.3477,0.1872,-0.1872
1.085,1.08,1.09,0.3547,0.1889,-0.1889
1.0950000000000002,1.09,1.1,0.3618,0.1903,-0.1903
1.105,1.1,1.11,0.3689,0.1914,-0.1914
1.1150000000000002,1.11,1.12,0.3762,0.1923,-0.1923
1.125,1.12,1.13,0.3838,0.1929,-0.1929
1.1349999999999998,1.13,1.14,0.3919,0.1935,-0.1935
1.145,1.14,1.15,0.4007,0.1939,-0.1939
1.1549999999999998,1.15,1.16,0.4105,0.1944,-0.1944
1.165,1.16,1.17,0.4213,0.1948,-0.1948
1.1749999999999998,1.17,1.18,0.4336,0.1953,-0.1953
1.185,1.18,1.19,0.4476,0.1958,-0.1958
1.1949999999999998,1.19,1.2,0.4632,0.1963,-0.1963
1.205,1.2,1.21,0.4804,0.1966,-0.1966
1.2149999999999999,1.21,1.22,0.4987,0.1967,-0.1967
1.225,1.22,1.23,0.5174,0.1966,-0.1966
1.2349999999999999,1.23,1.24,0.5349,0.1961,-0.1961
1.245,1.24,1.25,0.5493,0.1956,-0.1956
1.255,1.25,1.26,0.5582,0.1954,-0.1954
1.2650000000000001,1.26,1.27,0.5594,0.196,-0.196
1.275,1.27,1.28,0.5513,0.1976,-0.1976
1.2850000000000001,1.28,1.29,0.5334,0.2001,-0.2001
1.295,1.29,1.3,0.5065,0.203,-0.203
1.3050000000000002,1.3,1.31,0.4726,0.2056,-0.2056
1.315,1.31,1.32,0.4344,0.2074,-0.2074
1.3250000000000002,1.32,1.33,0.3946,0.2081,-0.2081
1.335,1.33,1.34,0.3557,0.2078,-0.2078
1.3450000000000002,1.34,1.35,0.32,0.2069,-0.2069
1.355,1.35,1.36,0.2889,0.2064,-0.2064
1.3650000000000002,1.36,1.37,0.2637,0.2072,-0.2072
1.375,1.37,1.38,0.2454,0.2108,-0.2108
1.3849999999999998,1.38,1.39,0.235,0.2186,-0.2186
1.395,1.39,1.4,0.233,0.2325,-0.2325

