#: table_doi: 10.17182/hepdata.74824.v1/t186
#: name: Table 186
#: description: Spin density matrix elements for the P-wave for -T.

#: data_file: Table186.yaml
#: keyword reactions: GAMMA P --> PI+ PI- P
#: keyword observables: RHO
#: keyword plabs: 3.0,3.8
#: keyword phrases: Exclusive | Photoproduction
#: -T [GeV^2],,,0.9-1.0
#: E(P=1) [GeV],,,3.0-3.2
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"RHO(P=3_4,C=JJ=0,MM=1-1)",error +,error -
0.415,0.41,0.42,-0.0076,0.0136,-0.0136
0.425,0.42,0.43,-0.0024,0.0128,-0.0128
0.435,0.43,0.44,0.0028,0.0125,-0.0125
0.445,0.44,0.45,0.008,0.0126,-0.0126
0.455,0.45,0.46,0.0133,0.013,-0.013
0.46499999999999997,0.46,0.47,0.0186,0.0137,-0.0137
0.475,0.47,0.48,0.0241,0.0147,-0.0147
0.485,0.48,0.49,0.0297,0.0157,-0.0157
0.495,0.49,0.5,0.0355,0.017,-0.017
0.505,0.5,0.51,0.0416,0.0183,-0.0183
0.515,0.51,0.52,0.0478,0.0198,-0.0198
0.525,0.52,0.53,0.0543,0.0214,-0.0214
0.535,0.53,0.54,0.0611,0.023,-0.023
0.545,0.54,0.55,0.068,0.0247,-0.0247
0.555,0.55,0.56,0.0751,0.0264,-0.0264
0.565,0.56,0.57,0.0823,0.0281,-0.0281
0.575,0.57,0.58,0.0897,0.0298,-0.0298
0.585,0.58,0.59,0.097,0.0315,-0.0315
0.595,0.59,0.6,0.1044,0.033,-0.033
0.605,0.6,0.61,0.1116,0.0345,-0.0345
0.615,0.61,0.62,0.1187,0.0358,-0.0358
0.625,0.62,0.63,0.1256,0.0371,-0.0371
0.635,0.63,0.64,0.1322,0.0382,-0.0382
0.645,0.64,0.65,0.1386,0.0391,-0.0391
0.655,0.65,0.66,0.1446,0.04,-0.04
0.665,0.66,0.67,0.1503,0.0406,-0.0406
0.675,0.67,0.68,0.1556,0.0411,-0.0411
0.685,0.68,0.69,0.1605,0.0413,-0.0413
0.695,0.69,0.7,0.1649,0.0414,-0.0414
0.705,0.7,0.71,0.169,0.0411,-0.0411
0.715,0.71,0.72,0.1725,0.0406,-0.0406
0.725,0.72,0.73,0.1756,0.0396,-0.0396
0.735,0.73,0.74,0.1781,0.0382,-0.0382
0.745,0.74,0.75,0.18,0.0365,-0.0365
0.755,0.75,0.76,0.1812,0.0347,-0.0347
0.765,0.76,0.77,0.1817,0.033,-0.033
0.775,0.77,0.78,0.1813,0.0317,-0.0317
0.785,0.78,0.79,0.1801,0.0309,-0.0309
0.795,0.79,0.8,0.1779,0.0305,-0.0305
0.805,0.8,0.81,0.1747,0.0306,-0.0306
0.815,0.81,0.82,0.1705,0.0313,-0.0313
0.825,0.82,0.83,0.1653,0.0323,-0.0323
0.835,0.83,0.84,0.1591,0.0336,-0.0336
0.845,0.84,0.85,0.152,0.035,-0.035
0.855,0.85,0.86,0.1442,0.0364,-0.0364
0.865,0.86,0.87,0.1356,0.0375,-0.0375
0.875,0.87,0.88,0.1265,0.0383,-0.0383
0.885,0.88,0.89,0.117,0.0388,-0.0388
0.895,0.89,0.9,0.1073,0.0389,-0.0389
0.905,0.9,0.91,0.0973,0.0386,-0.0386
0.915,0.91,0.92,0.0873,0.0381,-0.0381
0.925,0.92,0.93,0.0773,0.0374,-0.0374
0.935,0.93,0.94,0.0674,0.0366,-0.0366
0.945,0.94,0.95,0.0577,0.0357,-0.0357
0.955,0.95,0.96,0.0481,0.0349,-0.0349
0.965,0.96,0.97,0.0388,0.0343,-0.0343
0.975,0.97,0.98,0.0298,0.034,-0.034
0.985,0.98,0.99,0.0207,0.0349,-0.0349
0.995,0.99,1.0,0.009,0.0332,-0.0332
1.005,1.0,1.01,-0.0019,0.033,-0.033
1.0150000000000001,1.01,1.02,-0.0135,0.0325,-0.0325
1.025,1.02,1.03,-0.0255,0.032,-0.032
1.0350000000000001,1.03,1.04,-0.0378,0.0315,-0.0315
1.045,1.04,1.05,-0.05,0.0309,-0.0309
1.0550000000000002,1.05,1.06,-0.062,0.0305,-0.0305
1.065,1.06,1.07,-0.0739,0.0303,-0.0303
1.0750000000000002,1.07,1.08,-0.0854,0.0303,-0.0303
1.085,1.08,1.09,-0.0965,0.0305,-0.0305
1.0950000000000002,1.09,1.1,-0.1073,0.031,-0.031
1.105,1.1,1.11,-0.1176,0.0318,-0.0318
1.1150000000000002,1.11,1.12,-0.1275,0.0327,-0.0327
1.125,1.12,1.13,-0.1368,0.0338,-0.0338
1.1349999999999998,1.13,1.14,-0.1457,0.0349,-0.0349
1.145,1.14,1.15,-0.1539,0.036,-0.036
1.1549999999999998,1.15,1.16,-0.1615,0.0371,-0.0371
1.165,1.16,1.17,-0.1682,0.0379,-0.0379
1.1749999999999998,1.17,1.18,-0.1741,0.0385,-0.0385
1.185,1.18,1.19,-0.1789,0.0388,-0.0388
1.1949999999999998,1.19,1.2,-0.1825,0.0387,-0.0387
1.205,1.2,1.21,-0.1849,0.0382,-0.0382
1.2149999999999999,1.21,1.22,-0.1862,0.0374,-0.0374
1.225,1.22,1.23,-0.1865,0.0362,-0.0362
1.2349999999999999,1.23,1.24,-0.1861,0.0349,-0.0349
1.245,1.24,1.25,-0.1857,0.0336,-0.0336
1.255,1.25,1.26,-0.1857,0.0326,-0.0326
1.2650000000000001,1.26,1.27,-0.187,0.032,-0.032
1.275,1.27,1.28,-0.19,0.032,-0.032
1.2850000000000001,1.28,1.29,-0.1952,0.0328,-0.0328
1.295,1.29,1.3,-0.2029,0.0343,-0.0343
1.3050000000000002,1.3,1.31,-0.2129,0.0365,-0.0365
1.315,1.31,1.32,-0.2249,0.0394,-0.0394
1.3250000000000002,1.32,1.33,-0.2385,0.0427,-0.0427
1.335,1.33,1.34,-0.253,0.0461,-0.0461
1.3450000000000002,1.34,1.35,-0.2673,0.0495,-0.0495
1.355,1.35,1.36,-0.2806,0.0526,-0.0526
1.3650000000000002,1.36,1.37,-0.2915,0.055,-0.055
1.375,1.37,1.38,-0.2989,0.0569,-0.0569
1.3849999999999998,1.38,1.39,-0.3016,0.0583,-0.0583
1.395,1.39,1.4,-0.2989,0.0597,-0.0597

#: -T [GeV^2],,,0.9-1.0
#: E(P=1) [GeV],,,3.6-3.8
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"RHO(P=3_4,C=JJ=0,MM=1-1)",error +,error -
0.405,0.4,0.41,0.0037,0.016,-0.016
0.415,0.41,0.42,0.0093,0.0165,-0.0165
0.425,0.42,0.43,0.0144,0.0169,-0.0169
0.435,0.43,0.44,0.019,0.0173,-0.0173
0.445,0.44,0.45,0.0233,0.0176,-0.0176
0.455,0.45,0.46,0.0272,0.0179,-0.0179
0.46499999999999997,0.46,0.47,0.0309,0.0183,-0.0183
0.475,0.47,0.48,0.0345,0.0186,-0.0186
0.485,0.48,0.49,0.038,0.0191,-0.0191
0.495,0.49,0.5,0.0417,0.0195,-0.0195
0.505,0.5,0.51,0.0454,0.0201,-0.0201
0.515,0.51,0.52,0.0494,0.0207,-0.0207
0.525,0.52,0.53,0.0536,0.0213,-0.0213
0.535,0.53,0.54,0.0581,0.022,-0.022
0.545,0.54,0.55,0.063,0.0227,-0.0227
0.555,0.55,0.56,0.0681,0.0235,-0.0235
0.565,0.56,0.57,0.0736,0.0242,-0.0242
0.575,0.57,0.58,0.0793,0.025,-0.025
0.585,0.58,0.59,0.0854,0.0258,-0.0258
0.595,0.59,0.6,0.0917,0.0266,-0.0266
0.605,0.6,0.61,0.0982,0.0273,-0.0273
0.615,0.61,0.62,0.1048,0.0281,-0.0281
0.625,0.62,0.63,0.1114,0.0288,-0.0288
0.635,0.63,0.64,0.1181,0.0294,-0.0294
0.645,0.64,0.65,0.1247,0.0301,-0.0301
0.655,0.65,0.66,0.1311,0.0307,-0.0307
0.665,0.66,0.67,0.1373,0.0312,-0.0312
0.675,0.67,0.68,0.1431,0.0317,-0.0317
0.685,0.68,0.69,0.1486,0.0321,-0.0321
0.695,0.69,0.7,0.1535,0.0323,-0.0323
0.705,0.7,0.71,0.158,0.0324,-0.0324
0.715,0.71,0.72,0.1618,0.0323,-0.0323
0.725,0.72,0.73,0.165,0.032,-0.032
0.735,0.73,0.74,0.1674,0.0313,-0.0313
0.745,0.74,0.75,0.169,0.0303,-0.0303
0.755,0.75,0.76,0.1698,0.0292,-0.0292
0.765,0.76,0.77,0.1697,0.0281,-0.0281
0.775,0.77,0.78,0.1687,0.0272,-0.0272
0.785,0.78,0.79,0.1667,0.0263,-0.0263
0.795,0.79,0.8,0.1638,0.0257,-0.0257
0.805,0.8,0.81,0.1598,0.0252,-0.0252
0.815,0.81,0.82,0.155,0.0249,-0.0249
0.825,0.82,0.83,0.1493,0.0249,-0.0249
0.835,0.83,0.84,0.1427,0.0251,-0.0251
0.845,0.84,0.85,0.1354,0.0255,-0.0255
0.855,0.85,0.86,0.1274,0.0262,-0.0262
0.865,0.86,0.87,0.119,0.0271,-0.0271
0.875,0.87,0.88,0.1101,0.028,-0.028
0.885,0.88,0.89,0.1009,0.0291,-0.0291
0.895,0.89,0.9,0.0915,0.0301,-0.0301
0.905,0.9,0.91,0.0819,0.0312,-0.0312
0.915,0.91,0.92,0.0724,0.0321,-0.0321
0.925,0.92,0.93,0.0629,0.0331,-0.0331
0.935,0.93,0.94,0.0534,0.0339,-0.0339
0.945,0.94,0.95,0.0441,0.0346,-0.0346
0.955,0.95,0.96,0.035,0.0353,-0.0353
0.965,0.96,0.97,0.026,0.0357,-0.0357
0.975,0.97,0.98,0.017,0.0357,-0.0357
0.985,0.98,0.99,0.0074,0.0335,-0.0335
0.995,0.99,1.0,-0.0008,0.0357,-0.0357
1.005,1.0,1.01,-0.0092,0.0362,-0.0362
1.0150000000000001,1.01,1.02,-0.0179,0.0352,-0.0352
1.025,1.02,1.03,-0.0263,0.0342,-0.0342
1.0350000000000001,1.03,1.04,-0.0345,0.0331,-0.0331
1.045,1.04,1.05,-0.0425,0.0319,-0.0319
1.0550000000000002,1.05,1.06,-0.0502,0.0308,-0.0308
1.065,1.06,1.07,-0.0577,0.0296,-0.0296
1.0750000000000002,1.07,1.08,-0.0651,0.0285,-0.0285
1.085,1.08,1.09,-0.0724,0.0274,-0.0274
1.0950000000000002,1.09,1.1,-0.0795,0.0262,-0.0262
1.105,1.1,1.11,-0.0867,0.0252,-0.0252
1.1150000000000002,1.11,1.12,-0.0939,0.0241,-0.0241
1.125,1.12,1.13,-0.1011,0.0232,-0.0232
1.1349999999999998,1.13,1.14,-0.1084,0.0225,-0.0225
1.145,1.14,1.15,-0.1158,0.022,-0.022
1.1549999999999998,1.15,1.16,-0.1233,0.0219,-0.0219
1.165,1.16,1.17,-0.1308,0.0221,-0.0221
1.1749999999999998,1.17,1.18,-0.1384,0.0227,-0.0227
1.185,1.18,1.19,-0.1459,0.0236,-0.0236
1.1949999999999998,1.19,1.2,-0.1532,0.0247,-0.0247
1.205,1.2,1.21,-0.1601,0.0257,-0.0257
1.2149999999999999,1.21,1.22,-0.1666,0.0266,-0.0266
1.225,1.22,1.23,-0.1724,0.0271,-0.0271
1.2349999999999999,1.23,1.24,-0.1777,0.0271,-0.0271
1.245,1.24,1.25,-0.1825,0.0269,-0.0269
1.255,1.25,1.26,-0.1869,0.0265,-0.0265
1.2650000000000001,1.26,1.27,-0.1914,0.0262,-0.0262
1.275,1.27,1.28,-0.1963,0.0263,-0.0263
1.2850000000000001,1.28,1.29,-0.2019,0.027,-0.027
1.295,1.29,1.3,-0.2088,0.0283,-0.0283
1.3050000000000002,1.3,1.31,-0.2169,0.0303,-0.0303
1.315,1.31,1.32,-0.2265,0.0329,-0.0329
1.3250000000000002,1.32,1.33,-0.2373,0.036,-0.036
1.335,1.33,1.34,-0.2492,0.0397,-0.0397
1.3450000000000002,1.34,1.35,-0.2618,0.0438,-0.0438
1.355,1.35,1.36,-0.2745,0.0479,-0.0479
1.3650000000000002,1.36,1.37,-0.2867,0.0518,-0.0518
1.375,1.37,1.38,-0.2976,0.0552,-0.0552
1.3849999999999998,1.38,1.39,-0.3065,0.0577,-0.0577
1.395,1.39,1.4,-0.3128,0.0591,-0.0591

