#: table_doi: 10.17182/hepdata.74824.v1/t175
#: name: Table 175
#: description: Spin density matrix elements for the P-wave for -T.

#: data_file: Table175.yaml
#: keyword reactions: GAMMA P --> PI+ PI- P
#: keyword observables: RHO
#: keyword plabs: 3.0,3.8
#: keyword phrases: Exclusive | Photoproduction
#: -T [GeV^2],,,0.4-0.5
#: E(P=1) [GeV],,,3.0-3.2
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"RHO(P=3_4,C=JJ=0,MM=10)",error +,error -
1.1949999999999998,1.19,1.2,0.2477,0.0217,-0.0217
1.205,1.2,1.21,0.2447,0.0218,-0.0218
1.2149999999999999,1.21,1.22,0.2417,0.0217,-0.0217
1.225,1.22,1.23,0.2387,0.0215,-0.0215
1.2349999999999999,1.23,1.24,0.236,0.0211,-0.0211
1.245,1.24,1.25,0.2339,0.0205,-0.0205
1.255,1.25,1.26,0.2325,0.0199,-0.0199
1.2650000000000001,1.26,1.27,0.232,0.0194,-0.0194
1.275,1.27,1.28,0.2323,0.0192,-0.0192
1.2850000000000001,1.28,1.29,0.2335,0.0194,-0.0194
1.295,1.29,1.3,0.2352,0.02,-0.02
1.3050000000000002,1.3,1.31,0.2371,0.0209,-0.0209
1.315,1.31,1.32,0.239,0.0219,-0.0219
1.3250000000000002,1.32,1.33,0.2404,0.023,-0.023
1.335,1.33,1.34,0.2411,0.0242,-0.0242
1.3450000000000002,1.34,1.35,0.2408,0.0252,-0.0252
1.355,1.35,1.36,0.2392,0.0263,-0.0263
1.3650000000000002,1.36,1.37,0.2361,0.0273,-0.0273
1.375,1.37,1.38,0.2311,0.0283,-0.0283
1.3849999999999998,1.38,1.39,0.2241,0.0292,-0.0292
1.395,1.39,1.4,0.2148,0.0299,-0.0299

#: -T [GeV^2],,,0.4-0.5
#: E(P=1) [GeV],,,3.2-3.4
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"RHO(P=3_4,C=JJ=0,MM=10)",error +,error -
0.405,0.4,0.41,0.0048,0.0193,-0.0193
0.415,0.41,0.42,-0.0026,0.0195,-0.0195
0.425,0.42,0.43,-0.0087,0.0237,-0.0237
0.435,0.43,0.44,-0.0135,0.0295,-0.0295
0.445,0.44,0.45,-0.0171,0.0351,-0.0351
0.455,0.45,0.46,-0.0198,0.0396,-0.0396
0.46499999999999997,0.46,0.47,-0.0218,0.0424,-0.0424
0.475,0.47,0.48,-0.0234,0.0435,-0.0435
0.485,0.48,0.49,-0.0248,0.0429,-0.0429
0.495,0.49,0.5,-0.0261,0.0411,-0.0411
0.505,0.5,0.51,-0.0274,0.0383,-0.0383
0.515,0.51,0.52,-0.0288,0.035,-0.035
0.525,0.52,0.53,-0.0303,0.0314,-0.0314
0.535,0.53,0.54,-0.032,0.0277,-0.0277
0.545,0.54,0.55,-0.0337,0.0242,-0.0242
0.555,0.55,0.56,-0.0355,0.0209,-0.0209
0.565,0.56,0.57,-0.0373,0.018,-0.018
0.575,0.57,0.58,-0.039,0.0157,-0.0157
0.585,0.58,0.59,-0.0405,0.0143,-0.0143
0.595,0.59,0.6,-0.0417,0.0142,-0.0142
0.605,0.6,0.61,-0.0425,0.0152,-0.0152
0.615,0.61,0.62,-0.0426,0.0169,-0.0169
0.625,0.62,0.63,-0.0419,0.019,-0.019
0.635,0.63,0.64,-0.0404,0.021,-0.021
0.645,0.64,0.65,-0.0379,0.0227,-0.0227
0.655,0.65,0.66,-0.0343,0.024,-0.024
0.665,0.66,0.67,-0.0298,0.0247,-0.0247
0.675,0.67,0.68,-0.0241,0.0248,-0.0248
0.685,0.68,0.69,-0.0175,0.0245,-0.0245
0.695,0.69,0.7,-0.0101,0.0236,-0.0236
0.705,0.7,0.71,-0.0019,0.0223,-0.0223
0.715,0.71,0.72,0.0069,0.0208,-0.0208
0.725,0.72,0.73,0.0162,0.0191,-0.0191
0.735,0.73,0.74,0.0258,0.0173,-0.0173
0.745,0.74,0.75,0.0356,0.0155,-0.0155
0.755,0.75,0.76,0.0454,0.0138,-0.0138
0.765,0.76,0.77,0.0551,0.0124,-0.0124
0.775,0.77,0.78,0.0647,0.0112,-0.0112
0.785,0.78,0.79,0.0741,0.0104,-0.0104
0.795,0.79,0.8,0.0832,0.0099,-0.0099
0.805,0.8,0.81,0.0921,0.0098,-0.0098
0.815,0.81,0.82,0.1006,0.0101,-0.0101
0.825,0.82,0.83,0.1088,0.0105,-0.0105
0.835,0.83,0.84,0.1166,0.0112,-0.0112
0.845,0.84,0.85,0.1242,0.0119,-0.0119
0.855,0.85,0.86,0.1315,0.0127,-0.0127
0.865,0.86,0.87,0.1385,0.0136,-0.0136
0.875,0.87,0.88,0.1453,0.0145,-0.0145
0.885,0.88,0.89,0.1519,0.0154,-0.0154
0.895,0.89,0.9,0.1584,0.0164,-0.0164
0.905,0.9,0.91,0.1648,0.0173,-0.0173
0.915,0.91,0.92,0.1713,0.0183,-0.0183
0.925,0.92,0.93,0.1778,0.0193,-0.0193
0.935,0.93,0.94,0.1844,0.0202,-0.0202
0.945,0.94,0.95,0.1914,0.021,-0.021
0.955,0.95,0.96,0.1987,0.0216,-0.0216
0.965,0.96,0.97,0.2066,0.0219,-0.0219
0.975,0.97,0.98,0.2152,0.0221,-0.0221
0.985,0.98,0.99,0.2227,0.0265,-0.0265
0.995,0.99,1.0,0.2254,0.029,-0.029
1.005,1.0,1.01,0.2343,0.0238,-0.0238
1.0150000000000001,1.01,1.02,0.24,0.0218,-0.0218
1.025,1.02,1.03,0.2445,0.0206,-0.0206
1.0350000000000001,1.03,1.04,0.2482,0.0198,-0.0198
1.045,1.04,1.05,0.2511,0.0193,-0.0193
1.0550000000000002,1.05,1.06,0.2535,0.019,-0.019
1.065,1.06,1.07,0.2553,0.0188,-0.0188
1.0750000000000002,1.07,1.08,0.2566,0.0187,-0.0187
1.085,1.08,1.09,0.2575,0.0187,-0.0187
1.0950000000000002,1.09,1.1,0.258,0.0188,-0.0188
1.105,1.1,1.11,0.2581,0.019,-0.019
1.1150000000000002,1.11,1.12,0.2579,0.0193,-0.0193
1.125,1.12,1.13,0.2574,0.0196,-0.0196
1.1349999999999998,1.13,1.14,0.2565,0.02,-0.02
1.145,1.14,1.15,0.2554,0.0204,-0.0204
1.1549999999999998,1.15,1.16,0.2539,0.0209,-0.0209
1.165,1.16,1.17,0.2522,0.0213,-0.0213
1.1749999999999998,1.17,1.18,0.2502,0.0217,-0.0217
1.185,1.18,1.19,0.2481,0.0221,-0.0221
1.1949999999999998,1.19,1.2,0.2458,0.0225,-0.0225
1.205,1.2,1.21,0.2434,0.0227,-0.0227
1.2149999999999999,1.21,1.22,0.241,0.0229,-0.0229
1.225,1.22,1.23,0.2389,0.023,-0.023
1.2349999999999999,1.23,1.24,0.2371,0.023,-0.023
1.245,1.24,1.25,0.2359,0.023,-0.023
1.255,1.25,1.26,0.2354,0.023,-0.023
1.2650000000000001,1.26,1.27,0.2357,0.0231,-0.0231
1.275,1.27,1.28,0.2369,0.0235,-0.0235
1.2850000000000001,1.28,1.29,0.2388,0.0242,-0.0242
1.295,1.29,1.3,0.2413,0.0253,-0.0253
1.3050000000000002,1.3,1.31,0.244,0.0267,-0.0267
1.315,1.31,1.32,0.2465,0.0283,-0.0283
1.3250000000000002,1.32,1.33,0.2484,0.0298,-0.0298
1.335,1.33,1.34,0.2492,0.0311,-0.0311
1.3450000000000002,1.34,1.35,0.2484,0.0319,-0.0319
1.355,1.35,1.36,0.2456,0.032,-0.032
1.3650000000000002,1.36,1.37,0.2405,0.0315,-0.0315
1.375,1.37,1.38,0.2328,0.0308,-0.0308
1.3849999999999998,1.38,1.39,0.2226,0.0308,-0.0308
1.395,1.39,1.4,0.21,0.0329,-0.0329

#: -T [GeV^2],,,0.4-0.5
#: E(P=1) [GeV],,,3.4-3.6
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"RHO(P=3_4,C=JJ=0,MM=10)",error +,error -
0.405,0.4,0.41,-0.006,0.0409,-0.0409
0.415,0.41,0.42,-0.0031,0.0442,-0.0442
0.425,0.42,0.43,-0.0016,0.0463,-0.0463
0.435,0.43,0.44,-0.0015,0.0473,-0.0473
0.445,0.44,0.45,-0.0026,0.0472,-0.0472
0.455,0.45,0.46,-0.0048,0.0463,-0.0463
0.46499999999999997,0.46,0.47,-0.008,0.0448,-0.0448
0.475,0.47,0.48,-0.0119,0.0431,-0.0431
0.485,0.48,0.49,-0.0163,0.0413,-0.0413
0.495,0.49,0.5,-0.0212,0.0395,-0.0395
0.505,0.5,0.51,-0.0262,0.0377,-0.0377
0.515,0.51,0.52,-0.0313,0.0358,-0.0358
0.525,0.52,0.53,-0.0363,0.0337,-0.0337
0.535,0.53,0.54,-0.041,0.0314,-0.0314
0.545,0.54,0.55,-0.0453,0.0288,-0.0288
0.555,0.55,0.56,-0.0492,0.026,-0.026
0.565,0.56,0.57,-0.0525,0.0231,-0.0231
0.575,0.57,0.58,-0.0551,0.0203,-0.0203
0.585,0.58,0.59,-0.0569,0.0179,-0.0179
0.595,0.59,0.6,-0.058,0.0166,-0.0166
0.605,0.6,0.61,-0.0581,0.0165,-0.0165
0.615,0.61,0.62,-0.0574,0.0178,-0.0178
0.625,0.62,0.63,-0.0557,0.0199,-0.0199
0.635,0.63,0.64,-0.053,0.0224,-0.0224
0.645,0.64,0.65,-0.0494,0.0248,-0.0248
0.655,0.65,0.66,-0.0448,0.0269,-0.0269
0.665,0.66,0.67,-0.0393,0.0285,-0.0285
0.675,0.67,0.68,-0.0329,0.0294,-0.0294
0.685,0.68,0.69,-0.0257,0.0297,-0.0297
0.695,0.69,0.7,-0.0177,0.0294,-0.0294
0.705,0.7,0.71,-0.0091,0.0285,-0.0285
0.715,0.71,0.72,0.0001,0.0271,-0.0271
0.725,0.72,0.73,0.0098,0.0253,-0.0253
0.735,0.73,0.74,0.0198,0.0233,-0.0233
0.745,0.74,0.75,0.03,0.021,-0.021
0.755,0.75,0.76,0.0405,0.0187,-0.0187
0.765,0.76,0.77,0.051,0.0164,-0.0164
0.775,0.77,0.78,0.0615,0.0143,-0.0143
0.785,0.78,0.79,0.0721,0.0124,-0.0124
0.795,0.79,0.8,0.0825,0.0109,-0.0109
0.805,0.8,0.81,0.0928,0.0098,-0.0098
0.815,0.81,0.82,0.1029,0.0092,-0.0092
0.825,0.82,0.83,0.1129,0.0091,-0.0091
0.835,0.83,0.84,0.1226,0.0094,-0.0094
0.845,0.84,0.85,0.1321,0.0099,-0.0099
0.855,0.85,0.86,0.1413,0.0106,-0.0106
0.865,0.86,0.87,0.1503,0.0114,-0.0114
0.875,0.87,0.88,0.1589,0.0122,-0.0122
0.885,0.88,0.89,0.1673,0.0131,-0.0131
0.895,0.89,0.9,0.1754,0.0139,-0.0139
0.905,0.9,0.91,0.1831,0.0148,-0.0148
0.915,0.91,0.92,0.1905,0.0156,-0.0156
0.925,0.92,0.93,0.1976,0.0164,-0.0164
0.935,0.93,0.94,0.2043,0.0171,-0.0171
0.945,0.94,0.95,0.2107,0.0179,-0.0179
0.955,0.95,0.96,0.2168,0.0188,-0.0188
0.965,0.96,0.97,0.2226,0.0202,-0.0202
0.975,0.97,0.98,0.2281,0.0231,-0.0231
0.985,0.98,0.99,0.2323,0.032,-0.032
0.995,0.99,1.0,0.2362,0.024,-0.024
1.005,1.0,1.01,0.2435,0.0209,-0.0209
1.0150000000000001,1.01,1.02,0.249,0.0204,-0.0204
1.025,1.02,1.03,0.2537,0.0207,-0.0207
1.0350000000000001,1.03,1.04,0.2577,0.0212,-0.0212
1.045,1.04,1.05,0.2609,0.0217,-0.0217
1.0550000000000002,1.05,1.06,0.2634,0.0223,-0.0223
1.065,1.06,1.07,0.2653,0.0228,-0.0228
1.0750000000000002,1.07,1.08,0.2667,0.0233,-0.0233
1.085,1.08,1.09,0.2675,0.0236,-0.0236
1.0950000000000002,1.09,1.1,0.2679,0.0239,-0.0239
1.105,1.1,1.11,0.2678,0.0242,-0.0242
1.1150000000000002,1.11,1.12,0.2675,0.0244,-0.0244
1.125,1.12,1.13,0.2668,0.0247,-0.0247
1.1349999999999998,1.13,1.14,0.2659,0.025,-0.025
1.145,1.14,1.15,0.2648,0.0255,-0.0255
1.1549999999999998,1.15,1.16,0.2635,0.0262,-0.0262
1.165,1.16,1.17,0.2622,0.0273,-0.0273
1.1749999999999998,1.17,1.18,0.2607,0.0287,-0.0287
1.185,1.18,1.19,0.2592,0.0304,-0.0304
1.1949999999999998,1.19,1.2,0.2578,0.0325,-0.0325
1.205,1.2,1.21,0.2563,0.0346,-0.0346
1.2149999999999999,1.21,1.22,0.255,0.0367,-0.0367
1.225,1.22,1.23,0.2539,0.0385,-0.0385
1.2349999999999999,1.23,1.24,0.253,0.0397,-0.0397
1.245,1.24,1.25,0.2524,0.0402,-0.0402
1.255,1.25,1.26,0.2522,0.0399,-0.0399
1.2650000000000001,1.26,1.27,0.2523,0.0389,-0.0389
1.275,1.27,1.28,0.2529,0.0375,-0.0375
1.2850000000000001,1.28,1.29,0.2538,0.0359,-0.0359
1.295,1.29,1.3,0.2551,0.0347,-0.0347
1.3050000000000002,1.3,1.31,0.2566,0.0338,-0.0338
1.315,1.31,1.32,0.2584,0.0335,-0.0335
1.3250000000000002,1.32,1.33,0.2601,0.0336,-0.0336
1.335,1.33,1.34,0.2617,0.0341,-0.0341
1.3450000000000002,1.34,1.35,0.2628,0.0348,-0.0348
1.355,1.35,1.36,0.2632,0.0357,-0.0357
1.3650000000000002,1.36,1.37,0.2624,0.0368,-0.0368
1.375,1.37,1.38,0.2602,0.0382,-0.0382
1.3849999999999998,1.38,1.39,0.2563,0.0398,-0.0398
1.395,1.39,1.4,0.2507,0.0417,-0.0417

#: -T [GeV^2],,,0.4-0.5
#: E(P=1) [GeV],,,3.6-3.8
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"RHO(P=3_4,C=JJ=0,MM=10)",error +,error -
0.405,0.4,0.41,-0.0046,0.0427,-0.0427
0.415,0.41,0.42,-0.0079,0.0493,-0.0493
0.425,0.42,0.43,-0.0107,0.0554,-0.0554
0.435,0.43,0.44,-0.0133,0.06,-0.06
0.445,0.44,0.45,-0.0159,0.0627,-0.0627
0.455,0.45,0.46,-0.0188,0.0633,-0.0633
0.46499999999999997,0.46,0.47,-0.0221,0.0619,-0.0619
0.475,0.47,0.48,-0.0259,0.0587,-0.0587
0.485,0.48,0.49,-0.03,0.0544,-0.0544
0.495,0.49,0.5,-0.0343,0.0493,-0.0493
0.505,0.5,0.51,-0.0387,0.0442,-0.0442
0.515,0.51,0.52,-0.043,0.0398,-0.0398
0.525,0.52,0.53,-0.0471,0.0366,-0.0366
0.535,0.53,0.54,-0.0508,0.0351,-0.0351
0.545,0.54,0.55,-0.054,0.0352,-0.0352
0.555,0.55,0.56,-0.0567,0.0368,-0.0368
0.565,0.56,0.57,-0.0589,0.0393,-0.0393
0.575,0.57,0.58,-0.0604,0.0422,-0.0422
0.585,0.58,0.59,-0.0612,0.0452,-0.0452
0.595,0.59,0.6,-0.0614,0.0478,-0.0478
0.605,0.6,0.61,-0.0607,0.0501,-0.0501
0.615,0.61,0.62,-0.0593,0.0517,-0.0517
0.625,0.62,0.63,-0.0571,0.0527,-0.0527
0.635,0.63,0.64,-0.0541,0.0531,-0.0531
0.645,0.64,0.65,-0.0502,0.0527,-0.0527
0.655,0.65,0.66,-0.0455,0.0516,-0.0516
0.665,0.66,0.67,-0.04,0.0498,-0.0498
0.675,0.67,0.68,-0.0337,0.0474,-0.0474
0.685,0.68,0.69,-0.0267,0.0446,-0.0446
0.695,0.69,0.7,-0.019,0.0414,-0.0414
0.705,0.7,0.71,-0.0106,0.038,-0.038
0.715,0.71,0.72,-0.0018,0.0345,-0.0345
0.725,0.72,0.73,0.0076,0.0313,-0.0313
0.735,0.73,0.74,0.0174,0.0283,-0.0283
0.745,0.74,0.75,0.0276,0.0257,-0.0257
0.755,0.75,0.76,0.0381,0.0234,-0.0234
0.765,0.76,0.77,0.0489,0.0214,-0.0214
0.775,0.77,0.78,0.0598,0.0196,-0.0196
0.785,0.78,0.79,0.071,0.0179,-0.0179
0.795,0.79,0.8,0.0823,0.0161,-0.0161
0.805,0.8,0.81,0.0936,0.0144,-0.0144
0.815,0.81,0.82,0.1049,0.0126,-0.0126
0.825,0.82,0.83,0.1162,0.011,-0.011
0.835,0.83,0.84,0.1273,0.0097,-0.0097
0.845,0.84,0.85,0.1383,0.009,-0.009
0.855,0.85,0.86,0.1489,0.009,-0.009
0.865,0.86,0.87,0.1593,0.0096,-0.0096
0.875,0.87,0.88,0.1692,0.0106,-0.0106
0.885,0.88,0.89,0.1788,0.0118,-0.0118
0.895,0.89,0.9,0.1878,0.013,-0.013
0.905,0.9,0.91,0.1964,0.0142,-0.0142
0.915,0.91,0.92,0.2045,0.0152,-0.0152
0.925,0.92,0.93,0.2121,0.016,-0.016
0.935,0.93,0.94,0.2192,0.0168,-0.0168
0.945,0.94,0.95,0.2259,0.0175,-0.0175
0.955,0.95,0.96,0.2324,0.0182,-0.0182
0.965,0.96,0.97,0.2393,0.019,-0.019
0.975,0.97,0.98,0.2482,0.0206,-0.0206
0.985,0.98,0.99,0.2639,0.0242,-0.0242
0.995,0.99,1.0,0.2509,0.0288,-0.0288
1.005,1.0,1.01,0.2575,0.0242,-0.0242
1.0150000000000001,1.01,1.02,0.2653,0.025,-0.025
1.025,1.02,1.03,0.273,0.0277,-0.0277
1.0350000000000001,1.03,1.04,0.2798,0.0311,-0.0311
1.045,1.04,1.05,0.2858,0.0347,-0.0347
1.0550000000000002,1.05,1.06,0.2907,0.038,-0.038
1.065,1.06,1.07,0.2946,0.0409,-0.0409
1.0750000000000002,1.07,1.08,0.2974,0.0434,-0.0434
1.085,1.08,1.09,0.2991,0.0452,-0.0452
1.0950000000000002,1.09,1.1,0.2999,0.0465,-0.0465
1.105,1.1,1.11,0.2998,0.0471,-0.0471
1.1150000000000002,1.11,1.12,0.2988,0.047,-0.047
1.125,1.12,1.13,0.2971,0.0463,-0.0463
1.1349999999999998,1.13,1.14,0.2947,0.045,-0.045
1.145,1.14,1.15,0.2917,0.043,-0.043
1.1549999999999998,1.15,1.16,0.2882,0.0406,-0.0406
1.165,1.16,1.17,0.2842,0.0381,-0.0381
1.1749999999999998,1.17,1.18,0.2798,0.0358,-0.0358
1.185,1.18,1.19,0.2752,0.0344,-0.0344
1.1949999999999998,1.19,1.2,0.2705,0.0345,-0.0345
1.205,1.2,1.21,0.2658,0.0362,-0.0362
1.2149999999999999,1.21,1.22,0.2614,0.0392,-0.0392
1.225,1.22,1.23,0.2576,0.0426,-0.0426
1.2349999999999999,1.23,1.24,0.2546,0.0455,-0.0455
1.245,1.24,1.25,0.2527,0.0471,-0.0471
1.255,1.25,1.26,0.252,0.0471,-0.0471
1.2650000000000001,1.26,1.27,0.2523,0.0454,-0.0454
1.275,1.27,1.28,0.2537,0.0428,-0.0428
1.2850000000000001,1.28,1.29,0.2559,0.0401,-0.0401
1.295,1.29,1.3,0.2587,0.0383,-0.0383
1.3050000000000002,1.3,1.31,0.2618,0.0382,-0.0382
1.315,1.31,1.32,0.2651,0.0394,-0.0394
1.3250000000000002,1.32,1.33,0.2683,0.0415,-0.0415
1.335,1.33,1.34,0.2711,0.0438,-0.0438
1.3450000000000002,1.34,1.35,0.2734,0.0458,-0.0458
1.355,1.35,1.36,0.2746,0.0474,-0.0474
1.3650000000000002,1.36,1.37,0.2745,0.0485,-0.0485
1.375,1.37,1.38,0.2728,0.0491,-0.0491
1.3849999999999998,1.38,1.39,0.2691,0.0489,-0.0489
1.395,1.39,1.4,0.2634,0.048,-0.048

