#: table_doi: 10.17182/hepdata.74824.v1/t117
#: name: Table 117
#: description: Pp wave cross section for -T.

#: data_file: Table117.yaml
#: keyword reactions: GAMMA P --> PI+ PI- P
#: keyword observables: DSIG/DT/DM
#: keyword plabs: 3.0,3.8
#: keyword phrases: Exclusive | Single Differential Cross Section | Photoproduction
#: -T [GeV^2],,,0.6-0.7
#: E(P=1) [GeV],,,3.0-3.2
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=ppwave) [MUB/GEV**3]",error +,error -
0.645,0.64,0.65,1.5189,0.2911,-0.2911
0.655,0.65,0.66,1.7704,0.3266,-0.3266
0.665,0.66,0.67,2.071,0.3662,-0.3662
0.675,0.67,0.68,2.4294,0.4103,-0.4103
0.685,0.68,0.69,2.8536,0.4589,-0.4589
0.695,0.69,0.7,3.3493,0.5115,-0.5115
0.705,0.7,0.71,3.9159,0.5675,-0.5675
0.715,0.71,0.72,4.5418,0.625,-0.625
0.725,0.72,0.73,5.1974,0.6817,-0.6817
0.735,0.73,0.74,5.8321,0.7341,-0.7341
0.745,0.74,0.75,6.3765,0.7783,-0.7783
0.755,0.75,0.76,6.7582,0.8111,-0.8111
0.765,0.76,0.77,6.9243,0.8305,-0.8305
0.775,0.77,0.78,6.8625,0.8363,-0.8363
0.785,0.78,0.79,6.6027,0.8302,-0.8302
0.795,0.79,0.8,6.2028,0.8148,-0.8148
0.805,0.8,0.81,5.7258,0.793,-0.793
0.815,0.81,0.82,5.2248,0.7671,-0.7671
0.825,0.82,0.83,4.7362,0.7393,-0.7393
0.835,0.83,0.84,4.2812,0.7108,-0.7108
0.845,0.84,0.85,3.8694,0.6828,-0.6828
0.855,0.85,0.86,3.503,0.6556,-0.6556
0.865,0.86,0.87,3.1805,0.6298,-0.6298
0.875,0.87,0.88,2.8978,0.6054,-0.6054
0.885,0.88,0.89,2.6507,0.5825,-0.5825
0.895,0.89,0.9,2.4344,0.5612,-0.5612
0.905,0.9,0.91,2.2448,0.5413,-0.5413
0.915,0.91,0.92,2.0782,0.5229,-0.5229
0.925,0.92,0.93,1.9312,0.5058,-0.5058
0.935,0.93,0.94,1.8011,0.49,-0.49
0.945,0.94,0.95,1.6854,0.4753,-0.4753
0.955,0.95,0.96,1.5821,0.4619,-0.4619
0.965,0.96,0.97,1.4895,0.4495,-0.4495
0.975,0.97,0.98,1.4061,0.4381,-0.4381
0.985,0.98,0.99,1.3306,0.4277,-0.4277
0.995,0.99,1.0,1.2621,0.4181,-0.4181
1.005,1.0,1.01,1.1996,0.4094,-0.4094
1.0150000000000001,1.01,1.02,1.1423,0.4015,-0.4015
1.025,1.02,1.03,1.0896,0.3944,-0.3944
1.0350000000000001,1.03,1.04,1.0409,0.3879,-0.3879
1.045,1.04,1.05,0.9957,0.382,-0.382
1.0550000000000002,1.05,1.06,0.9535,0.3766,-0.3766
1.065,1.06,1.07,0.9141,0.3718,-0.3718
1.0750000000000002,1.07,1.08,0.877,0.3673,-0.3673
1.085,1.08,1.09,0.8421,0.3633,-0.3633
1.0950000000000002,1.09,1.1,0.809,0.3595,-0.3595
1.105,1.1,1.11,0.7775,0.3559,-0.3559
1.1150000000000002,1.11,1.12,0.7475,0.3524,-0.3524
1.125,1.12,1.13,0.7187,0.349,-0.349
1.1349999999999998,1.13,1.14,0.6911,0.3456,-0.3456
1.145,1.14,1.15,0.6645,0.3422,-0.3422
1.1549999999999998,1.15,1.16,0.6389,0.3386,-0.3386
1.165,1.16,1.17,0.6141,0.3348,-0.3348
1.1749999999999998,1.17,1.18,0.5901,0.3308,-0.3308
1.185,1.18,1.19,0.5668,0.3265,-0.3265
1.1949999999999998,1.19,1.2,0.5441,0.3218,-0.3218
1.205,1.2,1.21,0.5222,0.3167,-0.3167
1.2149999999999999,1.21,1.22,0.5009,0.3111,-0.3111
1.225,1.22,1.23,0.4803,0.3051,-0.3051
1.2349999999999999,1.23,1.24,0.4603,0.2986,-0.2986
1.245,1.24,1.25,0.4411,0.2917,-0.2917
1.255,1.25,1.26,0.4226,0.2842,-0.2842
1.2650000000000001,1.26,1.27,0.4049,0.2763,-0.2763
1.275,1.27,1.28,0.3881,0.2679,-0.2679
1.2850000000000001,1.28,1.29,0.3723,0.2591,-0.2591
1.295,1.29,1.3,0.3576,0.2501,-0.2501
1.3050000000000002,1.3,1.31,0.3441,0.2409,-0.2409
1.315,1.31,1.32,0.3319,0.2317,-0.2317
1.3250000000000002,1.32,1.33,0.3212,0.2227,-0.2227
1.335,1.33,1.34,0.3122,0.2141,-0.2141
1.3450000000000002,1.34,1.35,0.3051,0.2064,-0.2064
1.355,1.35,1.36,0.3,0.1998,-0.1998
1.3650000000000002,1.36,1.37,0.2972,0.1948,-0.1948
1.375,1.37,1.38,0.2969,0.192,-0.192
1.3849999999999998,1.38,1.39,0.2995,0.1918,-0.1918
1.395,1.39,1.4,0.3051,0.1946,-0.1946

#: -T [GeV^2],,,0.6-0.7
#: E(P=1) [GeV],,,3.2-3.4
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=ppwave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.0823,0.0459,-0.0459
0.415,0.41,0.42,0.0908,0.0509,-0.0509
0.425,0.42,0.43,0.0997,0.056,-0.056
0.435,0.43,0.44,0.1093,0.0612,-0.0612
0.445,0.44,0.45,0.1196,0.0665,-0.0665
0.455,0.45,0.46,0.1308,0.0719,-0.0719
0.46499999999999997,0.46,0.47,0.1431,0.0773,-0.0773
0.475,0.47,0.48,0.1569,0.0828,-0.0828
0.485,0.48,0.49,0.1722,0.0883,-0.0883
0.495,0.49,0.5,0.1896,0.0938,-0.0938
0.505,0.5,0.51,0.2093,0.0992,-0.0992
0.515,0.51,0.52,0.2319,0.1046,-0.1046
0.525,0.52,0.53,0.2579,0.11,-0.11
0.535,0.53,0.54,0.2878,0.1154,-0.1154
0.545,0.54,0.55,0.3226,0.1209,-0.1209
0.555,0.55,0.56,0.3631,0.1264,-0.1264
0.565,0.56,0.57,0.4103,0.1322,-0.1322
0.575,0.57,0.58,0.4656,0.1383,-0.1383
0.585,0.58,0.59,0.5307,0.145,-0.145
0.595,0.59,0.6,0.6073,0.1526,-0.1526
0.605,0.6,0.61,0.6979,0.1614,-0.1614
0.615,0.61,0.62,0.8054,0.1718,-0.1718
0.625,0.62,0.63,0.9331,0.1845,-0.1845
0.635,0.63,0.64,1.0853,0.2001,-0.2001
0.645,0.64,0.65,1.2669,0.2194,-0.2194
0.655,0.65,0.66,1.4838,0.2433,-0.2433
0.665,0.66,0.67,1.7423,0.2727,-0.2727
0.675,0.67,0.68,2.0494,0.3086,-0.3086
0.685,0.68,0.69,2.4109,0.352,-0.352
0.695,0.69,0.7,2.8306,0.4037,-0.4037
0.705,0.7,0.71,3.3063,0.4641,-0.4641
0.715,0.71,0.72,3.826,0.5327,-0.5327
0.725,0.72,0.73,4.3626,0.6075,-0.6075
0.735,0.73,0.74,4.8714,0.6849,-0.6849
0.745,0.74,0.75,5.2934,0.7588,-0.7588
0.755,0.75,0.76,5.5687,0.8222,-0.8222
0.765,0.76,0.77,5.6567,0.8686,-0.8686
0.775,0.77,0.78,5.5518,0.8945,-0.8945
0.785,0.78,0.79,5.2845,0.8999,-0.8999
0.795,0.79,0.8,4.9066,0.8878,-0.8878
0.805,0.8,0.81,4.4729,0.8627,-0.8627
0.815,0.81,0.82,4.0278,0.8293,-0.8293
0.825,0.82,0.83,3.6012,0.7913,-0.7913
0.835,0.83,0.84,3.2093,0.7512,-0.7512
0.845,0.84,0.85,2.8589,0.7109,-0.7109
0.855,0.85,0.86,2.5509,0.6713,-0.6713
0.865,0.86,0.87,2.2827,0.6329,-0.6329
0.875,0.87,0.88,2.0506,0.596,-0.596
0.885,0.88,0.89,1.8502,0.5606,-0.5606
0.895,0.89,0.9,1.6771,0.5267,-0.5267
0.905,0.9,0.91,1.5277,0.4943,-0.4943
0.915,0.91,0.92,1.3985,0.4633,-0.4633
0.925,0.92,0.93,1.2866,0.4336,-0.4336
0.935,0.93,0.94,1.1894,0.4053,-0.4053
0.945,0.94,0.95,1.1049,0.3784,-0.3784
0.955,0.95,0.96,1.0312,0.3529,-0.3529
0.965,0.96,0.97,0.9669,0.3289,-0.3289
0.975,0.97,0.98,0.9105,0.3066,-0.3066
0.985,0.98,0.99,0.8611,0.2861,-0.2861
0.995,0.99,1.0,0.8175,0.2677,-0.2677
1.005,1.0,1.01,0.7791,0.2517,-0.2517
1.0150000000000001,1.01,1.02,0.7452,0.2382,-0.2382
1.025,1.02,1.03,0.715,0.2276,-0.2276
1.0350000000000001,1.03,1.04,0.688,0.22,-0.22
1.045,1.04,1.05,0.6639,0.2154,-0.2154
1.0550000000000002,1.05,1.06,0.642,0.2138,-0.2138
1.065,1.06,1.07,0.6222,0.215,-0.215
1.0750000000000002,1.07,1.08,0.604,0.2186,-0.2186
1.085,1.08,1.09,0.5871,0.2242,-0.2242
1.0950000000000002,1.09,1.1,0.5713,0.2314,-0.2314
1.105,1.1,1.11,0.5563,0.2397,-0.2397
1.1150000000000002,1.11,1.12,0.5419,0.2487,-0.2487
1.125,1.12,1.13,0.5279,0.258,-0.258
1.1349999999999998,1.13,1.14,0.5141,0.2673,-0.2673
1.145,1.14,1.15,0.5004,0.2765,-0.2765
1.1549999999999998,1.15,1.16,0.4867,0.2851,-0.2851
1.165,1.16,1.17,0.4729,0.2931,-0.2931
1.1749999999999998,1.17,1.18,0.4588,0.3004,-0.3004
1.185,1.18,1.19,0.4443,0.3068,-0.3068
1.1949999999999998,1.19,1.2,0.4295,0.3121,-0.3121
1.205,1.2,1.21,0.4144,0.3164,-0.3164
1.2149999999999999,1.21,1.22,0.3988,0.3196,-0.3196
1.225,1.22,1.23,0.3829,0.3216,-0.3216
1.2349999999999999,1.23,1.24,0.3666,0.3225,-0.3225
1.245,1.24,1.25,0.3501,0.3222,-0.3222
1.255,1.25,1.26,0.3334,0.3207,-0.3207
1.2650000000000001,1.26,1.27,0.3166,0.3181,-0.3181
1.275,1.27,1.28,0.3,0.3144,-0.3144
1.2850000000000001,1.28,1.29,0.2837,0.3096,-0.3096
1.295,1.29,1.3,0.268,0.3038,-0.3038
1.3050000000000002,1.3,1.31,0.253,0.2971,-0.2971
1.315,1.31,1.32,0.2392,0.2894,-0.2894
1.3250000000000002,1.32,1.33,0.2268,0.281,-0.281
1.335,1.33,1.34,0.2163,0.2721,-0.2721
1.3450000000000002,1.34,1.35,0.208,0.2628,-0.2628
1.355,1.35,1.36,0.2026,0.2536,-0.2536
1.3650000000000002,1.36,1.37,0.2004,0.2449,-0.2449
1.375,1.37,1.38,0.2021,0.2375,-0.2375
1.3849999999999998,1.38,1.39,0.2085,0.2322,-0.2322
1.395,1.39,1.4,0.22,0.2303,-0.2303

#: -T [GeV^2],,,0.6-0.7
#: E(P=1) [GeV],,,3.4-3.6
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=ppwave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.087,0.0573,-0.0573
0.415,0.41,0.42,0.0958,0.0616,-0.0616
0.425,0.42,0.43,0.1051,0.0656,-0.0656
0.435,0.43,0.44,0.1149,0.0695,-0.0695
0.445,0.44,0.45,0.1254,0.0731,-0.0731
0.455,0.45,0.46,0.1366,0.0764,-0.0764
0.46499999999999997,0.46,0.47,0.1488,0.0796,-0.0796
0.475,0.47,0.48,0.162,0.0825,-0.0825
0.485,0.48,0.49,0.1765,0.0853,-0.0853
0.495,0.49,0.5,0.1926,0.0878,-0.0878
0.505,0.5,0.51,0.2106,0.0902,-0.0902
0.515,0.51,0.52,0.2307,0.0924,-0.0924
0.525,0.52,0.53,0.2534,0.0946,-0.0946
0.535,0.53,0.54,0.2792,0.0967,-0.0967
0.545,0.54,0.55,0.3086,0.0988,-0.0988
0.555,0.55,0.56,0.3422,0.1011,-0.1011
0.565,0.56,0.57,0.381,0.1035,-0.1035
0.575,0.57,0.58,0.4259,0.1064,-0.1064
0.585,0.58,0.59,0.4779,0.1098,-0.1098
0.595,0.59,0.6,0.5387,0.1141,-0.1141
0.605,0.6,0.61,0.6098,0.1196,-0.1196
0.615,0.61,0.62,0.6934,0.1267,-0.1267
0.625,0.62,0.63,0.7919,0.136,-0.136
0.635,0.63,0.64,0.9084,0.1481,-0.1481
0.645,0.64,0.65,1.0464,0.1637,-0.1637
0.655,0.65,0.66,1.21,0.1837,-0.1837
0.665,0.66,0.67,1.4039,0.2089,-0.2089
0.675,0.67,0.68,1.6325,0.2405,-0.2405
0.685,0.68,0.69,1.9,0.2793,-0.2793
0.695,0.69,0.7,2.2083,0.326,-0.326
0.705,0.7,0.71,2.555,0.3809,-0.3809
0.715,0.71,0.72,2.9305,0.443,-0.443
0.725,0.72,0.73,3.3138,0.51,-0.51
0.735,0.73,0.74,3.6716,0.577,-0.577
0.745,0.74,0.75,3.9606,0.6375,-0.6375
0.755,0.75,0.76,4.1381,0.6843,-0.6843
0.765,0.76,0.77,4.1764,0.7117,-0.7117
0.775,0.77,0.78,4.074,0.7176,-0.7176
0.785,0.78,0.79,3.8553,0.7042,-0.7042
0.795,0.79,0.8,3.5598,0.6764,-0.6764
0.805,0.8,0.81,3.2279,0.6401,-0.6401
0.815,0.81,0.82,2.8917,0.6003,-0.6003
0.825,0.82,0.83,2.5723,0.5606,-0.5606
0.835,0.83,0.84,2.2809,0.5232,-0.5232
0.845,0.84,0.85,2.0218,0.4893,-0.4893
0.855,0.85,0.86,1.795,0.4593,-0.4593
0.865,0.86,0.87,1.5983,0.4331,-0.4331
0.875,0.87,0.88,1.4285,0.4104,-0.4104
0.885,0.88,0.89,1.2822,0.3909,-0.3909
0.895,0.89,0.9,1.1562,0.3742,-0.3742
0.905,0.9,0.91,1.0475,0.36,-0.36
0.915,0.91,0.92,0.9536,0.3478,-0.3478
0.925,0.92,0.93,0.8723,0.3375,-0.3375
0.935,0.93,0.94,0.8019,0.3287,-0.3287
0.945,0.94,0.95,0.7406,0.3212,-0.3212
0.955,0.95,0.96,0.6872,0.3149,-0.3149
0.965,0.96,0.97,0.6406,0.3095,-0.3095
0.975,0.97,0.98,0.5999,0.3049,-0.3049
0.985,0.98,0.99,0.5642,0.3009,-0.3009
0.995,0.99,1.0,0.5328,0.2975,-0.2975
1.005,1.0,1.01,0.5052,0.2946,-0.2946
1.0150000000000001,1.01,1.02,0.481,0.2919,-0.2919
1.025,1.02,1.03,0.4595,0.2896,-0.2896
1.0350000000000001,1.03,1.04,0.4406,0.2875,-0.2875
1.045,1.04,1.05,0.4238,0.2854,-0.2854
1.0550000000000002,1.05,1.06,0.4088,0.2834,-0.2834
1.065,1.06,1.07,0.3955,0.2815,-0.2815
1.0750000000000002,1.07,1.08,0.3835,0.2794,-0.2794
1.085,1.08,1.09,0.3727,0.2773,-0.2773
1.0950000000000002,1.09,1.1,0.3629,0.275,-0.275
1.105,1.1,1.11,0.3539,0.2726,-0.2726
1.1150000000000002,1.11,1.12,0.3456,0.2699,-0.2699
1.125,1.12,1.13,0.3378,0.267,-0.267
1.1349999999999998,1.13,1.14,0.3305,0.2638,-0.2638
1.145,1.14,1.15,0.3235,0.2603,-0.2603
1.1549999999999998,1.15,1.16,0.3167,0.2566,-0.2566
1.165,1.16,1.17,0.3101,0.2525,-0.2525
1.1749999999999998,1.17,1.18,0.3037,0.2483,-0.2483
1.185,1.18,1.19,0.2972,0.2437,-0.2437
1.1949999999999998,1.19,1.2,0.2908,0.239,-0.239
1.205,1.2,1.21,0.2843,0.234,-0.234
1.2149999999999999,1.21,1.22,0.2779,0.229,-0.229
1.225,1.22,1.23,0.2713,0.224,-0.224
1.2349999999999999,1.23,1.24,0.2648,0.219,-0.219
1.245,1.24,1.25,0.2582,0.2142,-0.2142
1.255,1.25,1.26,0.2516,0.2098,-0.2098
1.2650000000000001,1.26,1.27,0.2451,0.2057,-0.2057
1.275,1.27,1.28,0.2388,0.2023,-0.2023
1.2850000000000001,1.28,1.29,0.2327,0.1996,-0.1996
1.295,1.29,1.3,0.2269,0.1977,-0.1977
1.3050000000000002,1.3,1.31,0.2216,0.1969,-0.1969
1.315,1.31,1.32,0.2169,0.1972,-0.1972
1.3250000000000002,1.32,1.33,0.213,0.1987,-0.1987
1.335,1.33,1.34,0.2101,0.2015,-0.2015
1.3450000000000002,1.34,1.35,0.2083,0.2056,-0.2056
1.355,1.35,1.36,0.208,0.211,-0.211
1.3650000000000002,1.36,1.37,0.2094,0.2178,-0.2178
1.375,1.37,1.38,0.2128,0.2259,-0.2259
1.3849999999999998,1.38,1.39,0.2185,0.2354,-0.2354
1.395,1.39,1.4,0.2269,0.2463,-0.2463

#: -T [GeV^2],,,0.6-0.7
#: E(P=1) [GeV],,,3.6-3.8
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=ppwave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.069,0.0491,-0.0491
0.415,0.41,0.42,0.0742,0.0529,-0.0529
0.425,0.42,0.43,0.0798,0.0571,-0.0571
0.435,0.43,0.44,0.0859,0.0617,-0.0617
0.445,0.44,0.45,0.0927,0.0668,-0.0668
0.455,0.45,0.46,0.1002,0.0725,-0.0725
0.46499999999999997,0.46,0.47,0.1087,0.0787,-0.0787
0.475,0.47,0.48,0.1185,0.0857,-0.0857
0.485,0.48,0.49,0.1299,0.0935,-0.0935
0.495,0.49,0.5,0.1431,0.102,-0.102
0.505,0.5,0.51,0.1586,0.1115,-0.1115
0.515,0.51,0.52,0.1768,0.122,-0.122
0.525,0.52,0.53,0.1983,0.1335,-0.1335
0.535,0.53,0.54,0.2235,0.1461,-0.1461
0.545,0.54,0.55,0.2534,0.16,-0.16
0.555,0.55,0.56,0.2887,0.1753,-0.1753
0.565,0.56,0.57,0.3304,0.1922,-0.1922
0.575,0.57,0.58,0.38,0.211,-0.211
0.585,0.58,0.59,0.4388,0.2318,-0.2318
0.595,0.59,0.6,0.5086,0.2551,-0.2551
0.605,0.6,0.61,0.5917,0.2814,-0.2814
0.615,0.61,0.62,0.6909,0.311,-0.311
0.625,0.62,0.63,0.8092,0.3448,-0.3448
0.635,0.63,0.64,0.9506,0.3835,-0.3835
0.645,0.64,0.65,1.1197,0.4279,-0.4279
0.655,0.65,0.66,1.3219,0.4792,-0.4792
0.665,0.66,0.67,1.5631,0.5384,-0.5384
0.675,0.67,0.68,1.8494,0.6067,-0.6067
0.685,0.68,0.69,2.1863,0.6849,-0.6849
0.695,0.69,0.7,2.5767,0.7731,-0.7731
0.705,0.7,0.71,3.0182,0.8703,-0.8703
0.715,0.71,0.72,3.4988,0.9733,-0.9733
0.725,0.72,0.73,3.9926,1.0757,-1.0757
0.735,0.73,0.74,4.4573,1.168,-1.168
0.745,0.74,0.75,4.8376,1.2385,-1.2385
0.755,0.75,0.76,5.0783,1.2762,-1.2762
0.765,0.76,0.77,5.1426,1.2747,-1.2747
0.775,0.77,0.78,5.0271,1.2351,-1.2351
0.785,0.78,0.79,4.7616,1.1652,-1.1652
0.795,0.79,0.8,4.3956,1.0765,-1.0765
0.805,0.8,0.81,3.9807,0.9801,-0.9801
0.815,0.81,0.82,3.5581,0.8845,-0.8845
0.825,0.82,0.83,3.1553,0.7948,-0.7948
0.835,0.83,0.84,2.787,0.7137,-0.7137
0.845,0.84,0.85,2.4592,0.6418,-0.6418
0.855,0.85,0.86,2.1722,0.5788,-0.5788
0.865,0.86,0.87,1.9235,0.5236,-0.5236
0.875,0.87,0.88,1.7092,0.4755,-0.4755
0.885,0.88,0.89,1.5251,0.4332,-0.4332
0.895,0.89,0.9,1.3671,0.3958,-0.3958
0.905,0.9,0.91,1.2315,0.3627,-0.3627
0.915,0.91,0.92,1.1152,0.3332,-0.3332
0.925,0.92,0.93,1.0154,0.3066,-0.3066
0.935,0.93,0.94,0.9296,0.2828,-0.2828
0.945,0.94,0.95,0.8559,0.2613,-0.2613
0.955,0.95,0.96,0.7926,0.242,-0.242
0.965,0.96,0.97,0.7382,0.2248,-0.2248
0.975,0.97,0.98,0.6915,0.2096,-0.2096
0.985,0.98,0.99,0.6515,0.1966,-0.1966
0.995,0.99,1.0,0.6172,0.1857,-0.1857
1.005,1.0,1.01,0.5879,0.177,-0.177
1.0150000000000001,1.01,1.02,0.5628,0.1706,-0.1706
1.025,1.02,1.03,0.5415,0.1665,-0.1665
1.0350000000000001,1.03,1.04,0.5233,0.1645,-0.1645
1.045,1.04,1.05,0.5079,0.1647,-0.1647
1.0550000000000002,1.05,1.06,0.4947,0.1667,-0.1667
1.065,1.06,1.07,0.4835,0.1703,-0.1703
1.0750000000000002,1.07,1.08,0.4739,0.1752,-0.1752
1.085,1.08,1.09,0.4655,0.181,-0.181
1.0950000000000002,1.09,1.1,0.4582,0.1875,-0.1875
1.105,1.1,1.11,0.4516,0.1945,-0.1945
1.1150000000000002,1.11,1.12,0.4456,0.2016,-0.2016
1.125,1.12,1.13,0.4399,0.2087,-0.2087
1.1349999999999998,1.13,1.14,0.4344,0.2157,-0.2157
1.145,1.14,1.15,0.4289,0.2222,-0.2222
1.1549999999999998,1.15,1.16,0.4232,0.2283,-0.2283
1.165,1.16,1.17,0.4172,0.2338,-0.2338
1.1749999999999998,1.17,1.18,0.4108,0.2387,-0.2387
1.185,1.18,1.19,0.4039,0.2428,-0.2428
1.1949999999999998,1.19,1.2,0.3964,0.2462,-0.2462
1.205,1.2,1.21,0.3883,0.2487,-0.2487
1.2149999999999999,1.21,1.22,0.3796,0.2504,-0.2504
1.225,1.22,1.23,0.3702,0.2513,-0.2513
1.2349999999999999,1.23,1.24,0.3601,0.2514,-0.2514
1.245,1.24,1.25,0.3494,0.2508,-0.2508
1.255,1.25,1.26,0.3382,0.2494,-0.2494
1.2650000000000001,1.26,1.27,0.3265,0.2475,-0.2475
1.275,1.27,1.28,0.3145,0.245,-0.245
1.2850000000000001,1.28,1.29,0.3023,0.2422,-0.2422
1.295,1.29,1.3,0.2902,0.2393,-0.2393
1.3050000000000002,1.3,1.31,0.2783,0.2363,-0.2363
1.315,1.31,1.32,0.2669,0.2337,-0.2337
1.3250000000000002,1.32,1.33,0.2564,0.2317,-0.2317
1.335,1.33,1.34,0.247,0.2306,-0.2306
1.3450000000000002,1.34,1.35,0.2392,0.2309,-0.2309
1.355,1.35,1.36,0.2335,0.2331,-0.2331
1.3650000000000002,1.36,1.37,0.2303,0.2376,-0.2376
1.375,1.37,1.38,0.2302,0.2452,-0.2452
1.3849999999999998,1.38,1.39,0.2339,0.2563,-0.2563
1.395,1.39,1.4,0.2419,0.2718,-0.2718

