#: table_doi: 10.17182/hepdata.74824.v1/t105
#: name: Table 105
#: description: Pm wave cross section for -T.

#: data_file: Table105.yaml
#: keyword reactions: GAMMA P --> PI+ PI- P
#: keyword observables: DSIG/DT/DM
#: keyword plabs: 3.0,3.8
#: keyword phrases: Exclusive | Single Differential Cross Section | Photoproduction
#: -T [GeV^2],,,0.6-0.7
#: E(P=1) [GeV],,,3.0-3.2
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=pmwave) [MUB/GEV**3]",error +,error -
1.295,1.29,1.3,0.3121,0.2353,-0.2353
1.3050000000000002,1.3,1.31,0.3252,0.2483,-0.2483
1.315,1.31,1.32,0.3394,0.2621,-0.2621
1.3250000000000002,1.32,1.33,0.355,0.2769,-0.2769
1.335,1.33,1.34,0.372,0.2927,-0.2927
1.3450000000000002,1.34,1.35,0.3906,0.3095,-0.3095
1.355,1.35,1.36,0.411,0.3275,-0.3275
1.3650000000000002,1.36,1.37,0.4332,0.3467,-0.3467
1.375,1.37,1.38,0.4575,0.3673,-0.3673
1.3849999999999998,1.38,1.39,0.484,0.3893,-0.3893
1.395,1.39,1.4,0.5129,0.4128,-0.4128

#: -T [GeV^2],,,0.6-0.7
#: E(P=1) [GeV],,,3.2-3.4
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=pmwave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.0912,0.0641,-0.0641
0.415,0.41,0.42,0.0963,0.067,-0.067
0.425,0.42,0.43,0.1012,0.0698,-0.0698
0.435,0.43,0.44,0.1059,0.0723,-0.0723
0.445,0.44,0.45,0.1102,0.0747,-0.0747
0.455,0.45,0.46,0.1144,0.0769,-0.0769
0.46499999999999997,0.46,0.47,0.1184,0.079,-0.079
0.475,0.47,0.48,0.1222,0.081,-0.081
0.485,0.48,0.49,0.1259,0.0831,-0.0831
0.495,0.49,0.5,0.1295,0.0851,-0.0851
0.505,0.5,0.51,0.1331,0.0873,-0.0873
0.515,0.51,0.52,0.1367,0.0896,-0.0896
0.525,0.52,0.53,0.1404,0.0922,-0.0922
0.535,0.53,0.54,0.1443,0.0951,-0.0951
0.545,0.54,0.55,0.1484,0.0984,-0.0984
0.555,0.55,0.56,0.153,0.1024,-0.1024
0.565,0.56,0.57,0.1581,0.1069,-0.1069
0.575,0.57,0.58,0.1639,0.1123,-0.1123
0.585,0.58,0.59,0.1707,0.1186,-0.1186
0.595,0.59,0.6,0.1786,0.1259,-0.1259
0.605,0.6,0.61,0.1881,0.1344,-0.1344
0.615,0.61,0.62,0.1994,0.1443,-0.1443
0.625,0.62,0.63,0.2131,0.1558,-0.1558
0.635,0.63,0.64,0.2297,0.1689,-0.1689
0.645,0.64,0.65,0.25,0.184,-0.184
0.655,0.65,0.66,0.2747,0.2012,-0.2012
0.665,0.66,0.67,0.3048,0.2208,-0.2208
0.675,0.67,0.68,0.3414,0.2429,-0.2429
0.685,0.68,0.69,0.3856,0.2676,-0.2676
0.695,0.69,0.7,0.438,0.2948,-0.2948
0.705,0.7,0.71,0.499,0.324,-0.324
0.715,0.71,0.72,0.5676,0.3542,-0.3542
0.725,0.72,0.73,0.6407,0.3836,-0.3836
0.735,0.73,0.74,0.7129,0.4096,-0.4096
0.745,0.74,0.75,0.7767,0.4292,-0.4292
0.755,0.75,0.76,0.8237,0.4395,-0.4395
0.765,0.76,0.77,0.8474,0.4389,-0.4389
0.775,0.77,0.78,0.8457,0.4279,-0.4279
0.785,0.78,0.79,0.8215,0.4083,-0.4083
0.795,0.79,0.8,0.7806,0.3833,-0.3833
0.805,0.8,0.81,0.73,0.3556,-0.3556
0.815,0.81,0.82,0.6757,0.3276,-0.3276
0.825,0.82,0.83,0.6219,0.3007,-0.3007
0.835,0.83,0.84,0.5712,0.2757,-0.2757
0.845,0.84,0.85,0.5248,0.2529,-0.2529
0.855,0.85,0.86,0.4833,0.2324,-0.2324
0.865,0.86,0.87,0.4466,0.2141,-0.2141
0.875,0.87,0.88,0.4142,0.1978,-0.1978
0.885,0.88,0.89,0.3859,0.1833,-0.1833
0.895,0.89,0.9,0.3611,0.1704,-0.1704
0.905,0.9,0.91,0.3395,0.159,-0.159
0.915,0.91,0.92,0.3205,0.149,-0.149
0.925,0.92,0.93,0.304,0.1402,-0.1402
0.935,0.93,0.94,0.2895,0.1325,-0.1325
0.945,0.94,0.95,0.2768,0.1259,-0.1259
0.955,0.95,0.96,0.2658,0.1202,-0.1202
0.965,0.96,0.97,0.2561,0.1154,-0.1154
0.975,0.97,0.98,0.2477,0.1114,-0.1114
0.985,0.98,0.99,0.2404,0.1082,-0.1082
0.995,0.99,1.0,0.234,0.1057,-0.1057
1.005,1.0,1.01,0.2285,0.1039,-0.1039
1.0150000000000001,1.01,1.02,0.2238,0.1027,-0.1027
1.025,1.02,1.03,0.2198,0.1021,-0.1021
1.0350000000000001,1.03,1.04,0.2164,0.1019,-0.1019
1.045,1.04,1.05,0.2136,0.1023,-0.1023
1.0550000000000002,1.05,1.06,0.2112,0.103,-0.103
1.065,1.06,1.07,0.2094,0.1042,-0.1042
1.0750000000000002,1.07,1.08,0.208,0.1056,-0.1056
1.085,1.08,1.09,0.2069,0.1074,-0.1074
1.0950000000000002,1.09,1.1,0.2062,0.1094,-0.1094
1.105,1.1,1.11,0.2058,0.1116,-0.1116
1.1150000000000002,1.11,1.12,0.2057,0.1141,-0.1141
1.125,1.12,1.13,0.2059,0.1167,-0.1167
1.1349999999999998,1.13,1.14,0.2063,0.1195,-0.1195
1.145,1.14,1.15,0.207,0.1224,-0.1224
1.1549999999999998,1.15,1.16,0.2079,0.1255,-0.1255
1.165,1.16,1.17,0.2091,0.1287,-0.1287
1.1749999999999998,1.17,1.18,0.2105,0.132,-0.132
1.185,1.18,1.19,0.2122,0.1354,-0.1354
1.1949999999999998,1.19,1.2,0.2141,0.1389,-0.1389
1.205,1.2,1.21,0.2162,0.1425,-0.1425
1.2149999999999999,1.21,1.22,0.2187,0.1462,-0.1462
1.225,1.22,1.23,0.2215,0.15,-0.15
1.2349999999999999,1.23,1.24,0.2247,0.154,-0.154
1.245,1.24,1.25,0.2283,0.1581,-0.1581
1.255,1.25,1.26,0.2323,0.1625,-0.1625
1.2650000000000001,1.26,1.27,0.2368,0.167,-0.167
1.275,1.27,1.28,0.242,0.1719,-0.1719
1.2850000000000001,1.28,1.29,0.2478,0.1771,-0.1771
1.295,1.29,1.3,0.2543,0.1828,-0.1828
1.3050000000000002,1.3,1.31,0.2617,0.1889,-0.1889
1.315,1.31,1.32,0.2701,0.1957,-0.1957
1.3250000000000002,1.32,1.33,0.2795,0.2033,-0.2033
1.335,1.33,1.34,0.2901,0.2118,-0.2118
1.3450000000000002,1.34,1.35,0.3021,0.2214,-0.2214
1.355,1.35,1.36,0.3157,0.2323,-0.2323
1.3650000000000002,1.36,1.37,0.3309,0.2447,-0.2447
1.375,1.37,1.38,0.3481,0.2588,-0.2588
1.3849999999999998,1.38,1.39,0.3674,0.275,-0.275
1.395,1.39,1.4,0.389,0.2934,-0.2934

#: -T [GeV^2],,,0.6-0.7
#: E(P=1) [GeV],,,3.4-3.6
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=pmwave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.0748,0.0259,-0.0259
0.415,0.41,0.42,0.0794,0.0279,-0.0279
0.425,0.42,0.43,0.084,0.03,-0.03
0.435,0.43,0.44,0.0885,0.0321,-0.0321
0.445,0.44,0.45,0.093,0.0342,-0.0342
0.455,0.45,0.46,0.0976,0.0363,-0.0363
0.46499999999999997,0.46,0.47,0.1024,0.0385,-0.0385
0.475,0.47,0.48,0.1074,0.0409,-0.0409
0.485,0.48,0.49,0.1127,0.0434,-0.0434
0.495,0.49,0.5,0.1185,0.046,-0.046
0.505,0.5,0.51,0.1248,0.0489,-0.0489
0.515,0.51,0.52,0.1317,0.0519,-0.0519
0.525,0.52,0.53,0.1396,0.0553,-0.0553
0.535,0.53,0.54,0.1484,0.0589,-0.0589
0.545,0.54,0.55,0.1586,0.0628,-0.0628
0.555,0.55,0.56,0.1704,0.0671,-0.0671
0.565,0.56,0.57,0.184,0.0717,-0.0717
0.575,0.57,0.58,0.2,0.0768,-0.0768
0.585,0.58,0.59,0.2188,0.0823,-0.0823
0.595,0.59,0.6,0.241,0.0883,-0.0883
0.605,0.6,0.61,0.2673,0.0948,-0.0948
0.615,0.61,0.62,0.2986,0.1021,-0.1021
0.625,0.62,0.63,0.3359,0.1101,-0.1101
0.635,0.63,0.64,0.3806,0.1193,-0.1193
0.645,0.64,0.65,0.4341,0.1298,-0.1298
0.655,0.65,0.66,0.4981,0.142,-0.142
0.665,0.66,0.67,0.5746,0.1567,-0.1567
0.675,0.67,0.68,0.6656,0.1747,-0.1747
0.685,0.68,0.69,0.7729,0.1968,-0.1968
0.695,0.69,0.7,0.8975,0.2243,-0.2243
0.705,0.7,0.71,1.0387,0.258,-0.258
0.715,0.71,0.72,1.1925,0.2983,-0.2983
0.725,0.72,0.73,1.3509,0.3442,-0.3442
0.735,0.73,0.74,1.4999,0.3931,-0.3931
0.745,0.74,0.75,1.6219,0.4404,-0.4404
0.755,0.75,0.76,1.6988,0.48,-0.48
0.765,0.76,0.77,1.7187,0.5064,-0.5064
0.775,0.77,0.78,1.6802,0.5166,-0.5166
0.785,0.78,0.79,1.5929,0.5107,-0.5107
0.795,0.79,0.8,1.4728,0.4915,-0.4915
0.805,0.8,0.81,1.3366,0.4631,-0.4631
0.815,0.81,0.82,1.1975,0.4296,-0.4296
0.825,0.82,0.83,1.0646,0.3941,-0.3941
0.835,0.83,0.84,0.9427,0.3589,-0.3589
0.845,0.84,0.85,0.8338,0.3253,-0.3253
0.855,0.85,0.86,0.738,0.2939,-0.2939
0.865,0.86,0.87,0.6546,0.2651,-0.2651
0.875,0.87,0.88,0.5823,0.2389,-0.2389
0.885,0.88,0.89,0.5197,0.2151,-0.2151
0.895,0.89,0.9,0.4657,0.1937,-0.1937
0.905,0.9,0.91,0.419,0.1744,-0.1744
0.915,0.91,0.92,0.3785,0.1572,-0.1572
0.925,0.92,0.93,0.3435,0.1419,-0.1419
0.935,0.93,0.94,0.3131,0.1284,-0.1284
0.945,0.94,0.95,0.2867,0.1166,-0.1166
0.955,0.95,0.96,0.2638,0.1065,-0.1065
0.965,0.96,0.97,0.244,0.0981,-0.0981
0.975,0.97,0.98,0.2267,0.0913,-0.0913
0.985,0.98,0.99,0.2118,0.0861,-0.0861
0.995,0.99,1.0,0.1989,0.0825,-0.0825
1.005,1.0,1.01,0.1878,0.0803,-0.0803
1.0150000000000001,1.01,1.02,0.1782,0.0793,-0.0793
1.025,1.02,1.03,0.1701,0.0795,-0.0795
1.0350000000000001,1.03,1.04,0.1632,0.0806,-0.0806
1.045,1.04,1.05,0.1574,0.0824,-0.0824
1.0550000000000002,1.05,1.06,0.1526,0.0848,-0.0848
1.065,1.06,1.07,0.1486,0.0875,-0.0875
1.0750000000000002,1.07,1.08,0.1454,0.0904,-0.0904
1.085,1.08,1.09,0.1429,0.0935,-0.0935
1.0950000000000002,1.09,1.1,0.1409,0.0967,-0.0967
1.105,1.1,1.11,0.1395,0.0998,-0.0998
1.1150000000000002,1.11,1.12,0.1386,0.1029,-0.1029
1.125,1.12,1.13,0.138,0.1059,-0.1059
1.1349999999999998,1.13,1.14,0.1378,0.1087,-0.1087
1.145,1.14,1.15,0.1379,0.1115,-0.1115
1.1549999999999998,1.15,1.16,0.1382,0.1141,-0.1141
1.165,1.16,1.17,0.1387,0.1165,-0.1165
1.1749999999999998,1.17,1.18,0.1394,0.1189,-0.1189
1.185,1.18,1.19,0.1402,0.1211,-0.1211
1.1949999999999998,1.19,1.2,0.1412,0.1232,-0.1232
1.205,1.2,1.21,0.1422,0.1253,-0.1253
1.2149999999999999,1.21,1.22,0.1433,0.1273,-0.1273
1.225,1.22,1.23,0.1445,0.1292,-0.1292
1.2349999999999999,1.23,1.24,0.1457,0.1312,-0.1312
1.245,1.24,1.25,0.1469,0.1333,-0.1333
1.255,1.25,1.26,0.1483,0.1354,-0.1354
1.2650000000000001,1.26,1.27,0.1497,0.1376,-0.1376
1.275,1.27,1.28,0.1513,0.14,-0.14
1.2850000000000001,1.28,1.29,0.1529,0.1426,-0.1426
1.295,1.29,1.3,0.1548,0.1453,-0.1453
1.3050000000000002,1.3,1.31,0.1568,0.1484,-0.1484
1.315,1.31,1.32,0.1592,0.1517,-0.1517
1.3250000000000002,1.32,1.33,0.1619,0.1554,-0.1554
1.335,1.33,1.34,0.165,0.1594,-0.1594
1.3450000000000002,1.34,1.35,0.1687,0.1638,-0.1638
1.355,1.35,1.36,0.173,0.1687,-0.1687
1.3650000000000002,1.36,1.37,0.178,0.1743,-0.1743
1.375,1.37,1.38,0.184,0.1804,-0.1804
1.3849999999999998,1.38,1.39,0.1909,0.1874,-0.1874
1.395,1.39,1.4,0.1991,0.1954,-0.1954

#: -T [GeV^2],,,0.6-0.7
#: E(P=1) [GeV],,,3.6-3.8
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=pmwave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.0636,0.058,-0.058
0.415,0.41,0.42,0.0658,0.0604,-0.0604
0.425,0.42,0.43,0.0676,0.0624,-0.0624
0.435,0.43,0.44,0.0691,0.0639,-0.0639
0.445,0.44,0.45,0.0702,0.0651,-0.0651
0.455,0.45,0.46,0.0711,0.0659,-0.0659
0.46499999999999997,0.46,0.47,0.0718,0.0662,-0.0662
0.475,0.47,0.48,0.0723,0.0662,-0.0662
0.485,0.48,0.49,0.0727,0.0658,-0.0658
0.495,0.49,0.5,0.0731,0.065,-0.065
0.505,0.5,0.51,0.0734,0.0639,-0.0639
0.515,0.51,0.52,0.0738,0.0625,-0.0625
0.525,0.52,0.53,0.0745,0.061,-0.061
0.535,0.53,0.54,0.0754,0.0593,-0.0593
0.545,0.54,0.55,0.0767,0.0576,-0.0576
0.555,0.55,0.56,0.0787,0.0561,-0.0561
0.565,0.56,0.57,0.0813,0.0551,-0.0551
0.575,0.57,0.58,0.085,0.0549,-0.0549
0.585,0.58,0.59,0.0899,0.056,-0.056
0.595,0.59,0.6,0.0963,0.0587,-0.0587
0.605,0.6,0.61,0.1047,0.0637,-0.0637
0.615,0.61,0.62,0.1155,0.0712,-0.0712
0.625,0.62,0.63,0.1292,0.0817,-0.0817
0.635,0.63,0.64,0.1465,0.0954,-0.0954
0.645,0.64,0.65,0.1684,0.1127,-0.1127
0.655,0.65,0.66,0.1958,0.1341,-0.1341
0.665,0.66,0.67,0.2298,0.1602,-0.1602
0.675,0.67,0.68,0.2718,0.1916,-0.1916
0.685,0.68,0.69,0.3231,0.2292,-0.2292
0.695,0.69,0.7,0.3846,0.2735,-0.2735
0.705,0.7,0.71,0.4567,0.3248,-0.3248
0.715,0.71,0.72,0.5385,0.3825,-0.3825
0.725,0.72,0.73,0.6264,0.4447,-0.4447
0.735,0.73,0.74,0.7141,0.5074,-0.5074
0.745,0.74,0.75,0.7927,0.5647,-0.5647
0.755,0.75,0.76,0.8522,0.6102,-0.6102
0.765,0.76,0.77,0.8848,0.6384,-0.6384
0.775,0.77,0.78,0.8876,0.6468,-0.6468
0.785,0.78,0.79,0.8637,0.6369,-0.6369
0.795,0.79,0.8,0.8199,0.6127,-0.6127
0.805,0.8,0.81,0.7643,0.5793,-0.5793
0.815,0.81,0.82,0.7041,0.5413,-0.5413
0.825,0.82,0.83,0.6443,0.5021,-0.5021
0.835,0.83,0.84,0.5881,0.4639,-0.4639
0.845,0.84,0.85,0.537,0.4279,-0.4279
0.855,0.85,0.86,0.4916,0.3947,-0.3947
0.865,0.86,0.87,0.4518,0.3645,-0.3645
0.875,0.87,0.88,0.4174,0.3371,-0.3371
0.885,0.88,0.89,0.3878,0.3123,-0.3123
0.895,0.89,0.9,0.3624,0.29,-0.29
0.905,0.9,0.91,0.3407,0.2698,-0.2698
0.915,0.91,0.92,0.3224,0.2517,-0.2517
0.925,0.92,0.93,0.3069,0.2353,-0.2353
0.935,0.93,0.94,0.2938,0.2207,-0.2207
0.945,0.94,0.95,0.2828,0.2076,-0.2076
0.955,0.95,0.96,0.2737,0.196,-0.196
0.965,0.96,0.97,0.2661,0.1858,-0.1858
0.975,0.97,0.98,0.2599,0.1769,-0.1769
0.985,0.98,0.99,0.2549,0.1694,-0.1694
0.995,0.99,1.0,0.2508,0.1631,-0.1631
1.005,1.0,1.01,0.2475,0.158,-0.158
1.0150000000000001,1.01,1.02,0.2449,0.1542,-0.1542
1.025,1.02,1.03,0.2428,0.1515,-0.1515
1.0350000000000001,1.03,1.04,0.2412,0.1498,-0.1498
1.045,1.04,1.05,0.2398,0.1491,-0.1491
1.0550000000000002,1.05,1.06,0.2387,0.1493,-0.1493
1.065,1.06,1.07,0.2377,0.1502,-0.1502
1.0750000000000002,1.07,1.08,0.2367,0.1518,-0.1518
1.085,1.08,1.09,0.2357,0.154,-0.154
1.0950000000000002,1.09,1.1,0.2346,0.1565,-0.1565
1.105,1.1,1.11,0.2333,0.1594,-0.1594
1.1150000000000002,1.11,1.12,0.2318,0.1625,-0.1625
1.125,1.12,1.13,0.2301,0.1658,-0.1658
1.1349999999999998,1.13,1.14,0.2281,0.1691,-0.1691
1.145,1.14,1.15,0.2257,0.1724,-0.1724
1.1549999999999998,1.15,1.16,0.223,0.1757,-0.1757
1.165,1.16,1.17,0.22,0.1788,-0.1788
1.1749999999999998,1.17,1.18,0.2167,0.1817,-0.1817
1.185,1.18,1.19,0.213,0.1845,-0.1845
1.1949999999999998,1.19,1.2,0.209,0.187,-0.187
1.205,1.2,1.21,0.2047,0.1893,-0.1893
1.2149999999999999,1.21,1.22,0.2003,0.1912,-0.1912
1.225,1.22,1.23,0.1957,0.1929,-0.1929
1.2349999999999999,1.23,1.24,0.1912,0.1943,-0.1943
1.245,1.24,1.25,0.1866,0.1955,-0.1955
1.255,1.25,1.26,0.1823,0.1964,-0.1964
1.2650000000000001,1.26,1.27,0.1783,0.1971,-0.1971
1.275,1.27,1.28,0.1749,0.1977,-0.1977
1.2850000000000001,1.28,1.29,0.1722,0.1983,-0.1983
1.295,1.29,1.3,0.1704,0.1989,-0.1989
1.3050000000000002,1.3,1.31,0.1698,0.1998,-0.1998
1.315,1.31,1.32,0.1707,0.2012,-0.2012
1.3250000000000002,1.32,1.33,0.1734,0.2033,-0.2033
1.335,1.33,1.34,0.1783,0.2065,-0.2065
1.3450000000000002,1.34,1.35,0.1856,0.2111,-0.2111
1.355,1.35,1.36,0.196,0.2175,-0.2175
1.3650000000000002,1.36,1.37,0.2097,0.2263,-0.2263
1.375,1.37,1.38,0.2273,0.238,-0.238
1.3849999999999998,1.38,1.39,0.2493,0.2531,-0.2531
1.395,1.39,1.4,0.2764,0.2721,-0.2721

