#: table_doi: 10.17182/hepdata.74824.v1/t118
#: name: Table 118
#: description: Pp wave cross section for -T.

#: data_file: Table118.yaml
#: keyword reactions: GAMMA P --> PI+ PI- P
#: keyword observables: DSIG/DT/DM
#: keyword plabs: 3.0,3.8
#: keyword phrases: Exclusive | Single Differential Cross Section | Photoproduction
#: -T [GeV^2],,,0.7-0.8
#: E(P=1) [GeV],,,3.0-3.2
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=ppwave) [MUB/GEV**3]",error +,error -
0.945,0.94,0.95,0.7258,0.3288,-0.3288
0.955,0.95,0.96,0.6735,0.3218,-0.3218
0.965,0.96,0.97,0.6275,0.3142,-0.3142
0.975,0.97,0.98,0.587,0.306,-0.306
0.985,0.98,0.99,0.5513,0.2975,-0.2975
0.995,0.99,1.0,0.5198,0.2886,-0.2886
1.005,1.0,1.01,0.492,0.2795,-0.2795
1.0150000000000001,1.01,1.02,0.4675,0.2702,-0.2702
1.025,1.02,1.03,0.4458,0.2608,-0.2608
1.0350000000000001,1.03,1.04,0.4266,0.2515,-0.2515
1.045,1.04,1.05,0.4097,0.2423,-0.2423
1.0550000000000002,1.05,1.06,0.3948,0.2333,-0.2333
1.065,1.06,1.07,0.3816,0.2246,-0.2246
1.0750000000000002,1.07,1.08,0.37,0.2163,-0.2163
1.085,1.08,1.09,0.3598,0.2085,-0.2085
1.0950000000000002,1.09,1.1,0.3507,0.2013,-0.2013
1.105,1.1,1.11,0.3427,0.1947,-0.1947
1.1150000000000002,1.11,1.12,0.3357,0.1888,-0.1888
1.125,1.12,1.13,0.3294,0.1837,-0.1837
1.1349999999999998,1.13,1.14,0.3238,0.1793,-0.1793
1.145,1.14,1.15,0.3188,0.1758,-0.1758
1.1549999999999998,1.15,1.16,0.3143,0.1731,-0.1731
1.165,1.16,1.17,0.3102,0.1711,-0.1711
1.1749999999999998,1.17,1.18,0.3065,0.1699,-0.1699
1.185,1.18,1.19,0.3029,0.1693,-0.1693
1.1949999999999998,1.19,1.2,0.2996,0.1692,-0.1692
1.205,1.2,1.21,0.2964,0.1696,-0.1696
1.2149999999999999,1.21,1.22,0.2933,0.1704,-0.1704
1.225,1.22,1.23,0.2902,0.1714,-0.1714
1.2349999999999999,1.23,1.24,0.2871,0.1726,-0.1726
1.245,1.24,1.25,0.284,0.1739,-0.1739
1.255,1.25,1.26,0.2808,0.1752,-0.1752
1.2650000000000001,1.26,1.27,0.2776,0.1766,-0.1766
1.275,1.27,1.28,0.2742,0.1779,-0.1779
1.2850000000000001,1.28,1.29,0.2708,0.1793,-0.1793
1.295,1.29,1.3,0.2672,0.1806,-0.1806
1.3050000000000002,1.3,1.31,0.2636,0.182,-0.182
1.315,1.31,1.32,0.26,0.1835,-0.1835
1.3250000000000002,1.32,1.33,0.2564,0.1852,-0.1852
1.335,1.33,1.34,0.2528,0.1872,-0.1872
1.3450000000000002,1.34,1.35,0.2494,0.1895,-0.1895
1.355,1.35,1.36,0.2461,0.1923,-0.1923
1.3650000000000002,1.36,1.37,0.2431,0.1957,-0.1957
1.375,1.37,1.38,0.2404,0.1999,-0.1999
1.3849999999999998,1.38,1.39,0.2383,0.2049,-0.2049
1.395,1.39,1.4,0.2367,0.2109,-0.2109

#: -T [GeV^2],,,0.7-0.8
#: E(P=1) [GeV],,,3.6-3.8
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=ppwave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.0336,0.0235,-0.0235
0.415,0.41,0.42,0.0353,0.0251,-0.0251
0.425,0.42,0.43,0.0372,0.0268,-0.0268
0.435,0.43,0.44,0.0394,0.0285,-0.0285
0.445,0.44,0.45,0.0418,0.0303,-0.0303
0.455,0.45,0.46,0.0447,0.0322,-0.0322
0.46499999999999997,0.46,0.47,0.048,0.0342,-0.0342
0.475,0.47,0.48,0.052,0.0364,-0.0364
0.485,0.48,0.49,0.0567,0.0387,-0.0387
0.495,0.49,0.5,0.0624,0.0412,-0.0412
0.505,0.5,0.51,0.0692,0.044,-0.044
0.515,0.51,0.52,0.0773,0.047,-0.047
0.525,0.52,0.53,0.0871,0.0504,-0.0504
0.535,0.53,0.54,0.0989,0.0542,-0.0542
0.545,0.54,0.55,0.1129,0.0585,-0.0585
0.555,0.55,0.56,0.1298,0.0634,-0.0634
0.565,0.56,0.57,0.15,0.0689,-0.0689
0.575,0.57,0.58,0.1741,0.0754,-0.0754
0.585,0.58,0.59,0.203,0.0829,-0.0829
0.595,0.59,0.6,0.2377,0.0916,-0.0916
0.605,0.6,0.61,0.2793,0.1019,-0.1019
0.615,0.61,0.62,0.3292,0.1141,-0.1141
0.625,0.62,0.63,0.3892,0.1285,-0.1285
0.635,0.63,0.64,0.4614,0.1456,-0.1456
0.645,0.64,0.65,0.5482,0.166,-0.166
0.655,0.65,0.66,0.6525,0.1903,-0.1903
0.665,0.66,0.67,0.7777,0.2192,-0.2192
0.675,0.67,0.68,0.927,0.2535,-0.2535
0.685,0.68,0.69,1.1037,0.2939,-0.2939
0.695,0.69,0.7,1.3096,0.3407,-0.3407
0.705,0.7,0.71,1.5438,0.3937,-0.3937
0.715,0.71,0.72,1.8003,0.4515,-0.4515
0.725,0.72,0.73,2.066,0.5111,-0.5111
0.735,0.73,0.74,2.3186,0.5676,-0.5676
0.745,0.74,0.75,2.5288,0.6144,-0.6144
0.755,0.75,0.76,2.6666,0.6449,-0.6449
0.765,0.76,0.77,2.7115,0.6546,-0.6546
0.775,0.77,0.78,2.6605,0.643,-0.643
0.785,0.78,0.79,2.5283,0.6134,-0.6134
0.795,0.79,0.8,2.3406,0.5717,-0.5717
0.805,0.8,0.81,2.1245,0.5239,-0.5239
0.815,0.81,0.82,1.9024,0.4749,-0.4749
0.825,0.82,0.83,1.6891,0.428,-0.428
0.835,0.83,0.84,1.4929,0.385,-0.385
0.845,0.84,0.85,1.3172,0.3465,-0.3465
0.855,0.85,0.86,1.1626,0.3128,-0.3128
0.865,0.86,0.87,1.028,0.2836,-0.2836
0.875,0.87,0.88,0.9113,0.2583,-0.2583
0.885,0.88,0.89,0.8106,0.2366,-0.2366
0.895,0.89,0.9,0.7237,0.218,-0.218
0.905,0.9,0.91,0.6487,0.202,-0.202
0.915,0.91,0.92,0.5841,0.1884,-0.1884
0.925,0.92,0.93,0.5283,0.1768,-0.1768
0.935,0.93,0.94,0.4802,0.1669,-0.1669
0.945,0.94,0.95,0.4386,0.1586,-0.1586
0.955,0.95,0.96,0.4027,0.1517,-0.1517
0.965,0.96,0.97,0.3717,0.1459,-0.1459
0.975,0.97,0.98,0.345,0.1413,-0.1413
0.985,0.98,0.99,0.3221,0.1376,-0.1376
0.995,0.99,1.0,0.3025,0.1348,-0.1348
1.005,1.0,1.01,0.2858,0.1328,-0.1328
1.0150000000000001,1.01,1.02,0.2716,0.1315,-0.1315
1.025,1.02,1.03,0.2596,0.1308,-0.1308
1.0350000000000001,1.03,1.04,0.2496,0.1307,-0.1307
1.045,1.04,1.05,0.2413,0.1311,-0.1311
1.0550000000000002,1.05,1.06,0.2346,0.1319,-0.1319
1.065,1.06,1.07,0.2292,0.1332,-0.1332
1.0750000000000002,1.07,1.08,0.225,0.1348,-0.1348
1.085,1.08,1.09,0.2217,0.1367,-0.1367
1.0950000000000002,1.09,1.1,0.2194,0.1388,-0.1388
1.105,1.1,1.11,0.2178,0.1412,-0.1412
1.1150000000000002,1.11,1.12,0.2169,0.1437,-0.1437
1.125,1.12,1.13,0.2165,0.1464,-0.1464
1.1349999999999998,1.13,1.14,0.2166,0.1492,-0.1492
1.145,1.14,1.15,0.217,0.1521,-0.1521
1.1549999999999998,1.15,1.16,0.2176,0.155,-0.155
1.165,1.16,1.17,0.2185,0.158,-0.158
1.1749999999999998,1.17,1.18,0.2195,0.1609,-0.1609
1.185,1.18,1.19,0.2206,0.1639,-0.1639
1.1949999999999998,1.19,1.2,0.2217,0.1668,-0.1668
1.205,1.2,1.21,0.2228,0.1697,-0.1697
1.2149999999999999,1.21,1.22,0.2239,0.1726,-0.1726
1.225,1.22,1.23,0.2248,0.1755,-0.1755
1.2349999999999999,1.23,1.24,0.2257,0.1783,-0.1783
1.245,1.24,1.25,0.2264,0.181,-0.181
1.255,1.25,1.26,0.2271,0.1838,-0.1838
1.2650000000000001,1.26,1.27,0.2276,0.1867,-0.1867
1.275,1.27,1.28,0.2281,0.1896,-0.1896
1.2850000000000001,1.28,1.29,0.2285,0.1926,-0.1926
1.295,1.29,1.3,0.2289,0.1958,-0.1958
1.3050000000000002,1.3,1.31,0.2294,0.1993,-0.1993
1.315,1.31,1.32,0.23,0.2031,-0.2031
1.3250000000000002,1.32,1.33,0.2307,0.2074,-0.2074
1.335,1.33,1.34,0.2318,0.2123,-0.2123
1.3450000000000002,1.34,1.35,0.2334,0.218,-0.218
1.355,1.35,1.36,0.2354,0.2245,-0.2245
1.3650000000000002,1.36,1.37,0.2382,0.2321,-0.2321
1.375,1.37,1.38,0.2419,0.241,-0.241
1.3849999999999998,1.38,1.39,0.2467,0.2512,-0.2512
1.395,1.39,1.4,0.2528,0.2631,-0.2631

