#: table_doi: 10.17182/hepdata.74824.v1/t107
#: name: Table 107
#: description: Pm wave cross section for -T.

#: data_file: Table107.yaml
#: keyword reactions: GAMMA P --> PI+ PI- P
#: keyword observables: DSIG/DT/DM
#: keyword plabs: 3.0,3.8
#: keyword phrases: Exclusive | Single Differential Cross Section | Photoproduction
#: -T [GeV^2],,,0.8-0.9
#: E(P=1) [GeV],,,3.0-3.2
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=pmwave) [MUB/GEV**3]",error +,error -
0.655,0.65,0.66,0.3835,0.0996,-0.0996
0.665,0.66,0.67,0.4455,0.111,-0.111
0.675,0.67,0.68,0.5172,0.1242,-0.1242
0.685,0.68,0.69,0.599,0.1398,-0.1398
0.695,0.69,0.7,0.6905,0.1581,-0.1581
0.705,0.7,0.71,0.7897,0.1791,-0.1791
0.715,0.71,0.72,0.8921,0.2027,-0.2027
0.725,0.72,0.73,0.9901,0.2278,-0.2278
0.735,0.73,0.74,1.0728,0.2527,-0.2527
0.745,0.74,0.75,1.1273,0.2745,-0.2745
0.755,0.75,0.76,1.1429,0.2903,-0.2903
0.765,0.76,0.77,1.1149,0.2975,-0.2975
0.775,0.77,0.78,1.0467,0.2952,-0.2952
0.785,0.78,0.79,0.9494,0.2844,-0.2844
0.795,0.79,0.8,0.8365,0.2672,-0.2672
0.805,0.8,0.81,0.7206,0.2461,-0.2461
0.815,0.81,0.82,0.6106,0.2236,-0.2236
0.825,0.82,0.83,0.5116,0.2012,-0.2012
0.835,0.83,0.84,0.4255,0.18,-0.18
0.845,0.84,0.85,0.3524,0.1605,-0.1605
0.855,0.85,0.86,0.2915,0.143,-0.143
0.865,0.86,0.87,0.2412,0.1275,-0.1275
0.875,0.87,0.88,0.2003,0.1141,-0.1141
0.885,0.88,0.89,0.1672,0.1025,-0.1025
0.895,0.89,0.9,0.1408,0.0926,-0.0926
0.905,0.9,0.91,0.12,0.0844,-0.0844
0.915,0.91,0.92,0.1039,0.0778,-0.0778
0.925,0.92,0.93,0.0918,0.0727,-0.0727
0.935,0.93,0.94,0.083,0.0689,-0.0689
0.945,0.94,0.95,0.0771,0.0663,-0.0663
0.955,0.95,0.96,0.0736,0.0648,-0.0648
0.965,0.96,0.97,0.0722,0.0643,-0.0643
0.975,0.97,0.98,0.0725,0.0646,-0.0646
0.985,0.98,0.99,0.0742,0.0656,-0.0656
0.995,0.99,1.0,0.0772,0.0671,-0.0671
1.005,1.0,1.01,0.0813,0.069,-0.069
1.0150000000000001,1.01,1.02,0.0863,0.0712,-0.0712
1.025,1.02,1.03,0.0919,0.0737,-0.0737
1.0350000000000001,1.03,1.04,0.0982,0.0765,-0.0765
1.045,1.04,1.05,0.1049,0.0795,-0.0795
1.0550000000000002,1.05,1.06,0.1119,0.0826,-0.0826
1.065,1.06,1.07,0.1192,0.0859,-0.0859
1.0750000000000002,1.07,1.08,0.1266,0.0892,-0.0892
1.085,1.08,1.09,0.1341,0.0927,-0.0927
1.0950000000000002,1.09,1.1,0.1415,0.0963,-0.0963
1.105,1.1,1.11,0.1488,0.0999,-0.0999
1.1150000000000002,1.11,1.12,0.1558,0.1036,-0.1036
1.125,1.12,1.13,0.1627,0.1074,-0.1074
1.1349999999999998,1.13,1.14,0.1692,0.1112,-0.1112
1.145,1.14,1.15,0.1753,0.115,-0.115
1.1549999999999998,1.15,1.16,0.1809,0.1189,-0.1189
1.165,1.16,1.17,0.1861,0.1227,-0.1227
1.1749999999999998,1.17,1.18,0.1907,0.1265,-0.1265
1.185,1.18,1.19,0.1948,0.1303,-0.1303
1.1949999999999998,1.19,1.2,0.1983,0.134,-0.134
1.205,1.2,1.21,0.2012,0.1376,-0.1376
1.2149999999999999,1.21,1.22,0.2035,0.1412,-0.1412
1.225,1.22,1.23,0.2051,0.1446,-0.1446
1.2349999999999999,1.23,1.24,0.2061,0.1479,-0.1479
1.245,1.24,1.25,0.2066,0.151,-0.151
1.255,1.25,1.26,0.2065,0.154,-0.154
1.2650000000000001,1.26,1.27,0.2058,0.1568,-0.1568
1.275,1.27,1.28,0.2048,0.1595,-0.1595
1.2850000000000001,1.28,1.29,0.2033,0.1619,-0.1619
1.295,1.29,1.3,0.2015,0.1642,-0.1642
1.3050000000000002,1.3,1.31,0.1996,0.1664,-0.1664
1.315,1.31,1.32,0.1976,0.1684,-0.1684
1.3250000000000002,1.32,1.33,0.1956,0.1704,-0.1704
1.335,1.33,1.34,0.1939,0.1724,-0.1724
1.3450000000000002,1.34,1.35,0.1926,0.1745,-0.1745
1.355,1.35,1.36,0.192,0.1769,-0.1769
1.3650000000000002,1.36,1.37,0.1922,0.1797,-0.1797
1.375,1.37,1.38,0.1936,0.1831,-0.1831
1.3849999999999998,1.38,1.39,0.1963,0.1874,-0.1874
1.395,1.39,1.4,0.2008,0.1928,-0.1928

#: -T [GeV^2],,,0.8-0.9
#: E(P=1) [GeV],,,3.6-3.8
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=pmwave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.0391,0.0538,-0.0538
0.415,0.41,0.42,0.0423,0.0575,-0.0575
0.425,0.42,0.43,0.0456,0.0611,-0.0611
0.435,0.43,0.44,0.0491,0.0647,-0.0647
0.445,0.44,0.45,0.0529,0.0684,-0.0684
0.455,0.45,0.46,0.0569,0.0721,-0.0721
0.46499999999999997,0.46,0.47,0.0612,0.0758,-0.0758
0.475,0.47,0.48,0.0659,0.0797,-0.0797
0.485,0.48,0.49,0.071,0.0836,-0.0836
0.495,0.49,0.5,0.0766,0.0877,-0.0877
0.505,0.5,0.51,0.0828,0.092,-0.092
0.515,0.51,0.52,0.0896,0.0966,-0.0966
0.525,0.52,0.53,0.0973,0.1014,-0.1014
0.535,0.53,0.54,0.1058,0.1066,-0.1066
0.545,0.54,0.55,0.1154,0.1122,-0.1122
0.555,0.55,0.56,0.1262,0.1184,-0.1184
0.565,0.56,0.57,0.1383,0.1251,-0.1251
0.575,0.57,0.58,0.1522,0.1326,-0.1326
0.585,0.58,0.59,0.1679,0.1408,-0.1408
0.595,0.59,0.6,0.1859,0.15,-0.15
0.605,0.6,0.61,0.2066,0.1602,-0.1602
0.615,0.61,0.62,0.2303,0.1715,-0.1715
0.625,0.62,0.63,0.2577,0.1841,-0.1841
0.635,0.63,0.64,0.2894,0.1979,-0.1979
0.645,0.64,0.65,0.3261,0.2131,-0.2131
0.655,0.65,0.66,0.3687,0.2297,-0.2297
0.665,0.66,0.67,0.4179,0.2473,-0.2473
0.675,0.67,0.68,0.4746,0.2657,-0.2657
0.685,0.68,0.69,0.5392,0.2841,-0.2841
0.695,0.69,0.7,0.6117,0.3015,-0.3015
0.705,0.7,0.71,0.6907,0.3162,-0.3162
0.715,0.71,0.72,0.7733,0.3262,-0.3262
0.725,0.72,0.73,0.8539,0.3289,-0.3289
0.735,0.73,0.74,0.9244,0.3226,-0.3226
0.745,0.74,0.75,0.975,0.3065,-0.3065
0.755,0.75,0.76,0.9973,0.2829,-0.2829
0.765,0.76,0.77,0.9869,0.2569,-0.2569
0.775,0.77,0.78,0.9457,0.2347,-0.2347
0.785,0.78,0.79,0.8811,0.221,-0.221
0.795,0.79,0.8,0.8032,0.2159,-0.2159
0.805,0.8,0.81,0.7213,0.2163,-0.2163
0.815,0.81,0.82,0.6424,0.2183,-0.2183
0.825,0.82,0.83,0.5704,0.2195,-0.2195
0.835,0.83,0.84,0.5071,0.2188,-0.2188
0.845,0.84,0.85,0.4529,0.2159,-0.2159
0.855,0.85,0.86,0.4073,0.2111,-0.2111
0.865,0.86,0.87,0.3693,0.2049,-0.2049
0.875,0.87,0.88,0.3379,0.1975,-0.1975
0.885,0.88,0.89,0.3121,0.1893,-0.1893
0.895,0.89,0.9,0.2911,0.1806,-0.1806
0.905,0.9,0.91,0.2741,0.1717,-0.1717
0.915,0.91,0.92,0.2604,0.1628,-0.1628
0.925,0.92,0.93,0.2496,0.1539,-0.1539
0.935,0.93,0.94,0.241,0.1454,-0.1454
0.945,0.94,0.95,0.2344,0.1372,-0.1372
0.955,0.95,0.96,0.2295,0.1295,-0.1295
0.965,0.96,0.97,0.2259,0.1225,-0.1225
0.975,0.97,0.98,0.2234,0.1163,-0.1163
0.985,0.98,0.99,0.2218,0.1111,-0.1111
0.995,0.99,1.0,0.221,0.1069,-0.1069
1.005,1.0,1.01,0.2208,0.1038,-0.1038
1.0150000000000001,1.01,1.02,0.2211,0.102,-0.102
1.025,1.02,1.03,0.2218,0.1014,-0.1014
1.0350000000000001,1.03,1.04,0.2227,0.1021,-0.1021
1.045,1.04,1.05,0.2238,0.1039,-0.1039
1.0550000000000002,1.05,1.06,0.2251,0.1068,-0.1068
1.065,1.06,1.07,0.2264,0.1106,-0.1106
1.0750000000000002,1.07,1.08,0.2276,0.1151,-0.1151
1.085,1.08,1.09,0.2288,0.1202,-0.1202
1.0950000000000002,1.09,1.1,0.2299,0.1258,-0.1258
1.105,1.1,1.11,0.2308,0.1317,-0.1317
1.1150000000000002,1.11,1.12,0.2315,0.1378,-0.1378
1.125,1.12,1.13,0.232,0.1441,-0.1441
1.1349999999999998,1.13,1.14,0.2322,0.1504,-0.1504
1.145,1.14,1.15,0.2322,0.1566,-0.1566
1.1549999999999998,1.15,1.16,0.2318,0.1628,-0.1628
1.165,1.16,1.17,0.2312,0.1688,-0.1688
1.1749999999999998,1.17,1.18,0.2303,0.1747,-0.1747
1.185,1.18,1.19,0.229,0.1803,-0.1803
1.1949999999999998,1.19,1.2,0.2275,0.1858,-0.1858
1.205,1.2,1.21,0.2258,0.1909,-0.1909
1.2149999999999999,1.21,1.22,0.2238,0.1958,-0.1958
1.225,1.22,1.23,0.2216,0.2005,-0.2005
1.2349999999999999,1.23,1.24,0.2192,0.2049,-0.2049
1.245,1.24,1.25,0.2168,0.209,-0.209
1.255,1.25,1.26,0.2143,0.2129,-0.2129
1.2650000000000001,1.26,1.27,0.2119,0.2166,-0.2166
1.275,1.27,1.28,0.2097,0.2202,-0.2202
1.2850000000000001,1.28,1.29,0.2077,0.2237,-0.2237
1.295,1.29,1.3,0.206,0.2271,-0.2271
1.3050000000000002,1.3,1.31,0.2049,0.2307,-0.2307
1.315,1.31,1.32,0.2043,0.2344,-0.2344
1.3250000000000002,1.32,1.33,0.2046,0.2384,-0.2384
1.335,1.33,1.34,0.2059,0.2428,-0.2428
1.3450000000000002,1.34,1.35,0.2084,0.2478,-0.2478
1.355,1.35,1.36,0.2122,0.2535,-0.2535
1.3650000000000002,1.36,1.37,0.2177,0.2602,-0.2602
1.375,1.37,1.38,0.2251,0.2681,-0.2681
1.3849999999999998,1.38,1.39,0.2346,0.2773,-0.2773
1.395,1.39,1.4,0.2467,0.288,-0.288

