#: table_doi: 10.17182/hepdata.74824.v1/t176
#: name: Table 176
#: description: Spin density matrix elements for the P-wave for -T.

#: data_file: Table176.yaml
#: keyword reactions: GAMMA P --> PI+ PI- P
#: keyword observables: RHO
#: keyword plabs: 3.0,3.8
#: keyword phrases: Exclusive | Photoproduction
#: -T [GeV^2],,,0.5-0.6
#: E(P=1) [GeV],,,3.0-3.2
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"RHO(P=3_4,C=JJ=0,MM=10)",error +,error -
1.3849999999999998,1.38,1.39,0.2253,0.0279,-0.0279
1.395,1.39,1.4,0.217,0.0282,-0.0282

#: -T [GeV^2],,,0.5-0.6
#: E(P=1) [GeV],,,3.4-3.6
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"RHO(P=3_4,C=JJ=0,MM=10)",error +,error -
0.405,0.4,0.41,0.0015,0.0232,-0.0232
0.415,0.41,0.42,-0.0092,0.0213,-0.0213
0.425,0.42,0.43,-0.0176,0.0202,-0.0202
0.435,0.43,0.44,-0.0236,0.02,-0.02
0.445,0.44,0.45,-0.0274,0.0207,-0.0207
0.455,0.45,0.46,-0.0294,0.0223,-0.0223
0.46499999999999997,0.46,0.47,-0.0299,0.0244,-0.0244
0.475,0.47,0.48,-0.0292,0.0267,-0.0267
0.485,0.48,0.49,-0.0276,0.029,-0.029
0.495,0.49,0.5,-0.0255,0.031,-0.031
0.505,0.5,0.51,-0.0232,0.0323,-0.0323
0.515,0.51,0.52,-0.0209,0.033,-0.033
0.525,0.52,0.53,-0.0187,0.0329,-0.0329
0.535,0.53,0.54,-0.0167,0.0319,-0.0319
0.545,0.54,0.55,-0.0152,0.0302,-0.0302
0.555,0.55,0.56,-0.0139,0.0279,-0.0279
0.565,0.56,0.57,-0.013,0.0249,-0.0249
0.575,0.57,0.58,-0.0124,0.0216,-0.0216
0.585,0.58,0.59,-0.0121,0.0181,-0.0181
0.595,0.59,0.6,-0.0118,0.0146,-0.0146
0.605,0.6,0.61,-0.0115,0.0116,-0.0116
0.615,0.61,0.62,-0.0112,0.0096,-0.0096
0.625,0.62,0.63,-0.0106,0.0093,-0.0093
0.635,0.63,0.64,-0.0096,0.0105,-0.0105
0.645,0.64,0.65,-0.0082,0.0125,-0.0125
0.655,0.65,0.66,-0.0063,0.0147,-0.0147
0.665,0.66,0.67,-0.0038,0.0167,-0.0167
0.675,0.67,0.68,-0.0006,0.0182,-0.0182
0.685,0.68,0.69,0.0033,0.0193,-0.0193
0.695,0.69,0.7,0.0079,0.0198,-0.0198
0.705,0.7,0.71,0.0132,0.0198,-0.0198
0.715,0.71,0.72,0.0192,0.0193,-0.0193
0.725,0.72,0.73,0.0258,0.0184,-0.0184
0.735,0.73,0.74,0.033,0.0172,-0.0172
0.745,0.74,0.75,0.0406,0.0157,-0.0157
0.755,0.75,0.76,0.0487,0.014,-0.014
0.765,0.76,0.77,0.057,0.0124,-0.0124
0.775,0.77,0.78,0.0654,0.0109,-0.0109
0.785,0.78,0.79,0.074,0.0096,-0.0096
0.795,0.79,0.8,0.0825,0.0086,-0.0086
0.805,0.8,0.81,0.0908,0.008,-0.008
0.815,0.81,0.82,0.099,0.0079,-0.0079
0.825,0.82,0.83,0.1068,0.0081,-0.0081
0.835,0.83,0.84,0.1143,0.0087,-0.0087
0.845,0.84,0.85,0.1214,0.0095,-0.0095
0.855,0.85,0.86,0.1281,0.0105,-0.0105
0.865,0.86,0.87,0.1344,0.0116,-0.0116
0.875,0.87,0.88,0.1402,0.0128,-0.0128
0.885,0.88,0.89,0.1456,0.014,-0.014
0.895,0.89,0.9,0.1506,0.0151,-0.0151
0.905,0.9,0.91,0.1554,0.0162,-0.0162
0.915,0.91,0.92,0.1599,0.0173,-0.0173
0.925,0.92,0.93,0.1643,0.0182,-0.0182
0.935,0.93,0.94,0.1687,0.019,-0.019
0.945,0.94,0.95,0.1733,0.0198,-0.0198
0.955,0.95,0.96,0.1784,0.0206,-0.0206
0.965,0.96,0.97,0.1846,0.0216,-0.0216
0.975,0.97,0.98,0.1929,0.0238,-0.0238
0.985,0.98,0.99,0.2033,0.0309,-0.0309
0.995,0.99,1.0,0.1966,0.0278,-0.0278
1.005,1.0,1.01,0.2072,0.0248,-0.0248
1.0150000000000001,1.01,1.02,0.2138,0.0246,-0.0246
1.025,1.02,1.03,0.2189,0.0249,-0.0249
1.0350000000000001,1.03,1.04,0.2231,0.0255,-0.0255
1.045,1.04,1.05,0.2263,0.0261,-0.0261
1.0550000000000002,1.05,1.06,0.2288,0.0266,-0.0266
1.065,1.06,1.07,0.2306,0.0271,-0.0271
1.0750000000000002,1.07,1.08,0.2317,0.0275,-0.0275
1.085,1.08,1.09,0.2322,0.0276,-0.0276
1.0950000000000002,1.09,1.1,0.2322,0.0277,-0.0277
1.105,1.1,1.11,0.2317,0.0275,-0.0275
1.1150000000000002,1.11,1.12,0.2308,0.0272,-0.0272
1.125,1.12,1.13,0.2296,0.0267,-0.0267
1.1349999999999998,1.13,1.14,0.2282,0.0261,-0.0261
1.145,1.14,1.15,0.2267,0.0255,-0.0255
1.1549999999999998,1.15,1.16,0.2252,0.0247,-0.0247
1.165,1.16,1.17,0.2236,0.024,-0.024
1.1749999999999998,1.17,1.18,0.2222,0.0233,-0.0233
1.185,1.18,1.19,0.2209,0.0228,-0.0228
1.1949999999999998,1.19,1.2,0.2197,0.0224,-0.0224
1.205,1.2,1.21,0.2188,0.0221,-0.0221
1.2149999999999999,1.21,1.22,0.2181,0.0221,-0.0221
1.225,1.22,1.23,0.2176,0.0222,-0.0222
1.2349999999999999,1.23,1.24,0.2175,0.0225,-0.0225
1.245,1.24,1.25,0.2177,0.023,-0.023
1.255,1.25,1.26,0.2184,0.0235,-0.0235
1.2650000000000001,1.26,1.27,0.2195,0.0242,-0.0242
1.275,1.27,1.28,0.2212,0.0249,-0.0249
1.2850000000000001,1.28,1.29,0.2235,0.0259,-0.0259
1.295,1.29,1.3,0.2265,0.027,-0.027
1.3050000000000002,1.3,1.31,0.2299,0.0284,-0.0284
1.315,1.31,1.32,0.2338,0.0302,-0.0302
1.3250000000000002,1.32,1.33,0.2378,0.0321,-0.0321
1.335,1.33,1.34,0.2414,0.034,-0.034
1.3450000000000002,1.34,1.35,0.2444,0.0356,-0.0356
1.355,1.35,1.36,0.246,0.0367,-0.0367
1.3650000000000002,1.36,1.37,0.2459,0.0372,-0.0372
1.375,1.37,1.38,0.2437,0.0373,-0.0373
1.3849999999999998,1.38,1.39,0.2389,0.0371,-0.0371
1.395,1.39,1.4,0.2315,0.0373,-0.0373

#: -T [GeV^2],,,0.5-0.6
#: E(P=1) [GeV],,,3.6-3.8
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"RHO(P=3_4,C=JJ=0,MM=10)",error +,error -
0.405,0.4,0.41,0.0028,0.0423,-0.0423
0.415,0.41,0.42,0.0036,0.0449,-0.0449
0.425,0.42,0.43,0.004,0.0473,-0.0473
0.435,0.43,0.44,0.0038,0.0494,-0.0494
0.445,0.44,0.45,0.0032,0.0508,-0.0508
0.455,0.45,0.46,0.0021,0.0516,-0.0516
0.46499999999999997,0.46,0.47,0.0007,0.0515,-0.0515
0.475,0.47,0.48,-0.0012,0.0507,-0.0507
0.485,0.48,0.49,-0.0033,0.0492,-0.0492
0.495,0.49,0.5,-0.0056,0.0472,-0.0472
0.505,0.5,0.51,-0.0081,0.0447,-0.0447
0.515,0.51,0.52,-0.0107,0.0419,-0.0419
0.525,0.52,0.53,-0.0133,0.0388,-0.0388
0.535,0.53,0.54,-0.0158,0.0355,-0.0355
0.545,0.54,0.55,-0.0182,0.0321,-0.0321
0.555,0.55,0.56,-0.0204,0.0286,-0.0286
0.565,0.56,0.57,-0.0224,0.0252,-0.0252
0.575,0.57,0.58,-0.0241,0.022,-0.022
0.585,0.58,0.59,-0.0254,0.0191,-0.0191
0.595,0.59,0.6,-0.0263,0.0168,-0.0168
0.605,0.6,0.61,-0.0267,0.0153,-0.0153
0.615,0.61,0.62,-0.0266,0.0148,-0.0148
0.625,0.62,0.63,-0.026,0.0154,-0.0154
0.635,0.63,0.64,-0.0247,0.0167,-0.0167
0.645,0.64,0.65,-0.0228,0.0183,-0.0183
0.655,0.65,0.66,-0.0201,0.02,-0.02
0.665,0.66,0.67,-0.0168,0.0215,-0.0215
0.675,0.67,0.68,-0.0127,0.0226,-0.0226
0.685,0.68,0.69,-0.0078,0.0233,-0.0233
0.695,0.69,0.7,-0.0022,0.0235,-0.0235
0.705,0.7,0.71,0.0042,0.0231,-0.0231
0.715,0.71,0.72,0.0112,0.0222,-0.0222
0.725,0.72,0.73,0.019,0.0208,-0.0208
0.735,0.73,0.74,0.0273,0.0191,-0.0191
0.745,0.74,0.75,0.0361,0.017,-0.017
0.755,0.75,0.76,0.0454,0.0147,-0.0147
0.765,0.76,0.77,0.0551,0.0124,-0.0124
0.775,0.77,0.78,0.065,0.0103,-0.0103
0.785,0.78,0.79,0.0751,0.0086,-0.0086
0.795,0.79,0.8,0.0852,0.0075,-0.0075
0.805,0.8,0.81,0.0954,0.0072,-0.0072
0.815,0.81,0.82,0.1055,0.0075,-0.0075
0.825,0.82,0.83,0.1154,0.0082,-0.0082
0.835,0.83,0.84,0.125,0.0089,-0.0089
0.845,0.84,0.85,0.1344,0.0095,-0.0095
0.855,0.85,0.86,0.1435,0.01,-0.01
0.865,0.86,0.87,0.1522,0.0103,-0.0103
0.875,0.87,0.88,0.1604,0.0105,-0.0105
0.885,0.88,0.89,0.1682,0.0108,-0.0108
0.895,0.89,0.9,0.1756,0.0112,-0.0112
0.905,0.9,0.91,0.1825,0.0119,-0.0119
0.915,0.91,0.92,0.1889,0.0131,-0.0131
0.925,0.92,0.93,0.1949,0.0148,-0.0148
0.935,0.93,0.94,0.2004,0.017,-0.017
0.945,0.94,0.95,0.2057,0.0197,-0.0197
0.955,0.95,0.96,0.2107,0.0229,-0.0229
0.965,0.96,0.97,0.2158,0.0266,-0.0266
0.975,0.97,0.98,0.222,0.0312,-0.0312
0.985,0.98,0.99,0.2309,0.0384,-0.0384
0.995,0.99,1.0,0.221,0.0426,-0.0426
1.005,1.0,1.01,0.2228,0.0493,-0.0493
1.0150000000000001,1.01,1.02,0.225,0.053,-0.053
1.025,1.02,1.03,0.2273,0.0553,-0.0553
1.0350000000000001,1.03,1.04,0.2295,0.0564,-0.0564
1.045,1.04,1.05,0.2316,0.0566,-0.0566
1.0550000000000002,1.05,1.06,0.2335,0.0562,-0.0562
1.065,1.06,1.07,0.2352,0.0553,-0.0553
1.0750000000000002,1.07,1.08,0.2367,0.0538,-0.0538
1.085,1.08,1.09,0.2379,0.0521,-0.0521
1.0950000000000002,1.09,1.1,0.2389,0.05,-0.05
1.105,1.1,1.11,0.2396,0.0477,-0.0477
1.1150000000000002,1.11,1.12,0.2401,0.0454,-0.0454
1.125,1.12,1.13,0.2402,0.043,-0.043
1.1349999999999998,1.13,1.14,0.24,0.0406,-0.0406
1.145,1.14,1.15,0.2394,0.0383,-0.0383
1.1549999999999998,1.15,1.16,0.2384,0.0363,-0.0363
1.165,1.16,1.17,0.237,0.0344,-0.0344
1.1749999999999998,1.17,1.18,0.2351,0.0329,-0.0329
1.185,1.18,1.19,0.2327,0.0316,-0.0316
1.1949999999999998,1.19,1.2,0.2299,0.0306,-0.0306
1.205,1.2,1.21,0.2268,0.0298,-0.0298
1.2149999999999999,1.21,1.22,0.2236,0.0294,-0.0294
1.225,1.22,1.23,0.2207,0.0293,-0.0293
1.2349999999999999,1.23,1.24,0.2183,0.0294,-0.0294
1.245,1.24,1.25,0.2168,0.0299,-0.0299
1.255,1.25,1.26,0.2167,0.0305,-0.0305
1.2650000000000001,1.26,1.27,0.218,0.0312,-0.0312
1.275,1.27,1.28,0.2209,0.032,-0.032
1.2850000000000001,1.28,1.29,0.2254,0.033,-0.033
1.295,1.29,1.3,0.2313,0.0344,-0.0344
1.3050000000000002,1.3,1.31,0.2381,0.0363,-0.0363
1.315,1.31,1.32,0.2456,0.0389,-0.0389
1.3250000000000002,1.32,1.33,0.2532,0.042,-0.042
1.335,1.33,1.34,0.2605,0.0454,-0.0454
1.3450000000000002,1.34,1.35,0.2667,0.0487,-0.0487
1.355,1.35,1.36,0.2713,0.0514,-0.0514
1.3650000000000002,1.36,1.37,0.2734,0.0532,-0.0532
1.375,1.37,1.38,0.2726,0.0537,-0.0537
1.3849999999999998,1.38,1.39,0.2684,0.0531,-0.0531
1.395,1.39,1.4,0.2607,0.0519,-0.0519

