#: table_doi: 10.17182/hepdata.74824.v1/t165
#: name: Table 165
#: description: Fp wave cross section for -T.

#: data_file: Table165.yaml
#: keyword reactions: GAMMA P --> PI+ PI- P
#: keyword observables: DSIG/DT/DM
#: keyword plabs: 3.0,3.8
#: keyword phrases: Exclusive | Single Differential Cross Section | Photoproduction
#: -T [GeV^2],,,0.6-0.7
#: E(P=1) [GeV],,,3.0-3.2
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=fpwave) [MUB/GEV**3]",error +,error -
1.255,1.25,1.26,0.2112,0.0939,-0.0939
1.2650000000000001,1.26,1.27,0.2143,0.1002,-0.1002
1.275,1.27,1.28,0.2179,0.1072,-0.1072
1.2850000000000001,1.28,1.29,0.2219,0.115,-0.115
1.295,1.29,1.3,0.2264,0.1236,-0.1236
1.3050000000000002,1.3,1.31,0.2314,0.1329,-0.1329
1.315,1.31,1.32,0.2368,0.143,-0.143
1.3250000000000002,1.32,1.33,0.2429,0.1539,-0.1539
1.335,1.33,1.34,0.2494,0.1655,-0.1655
1.3450000000000002,1.34,1.35,0.2566,0.1779,-0.1779
1.355,1.35,1.36,0.2644,0.191,-0.191
1.3650000000000002,1.36,1.37,0.2728,0.2049,-0.2049
1.375,1.37,1.38,0.2819,0.2196,-0.2196
1.3849999999999998,1.38,1.39,0.2916,0.2351,-0.2351
1.395,1.39,1.4,0.3021,0.2515,-0.2515

#: -T [GeV^2],,,0.6-0.7
#: E(P=1) [GeV],,,3.4-3.6
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=fpwave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.0147,0.0058,-0.0058
0.415,0.41,0.42,0.017,0.0066,-0.0066
0.425,0.42,0.43,0.0194,0.0074,-0.0074
0.435,0.43,0.44,0.0218,0.0082,-0.0082
0.445,0.44,0.45,0.0243,0.009,-0.009
0.455,0.45,0.46,0.0268,0.0098,-0.0098
0.46499999999999997,0.46,0.47,0.0294,0.0106,-0.0106
0.475,0.47,0.48,0.0319,0.0113,-0.0113
0.485,0.48,0.49,0.0345,0.012,-0.012
0.495,0.49,0.5,0.0371,0.0128,-0.0128
0.505,0.5,0.51,0.0396,0.0134,-0.0134
0.515,0.51,0.52,0.0422,0.0141,-0.0141
0.525,0.52,0.53,0.0447,0.0148,-0.0148
0.535,0.53,0.54,0.0472,0.0154,-0.0154
0.545,0.54,0.55,0.0496,0.016,-0.016
0.555,0.55,0.56,0.052,0.0166,-0.0166
0.565,0.56,0.57,0.0544,0.0172,-0.0172
0.575,0.57,0.58,0.0567,0.0178,-0.0178
0.585,0.58,0.59,0.059,0.0185,-0.0185
0.595,0.59,0.6,0.0612,0.0191,-0.0191
0.605,0.6,0.61,0.0634,0.0198,-0.0198
0.615,0.61,0.62,0.0656,0.0205,-0.0205
0.625,0.62,0.63,0.0676,0.0212,-0.0212
0.635,0.63,0.64,0.0696,0.022,-0.022
0.645,0.64,0.65,0.0716,0.0229,-0.0229
0.655,0.65,0.66,0.0735,0.0238,-0.0238
0.665,0.66,0.67,0.0754,0.0248,-0.0248
0.675,0.67,0.68,0.0772,0.0259,-0.0259
0.685,0.68,0.69,0.079,0.027,-0.027
0.695,0.69,0.7,0.0807,0.0282,-0.0282
0.705,0.7,0.71,0.0824,0.0296,-0.0296
0.715,0.71,0.72,0.084,0.031,-0.031
0.725,0.72,0.73,0.0856,0.0325,-0.0325
0.735,0.73,0.74,0.0872,0.0341,-0.0341
0.745,0.74,0.75,0.0887,0.0358,-0.0358
0.755,0.75,0.76,0.0902,0.0376,-0.0376
0.765,0.76,0.77,0.0917,0.0394,-0.0394
0.775,0.77,0.78,0.0931,0.0414,-0.0414
0.785,0.78,0.79,0.0945,0.0434,-0.0434
0.795,0.79,0.8,0.0959,0.0455,-0.0455
0.805,0.8,0.81,0.0973,0.0477,-0.0477
0.815,0.81,0.82,0.0987,0.05,-0.05
0.825,0.82,0.83,0.1001,0.0523,-0.0523
0.835,0.83,0.84,0.1015,0.0547,-0.0547
0.845,0.84,0.85,0.1029,0.0571,-0.0571
0.855,0.85,0.86,0.1043,0.0597,-0.0597
0.865,0.86,0.87,0.1057,0.0622,-0.0622
0.875,0.87,0.88,0.1071,0.0649,-0.0649
0.885,0.88,0.89,0.1086,0.0675,-0.0675
0.895,0.89,0.9,0.1101,0.0703,-0.0703
0.905,0.9,0.91,0.1116,0.073,-0.073
0.915,0.91,0.92,0.1132,0.0758,-0.0758
0.925,0.92,0.93,0.1149,0.0786,-0.0786
0.935,0.93,0.94,0.1166,0.0815,-0.0815
0.945,0.94,0.95,0.1184,0.0844,-0.0844
0.955,0.95,0.96,0.1202,0.0873,-0.0873
0.965,0.96,0.97,0.1222,0.0903,-0.0903
0.975,0.97,0.98,0.1242,0.0932,-0.0932
0.985,0.98,0.99,0.1263,0.0962,-0.0962
0.995,0.99,1.0,0.1285,0.0992,-0.0992
1.005,1.0,1.01,0.1309,0.1022,-0.1022
1.0150000000000001,1.01,1.02,0.1334,0.1053,-0.1053
1.025,1.02,1.03,0.1359,0.1084,-0.1084
1.0350000000000001,1.03,1.04,0.1387,0.1114,-0.1114
1.045,1.04,1.05,0.1416,0.1145,-0.1145
1.0550000000000002,1.05,1.06,0.1446,0.1176,-0.1176
1.065,1.06,1.07,0.1478,0.1208,-0.1208
1.0750000000000002,1.07,1.08,0.1512,0.124,-0.124
1.085,1.08,1.09,0.1548,0.1272,-0.1272
1.0950000000000002,1.09,1.1,0.1586,0.1304,-0.1304
1.105,1.1,1.11,0.1626,0.1337,-0.1337
1.1150000000000002,1.11,1.12,0.1668,0.137,-0.137
1.125,1.12,1.13,0.1712,0.1404,-0.1404
1.1349999999999998,1.13,1.14,0.1759,0.1438,-0.1438
1.145,1.14,1.15,0.1809,0.1474,-0.1474
1.1549999999999998,1.15,1.16,0.1861,0.151,-0.151
1.165,1.16,1.17,0.1915,0.1547,-0.1547
1.1749999999999998,1.17,1.18,0.1973,0.1585,-0.1585
1.185,1.18,1.19,0.2034,0.1625,-0.1625
1.1949999999999998,1.19,1.2,0.2098,0.1666,-0.1666
1.205,1.2,1.21,0.2165,0.171,-0.171
1.2149999999999999,1.21,1.22,0.2235,0.1755,-0.1755
1.225,1.22,1.23,0.2309,0.1802,-0.1802
1.2349999999999999,1.23,1.24,0.2387,0.1851,-0.1851
1.245,1.24,1.25,0.2469,0.1904,-0.1904
1.255,1.25,1.26,0.2554,0.1959,-0.1959
1.2650000000000001,1.26,1.27,0.2644,0.2017,-0.2017
1.275,1.27,1.28,0.2737,0.2079,-0.2079
1.2850000000000001,1.28,1.29,0.2836,0.2145,-0.2145
1.295,1.29,1.3,0.2938,0.2215,-0.2215
1.3050000000000002,1.3,1.31,0.3046,0.2289,-0.2289
1.315,1.31,1.32,0.3158,0.2368,-0.2368
1.3250000000000002,1.32,1.33,0.3275,0.2452,-0.2452
1.335,1.33,1.34,0.3398,0.2542,-0.2542
1.3450000000000002,1.34,1.35,0.3526,0.2637,-0.2637
1.355,1.35,1.36,0.3659,0.2738,-0.2738
1.3650000000000002,1.36,1.37,0.3798,0.2845,-0.2845
1.375,1.37,1.38,0.3943,0.2959,-0.2959
1.3849999999999998,1.38,1.39,0.4094,0.308,-0.308
1.395,1.39,1.4,0.4251,0.3208,-0.3208

#: -T [GeV^2],,,0.6-0.7
#: E(P=1) [GeV],,,3.6-3.8
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=fpwave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.0219,0.0099,-0.0099
0.415,0.41,0.42,0.0253,0.0115,-0.0115
0.425,0.42,0.43,0.0288,0.0131,-0.0131
0.435,0.43,0.44,0.0325,0.0148,-0.0148
0.445,0.44,0.45,0.0362,0.0165,-0.0165
0.455,0.45,0.46,0.04,0.0183,-0.0183
0.46499999999999997,0.46,0.47,0.0438,0.0201,-0.0201
0.475,0.47,0.48,0.0477,0.022,-0.022
0.485,0.48,0.49,0.0516,0.0238,-0.0238
0.495,0.49,0.5,0.0555,0.0257,-0.0257
0.505,0.5,0.51,0.0594,0.0276,-0.0276
0.515,0.51,0.52,0.0633,0.0294,-0.0294
0.525,0.52,0.53,0.0671,0.0313,-0.0313
0.535,0.53,0.54,0.0709,0.0332,-0.0332
0.545,0.54,0.55,0.0747,0.0351,-0.0351
0.555,0.55,0.56,0.0784,0.037,-0.037
0.565,0.56,0.57,0.082,0.0389,-0.0389
0.575,0.57,0.58,0.0855,0.0408,-0.0408
0.585,0.58,0.59,0.089,0.0426,-0.0426
0.595,0.59,0.6,0.0925,0.0445,-0.0445
0.605,0.6,0.61,0.0958,0.0464,-0.0464
0.615,0.61,0.62,0.099,0.0482,-0.0482
0.625,0.62,0.63,0.1022,0.0501,-0.0501
0.635,0.63,0.64,0.1053,0.0519,-0.0519
0.645,0.64,0.65,0.1083,0.0537,-0.0537
0.655,0.65,0.66,0.1112,0.0555,-0.0555
0.665,0.66,0.67,0.114,0.0574,-0.0574
0.675,0.67,0.68,0.1167,0.0592,-0.0592
0.685,0.68,0.69,0.1193,0.061,-0.061
0.695,0.69,0.7,0.1218,0.0628,-0.0628
0.705,0.7,0.71,0.1243,0.0646,-0.0646
0.715,0.71,0.72,0.1266,0.0664,-0.0664
0.725,0.72,0.73,0.1289,0.0682,-0.0682
0.735,0.73,0.74,0.131,0.07,-0.07
0.745,0.74,0.75,0.1331,0.0718,-0.0718
0.755,0.75,0.76,0.1351,0.0736,-0.0736
0.765,0.76,0.77,0.137,0.0754,-0.0754
0.775,0.77,0.78,0.1389,0.0772,-0.0772
0.785,0.78,0.79,0.1406,0.079,-0.079
0.795,0.79,0.8,0.1423,0.0808,-0.0808
0.805,0.8,0.81,0.1439,0.0825,-0.0825
0.815,0.81,0.82,0.1455,0.0843,-0.0843
0.825,0.82,0.83,0.1469,0.0861,-0.0861
0.835,0.83,0.84,0.1484,0.0879,-0.0879
0.845,0.84,0.85,0.1497,0.0897,-0.0897
0.855,0.85,0.86,0.151,0.0914,-0.0914
0.865,0.86,0.87,0.1523,0.0932,-0.0932
0.875,0.87,0.88,0.1535,0.0949,-0.0949
0.885,0.88,0.89,0.1546,0.0967,-0.0967
0.895,0.89,0.9,0.1557,0.0984,-0.0984
0.905,0.9,0.91,0.1568,0.1001,-0.1001
0.915,0.91,0.92,0.1579,0.1018,-0.1018
0.925,0.92,0.93,0.1589,0.1035,-0.1035
0.935,0.93,0.94,0.1599,0.1052,-0.1052
0.945,0.94,0.95,0.1609,0.1068,-0.1068
0.955,0.95,0.96,0.1619,0.1084,-0.1084
0.965,0.96,0.97,0.1629,0.11,-0.11
0.975,0.97,0.98,0.1639,0.1115,-0.1115
0.985,0.98,0.99,0.1649,0.113,-0.113
0.995,0.99,1.0,0.166,0.1145,-0.1145
1.005,1.0,1.01,0.167,0.1159,-0.1159
1.0150000000000001,1.01,1.02,0.1681,0.1173,-0.1173
1.025,1.02,1.03,0.1692,0.1187,-0.1187
1.0350000000000001,1.03,1.04,0.1704,0.1199,-0.1199
1.045,1.04,1.05,0.1716,0.1212,-0.1212
1.0550000000000002,1.05,1.06,0.1729,0.1223,-0.1223
1.065,1.06,1.07,0.1742,0.1235,-0.1235
1.0750000000000002,1.07,1.08,0.1757,0.1245,-0.1245
1.085,1.08,1.09,0.1772,0.1255,-0.1255
1.0950000000000002,1.09,1.1,0.1788,0.1264,-0.1264
1.105,1.1,1.11,0.1805,0.1272,-0.1272
1.1150000000000002,1.11,1.12,0.1823,0.128,-0.128
1.125,1.12,1.13,0.1842,0.1287,-0.1287
1.1349999999999998,1.13,1.14,0.1862,0.1293,-0.1293
1.145,1.14,1.15,0.1884,0.1298,-0.1298
1.1549999999999998,1.15,1.16,0.1907,0.1302,-0.1302
1.165,1.16,1.17,0.1932,0.1306,-0.1306
1.1749999999999998,1.17,1.18,0.1959,0.1308,-0.1308
1.185,1.18,1.19,0.1987,0.131,-0.131
1.1949999999999998,1.19,1.2,0.2017,0.1311,-0.1311
1.205,1.2,1.21,0.2049,0.1311,-0.1311
1.2149999999999999,1.21,1.22,0.2083,0.131,-0.131
1.225,1.22,1.23,0.212,0.1308,-0.1308
1.2349999999999999,1.23,1.24,0.2158,0.1305,-0.1305
1.245,1.24,1.25,0.2199,0.1302,-0.1302
1.255,1.25,1.26,0.2243,0.1298,-0.1298
1.2650000000000001,1.26,1.27,0.2289,0.1294,-0.1294
1.275,1.27,1.28,0.2338,0.1289,-0.1289
1.2850000000000001,1.28,1.29,0.2389,0.1284,-0.1284
1.295,1.29,1.3,0.2444,0.1279,-0.1279
1.3050000000000002,1.3,1.31,0.2502,0.1274,-0.1274
1.315,1.31,1.32,0.2563,0.127,-0.127
1.3250000000000002,1.32,1.33,0.2628,0.1266,-0.1266
1.335,1.33,1.34,0.2696,0.1264,-0.1264
1.3450000000000002,1.34,1.35,0.2768,0.1263,-0.1263
1.355,1.35,1.36,0.2843,0.1265,-0.1265
1.3650000000000002,1.36,1.37,0.2923,0.1269,-0.1269
1.375,1.37,1.38,0.3006,0.1276,-0.1276
1.3849999999999998,1.38,1.39,0.3094,0.1287,-0.1287
1.395,1.39,1.4,0.3187,0.1302,-0.1302

