#: table_doi: 10.17182/hepdata.74824.v1/t143
#: name: Table 143
#: description: Dp wave cross section for -T.

#: data_file: Table143.yaml
#: keyword reactions: GAMMA P --> PI+ PI- P
#: keyword observables: DSIG/DT/DM
#: keyword plabs: 3.0,3.8
#: keyword phrases: Exclusive | Single Differential Cross Section | Photoproduction
#: -T [GeV^2],,,0.8-0.9
#: E(P=1) [GeV],,,3.0-3.2
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=dpwave) [MUB/GEV**3]",error +,error -
1.315,1.31,1.32,0.2625,0.1405,-0.1405
1.3250000000000002,1.32,1.33,0.2333,0.1419,-0.1419
1.335,1.33,1.34,0.2082,0.1439,-0.1439
1.3450000000000002,1.34,1.35,0.1876,0.1471,-0.1471
1.355,1.35,1.36,0.1716,0.1519,-0.1519
1.3650000000000002,1.36,1.37,0.1602,0.1587,-0.1587
1.375,1.37,1.38,0.1529,0.1676,-0.1676
1.3849999999999998,1.38,1.39,0.1498,0.1788,-0.1788
1.395,1.39,1.4,0.1506,0.1923,-0.1923

#: -T [GeV^2],,,0.8-0.9
#: E(P=1) [GeV],,,3.2-3.4
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=dpwave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.0411,0.0271,-0.0271
0.415,0.41,0.42,0.0401,0.0272,-0.0272
0.425,0.42,0.43,0.0397,0.0288,-0.0288
0.435,0.43,0.44,0.0398,0.0311,-0.0311
0.445,0.44,0.45,0.0405,0.034,-0.034
0.455,0.45,0.46,0.0416,0.037,-0.037
0.46499999999999997,0.46,0.47,0.0432,0.0399,-0.0399
0.475,0.47,0.48,0.0452,0.0428,-0.0428
0.485,0.48,0.49,0.0475,0.0456,-0.0456
0.495,0.49,0.5,0.0502,0.0482,-0.0482
0.505,0.5,0.51,0.0531,0.0506,-0.0506
0.515,0.51,0.52,0.0563,0.053,-0.053
0.525,0.52,0.53,0.0598,0.0552,-0.0552
0.535,0.53,0.54,0.0634,0.0573,-0.0573
0.545,0.54,0.55,0.0672,0.0593,-0.0593
0.555,0.55,0.56,0.0711,0.0613,-0.0613
0.565,0.56,0.57,0.0752,0.0633,-0.0633
0.575,0.57,0.58,0.0793,0.0654,-0.0654
0.585,0.58,0.59,0.0835,0.0675,-0.0675
0.595,0.59,0.6,0.0878,0.0696,-0.0696
0.605,0.6,0.61,0.0921,0.0719,-0.0719
0.615,0.61,0.62,0.0964,0.0742,-0.0742
0.625,0.62,0.63,0.1007,0.0766,-0.0766
0.635,0.63,0.64,0.1049,0.0791,-0.0791
0.645,0.64,0.65,0.1091,0.0816,-0.0816
0.655,0.65,0.66,0.1132,0.0841,-0.0841
0.665,0.66,0.67,0.1172,0.0867,-0.0867
0.675,0.67,0.68,0.1212,0.0893,-0.0893
0.685,0.68,0.69,0.1249,0.0919,-0.0919
0.695,0.69,0.7,0.1286,0.0944,-0.0944
0.705,0.7,0.71,0.1321,0.0968,-0.0968
0.715,0.71,0.72,0.1354,0.0992,-0.0992
0.725,0.72,0.73,0.1386,0.1014,-0.1014
0.735,0.73,0.74,0.1415,0.1034,-0.1034
0.745,0.74,0.75,0.1443,0.1052,-0.1052
0.755,0.75,0.76,0.1468,0.1068,-0.1068
0.765,0.76,0.77,0.1491,0.1082,-0.1082
0.775,0.77,0.78,0.1512,0.1093,-0.1093
0.785,0.78,0.79,0.153,0.1102,-0.1102
0.795,0.79,0.8,0.1546,0.1108,-0.1108
0.805,0.8,0.81,0.1559,0.111,-0.111
0.815,0.81,0.82,0.157,0.111,-0.111
0.825,0.82,0.83,0.1579,0.1106,-0.1106
0.835,0.83,0.84,0.1584,0.1099,-0.1099
0.845,0.84,0.85,0.1587,0.1089,-0.1089
0.855,0.85,0.86,0.1587,0.1075,-0.1075
0.865,0.86,0.87,0.1585,0.1058,-0.1058
0.875,0.87,0.88,0.158,0.1038,-0.1038
0.885,0.88,0.89,0.1572,0.1015,-0.1015
0.895,0.89,0.9,0.1562,0.0989,-0.0989
0.905,0.9,0.91,0.1549,0.096,-0.096
0.915,0.91,0.92,0.1534,0.093,-0.093
0.925,0.92,0.93,0.1516,0.0897,-0.0897
0.935,0.93,0.94,0.1495,0.0862,-0.0862
0.945,0.94,0.95,0.1473,0.0827,-0.0827
0.955,0.95,0.96,0.1447,0.0791,-0.0791
0.965,0.96,0.97,0.142,0.0756,-0.0756
0.975,0.97,0.98,0.139,0.0722,-0.0722
0.985,0.98,0.99,0.1359,0.069,-0.069
0.995,0.99,1.0,0.1325,0.0661,-0.0661
1.005,1.0,1.01,0.129,0.0637,-0.0637
1.0150000000000001,1.01,1.02,0.1253,0.0617,-0.0617
1.025,1.02,1.03,0.1215,0.0604,-0.0604
1.0350000000000001,1.03,1.04,0.1175,0.0597,-0.0597
1.045,1.04,1.05,0.1134,0.0598,-0.0598
1.0550000000000002,1.05,1.06,0.1093,0.0604,-0.0604
1.065,1.06,1.07,0.1051,0.0616,-0.0616
1.0750000000000002,1.07,1.08,0.101,0.0633,-0.0633
1.085,1.08,1.09,0.0968,0.0652,-0.0652
1.0950000000000002,1.09,1.1,0.0928,0.0673,-0.0673
1.105,1.1,1.11,0.0889,0.0693,-0.0693
1.1150000000000002,1.11,1.12,0.0853,0.0711,-0.0711
1.125,1.12,1.13,0.082,0.0726,-0.0726
1.1349999999999998,1.13,1.14,0.0791,0.0736,-0.0736
1.145,1.14,1.15,0.0768,0.0741,-0.0741
1.1549999999999998,1.15,1.16,0.0753,0.0738,-0.0738
1.165,1.16,1.17,0.0746,0.073,-0.073
1.1749999999999998,1.17,1.18,0.075,0.0717,-0.0717
1.185,1.18,1.19,0.0767,0.0702,-0.0702
1.1949999999999998,1.19,1.2,0.0798,0.0693,-0.0693
1.205,1.2,1.21,0.0847,0.07,-0.07
1.2149999999999999,1.21,1.22,0.0913,0.0735,-0.0735
1.225,1.22,1.23,0.0995,0.0804,-0.0804
1.2349999999999999,1.23,1.24,0.1092,0.0907,-0.0907
1.245,1.24,1.25,0.1196,0.1033,-0.1033
1.255,1.25,1.26,0.1301,0.1163,-0.1163
1.2650000000000001,1.26,1.27,0.1396,0.1281,-0.1281
1.275,1.27,1.28,0.1469,0.1372,-0.1372
1.2850000000000001,1.28,1.29,0.1514,0.1428,-0.1428
1.295,1.29,1.3,0.1527,0.1447,-0.1447
1.3050000000000002,1.3,1.31,0.1509,0.1437,-0.1437
1.315,1.31,1.32,0.1466,0.1405,-0.1405
1.3250000000000002,1.32,1.33,0.1404,0.1362,-0.1362
1.335,1.33,1.34,0.1333,0.1316,-0.1316
1.3450000000000002,1.34,1.35,0.1259,0.1273,-0.1273
1.355,1.35,1.36,0.1189,0.1239,-0.1239
1.3650000000000002,1.36,1.37,0.1128,0.1216,-0.1216
1.375,1.37,1.38,0.1078,0.1209,-0.1209
1.3849999999999998,1.38,1.39,0.1044,0.1219,-0.1219
1.395,1.39,1.4,0.1027,0.1249,-0.1249

#: -T [GeV^2],,,0.8-0.9
#: E(P=1) [GeV],,,3.4-3.6
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=dpwave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.0283,0.0322,-0.0322
0.415,0.41,0.42,0.0299,0.0354,-0.0354
0.425,0.42,0.43,0.0315,0.0385,-0.0385
0.435,0.43,0.44,0.0331,0.0414,-0.0414
0.445,0.44,0.45,0.0346,0.0441,-0.0441
0.455,0.45,0.46,0.036,0.0467,-0.0467
0.46499999999999997,0.46,0.47,0.0373,0.049,-0.049
0.475,0.47,0.48,0.0385,0.051,-0.051
0.485,0.48,0.49,0.0395,0.0528,-0.0528
0.495,0.49,0.5,0.0404,0.0544,-0.0544
0.505,0.5,0.51,0.0411,0.0557,-0.0557
0.515,0.51,0.52,0.0417,0.0567,-0.0567
0.525,0.52,0.53,0.0422,0.0575,-0.0575
0.535,0.53,0.54,0.0425,0.058,-0.058
0.545,0.54,0.55,0.0427,0.0583,-0.0583
0.555,0.55,0.56,0.0428,0.0583,-0.0583
0.565,0.56,0.57,0.0427,0.0581,-0.0581
0.575,0.57,0.58,0.0426,0.0577,-0.0577
0.585,0.58,0.59,0.0424,0.0571,-0.0571
0.595,0.59,0.6,0.0421,0.0562,-0.0562
0.605,0.6,0.61,0.0417,0.0552,-0.0552
0.615,0.61,0.62,0.0413,0.0541,-0.0541
0.625,0.62,0.63,0.0409,0.0528,-0.0528
0.635,0.63,0.64,0.0405,0.0513,-0.0513
0.645,0.64,0.65,0.0401,0.0498,-0.0498
0.655,0.65,0.66,0.0398,0.0482,-0.0482
0.665,0.66,0.67,0.0394,0.0465,-0.0465
0.675,0.67,0.68,0.0392,0.0449,-0.0449
0.685,0.68,0.69,0.0391,0.0432,-0.0432
0.695,0.69,0.7,0.039,0.0416,-0.0416
0.705,0.7,0.71,0.0391,0.04,-0.04
0.715,0.71,0.72,0.0394,0.0386,-0.0386
0.725,0.72,0.73,0.0398,0.0374,-0.0374
0.735,0.73,0.74,0.0403,0.0363,-0.0363
0.745,0.74,0.75,0.0411,0.0355,-0.0355
0.755,0.75,0.76,0.0421,0.035,-0.035
0.765,0.76,0.77,0.0433,0.0347,-0.0347
0.775,0.77,0.78,0.0447,0.0347,-0.0347
0.785,0.78,0.79,0.0464,0.0351,-0.0351
0.795,0.79,0.8,0.0482,0.0358,-0.0358
0.805,0.8,0.81,0.0504,0.0367,-0.0367
0.815,0.81,0.82,0.0527,0.0379,-0.0379
0.825,0.82,0.83,0.0554,0.0393,-0.0393
0.835,0.83,0.84,0.0582,0.0409,-0.0409
0.845,0.84,0.85,0.0613,0.0427,-0.0427
0.855,0.85,0.86,0.0646,0.0447,-0.0447
0.865,0.86,0.87,0.0682,0.0468,-0.0468
0.875,0.87,0.88,0.0719,0.049,-0.049
0.885,0.88,0.89,0.0758,0.0513,-0.0513
0.895,0.89,0.9,0.0799,0.0537,-0.0537
0.905,0.9,0.91,0.0841,0.0561,-0.0561
0.915,0.91,0.92,0.0884,0.0586,-0.0586
0.925,0.92,0.93,0.0929,0.0612,-0.0612
0.935,0.93,0.94,0.0973,0.0638,-0.0638
0.945,0.94,0.95,0.1018,0.0665,-0.0665
0.955,0.95,0.96,0.1063,0.0692,-0.0692
0.965,0.96,0.97,0.1107,0.072,-0.072
0.975,0.97,0.98,0.115,0.0748,-0.0748
0.985,0.98,0.99,0.1192,0.0776,-0.0776
0.995,0.99,1.0,0.1232,0.0805,-0.0805
1.005,1.0,1.01,0.127,0.0833,-0.0833
1.0150000000000001,1.01,1.02,0.1305,0.0862,-0.0862
1.025,1.02,1.03,0.1336,0.089,-0.089
1.0350000000000001,1.03,1.04,0.1364,0.0918,-0.0918
1.045,1.04,1.05,0.1387,0.0946,-0.0946
1.0550000000000002,1.05,1.06,0.1405,0.0973,-0.0973
1.065,1.06,1.07,0.1418,0.0999,-0.0999
1.0750000000000002,1.07,1.08,0.1425,0.1024,-0.1024
1.085,1.08,1.09,0.1426,0.1047,-0.1047
1.0950000000000002,1.09,1.1,0.1421,0.1068,-0.1068
1.105,1.1,1.11,0.1409,0.1087,-0.1087
1.1150000000000002,1.11,1.12,0.1389,0.1103,-0.1103
1.125,1.12,1.13,0.1363,0.1116,-0.1116
1.1349999999999998,1.13,1.14,0.1331,0.1125,-0.1125
1.145,1.14,1.15,0.1292,0.1131,-0.1131
1.1549999999999998,1.15,1.16,0.1249,0.1132,-0.1132
1.165,1.16,1.17,0.1203,0.1128,-0.1128
1.1749999999999998,1.17,1.18,0.1155,0.1121,-0.1121
1.185,1.18,1.19,0.111,0.1111,-0.1111
1.1949999999999998,1.19,1.2,0.1071,0.1099,-0.1099
1.205,1.2,1.21,0.1043,0.1085,-0.1085
1.2149999999999999,1.21,1.22,0.1031,0.1071,-0.1071
1.225,1.22,1.23,0.1041,0.106,-0.106
1.2349999999999999,1.23,1.24,0.1077,0.1058,-0.1058
1.245,1.24,1.25,0.1141,0.1073,-0.1073
1.255,1.25,1.26,0.123,0.1113,-0.1113
1.2650000000000001,1.26,1.27,0.1339,0.118,-0.118
1.275,1.27,1.28,0.1454,0.1269,-0.1269
1.2850000000000001,1.28,1.29,0.1563,0.137,-0.137
1.295,1.29,1.3,0.1651,0.1467,-0.1467
1.3050000000000002,1.3,1.31,0.1709,0.1548,-0.1548
1.315,1.31,1.32,0.1732,0.1606,-0.1606
1.3250000000000002,1.32,1.33,0.172,0.1636,-0.1636
1.335,1.33,1.34,0.1679,0.1641,-0.1641
1.3450000000000002,1.34,1.35,0.1615,0.1625,-0.1625
1.355,1.35,1.36,0.1536,0.1593,-0.1593
1.3650000000000002,1.36,1.37,0.145,0.1556,-0.1556
1.375,1.37,1.38,0.1365,0.1521,-0.1521
1.3849999999999998,1.38,1.39,0.1288,0.1502,-0.1502
1.395,1.39,1.4,0.1226,0.1511,-0.1511

#: -T [GeV^2],,,0.8-0.9
#: E(P=1) [GeV],,,3.6-3.8
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=dpwave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.0433,0.022,-0.022
0.415,0.41,0.42,0.0444,0.0233,-0.0233
0.425,0.42,0.43,0.0453,0.0248,-0.0248
0.435,0.43,0.44,0.0462,0.0263,-0.0263
0.445,0.44,0.45,0.047,0.0279,-0.0279
0.455,0.45,0.46,0.0478,0.0295,-0.0295
0.46499999999999997,0.46,0.47,0.0484,0.0311,-0.0311
0.475,0.47,0.48,0.0489,0.0326,-0.0326
0.485,0.48,0.49,0.0493,0.0341,-0.0341
0.495,0.49,0.5,0.0497,0.0354,-0.0354
0.505,0.5,0.51,0.0499,0.0366,-0.0366
0.515,0.51,0.52,0.0501,0.0377,-0.0377
0.525,0.52,0.53,0.0502,0.0386,-0.0386
0.535,0.53,0.54,0.0502,0.0394,-0.0394
0.545,0.54,0.55,0.0502,0.04,-0.04
0.555,0.55,0.56,0.0501,0.0404,-0.0404
0.565,0.56,0.57,0.0499,0.0407,-0.0407
0.575,0.57,0.58,0.0498,0.0408,-0.0408
0.585,0.58,0.59,0.0496,0.0407,-0.0407
0.595,0.59,0.6,0.0493,0.0405,-0.0405
0.605,0.6,0.61,0.0491,0.0402,-0.0402
0.615,0.61,0.62,0.0489,0.0397,-0.0397
0.625,0.62,0.63,0.0487,0.0391,-0.0391
0.635,0.63,0.64,0.0486,0.0385,-0.0385
0.645,0.64,0.65,0.0484,0.0378,-0.0378
0.655,0.65,0.66,0.0483,0.0371,-0.0371
0.665,0.66,0.67,0.0483,0.0364,-0.0364
0.675,0.67,0.68,0.0483,0.0358,-0.0358
0.685,0.68,0.69,0.0484,0.0353,-0.0353
0.695,0.69,0.7,0.0485,0.035,-0.035
0.705,0.7,0.71,0.0488,0.0349,-0.0349
0.715,0.71,0.72,0.0491,0.0351,-0.0351
0.725,0.72,0.73,0.0495,0.0355,-0.0355
0.735,0.73,0.74,0.0501,0.0363,-0.0363
0.745,0.74,0.75,0.0507,0.0373,-0.0373
0.755,0.75,0.76,0.0514,0.0387,-0.0387
0.765,0.76,0.77,0.0522,0.0404,-0.0404
0.775,0.77,0.78,0.0532,0.0423,-0.0423
0.785,0.78,0.79,0.0542,0.0445,-0.0445
0.795,0.79,0.8,0.0554,0.0468,-0.0468
0.805,0.8,0.81,0.0566,0.0493,-0.0493
0.815,0.81,0.82,0.0579,0.0519,-0.0519
0.825,0.82,0.83,0.0593,0.0546,-0.0546
0.835,0.83,0.84,0.0608,0.0573,-0.0573
0.845,0.84,0.85,0.0624,0.06,-0.06
0.855,0.85,0.86,0.064,0.0626,-0.0626
0.865,0.86,0.87,0.0657,0.0653,-0.0653
0.875,0.87,0.88,0.0674,0.0678,-0.0678
0.885,0.88,0.89,0.0692,0.0702,-0.0702
0.895,0.89,0.9,0.071,0.0724,-0.0724
0.905,0.9,0.91,0.0727,0.0745,-0.0745
0.915,0.91,0.92,0.0745,0.0764,-0.0764
0.925,0.92,0.93,0.0763,0.0782,-0.0782
0.935,0.93,0.94,0.078,0.0797,-0.0797
0.945,0.94,0.95,0.0796,0.081,-0.081
0.955,0.95,0.96,0.0812,0.0821,-0.0821
0.965,0.96,0.97,0.0827,0.0829,-0.0829
0.975,0.97,0.98,0.0841,0.0836,-0.0836
0.985,0.98,0.99,0.0854,0.084,-0.084
0.995,0.99,1.0,0.0866,0.0843,-0.0843
1.005,1.0,1.01,0.0876,0.0845,-0.0845
1.0150000000000001,1.01,1.02,0.0885,0.0845,-0.0845
1.025,1.02,1.03,0.0894,0.0845,-0.0845
1.0350000000000001,1.03,1.04,0.09,0.0844,-0.0844
1.045,1.04,1.05,0.0906,0.0845,-0.0845
1.0550000000000002,1.05,1.06,0.0911,0.0847,-0.0847
1.065,1.06,1.07,0.0915,0.0851,-0.0851
1.0750000000000002,1.07,1.08,0.092,0.086,-0.086
1.085,1.08,1.09,0.0924,0.0874,-0.0874
1.0950000000000002,1.09,1.1,0.0929,0.0893,-0.0893
1.105,1.1,1.11,0.0937,0.0921,-0.0921
1.1150000000000002,1.11,1.12,0.0947,0.0957,-0.0957
1.125,1.12,1.13,0.0961,0.1003,-0.1003
1.1349999999999998,1.13,1.14,0.0981,0.1059,-0.1059
1.145,1.14,1.15,0.1009,0.1127,-0.1127
1.1549999999999998,1.15,1.16,0.1047,0.1206,-0.1206
1.165,1.16,1.17,0.1097,0.1296,-0.1296
1.1749999999999998,1.17,1.18,0.1161,0.1398,-0.1398
1.185,1.18,1.19,0.1242,0.151,-0.151
1.1949999999999998,1.19,1.2,0.1343,0.163,-0.163
1.205,1.2,1.21,0.1462,0.1754,-0.1754
1.2149999999999999,1.21,1.22,0.16,0.1879,-0.1879
1.225,1.22,1.23,0.1751,0.1997,-0.1997
1.2349999999999999,1.23,1.24,0.1908,0.2099,-0.2099
1.245,1.24,1.25,0.2058,0.2177,-0.2177
1.255,1.25,1.26,0.2184,0.2221,-0.2221
1.2650000000000001,1.26,1.27,0.227,0.2228,-0.2228
1.275,1.27,1.28,0.2301,0.2198,-0.2198
1.2850000000000001,1.28,1.29,0.2269,0.2134,-0.2134
1.295,1.29,1.3,0.2176,0.2046,-0.2046
1.3050000000000002,1.3,1.31,0.2031,0.1941,-0.1941
1.315,1.31,1.32,0.1849,0.1825,-0.1825
1.3250000000000002,1.32,1.33,0.1649,0.1702,-0.1702
1.335,1.33,1.34,0.1445,0.1573,-0.1573
1.3450000000000002,1.34,1.35,0.1253,0.1442,-0.1442
1.355,1.35,1.36,0.1083,0.1315,-0.1315
1.3650000000000002,1.36,1.37,0.0944,0.1207,-0.1207
1.375,1.37,1.38,0.0841,0.1131,-0.1131
1.3849999999999998,1.38,1.39,0.078,0.111,-0.111
1.395,1.39,1.4,0.0765,0.117,-0.117

