#: table_doi: 10.17182/hepdata.74824.v1/t166
#: name: Table 166
#: description: Fp wave cross section for -T.

#: data_file: Table166.yaml
#: keyword reactions: GAMMA P --> PI+ PI- P
#: keyword observables: DSIG/DT/DM
#: keyword plabs: 3.0,3.8
#: keyword phrases: Exclusive | Single Differential Cross Section | Photoproduction
#: -T [GeV^2],,,0.7-0.8
#: E(P=1) [GeV],,,3.0-3.2
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=fpwave) [MUB/GEV**3]",error +,error -
0.785,0.78,0.79,0.1023,0.1004,-0.1004
0.795,0.79,0.8,0.1039,0.1013,-0.1013
0.805,0.8,0.81,0.1055,0.1022,-0.1022
0.815,0.81,0.82,0.1071,0.1029,-0.1029
0.825,0.82,0.83,0.1086,0.1036,-0.1036
0.835,0.83,0.84,0.1101,0.1042,-0.1042
0.845,0.84,0.85,0.1116,0.1046,-0.1046
0.855,0.85,0.86,0.1131,0.1051,-0.1051
0.865,0.86,0.87,0.1145,0.1054,-0.1054
0.875,0.87,0.88,0.116,0.1057,-0.1057
0.885,0.88,0.89,0.1174,0.1058,-0.1058
0.895,0.89,0.9,0.1188,0.106,-0.106
0.905,0.9,0.91,0.1202,0.106,-0.106
0.915,0.91,0.92,0.1216,0.106,-0.106
0.925,0.92,0.93,0.123,0.1059,-0.1059
0.935,0.93,0.94,0.1245,0.1057,-0.1057
0.945,0.94,0.95,0.1259,0.1055,-0.1055
0.955,0.95,0.96,0.1273,0.1053,-0.1053
0.965,0.96,0.97,0.1288,0.105,-0.105
0.975,0.97,0.98,0.1303,0.1047,-0.1047
0.985,0.98,0.99,0.1318,0.1044,-0.1044
0.995,0.99,1.0,0.1333,0.104,-0.104
1.005,1.0,1.01,0.1349,0.1036,-0.1036
1.0150000000000001,1.01,1.02,0.1365,0.1033,-0.1033
1.025,1.02,1.03,0.1381,0.1029,-0.1029
1.0350000000000001,1.03,1.04,0.1398,0.1026,-0.1026
1.045,1.04,1.05,0.1416,0.1024,-0.1024
1.0550000000000002,1.05,1.06,0.1434,0.1021,-0.1021
1.065,1.06,1.07,0.1453,0.102,-0.102
1.0750000000000002,1.07,1.08,0.1472,0.102,-0.102
1.085,1.08,1.09,0.1492,0.102,-0.102
1.0950000000000002,1.09,1.1,0.1513,0.1022,-0.1022
1.105,1.1,1.11,0.1535,0.1026,-0.1026
1.1150000000000002,1.11,1.12,0.1558,0.1031,-0.1031
1.125,1.12,1.13,0.1582,0.1039,-0.1039
1.1349999999999998,1.13,1.14,0.1607,0.1048,-0.1048
1.145,1.14,1.15,0.1633,0.106,-0.106
1.1549999999999998,1.15,1.16,0.166,0.1075,-0.1075
1.165,1.16,1.17,0.1688,0.1093,-0.1093
1.1749999999999998,1.17,1.18,0.1718,0.1113,-0.1113
1.185,1.18,1.19,0.1748,0.1137,-0.1137
1.1949999999999998,1.19,1.2,0.1781,0.1164,-0.1164
1.205,1.2,1.21,0.1815,0.1194,-0.1194
1.2149999999999999,1.21,1.22,0.185,0.1228,-0.1228
1.225,1.22,1.23,0.1887,0.1266,-0.1266
1.2349999999999999,1.23,1.24,0.1926,0.1308,-0.1308
1.245,1.24,1.25,0.1967,0.1353,-0.1353
1.255,1.25,1.26,0.2009,0.1403,-0.1403
1.2650000000000001,1.26,1.27,0.2054,0.1456,-0.1456
1.275,1.27,1.28,0.21,0.1513,-0.1513
1.2850000000000001,1.28,1.29,0.2149,0.1574,-0.1574
1.295,1.29,1.3,0.2199,0.1639,-0.1639
1.3050000000000002,1.3,1.31,0.2253,0.1708,-0.1708
1.315,1.31,1.32,0.2308,0.1781,-0.1781
1.3250000000000002,1.32,1.33,0.2366,0.1858,-0.1858
1.335,1.33,1.34,0.2426,0.194,-0.194
1.3450000000000002,1.34,1.35,0.2489,0.2025,-0.2025
1.355,1.35,1.36,0.2555,0.2114,-0.2114
1.3650000000000002,1.36,1.37,0.2624,0.2207,-0.2207
1.375,1.37,1.38,0.2696,0.2304,-0.2304
1.3849999999999998,1.38,1.39,0.277,0.2405,-0.2405
1.395,1.39,1.4,0.2848,0.2511,-0.2511

#: -T [GeV^2],,,0.7-0.8
#: E(P=1) [GeV],,,3.2-3.4
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=fpwave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.0144,0.0164,-0.0164
0.415,0.41,0.42,0.0166,0.0189,-0.0189
0.425,0.42,0.43,0.0189,0.0215,-0.0215
0.435,0.43,0.44,0.0212,0.0241,-0.0241
0.445,0.44,0.45,0.0236,0.0268,-0.0268
0.455,0.45,0.46,0.0261,0.0295,-0.0295
0.46499999999999997,0.46,0.47,0.0285,0.0322,-0.0322
0.475,0.47,0.48,0.031,0.0349,-0.0349
0.485,0.48,0.49,0.0334,0.0376,-0.0376
0.495,0.49,0.5,0.0359,0.0403,-0.0403
0.505,0.5,0.51,0.0383,0.0429,-0.0429
0.515,0.51,0.52,0.0407,0.0455,-0.0455
0.525,0.52,0.53,0.0431,0.0481,-0.0481
0.535,0.53,0.54,0.0454,0.0505,-0.0505
0.545,0.54,0.55,0.0477,0.0529,-0.0529
0.555,0.55,0.56,0.0499,0.0553,-0.0553
0.565,0.56,0.57,0.052,0.0575,-0.0575
0.575,0.57,0.58,0.0541,0.0597,-0.0597
0.585,0.58,0.59,0.0562,0.0617,-0.0617
0.595,0.59,0.6,0.0582,0.0637,-0.0637
0.605,0.6,0.61,0.0601,0.0656,-0.0656
0.615,0.61,0.62,0.0619,0.0674,-0.0674
0.625,0.62,0.63,0.0637,0.0691,-0.0691
0.635,0.63,0.64,0.0654,0.0706,-0.0706
0.645,0.64,0.65,0.067,0.0721,-0.0721
0.655,0.65,0.66,0.0685,0.0735,-0.0735
0.665,0.66,0.67,0.07,0.0747,-0.0747
0.675,0.67,0.68,0.0714,0.0759,-0.0759
0.685,0.68,0.69,0.0727,0.077,-0.077
0.695,0.69,0.7,0.0739,0.0779,-0.0779
0.705,0.7,0.71,0.0751,0.0788,-0.0788
0.715,0.71,0.72,0.0762,0.0795,-0.0795
0.725,0.72,0.73,0.0772,0.0802,-0.0802
0.735,0.73,0.74,0.0782,0.0807,-0.0807
0.745,0.74,0.75,0.0791,0.0812,-0.0812
0.755,0.75,0.76,0.0799,0.0816,-0.0816
0.765,0.76,0.77,0.0806,0.0818,-0.0818
0.775,0.77,0.78,0.0813,0.082,-0.082
0.785,0.78,0.79,0.082,0.0821,-0.0821
0.795,0.79,0.8,0.0825,0.0822,-0.0822
0.805,0.8,0.81,0.083,0.0821,-0.0821
0.815,0.81,0.82,0.0835,0.082,-0.082
0.825,0.82,0.83,0.0839,0.0818,-0.0818
0.835,0.83,0.84,0.0842,0.0815,-0.0815
0.845,0.84,0.85,0.0845,0.0812,-0.0812
0.855,0.85,0.86,0.0848,0.0809,-0.0809
0.865,0.86,0.87,0.085,0.0805,-0.0805
0.875,0.87,0.88,0.0852,0.0801,-0.0801
0.885,0.88,0.89,0.0853,0.0796,-0.0796
0.895,0.89,0.9,0.0855,0.0791,-0.0791
0.905,0.9,0.91,0.0856,0.0786,-0.0786
0.915,0.91,0.92,0.0856,0.0781,-0.0781
0.925,0.92,0.93,0.0857,0.0777,-0.0777
0.935,0.93,0.94,0.0857,0.0772,-0.0772
0.945,0.94,0.95,0.0858,0.0768,-0.0768
0.955,0.95,0.96,0.0858,0.0763,-0.0763
0.965,0.96,0.97,0.0858,0.076,-0.076
0.975,0.97,0.98,0.0859,0.0757,-0.0757
0.985,0.98,0.99,0.0859,0.0754,-0.0754
0.995,0.99,1.0,0.086,0.0753,-0.0753
1.005,1.0,1.01,0.0861,0.0752,-0.0752
1.0150000000000001,1.01,1.02,0.0862,0.0752,-0.0752
1.025,1.02,1.03,0.0863,0.0753,-0.0753
1.0350000000000001,1.03,1.04,0.0865,0.0756,-0.0756
1.045,1.04,1.05,0.0867,0.0759,-0.0759
1.0550000000000002,1.05,1.06,0.087,0.0764,-0.0764
1.065,1.06,1.07,0.0874,0.0769,-0.0769
1.0750000000000002,1.07,1.08,0.0877,0.0776,-0.0776
1.085,1.08,1.09,0.0882,0.0785,-0.0785
1.0950000000000002,1.09,1.1,0.0888,0.0795,-0.0795
1.105,1.1,1.11,0.0894,0.0806,-0.0806
1.1150000000000002,1.11,1.12,0.0901,0.0818,-0.0818
1.125,1.12,1.13,0.0909,0.0831,-0.0831
1.1349999999999998,1.13,1.14,0.0918,0.0846,-0.0846
1.145,1.14,1.15,0.0929,0.0862,-0.0862
1.1549999999999998,1.15,1.16,0.094,0.0878,-0.0878
1.165,1.16,1.17,0.0953,0.0896,-0.0896
1.1749999999999998,1.17,1.18,0.0967,0.0915,-0.0915
1.185,1.18,1.19,0.0983,0.0935,-0.0935
1.1949999999999998,1.19,1.2,0.1,0.0955,-0.0955
1.205,1.2,1.21,0.1019,0.0976,-0.0976
1.2149999999999999,1.21,1.22,0.1039,0.0998,-0.0998
1.225,1.22,1.23,0.1062,0.1021,-0.1021
1.2349999999999999,1.23,1.24,0.1086,0.1044,-0.1044
1.245,1.24,1.25,0.1112,0.1068,-0.1068
1.255,1.25,1.26,0.114,0.1092,-0.1092
1.2650000000000001,1.26,1.27,0.1171,0.1117,-0.1117
1.275,1.27,1.28,0.1203,0.1142,-0.1142
1.2850000000000001,1.28,1.29,0.1238,0.1168,-0.1168
1.295,1.29,1.3,0.1276,0.1194,-0.1194
1.3050000000000002,1.3,1.31,0.1316,0.122,-0.122
1.315,1.31,1.32,0.1359,0.1247,-0.1247
1.3250000000000002,1.32,1.33,0.1405,0.1275,-0.1275
1.335,1.33,1.34,0.1453,0.1303,-0.1303
1.3450000000000002,1.34,1.35,0.1505,0.1331,-0.1331
1.355,1.35,1.36,0.1559,0.136,-0.136
1.3650000000000002,1.36,1.37,0.1617,0.1389,-0.1389
1.375,1.37,1.38,0.1679,0.142,-0.142
1.3849999999999998,1.38,1.39,0.1743,0.145,-0.145
1.395,1.39,1.4,0.1812,0.1482,-0.1482

#: -T [GeV^2],,,0.7-0.8
#: E(P=1) [GeV],,,3.4-3.6
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=fpwave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.0127,0.0093,-0.0093
0.415,0.41,0.42,0.0147,0.0108,-0.0108
0.425,0.42,0.43,0.0167,0.0124,-0.0124
0.435,0.43,0.44,0.0187,0.014,-0.014
0.445,0.44,0.45,0.0208,0.0156,-0.0156
0.455,0.45,0.46,0.023,0.0173,-0.0173
0.46499999999999997,0.46,0.47,0.0251,0.019,-0.019
0.475,0.47,0.48,0.0272,0.0208,-0.0208
0.485,0.48,0.49,0.0294,0.0226,-0.0226
0.495,0.49,0.5,0.0315,0.0244,-0.0244
0.505,0.5,0.51,0.0336,0.0262,-0.0262
0.515,0.51,0.52,0.0356,0.028,-0.028
0.525,0.52,0.53,0.0377,0.0298,-0.0298
0.535,0.53,0.54,0.0396,0.0317,-0.0317
0.545,0.54,0.55,0.0416,0.0335,-0.0335
0.555,0.55,0.56,0.0435,0.0353,-0.0353
0.565,0.56,0.57,0.0453,0.0372,-0.0372
0.575,0.57,0.58,0.0471,0.039,-0.039
0.585,0.58,0.59,0.0489,0.0408,-0.0408
0.595,0.59,0.6,0.0506,0.0427,-0.0427
0.605,0.6,0.61,0.0522,0.0445,-0.0445
0.615,0.61,0.62,0.0538,0.0463,-0.0463
0.625,0.62,0.63,0.0553,0.0481,-0.0481
0.635,0.63,0.64,0.0567,0.0499,-0.0499
0.645,0.64,0.65,0.0581,0.0516,-0.0516
0.655,0.65,0.66,0.0594,0.0534,-0.0534
0.665,0.66,0.67,0.0607,0.0552,-0.0552
0.675,0.67,0.68,0.0619,0.0569,-0.0569
0.685,0.68,0.69,0.0631,0.0587,-0.0587
0.695,0.69,0.7,0.0642,0.0604,-0.0604
0.705,0.7,0.71,0.0653,0.0621,-0.0621
0.715,0.71,0.72,0.0663,0.0638,-0.0638
0.725,0.72,0.73,0.0673,0.0655,-0.0655
0.735,0.73,0.74,0.0682,0.0672,-0.0672
0.745,0.74,0.75,0.0691,0.0689,-0.0689
0.755,0.75,0.76,0.0699,0.0706,-0.0706
0.765,0.76,0.77,0.0707,0.0722,-0.0722
0.775,0.77,0.78,0.0715,0.0739,-0.0739
0.785,0.78,0.79,0.0723,0.0755,-0.0755
0.795,0.79,0.8,0.073,0.0771,-0.0771
0.805,0.8,0.81,0.0737,0.0787,-0.0787
0.815,0.81,0.82,0.0744,0.0803,-0.0803
0.825,0.82,0.83,0.0751,0.0819,-0.0819
0.835,0.83,0.84,0.0758,0.0834,-0.0834
0.845,0.84,0.85,0.0765,0.0849,-0.0849
0.855,0.85,0.86,0.0772,0.0864,-0.0864
0.865,0.86,0.87,0.0779,0.0879,-0.0879
0.875,0.87,0.88,0.0786,0.0894,-0.0894
0.885,0.88,0.89,0.0793,0.0908,-0.0908
0.895,0.89,0.9,0.0801,0.0922,-0.0922
0.905,0.9,0.91,0.0809,0.0936,-0.0936
0.915,0.91,0.92,0.0817,0.0949,-0.0949
0.925,0.92,0.93,0.0826,0.0962,-0.0962
0.935,0.93,0.94,0.0835,0.0975,-0.0975
0.945,0.94,0.95,0.0845,0.0987,-0.0987
0.955,0.95,0.96,0.0856,0.0999,-0.0999
0.965,0.96,0.97,0.0867,0.101,-0.101
0.975,0.97,0.98,0.0879,0.1021,-0.1021
0.985,0.98,0.99,0.0892,0.1031,-0.1031
0.995,0.99,1.0,0.0906,0.1041,-0.1041
1.005,1.0,1.01,0.0921,0.1051,-0.1051
1.0150000000000001,1.01,1.02,0.0937,0.1059,-0.1059
1.025,1.02,1.03,0.0955,0.1068,-0.1068
1.0350000000000001,1.03,1.04,0.0973,0.1075,-0.1075
1.045,1.04,1.05,0.0993,0.1082,-0.1082
1.0550000000000002,1.05,1.06,0.1015,0.1088,-0.1088
1.065,1.06,1.07,0.1038,0.1093,-0.1093
1.0750000000000002,1.07,1.08,0.1063,0.1097,-0.1097
1.085,1.08,1.09,0.109,0.1101,-0.1101
1.0950000000000002,1.09,1.1,0.1118,0.1104,-0.1104
1.105,1.1,1.11,0.1149,0.1106,-0.1106
1.1150000000000002,1.11,1.12,0.1181,0.1106,-0.1106
1.125,1.12,1.13,0.1216,0.1106,-0.1106
1.1349999999999998,1.13,1.14,0.1253,0.1105,-0.1105
1.145,1.14,1.15,0.1293,0.1103,-0.1103
1.1549999999999998,1.15,1.16,0.1335,0.11,-0.11
1.165,1.16,1.17,0.1379,0.1097,-0.1097
1.1749999999999998,1.17,1.18,0.1427,0.1092,-0.1092
1.185,1.18,1.19,0.1477,0.1086,-0.1086
1.1949999999999998,1.19,1.2,0.1531,0.1079,-0.1079
1.205,1.2,1.21,0.1587,0.1071,-0.1071
1.2149999999999999,1.21,1.22,0.1647,0.1063,-0.1063
1.225,1.22,1.23,0.171,0.1053,-0.1053
1.2349999999999999,1.23,1.24,0.1777,0.1044,-0.1044
1.245,1.24,1.25,0.1847,0.1033,-0.1033
1.255,1.25,1.26,0.1921,0.1022,-0.1022
1.2650000000000001,1.26,1.27,0.2,0.1012,-0.1012
1.275,1.27,1.28,0.2082,0.1001,-0.1001
1.2850000000000001,1.28,1.29,0.2169,0.099,-0.099
1.295,1.29,1.3,0.2259,0.0981,-0.0981
1.3050000000000002,1.3,1.31,0.2355,0.0972,-0.0972
1.315,1.31,1.32,0.2455,0.0966,-0.0966
1.3250000000000002,1.32,1.33,0.256,0.0961,-0.0961
1.335,1.33,1.34,0.2671,0.0959,-0.0959
1.3450000000000002,1.34,1.35,0.2786,0.096,-0.096
1.355,1.35,1.36,0.2907,0.0966,-0.0966
1.3650000000000002,1.36,1.37,0.3033,0.0976,-0.0976
1.375,1.37,1.38,0.3165,0.0991,-0.0991
1.3849999999999998,1.38,1.39,0.3303,0.1012,-0.1012
1.395,1.39,1.4,0.3446,0.104,-0.104

#: -T [GeV^2],,,0.7-0.8
#: E(P=1) [GeV],,,3.6-3.8
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=fpwave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.0346,0.0172,-0.0172
0.415,0.41,0.42,0.04,0.0198,-0.0198
0.425,0.42,0.43,0.0456,0.0226,-0.0226
0.435,0.43,0.44,0.0514,0.0254,-0.0254
0.445,0.44,0.45,0.0574,0.0283,-0.0283
0.455,0.45,0.46,0.0634,0.0312,-0.0312
0.46499999999999997,0.46,0.47,0.0695,0.0341,-0.0341
0.475,0.47,0.48,0.0757,0.0371,-0.0371
0.485,0.48,0.49,0.0819,0.04,-0.04
0.495,0.49,0.5,0.0881,0.0429,-0.0429
0.505,0.5,0.51,0.0943,0.0458,-0.0458
0.515,0.51,0.52,0.1004,0.0487,-0.0487
0.525,0.52,0.53,0.1065,0.0515,-0.0515
0.535,0.53,0.54,0.1126,0.0543,-0.0543
0.545,0.54,0.55,0.1185,0.057,-0.057
0.555,0.55,0.56,0.1244,0.0596,-0.0596
0.565,0.56,0.57,0.1301,0.0622,-0.0622
0.575,0.57,0.58,0.1357,0.0647,-0.0647
0.585,0.58,0.59,0.1412,0.0671,-0.0671
0.595,0.59,0.6,0.1466,0.0695,-0.0695
0.605,0.6,0.61,0.1519,0.0717,-0.0717
0.615,0.61,0.62,0.1569,0.0739,-0.0739
0.625,0.62,0.63,0.1619,0.0759,-0.0759
0.635,0.63,0.64,0.1667,0.0779,-0.0779
0.645,0.64,0.65,0.1713,0.0798,-0.0798
0.655,0.65,0.66,0.1757,0.0815,-0.0815
0.665,0.66,0.67,0.18,0.0832,-0.0832
0.675,0.67,0.68,0.1841,0.0847,-0.0847
0.685,0.68,0.69,0.188,0.0862,-0.0862
0.695,0.69,0.7,0.1918,0.0876,-0.0876
0.705,0.7,0.71,0.1954,0.0888,-0.0888
0.715,0.71,0.72,0.1988,0.09,-0.09
0.725,0.72,0.73,0.202,0.091,-0.091
0.735,0.73,0.74,0.205,0.092,-0.092
0.745,0.74,0.75,0.2079,0.0928,-0.0928
0.755,0.75,0.76,0.2106,0.0935,-0.0935
0.765,0.76,0.77,0.2131,0.0942,-0.0942
0.775,0.77,0.78,0.2154,0.0947,-0.0947
0.785,0.78,0.79,0.2175,0.0952,-0.0952
0.795,0.79,0.8,0.2195,0.0955,-0.0955
0.805,0.8,0.81,0.2212,0.0958,-0.0958
0.815,0.81,0.82,0.2228,0.0959,-0.0959
0.825,0.82,0.83,0.2243,0.096,-0.096
0.835,0.83,0.84,0.2255,0.096,-0.096
0.845,0.84,0.85,0.2266,0.0959,-0.0959
0.855,0.85,0.86,0.2275,0.0958,-0.0958
0.865,0.86,0.87,0.2282,0.0955,-0.0955
0.875,0.87,0.88,0.2288,0.0952,-0.0952
0.885,0.88,0.89,0.2292,0.0948,-0.0948
0.895,0.89,0.9,0.2295,0.0943,-0.0943
0.905,0.9,0.91,0.2296,0.0938,-0.0938
0.915,0.91,0.92,0.2295,0.0933,-0.0933
0.925,0.92,0.93,0.2293,0.0927,-0.0927
0.935,0.93,0.94,0.2289,0.092,-0.092
0.945,0.94,0.95,0.2284,0.0913,-0.0913
0.955,0.95,0.96,0.2278,0.0906,-0.0906
0.965,0.96,0.97,0.227,0.0898,-0.0898
0.975,0.97,0.98,0.2261,0.089,-0.089
0.985,0.98,0.99,0.2251,0.0883,-0.0883
0.995,0.99,1.0,0.224,0.0875,-0.0875
1.005,1.0,1.01,0.2227,0.0867,-0.0867
1.0150000000000001,1.01,1.02,0.2213,0.0859,-0.0859
1.025,1.02,1.03,0.2198,0.0852,-0.0852
1.0350000000000001,1.03,1.04,0.2182,0.0844,-0.0844
1.045,1.04,1.05,0.2166,0.0837,-0.0837
1.0550000000000002,1.05,1.06,0.2148,0.0831,-0.0831
1.065,1.06,1.07,0.2129,0.0825,-0.0825
1.0750000000000002,1.07,1.08,0.211,0.082,-0.082
1.085,1.08,1.09,0.209,0.0816,-0.0816
1.0950000000000002,1.09,1.1,0.2069,0.0812,-0.0812
1.105,1.1,1.11,0.2047,0.0809,-0.0809
1.1150000000000002,1.11,1.12,0.2025,0.0808,-0.0808
1.125,1.12,1.13,0.2003,0.0807,-0.0807
1.1349999999999998,1.13,1.14,0.198,0.0808,-0.0808
1.145,1.14,1.15,0.1957,0.0809,-0.0809
1.1549999999999998,1.15,1.16,0.1934,0.0812,-0.0812
1.165,1.16,1.17,0.191,0.0816,-0.0816
1.1749999999999998,1.17,1.18,0.1886,0.0822,-0.0822
1.185,1.18,1.19,0.1862,0.0828,-0.0828
1.1949999999999998,1.19,1.2,0.1839,0.0836,-0.0836
1.205,1.2,1.21,0.1815,0.0845,-0.0845
1.2149999999999999,1.21,1.22,0.1792,0.0856,-0.0856
1.225,1.22,1.23,0.1769,0.0867,-0.0867
1.2349999999999999,1.23,1.24,0.1746,0.088,-0.088
1.245,1.24,1.25,0.1724,0.0894,-0.0894
1.255,1.25,1.26,0.1703,0.0909,-0.0909
1.2650000000000001,1.26,1.27,0.1682,0.0925,-0.0925
1.275,1.27,1.28,0.1662,0.0941,-0.0941
1.2850000000000001,1.28,1.29,0.1642,0.0959,-0.0959
1.295,1.29,1.3,0.1624,0.0977,-0.0977
1.3050000000000002,1.3,1.31,0.1607,0.0996,-0.0996
1.315,1.31,1.32,0.1591,0.1016,-0.1016
1.3250000000000002,1.32,1.33,0.1576,0.1036,-0.1036
1.335,1.33,1.34,0.1563,0.1057,-0.1057
1.3450000000000002,1.34,1.35,0.1551,0.1079,-0.1079
1.355,1.35,1.36,0.1541,0.11,-0.11
1.3650000000000002,1.36,1.37,0.1532,0.1122,-0.1122
1.375,1.37,1.38,0.1526,0.1145,-0.1145
1.3849999999999998,1.38,1.39,0.1521,0.1167,-0.1167
1.395,1.39,1.4,0.1519,0.119,-0.119

