#: table_doi: 10.17182/hepdata.74824.v1/t172
#: name: Table 172
#: description: Spin density matrix elements for the P-wave for -T.

#: data_file: Table172.yaml
#: keyword reactions: GAMMA P --> PI+ PI- P
#: keyword observables: RHO
#: keyword plabs: 3.0,3.8
#: keyword phrases: Exclusive | Photoproduction
#: -T [GeV^2],,,0.7-0.8
#: E(P=1) [GeV],,,3.0-3.2
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"RHO(P=3_4,C=JJ=0,MM=00)",error +,error -
1.165,1.16,1.17,0.3901,0.0506,-0.0506
1.1749999999999998,1.17,1.18,0.3883,0.0494,-0.0494
1.185,1.18,1.19,0.3866,0.0484,-0.0484
1.1949999999999998,1.19,1.2,0.385,0.0475,-0.0475
1.205,1.2,1.21,0.3838,0.0467,-0.0467
1.2149999999999999,1.21,1.22,0.3831,0.0462,-0.0462
1.225,1.22,1.23,0.383,0.0458,-0.0458
1.2349999999999999,1.23,1.24,0.3835,0.0457,-0.0457
1.245,1.24,1.25,0.3845,0.0458,-0.0458
1.255,1.25,1.26,0.386,0.0461,-0.0461
1.2650000000000001,1.26,1.27,0.3877,0.0468,-0.0468
1.275,1.27,1.28,0.3894,0.0477,-0.0477
1.2850000000000001,1.28,1.29,0.3909,0.0488,-0.0488
1.295,1.29,1.3,0.3922,0.0502,-0.0502
1.3050000000000002,1.3,1.31,0.3931,0.0518,-0.0518
1.315,1.31,1.32,0.3937,0.0535,-0.0535
1.3250000000000002,1.32,1.33,0.3942,0.0555,-0.0555
1.335,1.33,1.34,0.395,0.0577,-0.0577
1.3450000000000002,1.34,1.35,0.3963,0.0601,-0.0601
1.355,1.35,1.36,0.3986,0.0626,-0.0626
1.3650000000000002,1.36,1.37,0.4024,0.0652,-0.0652
1.375,1.37,1.38,0.4078,0.0678,-0.0678
1.3849999999999998,1.38,1.39,0.4151,0.0706,-0.0706
1.395,1.39,1.4,0.4244,0.0736,-0.0736

#: -T [GeV^2],,,0.7-0.8
#: E(P=1) [GeV],,,3.2-3.4
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"RHO(P=3_4,C=JJ=0,MM=00)",error +,error -
0.405,0.4,0.41,0.4949,0.0529,-0.0529
0.415,0.41,0.42,0.5135,0.0576,-0.0576
0.425,0.42,0.43,0.5305,0.0631,-0.0631
0.435,0.43,0.44,0.5453,0.0686,-0.0686
0.445,0.44,0.45,0.5577,0.0735,-0.0735
0.455,0.45,0.46,0.5676,0.0776,-0.0776
0.46499999999999997,0.46,0.47,0.575,0.0807,-0.0807
0.475,0.47,0.48,0.5802,0.0826,-0.0826
0.485,0.48,0.49,0.5833,0.0834,-0.0834
0.495,0.49,0.5,0.5846,0.0831,-0.0831
0.505,0.5,0.51,0.5843,0.0818,-0.0818
0.515,0.51,0.52,0.5827,0.0796,-0.0796
0.525,0.52,0.53,0.5799,0.0765,-0.0765
0.535,0.53,0.54,0.5762,0.0729,-0.0729
0.545,0.54,0.55,0.5716,0.0687,-0.0687
0.555,0.55,0.56,0.5662,0.0641,-0.0641
0.565,0.56,0.57,0.5602,0.0594,-0.0594
0.575,0.57,0.58,0.5534,0.0545,-0.0545
0.585,0.58,0.59,0.546,0.0497,-0.0497
0.595,0.59,0.6,0.5379,0.045,-0.045
0.605,0.6,0.61,0.529,0.0407,-0.0407
0.615,0.61,0.62,0.5194,0.0367,-0.0367
0.625,0.62,0.63,0.5089,0.0333,-0.0333
0.635,0.63,0.64,0.4975,0.0304,-0.0304
0.645,0.64,0.65,0.4852,0.028,-0.028
0.655,0.65,0.66,0.4721,0.0262,-0.0262
0.665,0.66,0.67,0.4582,0.0248,-0.0248
0.675,0.67,0.68,0.4436,0.0236,-0.0236
0.685,0.68,0.69,0.4284,0.0227,-0.0227
0.695,0.69,0.7,0.4128,0.0218,-0.0218
0.705,0.7,0.71,0.3969,0.0209,-0.0209
0.715,0.71,0.72,0.3809,0.0197,-0.0197
0.725,0.72,0.73,0.365,0.0183,-0.0183
0.735,0.73,0.74,0.3494,0.0165,-0.0165
0.745,0.74,0.75,0.3344,0.0144,-0.0144
0.755,0.75,0.76,0.3201,0.0122,-0.0122
0.765,0.76,0.77,0.3068,0.0103,-0.0103
0.775,0.77,0.78,0.2946,0.0091,-0.0091
0.785,0.78,0.79,0.2836,0.009,-0.009
0.795,0.79,0.8,0.2741,0.0098,-0.0098
0.805,0.8,0.81,0.266,0.0111,-0.0111
0.815,0.81,0.82,0.2596,0.0127,-0.0127
0.825,0.82,0.83,0.2547,0.0144,-0.0144
0.835,0.83,0.84,0.2514,0.0163,-0.0163
0.845,0.84,0.85,0.2497,0.0181,-0.0181
0.855,0.85,0.86,0.2494,0.0201,-0.0201
0.865,0.86,0.87,0.2505,0.0223,-0.0223
0.875,0.87,0.88,0.2527,0.0245,-0.0245
0.885,0.88,0.89,0.2561,0.0268,-0.0268
0.895,0.89,0.9,0.2603,0.0292,-0.0292
0.905,0.9,0.91,0.2654,0.0316,-0.0316
0.915,0.91,0.92,0.2711,0.034,-0.034
0.925,0.92,0.93,0.2775,0.0364,-0.0364
0.935,0.93,0.94,0.2845,0.0389,-0.0389
0.945,0.94,0.95,0.2926,0.0416,-0.0416
0.955,0.95,0.96,0.3023,0.0451,-0.0451
0.965,0.96,0.97,0.3152,0.0506,-0.0506
0.975,0.97,0.98,0.3352,0.0614,-0.0614
0.985,0.98,0.99,0.3676,0.085,-0.085
0.995,0.99,1.0,0.3083,0.0633,-0.0633
1.005,1.0,1.01,0.3212,0.0637,-0.0637
1.0150000000000001,1.01,1.02,0.334,0.0659,-0.0659
1.025,1.02,1.03,0.3454,0.0674,-0.0674
1.0350000000000001,1.03,1.04,0.3552,0.0681,-0.0681
1.045,1.04,1.05,0.3635,0.0682,-0.0682
1.0550000000000002,1.05,1.06,0.3703,0.0677,-0.0677
1.065,1.06,1.07,0.3758,0.0668,-0.0668
1.0750000000000002,1.07,1.08,0.3801,0.0656,-0.0656
1.085,1.08,1.09,0.3832,0.0642,-0.0642
1.0950000000000002,1.09,1.1,0.3853,0.0627,-0.0627
1.105,1.1,1.11,0.3865,0.0613,-0.0613
1.1150000000000002,1.11,1.12,0.3868,0.0599,-0.0599
1.125,1.12,1.13,0.3864,0.0586,-0.0586
1.1349999999999998,1.13,1.14,0.3853,0.0574,-0.0574
1.145,1.14,1.15,0.3836,0.0563,-0.0563
1.1549999999999998,1.15,1.16,0.3815,0.0555,-0.0555
1.165,1.16,1.17,0.3789,0.0547,-0.0547
1.1749999999999998,1.17,1.18,0.376,0.0542,-0.0542
1.185,1.18,1.19,0.3731,0.0538,-0.0538
1.1949999999999998,1.19,1.2,0.3702,0.0536,-0.0536
1.205,1.2,1.21,0.3677,0.0536,-0.0536
1.2149999999999999,1.21,1.22,0.3657,0.0538,-0.0538
1.225,1.22,1.23,0.3646,0.0541,-0.0541
1.2349999999999999,1.23,1.24,0.3647,0.0546,-0.0546
1.245,1.24,1.25,0.366,0.0553,-0.0553
1.255,1.25,1.26,0.3686,0.0563,-0.0563
1.2650000000000001,1.26,1.27,0.3723,0.0574,-0.0574
1.275,1.27,1.28,0.377,0.0589,-0.0589
1.2850000000000001,1.28,1.29,0.3822,0.0609,-0.0609
1.295,1.29,1.3,0.3876,0.0633,-0.0633
1.3050000000000002,1.3,1.31,0.3929,0.0662,-0.0662
1.315,1.31,1.32,0.3981,0.0695,-0.0695
1.3250000000000002,1.32,1.33,0.403,0.0729,-0.0729
1.335,1.33,1.34,0.4077,0.0762,-0.0762
1.3450000000000002,1.34,1.35,0.4123,0.0793,-0.0793
1.355,1.35,1.36,0.4169,0.082,-0.082
1.3650000000000002,1.36,1.37,0.4216,0.0841,-0.0841
1.375,1.37,1.38,0.4266,0.0856,-0.0856
1.3849999999999998,1.38,1.39,0.4319,0.0865,-0.0865
1.395,1.39,1.4,0.4377,0.0871,-0.0871

#: -T [GeV^2],,,0.7-0.8
#: E(P=1) [GeV],,,3.4-3.6
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"RHO(P=3_4,C=JJ=0,MM=00)",error +,error -
0.405,0.4,0.41,0.465,0.0509,-0.0509
0.415,0.41,0.42,0.4841,0.0549,-0.0549
0.425,0.42,0.43,0.5028,0.0629,-0.0629
0.435,0.43,0.44,0.5202,0.0725,-0.0725
0.445,0.44,0.45,0.5357,0.0816,-0.0816
0.455,0.45,0.46,0.5489,0.0894,-0.0894
0.46499999999999997,0.46,0.47,0.5597,0.0952,-0.0952
0.475,0.47,0.48,0.568,0.0989,-0.0989
0.485,0.48,0.49,0.5739,0.1007,-0.1007
0.495,0.49,0.5,0.5776,0.1005,-0.1005
0.505,0.5,0.51,0.5791,0.0986,-0.0986
0.515,0.51,0.52,0.5788,0.0952,-0.0952
0.525,0.52,0.53,0.5767,0.0906,-0.0906
0.535,0.53,0.54,0.5732,0.085,-0.085
0.545,0.54,0.55,0.5684,0.0788,-0.0788
0.555,0.55,0.56,0.5625,0.0723,-0.0723
0.565,0.56,0.57,0.5555,0.0657,-0.0657
0.575,0.57,0.58,0.5477,0.0592,-0.0592
0.585,0.58,0.59,0.539,0.0532,-0.0532
0.595,0.59,0.6,0.5295,0.0478,-0.0478
0.605,0.6,0.61,0.5193,0.0431,-0.0431
0.615,0.61,0.62,0.5083,0.0392,-0.0392
0.625,0.62,0.63,0.4966,0.0362,-0.0362
0.635,0.63,0.64,0.4842,0.0338,-0.0338
0.645,0.64,0.65,0.471,0.0319,-0.0319
0.655,0.65,0.66,0.4571,0.0304,-0.0304
0.665,0.66,0.67,0.4426,0.029,-0.029
0.675,0.67,0.68,0.4274,0.0276,-0.0276
0.685,0.68,0.69,0.4117,0.0261,-0.0261
0.695,0.69,0.7,0.3957,0.0245,-0.0245
0.705,0.7,0.71,0.3794,0.0228,-0.0228
0.715,0.71,0.72,0.3631,0.0209,-0.0209
0.725,0.72,0.73,0.347,0.0191,-0.0191
0.735,0.73,0.74,0.3312,0.0173,-0.0173
0.745,0.74,0.75,0.3162,0.0159,-0.0159
0.755,0.75,0.76,0.302,0.0149,-0.0149
0.765,0.76,0.77,0.2889,0.0144,-0.0144
0.775,0.77,0.78,0.2771,0.0145,-0.0145
0.785,0.78,0.79,0.2669,0.0149,-0.0149
0.795,0.79,0.8,0.2583,0.0156,-0.0156
0.805,0.8,0.81,0.2515,0.0163,-0.0163
0.815,0.81,0.82,0.2465,0.017,-0.017
0.825,0.82,0.83,0.2432,0.0178,-0.0178
0.835,0.83,0.84,0.2417,0.0186,-0.0186
0.845,0.84,0.85,0.2418,0.0197,-0.0197
0.855,0.85,0.86,0.2434,0.0211,-0.0211
0.865,0.86,0.87,0.2463,0.0229,-0.0229
0.875,0.87,0.88,0.2503,0.0252,-0.0252
0.885,0.88,0.89,0.2553,0.0278,-0.0278
0.895,0.89,0.9,0.261,0.0306,-0.0306
0.905,0.9,0.91,0.2672,0.0334,-0.0334
0.915,0.91,0.92,0.2738,0.0361,-0.0361
0.925,0.92,0.93,0.2805,0.0386,-0.0386
0.935,0.93,0.94,0.2874,0.0409,-0.0409
0.945,0.94,0.95,0.2943,0.0431,-0.0431
0.955,0.95,0.96,0.3012,0.0456,-0.0456
0.965,0.96,0.97,0.3085,0.0493,-0.0493
0.975,0.97,0.98,0.3171,0.0564,-0.0564
0.985,0.98,0.99,0.3298,0.0716,-0.0716
0.995,0.99,1.0,0.3161,0.0676,-0.0676
1.005,1.0,1.01,0.3252,0.0626,-0.0626
1.0150000000000001,1.01,1.02,0.3363,0.0643,-0.0643
1.025,1.02,1.03,0.3473,0.0668,-0.0668
1.0350000000000001,1.03,1.04,0.3575,0.0691,-0.0691
1.045,1.04,1.05,0.3667,0.0711,-0.0711
1.0550000000000002,1.05,1.06,0.3749,0.0725,-0.0725
1.065,1.06,1.07,0.3819,0.0735,-0.0735
1.0750000000000002,1.07,1.08,0.3879,0.0741,-0.0741
1.085,1.08,1.09,0.3928,0.0743,-0.0743
1.0950000000000002,1.09,1.1,0.3967,0.0742,-0.0742
1.105,1.1,1.11,0.3995,0.0739,-0.0739
1.1150000000000002,1.11,1.12,0.4014,0.0733,-0.0733
1.125,1.12,1.13,0.4024,0.0726,-0.0726
1.1349999999999998,1.13,1.14,0.4025,0.0717,-0.0717
1.145,1.14,1.15,0.4017,0.0706,-0.0706
1.1549999999999998,1.15,1.16,0.4001,0.0694,-0.0694
1.165,1.16,1.17,0.3978,0.068,-0.068
1.1749999999999998,1.17,1.18,0.3948,0.0664,-0.0664
1.185,1.18,1.19,0.3913,0.0647,-0.0647
1.1949999999999998,1.19,1.2,0.3874,0.0629,-0.0629
1.205,1.2,1.21,0.3832,0.0611,-0.0611
1.2149999999999999,1.21,1.22,0.3791,0.0594,-0.0594
1.225,1.22,1.23,0.3753,0.0581,-0.0581
1.2349999999999999,1.23,1.24,0.3721,0.0573,-0.0573
1.245,1.24,1.25,0.3698,0.0572,-0.0572
1.255,1.25,1.26,0.3688,0.0579,-0.0579
1.2650000000000001,1.26,1.27,0.3691,0.0594,-0.0594
1.275,1.27,1.28,0.371,0.0617,-0.0617
1.2850000000000001,1.28,1.29,0.3741,0.0645,-0.0645
1.295,1.29,1.3,0.3782,0.0678,-0.0678
1.3050000000000002,1.3,1.31,0.3831,0.0716,-0.0716
1.315,1.31,1.32,0.3882,0.0758,-0.0758
1.3250000000000002,1.32,1.33,0.3932,0.0803,-0.0803
1.335,1.33,1.34,0.3979,0.0849,-0.0849
1.3450000000000002,1.34,1.35,0.4019,0.0894,-0.0894
1.355,1.35,1.36,0.4053,0.0935,-0.0935
1.3650000000000002,1.36,1.37,0.4079,0.097,-0.097
1.375,1.37,1.38,0.4098,0.0997,-0.0997
1.3849999999999998,1.38,1.39,0.411,0.1012,-0.1012
1.395,1.39,1.4,0.4117,0.1017,-0.1017

#: -T [GeV^2],,,0.7-0.8
#: E(P=1) [GeV],,,3.6-3.8
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"RHO(P=3_4,C=JJ=0,MM=00)",error +,error -
0.405,0.4,0.41,0.45,0.0467,-0.0467
0.415,0.41,0.42,0.4691,0.045,-0.045
0.425,0.42,0.43,0.488,0.0495,-0.0495
0.435,0.43,0.44,0.5061,0.058,-0.058
0.445,0.44,0.45,0.5227,0.068,-0.068
0.455,0.45,0.46,0.5373,0.0779,-0.0779
0.46499999999999997,0.46,0.47,0.5494,0.0867,-0.0867
0.475,0.47,0.48,0.559,0.0938,-0.0938
0.485,0.48,0.49,0.566,0.0991,-0.0991
0.495,0.49,0.5,0.5704,0.1024,-0.1024
0.505,0.5,0.51,0.5725,0.1038,-0.1038
0.515,0.51,0.52,0.5724,0.1034,-0.1034
0.525,0.52,0.53,0.5703,0.1015,-0.1015
0.535,0.53,0.54,0.5667,0.0982,-0.0982
0.545,0.54,0.55,0.5616,0.0938,-0.0938
0.555,0.55,0.56,0.5553,0.0887,-0.0887
0.565,0.56,0.57,0.548,0.083,-0.083
0.575,0.57,0.58,0.5399,0.0769,-0.0769
0.585,0.58,0.59,0.531,0.0706,-0.0706
0.595,0.59,0.6,0.5213,0.0644,-0.0644
0.605,0.6,0.61,0.511,0.0584,-0.0584
0.615,0.61,0.62,0.5,0.0526,-0.0526
0.625,0.62,0.63,0.4884,0.0473,-0.0473
0.635,0.63,0.64,0.476,0.0424,-0.0424
0.645,0.64,0.65,0.4628,0.0381,-0.0381
0.655,0.65,0.66,0.449,0.0343,-0.0343
0.665,0.66,0.67,0.4344,0.031,-0.031
0.675,0.67,0.68,0.4193,0.0283,-0.0283
0.685,0.68,0.69,0.4036,0.0262,-0.0262
0.695,0.69,0.7,0.3875,0.0245,-0.0245
0.705,0.7,0.71,0.3713,0.0235,-0.0235
0.715,0.71,0.72,0.3551,0.0229,-0.0229
0.725,0.72,0.73,0.3392,0.0227,-0.0227
0.735,0.73,0.74,0.3238,0.023,-0.023
0.745,0.74,0.75,0.3093,0.0236,-0.0236
0.755,0.75,0.76,0.2959,0.0246,-0.0246
0.765,0.76,0.77,0.2838,0.0261,-0.0261
0.775,0.77,0.78,0.2732,0.028,-0.028
0.785,0.78,0.79,0.2642,0.0302,-0.0302
0.795,0.79,0.8,0.2569,0.0322,-0.0322
0.805,0.8,0.81,0.2514,0.0337,-0.0337
0.815,0.81,0.82,0.2475,0.0348,-0.0348
0.825,0.82,0.83,0.2453,0.0355,-0.0355
0.835,0.83,0.84,0.2446,0.0359,-0.0359
0.845,0.84,0.85,0.2453,0.0362,-0.0362
0.855,0.85,0.86,0.2472,0.0365,-0.0365
0.865,0.86,0.87,0.2502,0.0368,-0.0368
0.875,0.87,0.88,0.2541,0.0373,-0.0373
0.885,0.88,0.89,0.2588,0.0379,-0.0379
0.895,0.89,0.9,0.2641,0.0388,-0.0388
0.905,0.9,0.91,0.2698,0.0399,-0.0399
0.915,0.91,0.92,0.2759,0.0414,-0.0414
0.925,0.92,0.93,0.2823,0.0434,-0.0434
0.935,0.93,0.94,0.2889,0.046,-0.046
0.945,0.94,0.95,0.2956,0.0496,-0.0496
0.955,0.95,0.96,0.3024,0.0548,-0.0548
0.965,0.96,0.97,0.3093,0.0628,-0.0628
0.975,0.97,0.98,0.3163,0.0762,-0.0762
0.985,0.98,0.99,0.3238,0.0946,-0.0946
0.995,0.99,1.0,0.3421,0.0745,-0.0745
1.005,1.0,1.01,0.3521,0.0706,-0.0706
1.0150000000000001,1.01,1.02,0.3605,0.0691,-0.0691
1.025,1.02,1.03,0.3679,0.0687,-0.0687
1.0350000000000001,1.03,1.04,0.3746,0.0687,-0.0687
1.045,1.04,1.05,0.3806,0.0689,-0.0689
1.0550000000000002,1.05,1.06,0.3859,0.0693,-0.0693
1.065,1.06,1.07,0.3905,0.0697,-0.0697
1.0750000000000002,1.07,1.08,0.3945,0.0701,-0.0701
1.085,1.08,1.09,0.398,0.0704,-0.0704
1.0950000000000002,1.09,1.1,0.4011,0.0708,-0.0708
1.105,1.1,1.11,0.4037,0.0711,-0.0711
1.1150000000000002,1.11,1.12,0.406,0.0714,-0.0714
1.125,1.12,1.13,0.408,0.0716,-0.0716
1.1349999999999998,1.13,1.14,0.4096,0.0718,-0.0718
1.145,1.14,1.15,0.411,0.0719,-0.0719
1.1549999999999998,1.15,1.16,0.412,0.072,-0.072
1.165,1.16,1.17,0.4126,0.0719,-0.0719
1.1749999999999998,1.17,1.18,0.4128,0.0718,-0.0718
1.185,1.18,1.19,0.4124,0.0716,-0.0716
1.1949999999999998,1.19,1.2,0.4113,0.0714,-0.0714
1.205,1.2,1.21,0.4094,0.0712,-0.0712
1.2149999999999999,1.21,1.22,0.4067,0.0712,-0.0712
1.225,1.22,1.23,0.4031,0.0714,-0.0714
1.2349999999999999,1.23,1.24,0.3987,0.0719,-0.0719
1.245,1.24,1.25,0.3938,0.073,-0.073
1.255,1.25,1.26,0.3886,0.0748,-0.0748
1.2650000000000001,1.26,1.27,0.3835,0.0773,-0.0773
1.275,1.27,1.28,0.3791,0.0805,-0.0805
1.2850000000000001,1.28,1.29,0.3759,0.0844,-0.0844
1.295,1.29,1.3,0.3742,0.0887,-0.0887
1.3050000000000002,1.3,1.31,0.3743,0.0935,-0.0935
1.315,1.31,1.32,0.3764,0.0988,-0.0988
1.3250000000000002,1.32,1.33,0.3805,0.1044,-0.1044
1.335,1.33,1.34,0.3864,0.1103,-0.1103
1.3450000000000002,1.34,1.35,0.3936,0.1161,-0.1161
1.355,1.35,1.36,0.4016,0.1216,-0.1216
1.3650000000000002,1.36,1.37,0.4095,0.1262,-0.1262
1.375,1.37,1.38,0.4165,0.1297,-0.1297
1.3849999999999998,1.38,1.39,0.4217,0.1316,-0.1316
1.395,1.39,1.4,0.4243,0.132,-0.132

