#: table_doi: 10.17182/hepdata.74824.v1/t110
#: name: Table 110
#: description: P0 wave cross section for -T.

#: data_file: Table110.yaml
#: keyword reactions: GAMMA P --> PI+ PI- P
#: keyword observables: DSIG/DT/DM
#: keyword plabs: 3.0,3.8
#: keyword phrases: Exclusive | Single Differential Cross Section | Photoproduction
#: -T [GeV^2],,,0.5-0.6
#: E(P=1) [GeV],,,3.0-3.2
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=p0wave) [MUB/GEV**3]",error +,error -
0.995,0.99,1.0,0.6646,0.3479,-0.3479
1.005,1.0,1.01,0.659,0.3404,-0.3404
1.0150000000000001,1.01,1.02,0.6543,0.3336,-0.3336
1.025,1.02,1.03,0.6503,0.3275,-0.3275
1.0350000000000001,1.03,1.04,0.6466,0.3221,-0.3221
1.045,1.04,1.05,0.6431,0.3173,-0.3173
1.0550000000000002,1.05,1.06,0.6395,0.3129,-0.3129
1.065,1.06,1.07,0.6357,0.3089,-0.3089
1.0750000000000002,1.07,1.08,0.6316,0.3053,-0.3053
1.085,1.08,1.09,0.6269,0.3019,-0.3019
1.0950000000000002,1.09,1.1,0.6217,0.2986,-0.2986
1.105,1.1,1.11,0.6157,0.2953,-0.2953
1.1150000000000002,1.11,1.12,0.6088,0.292,-0.292
1.125,1.12,1.13,0.601,0.2885,-0.2885
1.1349999999999998,1.13,1.14,0.5922,0.2847,-0.2847
1.145,1.14,1.15,0.5824,0.2805,-0.2805
1.1549999999999998,1.15,1.16,0.5714,0.2758,-0.2758
1.165,1.16,1.17,0.5593,0.2705,-0.2705
1.1749999999999998,1.17,1.18,0.546,0.2646,-0.2646
1.185,1.18,1.19,0.5315,0.2581,-0.2581
1.1949999999999998,1.19,1.2,0.5158,0.2507,-0.2507
1.205,1.2,1.21,0.4989,0.2426,-0.2426
1.2149999999999999,1.21,1.22,0.4809,0.2337,-0.2337
1.225,1.22,1.23,0.4619,0.2241,-0.2241
1.2349999999999999,1.23,1.24,0.4418,0.2137,-0.2137
1.245,1.24,1.25,0.4209,0.2027,-0.2027
1.255,1.25,1.26,0.3992,0.1912,-0.1912
1.2650000000000001,1.26,1.27,0.3768,0.1794,-0.1794
1.275,1.27,1.28,0.354,0.1676,-0.1676
1.2850000000000001,1.28,1.29,0.331,0.156,-0.156
1.295,1.29,1.3,0.3079,0.1452,-0.1452
1.3050000000000002,1.3,1.31,0.285,0.1357,-0.1357
1.315,1.31,1.32,0.2627,0.1282,-0.1282
1.3250000000000002,1.32,1.33,0.2412,0.1232,-0.1232
1.335,1.33,1.34,0.2209,0.1215,-0.1215
1.3450000000000002,1.34,1.35,0.2023,0.1231,-0.1231
1.355,1.35,1.36,0.1857,0.1281,-0.1281
1.3650000000000002,1.36,1.37,0.1717,0.1359,-0.1359
1.375,1.37,1.38,0.1608,0.1461,-0.1461
1.3849999999999998,1.38,1.39,0.1535,0.158,-0.158
1.395,1.39,1.4,0.1506,0.1715,-0.1715

#: -T [GeV^2],,,0.5-0.6
#: E(P=1) [GeV],,,3.2-3.4
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=p0wave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.2623,0.0611,-0.0611
0.415,0.41,0.42,0.2841,0.0655,-0.0655
0.425,0.42,0.43,0.3062,0.0702,-0.0702
0.435,0.43,0.44,0.3287,0.0751,-0.0751
0.445,0.44,0.45,0.3515,0.0803,-0.0803
0.455,0.45,0.46,0.3749,0.0859,-0.0859
0.46499999999999997,0.46,0.47,0.3988,0.092,-0.092
0.475,0.47,0.48,0.4233,0.0987,-0.0987
0.485,0.48,0.49,0.4486,0.106,-0.106
0.495,0.49,0.5,0.4747,0.1141,-0.1141
0.505,0.5,0.51,0.5017,0.1232,-0.1232
0.515,0.51,0.52,0.5299,0.1332,-0.1332
0.525,0.52,0.53,0.5594,0.1444,-0.1444
0.535,0.53,0.54,0.5904,0.157,-0.157
0.545,0.54,0.55,0.6232,0.1711,-0.1711
0.555,0.55,0.56,0.6579,0.187,-0.187
0.565,0.56,0.57,0.695,0.2048,-0.2048
0.575,0.57,0.58,0.7347,0.2248,-0.2248
0.585,0.58,0.59,0.7776,0.2474,-0.2474
0.595,0.59,0.6,0.8241,0.2727,-0.2727
0.605,0.6,0.61,0.8748,0.3013,-0.3013
0.615,0.61,0.62,0.9304,0.3335,-0.3335
0.625,0.62,0.63,0.9915,0.3697,-0.3697
0.635,0.63,0.64,1.059,0.4104,-0.4104
0.645,0.64,0.65,1.1337,0.4561,-0.4561
0.655,0.65,0.66,1.2164,0.507,-0.507
0.665,0.66,0.67,1.3077,0.5634,-0.5634
0.675,0.67,0.68,1.4077,0.6251,-0.6251
0.685,0.68,0.69,1.5159,0.6912,-0.6912
0.695,0.69,0.7,1.6301,0.7599,-0.7599
0.705,0.7,0.71,1.7459,0.8276,-0.8276
0.715,0.71,0.72,1.8557,0.8889,-0.8889
0.725,0.72,0.73,1.9482,0.9362,-0.9362
0.735,0.73,0.74,2.0095,0.9607,-0.9607
0.745,0.74,0.75,2.0254,0.9545,-0.9545
0.755,0.75,0.76,1.9867,0.914,-0.914
0.765,0.76,0.77,1.8934,0.8427,-0.8427
0.775,0.77,0.78,1.7565,0.7512,-0.7512
0.785,0.78,0.79,1.5939,0.654,-0.654
0.795,0.79,0.8,1.4245,0.5649,-0.5649
0.805,0.8,0.81,1.2631,0.4937,-0.4937
0.815,0.81,0.82,1.1187,0.4437,-0.4437
0.825,0.82,0.83,0.995,0.4134,-0.4134
0.835,0.83,0.84,0.8923,0.3977,-0.3977
0.845,0.84,0.85,0.8086,0.3914,-0.3914
0.855,0.85,0.86,0.7414,0.3901,-0.3901
0.865,0.86,0.87,0.6881,0.3909,-0.3909
0.875,0.87,0.88,0.6461,0.3925,-0.3925
0.885,0.88,0.89,0.6133,0.3939,-0.3939
0.895,0.89,0.9,0.5879,0.3948,-0.3948
0.905,0.9,0.91,0.5686,0.3953,-0.3953
0.915,0.91,0.92,0.554,0.3953,-0.3953
0.925,0.92,0.93,0.5433,0.3949,-0.3949
0.935,0.93,0.94,0.5357,0.3943,-0.3943
0.945,0.94,0.95,0.5307,0.3936,-0.3936
0.955,0.95,0.96,0.5277,0.3928,-0.3928
0.965,0.96,0.97,0.5264,0.3921,-0.3921
0.975,0.97,0.98,0.5263,0.3915,-0.3915
0.985,0.98,0.99,0.5274,0.3911,-0.3911
0.995,0.99,1.0,0.5294,0.391,-0.391
1.005,1.0,1.01,0.532,0.3911,-0.3911
1.0150000000000001,1.01,1.02,0.5352,0.3916,-0.3916
1.025,1.02,1.03,0.5388,0.3924,-0.3924
1.0350000000000001,1.03,1.04,0.5428,0.3935,-0.3935
1.045,1.04,1.05,0.547,0.395,-0.395
1.0550000000000002,1.05,1.06,0.5514,0.397,-0.397
1.065,1.06,1.07,0.5558,0.3993,-0.3993
1.0750000000000002,1.07,1.08,0.5604,0.4019,-0.4019
1.085,1.08,1.09,0.5649,0.405,-0.405
1.0950000000000002,1.09,1.1,0.5694,0.4084,-0.4084
1.105,1.1,1.11,0.5738,0.4122,-0.4122
1.1150000000000002,1.11,1.12,0.578,0.4164,-0.4164
1.125,1.12,1.13,0.5822,0.4209,-0.4209
1.1349999999999998,1.13,1.14,0.5861,0.4256,-0.4256
1.145,1.14,1.15,0.5899,0.4307,-0.4307
1.1549999999999998,1.15,1.16,0.5934,0.436,-0.436
1.165,1.16,1.17,0.5968,0.4416,-0.4416
1.1749999999999998,1.17,1.18,0.5998,0.4473,-0.4473
1.185,1.18,1.19,0.6026,0.4532,-0.4532
1.1949999999999998,1.19,1.2,0.6051,0.4593,-0.4593
1.205,1.2,1.21,0.6074,0.4655,-0.4655
1.2149999999999999,1.21,1.22,0.6093,0.4717,-0.4717
1.225,1.22,1.23,0.611,0.4781,-0.4781
1.2349999999999999,1.23,1.24,0.6123,0.4844,-0.4844
1.245,1.24,1.25,0.6134,0.4907,-0.4907
1.255,1.25,1.26,0.6142,0.4969,-0.4969
1.2650000000000001,1.26,1.27,0.6147,0.5031,-0.5031
1.275,1.27,1.28,0.6149,0.5092,-0.5092
1.2850000000000001,1.28,1.29,0.6149,0.5151,-0.5151
1.295,1.29,1.3,0.6147,0.5208,-0.5208
1.3050000000000002,1.3,1.31,0.6142,0.5263,-0.5263
1.315,1.31,1.32,0.6136,0.5317,-0.5317
1.3250000000000002,1.32,1.33,0.6128,0.5367,-0.5367
1.335,1.33,1.34,0.6119,0.5415,-0.5415
1.3450000000000002,1.34,1.35,0.611,0.5461,-0.5461
1.355,1.35,1.36,0.61,0.5504,-0.5504
1.3650000000000002,1.36,1.37,0.6091,0.5544,-0.5544
1.375,1.37,1.38,0.6083,0.5582,-0.5582
1.3849999999999998,1.38,1.39,0.6077,0.5618,-0.5618
1.395,1.39,1.4,0.6073,0.5652,-0.5652

#: -T [GeV^2],,,0.5-0.6
#: E(P=1) [GeV],,,3.4-3.6
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=p0wave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.153,0.0756,-0.0756
0.415,0.41,0.42,0.168,0.0818,-0.0818
0.425,0.42,0.43,0.1832,0.088,-0.088
0.435,0.43,0.44,0.1988,0.0944,-0.0944
0.445,0.44,0.45,0.2146,0.1009,-0.1009
0.455,0.45,0.46,0.2309,0.1075,-0.1075
0.46499999999999997,0.46,0.47,0.2474,0.1145,-0.1145
0.475,0.47,0.48,0.2645,0.1217,-0.1217
0.485,0.48,0.49,0.2819,0.1293,-0.1293
0.495,0.49,0.5,0.2999,0.1374,-0.1374
0.505,0.5,0.51,0.3185,0.1459,-0.1459
0.515,0.51,0.52,0.3377,0.1551,-0.1551
0.525,0.52,0.53,0.3577,0.165,-0.165
0.535,0.53,0.54,0.3785,0.1758,-0.1758
0.545,0.54,0.55,0.4004,0.1875,-0.1875
0.555,0.55,0.56,0.4234,0.2003,-0.2003
0.565,0.56,0.57,0.4477,0.2144,-0.2144
0.575,0.57,0.58,0.4737,0.2301,-0.2301
0.585,0.58,0.59,0.5014,0.2474,-0.2474
0.595,0.59,0.6,0.5313,0.2667,-0.2667
0.605,0.6,0.61,0.5637,0.2883,-0.2883
0.615,0.61,0.62,0.599,0.3126,-0.3126
0.625,0.62,0.63,0.6378,0.3398,-0.3398
0.635,0.63,0.64,0.6807,0.3706,-0.3706
0.645,0.64,0.65,0.7284,0.4054,-0.4054
0.655,0.65,0.66,0.7814,0.4447,-0.4447
0.665,0.66,0.67,0.8407,0.489,-0.489
0.675,0.67,0.68,0.9068,0.5386,-0.5386
0.685,0.68,0.69,0.98,0.5934,-0.5934
0.695,0.69,0.7,1.0599,0.653,-0.653
0.705,0.7,0.71,1.1449,0.7154,-0.7154
0.715,0.71,0.72,1.2316,0.7776,-0.7776
0.725,0.72,0.73,1.3141,0.8342,-0.8342
0.735,0.73,0.74,1.384,0.8784,-0.8784
0.745,0.74,0.75,1.4321,0.9024,-0.9024
0.755,0.75,0.76,1.4501,0.9004,-0.9004
0.765,0.76,0.77,1.4349,0.8707,-0.8707
0.775,0.77,0.78,1.3893,0.8168,-0.8168
0.785,0.78,0.79,1.3217,0.7465,-0.7465
0.795,0.79,0.8,1.2424,0.6689,-0.6689
0.805,0.8,0.81,1.1608,0.5916,-0.5916
0.815,0.81,0.82,1.0835,0.5199,-0.5199
0.825,0.82,0.83,1.0141,0.4564,-0.4564
0.835,0.83,0.84,0.9541,0.4021,-0.4021
0.845,0.84,0.85,0.9035,0.3568,-0.3568
0.855,0.85,0.86,0.8614,0.3195,-0.3195
0.865,0.86,0.87,0.8268,0.2895,-0.2895
0.875,0.87,0.88,0.7986,0.2657,-0.2657
0.885,0.88,0.89,0.7757,0.2472,-0.2472
0.895,0.89,0.9,0.7571,0.2333,-0.2333
0.905,0.9,0.91,0.7421,0.2232,-0.2232
0.915,0.91,0.92,0.7301,0.2163,-0.2163
0.925,0.92,0.93,0.7203,0.2121,-0.2121
0.935,0.93,0.94,0.7125,0.21,-0.21
0.945,0.94,0.95,0.7062,0.2098,-0.2098
0.955,0.95,0.96,0.7011,0.211,-0.211
0.965,0.96,0.97,0.697,0.2133,-0.2133
0.975,0.97,0.98,0.6936,0.2166,-0.2166
0.985,0.98,0.99,0.6907,0.2206,-0.2206
0.995,0.99,1.0,0.6882,0.2252,-0.2252
1.005,1.0,1.01,0.6861,0.2301,-0.2301
1.0150000000000001,1.01,1.02,0.6841,0.2354,-0.2354
1.025,1.02,1.03,0.6821,0.2409,-0.2409
1.0350000000000001,1.03,1.04,0.6802,0.2465,-0.2465
1.045,1.04,1.05,0.6783,0.2522,-0.2522
1.0550000000000002,1.05,1.06,0.6762,0.2579,-0.2579
1.065,1.06,1.07,0.674,0.2635,-0.2635
1.0750000000000002,1.07,1.08,0.6716,0.2691,-0.2691
1.085,1.08,1.09,0.669,0.2745,-0.2745
1.0950000000000002,1.09,1.1,0.6662,0.2798,-0.2798
1.105,1.1,1.11,0.6631,0.2849,-0.2849
1.1150000000000002,1.11,1.12,0.6598,0.2898,-0.2898
1.125,1.12,1.13,0.6562,0.2944,-0.2944
1.1349999999999998,1.13,1.14,0.6524,0.2988,-0.2988
1.145,1.14,1.15,0.6483,0.3028,-0.3028
1.1549999999999998,1.15,1.16,0.6439,0.3065,-0.3065
1.165,1.16,1.17,0.6394,0.3099,-0.3099
1.1749999999999998,1.17,1.18,0.6347,0.3128,-0.3128
1.185,1.18,1.19,0.6298,0.3153,-0.3153
1.1949999999999998,1.19,1.2,0.6248,0.3175,-0.3175
1.205,1.2,1.21,0.6197,0.3191,-0.3191
1.2149999999999999,1.21,1.22,0.6146,0.3203,-0.3203
1.225,1.22,1.23,0.6095,0.321,-0.321
1.2349999999999999,1.23,1.24,0.6046,0.3213,-0.3213
1.245,1.24,1.25,0.5998,0.3211,-0.3211
1.255,1.25,1.26,0.5952,0.3204,-0.3204
1.2650000000000001,1.26,1.27,0.591,0.3192,-0.3192
1.275,1.27,1.28,0.5873,0.3177,-0.3177
1.2850000000000001,1.28,1.29,0.5841,0.3158,-0.3158
1.295,1.29,1.3,0.5816,0.3137,-0.3137
1.3050000000000002,1.3,1.31,0.5799,0.3115,-0.3115
1.315,1.31,1.32,0.5791,0.3092,-0.3092
1.3250000000000002,1.32,1.33,0.5794,0.3073,-0.3073
1.335,1.33,1.34,0.581,0.3058,-0.3058
1.3450000000000002,1.34,1.35,0.5841,0.3051,-0.3051
1.355,1.35,1.36,0.5887,0.3057,-0.3057
1.3650000000000002,1.36,1.37,0.5952,0.3079,-0.3079
1.375,1.37,1.38,0.6037,0.3122,-0.3122
1.3849999999999998,1.38,1.39,0.6145,0.3192,-0.3192
1.395,1.39,1.4,0.6278,0.3295,-0.3295

#: -T [GeV^2],,,0.5-0.6
#: E(P=1) [GeV],,,3.6-3.8
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=p0wave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.113,0.0491,-0.0491
0.415,0.41,0.42,0.1241,0.0532,-0.0532
0.425,0.42,0.43,0.1356,0.0575,-0.0575
0.435,0.43,0.44,0.1475,0.0619,-0.0619
0.445,0.44,0.45,0.1599,0.0667,-0.0667
0.455,0.45,0.46,0.1729,0.0716,-0.0716
0.46499999999999997,0.46,0.47,0.1864,0.0769,-0.0769
0.475,0.47,0.48,0.2005,0.0824,-0.0824
0.485,0.48,0.49,0.2154,0.0883,-0.0883
0.495,0.49,0.5,0.2311,0.0944,-0.0944
0.505,0.5,0.51,0.2476,0.101,-0.101
0.515,0.51,0.52,0.2652,0.1079,-0.1079
0.525,0.52,0.53,0.2838,0.1152,-0.1152
0.535,0.53,0.54,0.3038,0.1229,-0.1229
0.545,0.54,0.55,0.3252,0.1312,-0.1312
0.555,0.55,0.56,0.3483,0.1399,-0.1399
0.565,0.56,0.57,0.3733,0.1493,-0.1493
0.575,0.57,0.58,0.4005,0.1593,-0.1593
0.585,0.58,0.59,0.4302,0.17,-0.17
0.595,0.59,0.6,0.4628,0.1816,-0.1816
0.605,0.6,0.61,0.4989,0.1941,-0.1941
0.615,0.61,0.62,0.5388,0.2076,-0.2076
0.625,0.62,0.63,0.5834,0.2224,-0.2224
0.635,0.63,0.64,0.6333,0.2386,-0.2386
0.645,0.64,0.65,0.6892,0.2563,-0.2563
0.655,0.65,0.66,0.7522,0.2758,-0.2758
0.665,0.66,0.67,0.8231,0.2973,-0.2973
0.675,0.67,0.68,0.9025,0.3208,-0.3208
0.685,0.68,0.69,0.9907,0.3462,-0.3462
0.695,0.69,0.7,1.087,0.3732,-0.3732
0.705,0.7,0.71,1.1892,0.4009,-0.4009
0.715,0.71,0.72,1.2928,0.4274,-0.4274
0.725,0.72,0.73,1.3902,0.4503,-0.4503
0.735,0.73,0.74,1.4711,0.4659,-0.4659
0.745,0.74,0.75,1.5237,0.4707,-0.4707
0.755,0.75,0.76,1.5383,0.4619,-0.4619
0.765,0.76,0.77,1.5114,0.4394,-0.4394
0.775,0.77,0.78,1.4474,0.4056,-0.4056
0.785,0.78,0.79,1.3571,0.3652,-0.3652
0.795,0.79,0.8,1.2537,0.3235,-0.3235
0.805,0.8,0.81,1.1489,0.2851,-0.2851
0.815,0.81,0.82,1.0507,0.2532,-0.2532
0.825,0.82,0.83,0.9636,0.2294,-0.2294
0.835,0.83,0.84,0.8889,0.2139,-0.2139
0.845,0.84,0.85,0.8265,0.2059,-0.2059
0.855,0.85,0.86,0.7752,0.204,-0.204
0.865,0.86,0.87,0.7337,0.2065,-0.2065
0.875,0.87,0.88,0.7003,0.212,-0.212
0.885,0.88,0.89,0.6736,0.2193,-0.2193
0.895,0.89,0.9,0.6525,0.2278,-0.2278
0.905,0.9,0.91,0.636,0.2369,-0.2369
0.915,0.91,0.92,0.6231,0.2462,-0.2462
0.925,0.92,0.93,0.6131,0.2556,-0.2556
0.935,0.93,0.94,0.6055,0.2648,-0.2648
0.945,0.94,0.95,0.5997,0.2739,-0.2739
0.955,0.95,0.96,0.5953,0.2826,-0.2826
0.965,0.96,0.97,0.592,0.2911,-0.2911
0.975,0.97,0.98,0.5894,0.2992,-0.2992
0.985,0.98,0.99,0.5874,0.3069,-0.3069
0.995,0.99,1.0,0.5857,0.3143,-0.3143
1.005,1.0,1.01,0.5841,0.3212,-0.3212
1.0150000000000001,1.01,1.02,0.5825,0.3278,-0.3278
1.025,1.02,1.03,0.5807,0.3338,-0.3338
1.0350000000000001,1.03,1.04,0.5786,0.3395,-0.3395
1.045,1.04,1.05,0.5761,0.3446,-0.3446
1.0550000000000002,1.05,1.06,0.5731,0.3493,-0.3493
1.065,1.06,1.07,0.5695,0.3534,-0.3534
1.0750000000000002,1.07,1.08,0.5653,0.357,-0.357
1.085,1.08,1.09,0.5602,0.36,-0.36
1.0950000000000002,1.09,1.1,0.5544,0.3624,-0.3624
1.105,1.1,1.11,0.5478,0.3642,-0.3642
1.1150000000000002,1.11,1.12,0.5403,0.3653,-0.3653
1.125,1.12,1.13,0.5318,0.3658,-0.3658
1.1349999999999998,1.13,1.14,0.5224,0.3656,-0.3656
1.145,1.14,1.15,0.5121,0.3647,-0.3647
1.1549999999999998,1.15,1.16,0.5008,0.363,-0.363
1.165,1.16,1.17,0.4885,0.3606,-0.3606
1.1749999999999998,1.17,1.18,0.4753,0.3574,-0.3574
1.185,1.18,1.19,0.4612,0.3535,-0.3535
1.1949999999999998,1.19,1.2,0.4461,0.3487,-0.3487
1.205,1.2,1.21,0.4302,0.343,-0.343
1.2149999999999999,1.21,1.22,0.4135,0.3366,-0.3366
1.225,1.22,1.23,0.3961,0.3293,-0.3293
1.2349999999999999,1.23,1.24,0.378,0.3212,-0.3212
1.245,1.24,1.25,0.3593,0.3123,-0.3123
1.255,1.25,1.26,0.3402,0.3025,-0.3025
1.2650000000000001,1.26,1.27,0.3209,0.2919,-0.2919
1.275,1.27,1.28,0.3013,0.2806,-0.2806
1.2850000000000001,1.28,1.29,0.2817,0.2686,-0.2686
1.295,1.29,1.3,0.2623,0.256,-0.256
1.3050000000000002,1.3,1.31,0.2433,0.2428,-0.2428
1.315,1.31,1.32,0.225,0.2291,-0.2291
1.3250000000000002,1.32,1.33,0.2074,0.2153,-0.2153
1.335,1.33,1.34,0.191,0.2014,-0.2014
1.3450000000000002,1.34,1.35,0.176,0.1878,-0.1878
1.355,1.35,1.36,0.1628,0.1748,-0.1748
1.3650000000000002,1.36,1.37,0.1517,0.163,-0.163
1.375,1.37,1.38,0.143,0.153,-0.153
1.3849999999999998,1.38,1.39,0.1373,0.1457,-0.1457
1.395,1.39,1.4,0.1349,0.142,-0.142

