#: table_doi: 10.17182/hepdata.74824.v1/t112
#: name: Table 112
#: description: P0 wave cross section for -T.

#: data_file: Table112.yaml
#: keyword reactions: GAMMA P --> PI+ PI- P
#: keyword observables: DSIG/DT/DM
#: keyword plabs: 3.0,3.8
#: keyword phrases: Exclusive | Single Differential Cross Section | Photoproduction
#: -T [GeV^2],,,0.7-0.8
#: E(P=1) [GeV],,,3.0-3.2
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=p0wave) [MUB/GEV**3]",error +,error -
0.745,0.74,0.75,1.4753,0.4699,-0.4699
0.755,0.75,0.76,1.5317,0.4764,-0.4764
0.765,0.76,0.77,1.537,0.4683,-0.4683
0.775,0.77,0.78,1.4911,0.4465,-0.4465
0.785,0.78,0.79,1.4032,0.4146,-0.4146
0.795,0.79,0.8,1.288,0.3769,-0.3769
0.805,0.8,0.81,1.1602,0.3378,-0.3378
0.815,0.81,0.82,1.0316,0.3002,-0.3002
0.825,0.82,0.83,0.9098,0.2659,-0.2659
0.835,0.83,0.84,0.7988,0.2357,-0.2357
0.845,0.84,0.85,0.7001,0.2097,-0.2097
0.855,0.85,0.86,0.6137,0.1876,-0.1876
0.865,0.86,0.87,0.5386,0.169,-0.169
0.875,0.87,0.88,0.4737,0.1535,-0.1535
0.885,0.88,0.89,0.4177,0.1405,-0.1405
0.895,0.89,0.9,0.3695,0.1298,-0.1298
0.905,0.9,0.91,0.3279,0.121,-0.121
0.915,0.91,0.92,0.2921,0.1136,-0.1136
0.925,0.92,0.93,0.2612,0.1076,-0.1076
0.935,0.93,0.94,0.2346,0.1026,-0.1026
0.945,0.94,0.95,0.2117,0.0985,-0.0985
0.955,0.95,0.96,0.192,0.0952,-0.0952
0.965,0.96,0.97,0.1751,0.0924,-0.0924
0.975,0.97,0.98,0.1607,0.0902,-0.0902
0.985,0.98,0.99,0.1485,0.0885,-0.0885
0.995,0.99,1.0,0.1381,0.0871,-0.0871
1.005,1.0,1.01,0.1295,0.086,-0.086
1.0150000000000001,1.01,1.02,0.1224,0.0853,-0.0853
1.025,1.02,1.03,0.1166,0.0848,-0.0848
1.0350000000000001,1.03,1.04,0.112,0.0845,-0.0845
1.045,1.04,1.05,0.1084,0.0845,-0.0845
1.0550000000000002,1.05,1.06,0.1058,0.0848,-0.0848
1.065,1.06,1.07,0.104,0.0852,-0.0852
1.0750000000000002,1.07,1.08,0.103,0.0859,-0.0859
1.085,1.08,1.09,0.1025,0.0868,-0.0868
1.0950000000000002,1.09,1.1,0.1026,0.0879,-0.0879
1.105,1.1,1.11,0.1032,0.0893,-0.0893
1.1150000000000002,1.11,1.12,0.1041,0.0908,-0.0908
1.125,1.12,1.13,0.1054,0.0925,-0.0925
1.1349999999999998,1.13,1.14,0.1069,0.0944,-0.0944
1.145,1.14,1.15,0.1086,0.0965,-0.0965
1.1549999999999998,1.15,1.16,0.1104,0.0987,-0.0987
1.165,1.16,1.17,0.1122,0.1012,-0.1012
1.1749999999999998,1.17,1.18,0.1141,0.1037,-0.1037
1.185,1.18,1.19,0.1159,0.1064,-0.1064
1.1949999999999998,1.19,1.2,0.1176,0.1093,-0.1093
1.205,1.2,1.21,0.1192,0.1123,-0.1123
1.2149999999999999,1.21,1.22,0.1206,0.1153,-0.1153
1.225,1.22,1.23,0.1219,0.1185,-0.1185
1.2349999999999999,1.23,1.24,0.123,0.1217,-0.1217
1.245,1.24,1.25,0.1238,0.1249,-0.1249
1.255,1.25,1.26,0.1244,0.1282,-0.1282
1.2650000000000001,1.26,1.27,0.1247,0.1315,-0.1315
1.275,1.27,1.28,0.1249,0.1348,-0.1348
1.2850000000000001,1.28,1.29,0.1248,0.1382,-0.1382
1.295,1.29,1.3,0.1245,0.1415,-0.1415
1.3050000000000002,1.3,1.31,0.1241,0.1448,-0.1448
1.315,1.31,1.32,0.1236,0.1482,-0.1482
1.3250000000000002,1.32,1.33,0.1231,0.1516,-0.1516
1.335,1.33,1.34,0.1226,0.1551,-0.1551
1.3450000000000002,1.34,1.35,0.1223,0.1588,-0.1588
1.355,1.35,1.36,0.1222,0.1628,-0.1628
1.3650000000000002,1.36,1.37,0.1224,0.1673,-0.1673
1.375,1.37,1.38,0.1232,0.1723,-0.1723
1.3849999999999998,1.38,1.39,0.1247,0.1781,-0.1781
1.395,1.39,1.4,0.127,0.1849,-0.1849

