#: table_doi: 10.17182/hepdata.74824.v1/t185
#: name: Table 185
#: description: Spin density matrix elements for the P-wave for -T.

#: data_file: Table185.yaml
#: keyword reactions: GAMMA P --> PI+ PI- P
#: keyword observables: RHO
#: keyword plabs: 3.0,3.8
#: keyword phrases: Exclusive | Photoproduction
#: -T [GeV^2],,,0.8-0.9
#: E(P=1) [GeV],,,3.0-3.2
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"RHO(P=3_4,C=JJ=0,MM=1-1)",error +,error -
0.995,0.99,1.0,-0.0389,0.0139,-0.0139
1.005,1.0,1.01,-0.0504,0.0137,-0.0137
1.0150000000000001,1.01,1.02,-0.0615,0.0138,-0.0138
1.025,1.02,1.03,-0.0721,0.0142,-0.0142
1.0350000000000001,1.03,1.04,-0.0821,0.0147,-0.0147
1.045,1.04,1.05,-0.0914,0.0156,-0.0156
1.0550000000000002,1.05,1.06,-0.1001,0.0166,-0.0166
1.065,1.06,1.07,-0.1081,0.0179,-0.0179
1.0750000000000002,1.07,1.08,-0.1155,0.0192,-0.0192
1.085,1.08,1.09,-0.1222,0.0206,-0.0206
1.0950000000000002,1.09,1.1,-0.1284,0.0221,-0.0221
1.105,1.1,1.11,-0.134,0.0235,-0.0235
1.1150000000000002,1.11,1.12,-0.139,0.0248,-0.0248
1.125,1.12,1.13,-0.1434,0.026,-0.026
1.1349999999999998,1.13,1.14,-0.1473,0.0271,-0.0271
1.145,1.14,1.15,-0.1507,0.028,-0.028
1.1549999999999998,1.15,1.16,-0.1536,0.0287,-0.0287
1.165,1.16,1.17,-0.156,0.0292,-0.0292
1.1749999999999998,1.17,1.18,-0.1579,0.0294,-0.0294
1.185,1.18,1.19,-0.1593,0.0294,-0.0294
1.1949999999999998,1.19,1.2,-0.1604,0.0291,-0.0291
1.205,1.2,1.21,-0.1612,0.0286,-0.0286
1.2149999999999999,1.21,1.22,-0.1618,0.0279,-0.0279
1.225,1.22,1.23,-0.1623,0.0271,-0.0271
1.2349999999999999,1.23,1.24,-0.1632,0.0262,-0.0262
1.245,1.24,1.25,-0.1644,0.0253,-0.0253
1.255,1.25,1.26,-0.1664,0.0245,-0.0245
1.2650000000000001,1.26,1.27,-0.1693,0.0239,-0.0239
1.275,1.27,1.28,-0.1733,0.0234,-0.0234
1.2850000000000001,1.28,1.29,-0.1784,0.0233,-0.0233
1.295,1.29,1.3,-0.1846,0.0234,-0.0234
1.3050000000000002,1.3,1.31,-0.1917,0.0238,-0.0238
1.315,1.31,1.32,-0.1994,0.0245,-0.0245
1.3250000000000002,1.32,1.33,-0.2074,0.0254,-0.0254
1.335,1.33,1.34,-0.2153,0.0265,-0.0265
1.3450000000000002,1.34,1.35,-0.2225,0.0278,-0.0278
1.355,1.35,1.36,-0.2288,0.0295,-0.0295
1.3650000000000002,1.36,1.37,-0.2336,0.0315,-0.0315
1.375,1.37,1.38,-0.2366,0.034,-0.034
1.3849999999999998,1.38,1.39,-0.2375,0.0372,-0.0372
1.395,1.39,1.4,-0.2362,0.0412,-0.0412

#: -T [GeV^2],,,0.8-0.9
#: E(P=1) [GeV],,,3.2-3.4
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"RHO(P=3_4,C=JJ=0,MM=1-1)",error +,error -
0.405,0.4,0.41,0.0001,0.0176,-0.0176
0.415,0.41,0.42,0.002,0.0174,-0.0174
0.425,0.42,0.43,0.0039,0.0172,-0.0172
0.435,0.43,0.44,0.0058,0.0169,-0.0169
0.445,0.44,0.45,0.0076,0.0166,-0.0166
0.455,0.45,0.46,0.0096,0.0162,-0.0162
0.46499999999999997,0.46,0.47,0.0116,0.0159,-0.0159
0.475,0.47,0.48,0.0138,0.0155,-0.0155
0.485,0.48,0.49,0.0162,0.0152,-0.0152
0.495,0.49,0.5,0.0188,0.015,-0.015
0.505,0.5,0.51,0.0216,0.0148,-0.0148
0.515,0.51,0.52,0.0247,0.0147,-0.0147
0.525,0.52,0.53,0.0281,0.0147,-0.0147
0.535,0.53,0.54,0.0319,0.0148,-0.0148
0.545,0.54,0.55,0.036,0.0149,-0.0149
0.555,0.55,0.56,0.0405,0.0151,-0.0151
0.565,0.56,0.57,0.0454,0.0154,-0.0154
0.575,0.57,0.58,0.0506,0.0156,-0.0156
0.585,0.58,0.59,0.0561,0.0159,-0.0159
0.595,0.59,0.6,0.0618,0.0162,-0.0162
0.605,0.6,0.61,0.0678,0.0165,-0.0165
0.615,0.61,0.62,0.0739,0.0167,-0.0167
0.625,0.62,0.63,0.08,0.0169,-0.0169
0.635,0.63,0.64,0.0862,0.017,-0.017
0.645,0.64,0.65,0.0922,0.017,-0.017
0.655,0.65,0.66,0.0981,0.0169,-0.0169
0.665,0.66,0.67,0.1038,0.0167,-0.0167
0.675,0.67,0.68,0.1093,0.0165,-0.0165
0.685,0.68,0.69,0.1146,0.0163,-0.0163
0.695,0.69,0.7,0.1197,0.016,-0.016
0.705,0.7,0.71,0.1245,0.0158,-0.0158
0.715,0.71,0.72,0.1292,0.0157,-0.0157
0.725,0.72,0.73,0.1336,0.0157,-0.0157
0.735,0.73,0.74,0.1378,0.016,-0.016
0.745,0.74,0.75,0.1417,0.0165,-0.0165
0.755,0.75,0.76,0.1454,0.0172,-0.0172
0.765,0.76,0.77,0.1487,0.0182,-0.0182
0.775,0.77,0.78,0.1516,0.0192,-0.0192
0.785,0.78,0.79,0.1539,0.0205,-0.0205
0.795,0.79,0.8,0.1554,0.0218,-0.0218
0.805,0.8,0.81,0.1561,0.0233,-0.0233
0.815,0.81,0.82,0.1556,0.0249,-0.0249
0.825,0.82,0.83,0.154,0.0265,-0.0265
0.835,0.83,0.84,0.151,0.0282,-0.0282
0.845,0.84,0.85,0.1465,0.0298,-0.0298
0.855,0.85,0.86,0.1406,0.0314,-0.0314
0.865,0.86,0.87,0.1332,0.0327,-0.0327
0.875,0.87,0.88,0.1246,0.0338,-0.0338
0.885,0.88,0.89,0.1148,0.0345,-0.0345
0.895,0.89,0.9,0.1042,0.035,-0.035
0.905,0.9,0.91,0.093,0.0351,-0.0351
0.915,0.91,0.92,0.0814,0.0348,-0.0348
0.925,0.92,0.93,0.0697,0.0343,-0.0343
0.935,0.93,0.94,0.0582,0.0335,-0.0335
0.945,0.94,0.95,0.0469,0.0325,-0.0325
0.955,0.95,0.96,0.0359,0.0313,-0.0313
0.965,0.96,0.97,0.0255,0.0302,-0.0302
0.975,0.97,0.98,0.0153,0.0293,-0.0293
0.985,0.98,0.99,0.0049,0.0298,-0.0298
0.995,0.99,1.0,-0.0066,0.0293,-0.0293
1.005,1.0,1.01,-0.0176,0.0286,-0.0286
1.0150000000000001,1.01,1.02,-0.0288,0.0281,-0.0281
1.025,1.02,1.03,-0.04,0.0276,-0.0276
1.0350000000000001,1.03,1.04,-0.0509,0.0273,-0.0273
1.045,1.04,1.05,-0.0616,0.027,-0.027
1.0550000000000002,1.05,1.06,-0.0718,0.0269,-0.0269
1.065,1.06,1.07,-0.0815,0.0269,-0.0269
1.0750000000000002,1.07,1.08,-0.0909,0.0271,-0.0271
1.085,1.08,1.09,-0.0998,0.0274,-0.0274
1.0950000000000002,1.09,1.1,-0.1083,0.0278,-0.0278
1.105,1.1,1.11,-0.1163,0.0282,-0.0282
1.1150000000000002,1.11,1.12,-0.1239,0.0288,-0.0288
1.125,1.12,1.13,-0.1311,0.0294,-0.0294
1.1349999999999998,1.13,1.14,-0.1378,0.03,-0.03
1.145,1.14,1.15,-0.1441,0.0306,-0.0306
1.1549999999999998,1.15,1.16,-0.1498,0.0312,-0.0312
1.165,1.16,1.17,-0.1548,0.0316,-0.0316
1.1749999999999998,1.17,1.18,-0.1592,0.0318,-0.0318
1.185,1.18,1.19,-0.1627,0.0318,-0.0318
1.1949999999999998,1.19,1.2,-0.1654,0.0315,-0.0315
1.205,1.2,1.21,-0.1671,0.0309,-0.0309
1.2149999999999999,1.21,1.22,-0.1679,0.03,-0.03
1.225,1.22,1.23,-0.1679,0.029,-0.029
1.2349999999999999,1.23,1.24,-0.1672,0.0278,-0.0278
1.245,1.24,1.25,-0.1664,0.0267,-0.0267
1.255,1.25,1.26,-0.1657,0.0257,-0.0257
1.2650000000000001,1.26,1.27,-0.1656,0.0249,-0.0249
1.275,1.27,1.28,-0.1667,0.0244,-0.0244
1.2850000000000001,1.28,1.29,-0.1693,0.0243,-0.0243
1.295,1.29,1.3,-0.1735,0.0247,-0.0247
1.3050000000000002,1.3,1.31,-0.1795,0.0254,-0.0254
1.315,1.31,1.32,-0.1872,0.0266,-0.0266
1.3250000000000002,1.32,1.33,-0.1961,0.028,-0.028
1.335,1.33,1.34,-0.2057,0.0298,-0.0298
1.3450000000000002,1.34,1.35,-0.2154,0.0316,-0.0316
1.355,1.35,1.36,-0.2243,0.0333,-0.0333
1.3650000000000002,1.36,1.37,-0.2312,0.0346,-0.0346
1.375,1.37,1.38,-0.2351,0.0353,-0.0353
1.3849999999999998,1.38,1.39,-0.2351,0.0355,-0.0355
1.395,1.39,1.4,-0.2303,0.036,-0.036

#: -T [GeV^2],,,0.8-0.9
#: E(P=1) [GeV],,,3.4-3.6
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"RHO(P=3_4,C=JJ=0,MM=1-1)",error +,error -
0.405,0.4,0.41,-0.0073,0.0199,-0.0199
0.415,0.41,0.42,-0.005,0.018,-0.018
0.425,0.42,0.43,-0.0024,0.0169,-0.0169
0.435,0.43,0.44,0.0004,0.0163,-0.0163
0.445,0.44,0.45,0.0033,0.0162,-0.0162
0.455,0.45,0.46,0.0064,0.0162,-0.0162
0.46499999999999997,0.46,0.47,0.0098,0.0165,-0.0165
0.475,0.47,0.48,0.0133,0.0169,-0.0169
0.485,0.48,0.49,0.0171,0.0174,-0.0174
0.495,0.49,0.5,0.0211,0.018,-0.018
0.505,0.5,0.51,0.0254,0.0186,-0.0186
0.515,0.51,0.52,0.03,0.0193,-0.0193
0.525,0.52,0.53,0.0349,0.0201,-0.0201
0.535,0.53,0.54,0.0402,0.0208,-0.0208
0.545,0.54,0.55,0.0458,0.0216,-0.0216
0.555,0.55,0.56,0.0517,0.0223,-0.0223
0.565,0.56,0.57,0.0579,0.023,-0.023
0.575,0.57,0.58,0.0643,0.0236,-0.0236
0.585,0.58,0.59,0.0709,0.024,-0.024
0.595,0.59,0.6,0.0777,0.0243,-0.0243
0.605,0.6,0.61,0.0844,0.0245,-0.0245
0.615,0.61,0.62,0.091,0.0245,-0.0245
0.625,0.62,0.63,0.0974,0.0243,-0.0243
0.635,0.63,0.64,0.1035,0.0239,-0.0239
0.645,0.64,0.65,0.1093,0.0234,-0.0234
0.655,0.65,0.66,0.1147,0.0227,-0.0227
0.665,0.66,0.67,0.1196,0.022,-0.022
0.675,0.67,0.68,0.124,0.0212,-0.0212
0.685,0.68,0.69,0.128,0.0204,-0.0204
0.695,0.69,0.7,0.1315,0.0197,-0.0197
0.705,0.7,0.71,0.1345,0.0191,-0.0191
0.715,0.71,0.72,0.1371,0.0186,-0.0186
0.725,0.72,0.73,0.1392,0.0182,-0.0182
0.735,0.73,0.74,0.141,0.0179,-0.0179
0.745,0.74,0.75,0.1424,0.0177,-0.0177
0.755,0.75,0.76,0.1435,0.0176,-0.0176
0.765,0.76,0.77,0.1441,0.0178,-0.0178
0.775,0.77,0.78,0.1444,0.0183,-0.0183
0.785,0.78,0.79,0.1442,0.0192,-0.0192
0.795,0.79,0.8,0.1436,0.0205,-0.0205
0.805,0.8,0.81,0.1425,0.0223,-0.0223
0.815,0.81,0.82,0.1408,0.0245,-0.0245
0.825,0.82,0.83,0.1385,0.0271,-0.0271
0.835,0.83,0.84,0.1356,0.03,-0.03
0.845,0.84,0.85,0.1319,0.0331,-0.0331
0.855,0.85,0.86,0.1275,0.0363,-0.0363
0.865,0.86,0.87,0.1223,0.0394,-0.0394
0.875,0.87,0.88,0.1164,0.0423,-0.0423
0.885,0.88,0.89,0.1098,0.0449,-0.0449
0.895,0.89,0.9,0.1024,0.047,-0.047
0.905,0.9,0.91,0.0945,0.0486,-0.0486
0.915,0.91,0.92,0.086,0.0496,-0.0496
0.925,0.92,0.93,0.0772,0.0501,-0.0501
0.935,0.93,0.94,0.068,0.0499,-0.0499
0.945,0.94,0.95,0.0587,0.0493,-0.0493
0.955,0.95,0.96,0.0494,0.0484,-0.0484
0.965,0.96,0.97,0.0402,0.0472,-0.0472
0.975,0.97,0.98,0.0313,0.0462,-0.0462
0.985,0.98,0.99,0.0233,0.0464,-0.0464
0.995,0.99,1.0,0.0141,0.0454,-0.0454
1.005,1.0,1.01,0.0051,0.0444,-0.0444
1.0150000000000001,1.01,1.02,-0.004,0.0427,-0.0427
1.025,1.02,1.03,-0.0131,0.0406,-0.0406
1.0350000000000001,1.03,1.04,-0.0221,0.0383,-0.0383
1.045,1.04,1.05,-0.0308,0.036,-0.036
1.0550000000000002,1.05,1.06,-0.0392,0.0337,-0.0337
1.065,1.06,1.07,-0.0474,0.0316,-0.0316
1.0750000000000002,1.07,1.08,-0.0552,0.0298,-0.0298
1.085,1.08,1.09,-0.0628,0.0283,-0.0283
1.0950000000000002,1.09,1.1,-0.0702,0.0271,-0.0271
1.105,1.1,1.11,-0.0774,0.0263,-0.0263
1.1150000000000002,1.11,1.12,-0.0844,0.0258,-0.0258
1.125,1.12,1.13,-0.0912,0.0257,-0.0257
1.1349999999999998,1.13,1.14,-0.0979,0.0259,-0.0259
1.145,1.14,1.15,-0.1046,0.0263,-0.0263
1.1549999999999998,1.15,1.16,-0.1111,0.0269,-0.0269
1.165,1.16,1.17,-0.1175,0.0276,-0.0276
1.1749999999999998,1.17,1.18,-0.1238,0.0283,-0.0283
1.185,1.18,1.19,-0.1299,0.029,-0.029
1.1949999999999998,1.19,1.2,-0.1357,0.0296,-0.0296
1.205,1.2,1.21,-0.1412,0.03,-0.03
1.2149999999999999,1.21,1.22,-0.1463,0.0301,-0.0301
1.225,1.22,1.23,-0.1509,0.03,-0.03
1.2349999999999999,1.23,1.24,-0.1551,0.0297,-0.0297
1.245,1.24,1.25,-0.1589,0.0291,-0.0291
1.255,1.25,1.26,-0.1625,0.0285,-0.0285
1.2650000000000001,1.26,1.27,-0.1662,0.0279,-0.0279
1.275,1.27,1.28,-0.1704,0.0275,-0.0275
1.2850000000000001,1.28,1.29,-0.1753,0.0274,-0.0274
1.295,1.29,1.3,-0.1813,0.0279,-0.0279
1.3050000000000002,1.3,1.31,-0.1885,0.0289,-0.0289
1.315,1.31,1.32,-0.197,0.0306,-0.0306
1.3250000000000002,1.32,1.33,-0.2067,0.033,-0.033
1.335,1.33,1.34,-0.2175,0.0359,-0.0359
1.3450000000000002,1.34,1.35,-0.2289,0.0393,-0.0393
1.355,1.35,1.36,-0.2405,0.0427,-0.0427
1.3650000000000002,1.36,1.37,-0.2517,0.046,-0.046
1.375,1.37,1.38,-0.2617,0.0488,-0.0488
1.3849999999999998,1.38,1.39,-0.2697,0.0509,-0.0509
1.395,1.39,1.4,-0.275,0.0522,-0.0522

#: -T [GeV^2],,,0.8-0.9
#: E(P=1) [GeV],,,3.6-3.8
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"RHO(P=3_4,C=JJ=0,MM=1-1)",error +,error -
0.405,0.4,0.41,-0.0383,0.0212,-0.0212
0.415,0.41,0.42,-0.0299,0.0193,-0.0193
0.425,0.42,0.43,-0.0218,0.0178,-0.0178
0.435,0.43,0.44,-0.0141,0.0169,-0.0169
0.445,0.44,0.45,-0.0068,0.0165,-0.0165
0.455,0.45,0.46,0.0001,0.0165,-0.0165
0.46499999999999997,0.46,0.47,0.0066,0.017,-0.017
0.475,0.47,0.48,0.0127,0.0177,-0.0177
0.485,0.48,0.49,0.0186,0.0186,-0.0186
0.495,0.49,0.5,0.0242,0.0196,-0.0196
0.505,0.5,0.51,0.0297,0.0205,-0.0205
0.515,0.51,0.52,0.035,0.0214,-0.0214
0.525,0.52,0.53,0.0402,0.0222,-0.0222
0.535,0.53,0.54,0.0453,0.0228,-0.0228
0.545,0.54,0.55,0.0503,0.0232,-0.0232
0.555,0.55,0.56,0.0552,0.0233,-0.0233
0.565,0.56,0.57,0.06,0.0233,-0.0233
0.575,0.57,0.58,0.0648,0.0231,-0.0231
0.585,0.58,0.59,0.0695,0.0227,-0.0227
0.595,0.59,0.6,0.0741,0.0221,-0.0221
0.605,0.6,0.61,0.0786,0.0214,-0.0214
0.615,0.61,0.62,0.083,0.0206,-0.0206
0.625,0.62,0.63,0.0874,0.0198,-0.0198
0.635,0.63,0.64,0.0916,0.019,-0.019
0.645,0.64,0.65,0.0957,0.0182,-0.0182
0.655,0.65,0.66,0.0997,0.0176,-0.0176
0.665,0.66,0.67,0.1036,0.017,-0.017
0.675,0.67,0.68,0.1074,0.0167,-0.0167
0.685,0.68,0.69,0.111,0.0165,-0.0165
0.695,0.69,0.7,0.1145,0.0164,-0.0164
0.705,0.7,0.71,0.1178,0.0165,-0.0165
0.715,0.71,0.72,0.1208,0.0166,-0.0166
0.725,0.72,0.73,0.1236,0.0169,-0.0169
0.735,0.73,0.74,0.126,0.0172,-0.0172
0.745,0.74,0.75,0.1281,0.0176,-0.0176
0.755,0.75,0.76,0.1297,0.0181,-0.0181
0.765,0.76,0.77,0.1307,0.0187,-0.0187
0.775,0.77,0.78,0.1312,0.0194,-0.0194
0.785,0.78,0.79,0.1309,0.0204,-0.0204
0.795,0.79,0.8,0.13,0.0216,-0.0216
0.805,0.8,0.81,0.1282,0.023,-0.023
0.815,0.81,0.82,0.1256,0.0246,-0.0246
0.825,0.82,0.83,0.1221,0.0263,-0.0263
0.835,0.83,0.84,0.1179,0.0281,-0.0281
0.845,0.84,0.85,0.1128,0.03,-0.03
0.855,0.85,0.86,0.107,0.0318,-0.0318
0.865,0.86,0.87,0.1006,0.0335,-0.0335
0.875,0.87,0.88,0.0936,0.0351,-0.0351
0.885,0.88,0.89,0.0862,0.0364,-0.0364
0.895,0.89,0.9,0.0785,0.0376,-0.0376
0.905,0.9,0.91,0.0705,0.0385,-0.0385
0.915,0.91,0.92,0.0624,0.0393,-0.0393
0.925,0.92,0.93,0.0543,0.0398,-0.0398
0.935,0.93,0.94,0.0463,0.0403,-0.0403
0.945,0.94,0.95,0.0383,0.0406,-0.0406
0.955,0.95,0.96,0.0305,0.041,-0.041
0.965,0.96,0.97,0.0228,0.0414,-0.0414
0.975,0.97,0.98,0.0149,0.0418,-0.0418
0.985,0.98,0.99,0.0056,0.0403,-0.0403
0.995,0.99,1.0,-0.0023,0.0385,-0.0385
1.005,1.0,1.01,-0.0103,0.0393,-0.0393
1.0150000000000001,1.01,1.02,-0.0185,0.0383,-0.0383
1.025,1.02,1.03,-0.0265,0.0369,-0.0369
1.0350000000000001,1.03,1.04,-0.034,0.0352,-0.0352
1.045,1.04,1.05,-0.0411,0.0335,-0.0335
1.0550000000000002,1.05,1.06,-0.0476,0.032,-0.032
1.065,1.06,1.07,-0.0537,0.0306,-0.0306
1.0750000000000002,1.07,1.08,-0.0592,0.0295,-0.0295
1.085,1.08,1.09,-0.0643,0.0287,-0.0287
1.0950000000000002,1.09,1.1,-0.069,0.0283,-0.0283
1.105,1.1,1.11,-0.0735,0.0282,-0.0282
1.1150000000000002,1.11,1.12,-0.0777,0.0283,-0.0283
1.125,1.12,1.13,-0.0817,0.0288,-0.0288
1.1349999999999998,1.13,1.14,-0.0857,0.0294,-0.0294
1.145,1.14,1.15,-0.0897,0.0301,-0.0301
1.1549999999999998,1.15,1.16,-0.0937,0.0309,-0.0309
1.165,1.16,1.17,-0.0979,0.0318,-0.0318
1.1749999999999998,1.17,1.18,-0.1022,0.0326,-0.0326
1.185,1.18,1.19,-0.1067,0.0333,-0.0333
1.1949999999999998,1.19,1.2,-0.1116,0.0339,-0.0339
1.205,1.2,1.21,-0.1166,0.0343,-0.0343
1.2149999999999999,1.21,1.22,-0.122,0.0344,-0.0344
1.225,1.22,1.23,-0.1277,0.0344,-0.0344
1.2349999999999999,1.23,1.24,-0.1337,0.0342,-0.0342
1.245,1.24,1.25,-0.1399,0.034,-0.034
1.255,1.25,1.26,-0.1465,0.0338,-0.0338
1.2650000000000001,1.26,1.27,-0.1534,0.0338,-0.0338
1.275,1.27,1.28,-0.1606,0.0341,-0.0341
1.2850000000000001,1.28,1.29,-0.1684,0.0347,-0.0347
1.295,1.29,1.3,-0.1767,0.0357,-0.0357
1.3050000000000002,1.3,1.31,-0.1856,0.0369,-0.0369
1.315,1.31,1.32,-0.1951,0.0384,-0.0384
1.3250000000000002,1.32,1.33,-0.2052,0.0401,-0.0401
1.335,1.33,1.34,-0.2158,0.0417,-0.0417
1.3450000000000002,1.34,1.35,-0.2265,0.0434,-0.0434
1.355,1.35,1.36,-0.2371,0.045,-0.045
1.3650000000000002,1.36,1.37,-0.2472,0.0464,-0.0464
1.375,1.37,1.38,-0.2563,0.0477,-0.0477
1.3849999999999998,1.38,1.39,-0.264,0.0491,-0.0491
1.395,1.39,1.4,-0.2699,0.0509,-0.0509

