#: table_doi: 10.17182/hepdata.74824.v1/t149
#: name: Table 149
#: description: F wave cross section for -T.

#: data_file: Table149.yaml
#: keyword reactions: GAMMA P --> PI+ PI- P
#: keyword observables: DSIG/DT/DM
#: keyword plabs: 3.0,3.8
#: keyword phrases: Exclusive | Single Differential Cross Section | Photoproduction
#: -T [GeV^2],,,0.8-0.9
#: E(P=1) [GeV],,,3.0-3.2
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=fwave) [MUB/GEV**3]",error +,error -
0.665,0.66,0.67,0.2919,0.1069,-0.1069
0.675,0.67,0.68,0.2971,0.1087,-0.1087
0.685,0.68,0.69,0.302,0.1103,-0.1103
0.695,0.69,0.7,0.3065,0.1119,-0.1119
0.705,0.7,0.71,0.3107,0.1132,-0.1132
0.715,0.71,0.72,0.3146,0.1145,-0.1145
0.725,0.72,0.73,0.3181,0.1156,-0.1156
0.735,0.73,0.74,0.3213,0.1165,-0.1165
0.745,0.74,0.75,0.3243,0.1173,-0.1173
0.755,0.75,0.76,0.3269,0.118,-0.118
0.765,0.76,0.77,0.3293,0.1185,-0.1185
0.775,0.77,0.78,0.3314,0.1189,-0.1189
0.785,0.78,0.79,0.3332,0.1192,-0.1192
0.795,0.79,0.8,0.3348,0.1194,-0.1194
0.805,0.8,0.81,0.3362,0.1194,-0.1194
0.815,0.81,0.82,0.3374,0.1193,-0.1193
0.825,0.82,0.83,0.3383,0.1191,-0.1191
0.835,0.83,0.84,0.3391,0.1187,-0.1187
0.845,0.84,0.85,0.3397,0.1183,-0.1183
0.855,0.85,0.86,0.3402,0.1177,-0.1177
0.865,0.86,0.87,0.3405,0.1171,-0.1171
0.875,0.87,0.88,0.3407,0.1163,-0.1163
0.885,0.88,0.89,0.3409,0.1155,-0.1155
0.895,0.89,0.9,0.341,0.1146,-0.1146
0.905,0.9,0.91,0.341,0.1136,-0.1136
0.915,0.91,0.92,0.341,0.1125,-0.1125
0.925,0.92,0.93,0.341,0.1114,-0.1114
0.935,0.93,0.94,0.341,0.1102,-0.1102
0.945,0.94,0.95,0.3411,0.109,-0.109
0.955,0.95,0.96,0.3413,0.1078,-0.1078
0.965,0.96,0.97,0.3416,0.1066,-0.1066
0.975,0.97,0.98,0.342,0.1054,-0.1054
0.985,0.98,0.99,0.3425,0.1042,-0.1042
0.995,0.99,1.0,0.3433,0.1031,-0.1031
1.005,1.0,1.01,0.3442,0.1021,-0.1021
1.0150000000000001,1.01,1.02,0.3455,0.1011,-0.1011
1.025,1.02,1.03,0.347,0.1003,-0.1003
1.0350000000000001,1.03,1.04,0.3488,0.0997,-0.0997
1.045,1.04,1.05,0.3509,0.0992,-0.0992
1.0550000000000002,1.05,1.06,0.3535,0.099,-0.099
1.065,1.06,1.07,0.3564,0.0991,-0.0991
1.0750000000000002,1.07,1.08,0.3598,0.0994,-0.0994
1.085,1.08,1.09,0.3637,0.1001,-0.1001
1.0950000000000002,1.09,1.1,0.3681,0.1012,-0.1012
1.105,1.1,1.11,0.3731,0.1027,-0.1027
1.1150000000000002,1.11,1.12,0.3787,0.1047,-0.1047
1.125,1.12,1.13,0.385,0.1071,-0.1071
1.1349999999999998,1.13,1.14,0.3919,0.1101,-0.1101
1.145,1.14,1.15,0.3995,0.1136,-0.1136
1.1549999999999998,1.15,1.16,0.408,0.1176,-0.1176
1.165,1.16,1.17,0.4172,0.1222,-0.1222
1.1749999999999998,1.17,1.18,0.4273,0.1273,-0.1273
1.185,1.18,1.19,0.4383,0.1331,-0.1331
1.1949999999999998,1.19,1.2,0.4502,0.1394,-0.1394
1.205,1.2,1.21,0.4632,0.1463,-0.1463
1.2149999999999999,1.21,1.22,0.4772,0.1538,-0.1538
1.225,1.22,1.23,0.4923,0.1618,-0.1618
1.2349999999999999,1.23,1.24,0.5086,0.1705,-0.1705
1.245,1.24,1.25,0.526,0.1798,-0.1798
1.255,1.25,1.26,0.5447,0.1897,-0.1897
1.2650000000000001,1.26,1.27,0.5647,0.2002,-0.2002
1.275,1.27,1.28,0.5861,0.2113,-0.2113
1.2850000000000001,1.28,1.29,0.6089,0.2231,-0.2231
1.295,1.29,1.3,0.6332,0.2355,-0.2355
1.3050000000000002,1.3,1.31,0.659,0.2486,-0.2486
1.315,1.31,1.32,0.6864,0.2623,-0.2623
1.3250000000000002,1.32,1.33,0.7155,0.2767,-0.2767
1.335,1.33,1.34,0.7462,0.2918,-0.2918
1.3450000000000002,1.34,1.35,0.7788,0.3076,-0.3076
1.355,1.35,1.36,0.8131,0.3241,-0.3241
1.3650000000000002,1.36,1.37,0.8494,0.3414,-0.3414
1.375,1.37,1.38,0.8877,0.3594,-0.3594
1.3849999999999998,1.38,1.39,0.928,0.3782,-0.3782
1.395,1.39,1.4,0.9704,0.3979,-0.3979

#: -T [GeV^2],,,0.8-0.9
#: E(P=1) [GeV],,,3.2-3.4
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=fwave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.0314,0.0092,-0.0092
0.415,0.41,0.42,0.0363,0.0106,-0.0106
0.425,0.42,0.43,0.0413,0.012,-0.012
0.435,0.43,0.44,0.0466,0.0135,-0.0135
0.445,0.44,0.45,0.0519,0.015,-0.015
0.455,0.45,0.46,0.0574,0.0165,-0.0165
0.46499999999999997,0.46,0.47,0.0629,0.018,-0.018
0.475,0.47,0.48,0.0684,0.0196,-0.0196
0.485,0.48,0.49,0.074,0.0211,-0.0211
0.495,0.49,0.5,0.0796,0.0226,-0.0226
0.505,0.5,0.51,0.0852,0.0242,-0.0242
0.515,0.51,0.52,0.0907,0.0257,-0.0257
0.525,0.52,0.53,0.0962,0.0271,-0.0271
0.535,0.53,0.54,0.1017,0.0286,-0.0286
0.545,0.54,0.55,0.107,0.03,-0.03
0.555,0.55,0.56,0.1124,0.0314,-0.0314
0.565,0.56,0.57,0.1176,0.0327,-0.0327
0.575,0.57,0.58,0.1227,0.0341,-0.0341
0.585,0.58,0.59,0.1278,0.0354,-0.0354
0.595,0.59,0.6,0.1327,0.0366,-0.0366
0.605,0.6,0.61,0.1376,0.0378,-0.0378
0.615,0.61,0.62,0.1424,0.039,-0.039
0.625,0.62,0.63,0.147,0.0401,-0.0401
0.635,0.63,0.64,0.1516,0.0412,-0.0412
0.645,0.64,0.65,0.156,0.0423,-0.0423
0.655,0.65,0.66,0.1603,0.0433,-0.0433
0.665,0.66,0.67,0.1646,0.0443,-0.0443
0.675,0.67,0.68,0.1687,0.0453,-0.0453
0.685,0.68,0.69,0.1727,0.0462,-0.0462
0.695,0.69,0.7,0.1766,0.0471,-0.0471
0.705,0.7,0.71,0.1805,0.048,-0.048
0.715,0.71,0.72,0.1842,0.0488,-0.0488
0.725,0.72,0.73,0.1879,0.0496,-0.0496
0.735,0.73,0.74,0.1915,0.0504,-0.0504
0.745,0.74,0.75,0.195,0.0512,-0.0512
0.755,0.75,0.76,0.1984,0.0519,-0.0519
0.765,0.76,0.77,0.2018,0.0526,-0.0526
0.775,0.77,0.78,0.2051,0.0533,-0.0533
0.785,0.78,0.79,0.2083,0.054,-0.054
0.795,0.79,0.8,0.2115,0.0546,-0.0546
0.805,0.8,0.81,0.2147,0.0553,-0.0553
0.815,0.81,0.82,0.2179,0.0559,-0.0559
0.825,0.82,0.83,0.221,0.0565,-0.0565
0.835,0.83,0.84,0.2241,0.0572,-0.0572
0.845,0.84,0.85,0.2272,0.0578,-0.0578
0.855,0.85,0.86,0.2303,0.0584,-0.0584
0.865,0.86,0.87,0.2334,0.059,-0.059
0.875,0.87,0.88,0.2366,0.0596,-0.0596
0.885,0.88,0.89,0.2398,0.0602,-0.0602
0.895,0.89,0.9,0.2431,0.0608,-0.0608
0.905,0.9,0.91,0.2464,0.0615,-0.0615
0.915,0.91,0.92,0.2497,0.0621,-0.0621
0.925,0.92,0.93,0.2532,0.0628,-0.0628
0.935,0.93,0.94,0.2568,0.0635,-0.0635
0.945,0.94,0.95,0.2604,0.0641,-0.0641
0.955,0.95,0.96,0.2642,0.0649,-0.0649
0.965,0.96,0.97,0.2681,0.0656,-0.0656
0.975,0.97,0.98,0.2722,0.0664,-0.0664
0.985,0.98,0.99,0.2764,0.0672,-0.0672
0.995,0.99,1.0,0.2809,0.0681,-0.0681
1.005,1.0,1.01,0.2855,0.069,-0.069
1.0150000000000001,1.01,1.02,0.2903,0.0699,-0.0699
1.025,1.02,1.03,0.2953,0.071,-0.071
1.0350000000000001,1.03,1.04,0.3006,0.072,-0.072
1.045,1.04,1.05,0.3062,0.0732,-0.0732
1.0550000000000002,1.05,1.06,0.312,0.0744,-0.0744
1.065,1.06,1.07,0.3181,0.0758,-0.0758
1.0750000000000002,1.07,1.08,0.3245,0.0772,-0.0772
1.085,1.08,1.09,0.3313,0.0787,-0.0787
1.0950000000000002,1.09,1.1,0.3384,0.0804,-0.0804
1.105,1.1,1.11,0.3459,0.0822,-0.0822
1.1150000000000002,1.11,1.12,0.3537,0.0841,-0.0841
1.125,1.12,1.13,0.362,0.0862,-0.0862
1.1349999999999998,1.13,1.14,0.3707,0.0884,-0.0884
1.145,1.14,1.15,0.3798,0.0909,-0.0909
1.1549999999999998,1.15,1.16,0.3894,0.0935,-0.0935
1.165,1.16,1.17,0.3995,0.0964,-0.0964
1.1749999999999998,1.17,1.18,0.4101,0.0994,-0.0994
1.185,1.18,1.19,0.4213,0.1027,-0.1027
1.1949999999999998,1.19,1.2,0.433,0.1063,-0.1063
1.205,1.2,1.21,0.4453,0.1101,-0.1101
1.2149999999999999,1.21,1.22,0.4582,0.1142,-0.1142
1.225,1.22,1.23,0.4718,0.1186,-0.1186
1.2349999999999999,1.23,1.24,0.4859,0.1233,-0.1233
1.245,1.24,1.25,0.5008,0.1283,-0.1283
1.255,1.25,1.26,0.5164,0.1337,-0.1337
1.2650000000000001,1.26,1.27,0.5327,0.1394,-0.1394
1.275,1.27,1.28,0.5498,0.1455,-0.1455
1.2850000000000001,1.28,1.29,0.5677,0.1519,-0.1519
1.295,1.29,1.3,0.5864,0.1588,-0.1588
1.3050000000000002,1.3,1.31,0.6059,0.1661,-0.1661
1.315,1.31,1.32,0.6263,0.1738,-0.1738
1.3250000000000002,1.32,1.33,0.6477,0.1819,-0.1819
1.335,1.33,1.34,0.6699,0.1905,-0.1905
1.3450000000000002,1.34,1.35,0.6931,0.1995,-0.1995
1.355,1.35,1.36,0.7173,0.209,-0.209
1.3650000000000002,1.36,1.37,0.7426,0.219,-0.219
1.375,1.37,1.38,0.7689,0.2295,-0.2295
1.3849999999999998,1.38,1.39,0.7963,0.2406,-0.2406
1.395,1.39,1.4,0.8248,0.2521,-0.2521

#: -T [GeV^2],,,0.8-0.9
#: E(P=1) [GeV],,,3.4-3.6
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=fwave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.0421,0.0104,-0.0104
0.415,0.41,0.42,0.0486,0.0121,-0.0121
0.425,0.42,0.43,0.0553,0.0138,-0.0138
0.435,0.43,0.44,0.0622,0.0157,-0.0157
0.445,0.44,0.45,0.0692,0.0177,-0.0177
0.455,0.45,0.46,0.0764,0.0197,-0.0197
0.46499999999999997,0.46,0.47,0.0836,0.0217,-0.0217
0.475,0.47,0.48,0.0908,0.0239,-0.0239
0.485,0.48,0.49,0.0981,0.026,-0.026
0.495,0.49,0.5,0.1053,0.0282,-0.0282
0.505,0.5,0.51,0.1125,0.0305,-0.0305
0.515,0.51,0.52,0.1196,0.0328,-0.0328
0.525,0.52,0.53,0.1266,0.0351,-0.0351
0.535,0.53,0.54,0.1335,0.0374,-0.0374
0.545,0.54,0.55,0.1403,0.0397,-0.0397
0.555,0.55,0.56,0.1469,0.0421,-0.0421
0.565,0.56,0.57,0.1534,0.0445,-0.0445
0.575,0.57,0.58,0.1597,0.0469,-0.0469
0.585,0.58,0.59,0.1659,0.0493,-0.0493
0.595,0.59,0.6,0.1719,0.0517,-0.0517
0.605,0.6,0.61,0.1777,0.0541,-0.0541
0.615,0.61,0.62,0.1834,0.0565,-0.0565
0.625,0.62,0.63,0.1888,0.059,-0.059
0.635,0.63,0.64,0.1941,0.0614,-0.0614
0.645,0.64,0.65,0.1992,0.0638,-0.0638
0.655,0.65,0.66,0.2041,0.0662,-0.0662
0.665,0.66,0.67,0.2088,0.0686,-0.0686
0.675,0.67,0.68,0.2133,0.0709,-0.0709
0.685,0.68,0.69,0.2176,0.0733,-0.0733
0.695,0.69,0.7,0.2217,0.0757,-0.0757
0.705,0.7,0.71,0.2257,0.078,-0.078
0.715,0.71,0.72,0.2295,0.0803,-0.0803
0.725,0.72,0.73,0.2331,0.0826,-0.0826
0.735,0.73,0.74,0.2366,0.0849,-0.0849
0.745,0.74,0.75,0.2399,0.0871,-0.0871
0.755,0.75,0.76,0.243,0.0893,-0.0893
0.765,0.76,0.77,0.246,0.0915,-0.0915
0.775,0.77,0.78,0.2489,0.0936,-0.0936
0.785,0.78,0.79,0.2516,0.0957,-0.0957
0.795,0.79,0.8,0.2542,0.0978,-0.0978
0.805,0.8,0.81,0.2567,0.0998,-0.0998
0.815,0.81,0.82,0.2591,0.1017,-0.1017
0.825,0.82,0.83,0.2614,0.1036,-0.1036
0.835,0.83,0.84,0.2636,0.1055,-0.1055
0.845,0.84,0.85,0.2658,0.1073,-0.1073
0.855,0.85,0.86,0.2679,0.109,-0.109
0.865,0.86,0.87,0.2699,0.1107,-0.1107
0.875,0.87,0.88,0.272,0.1123,-0.1123
0.885,0.88,0.89,0.274,0.1139,-0.1139
0.895,0.89,0.9,0.2759,0.1153,-0.1153
0.905,0.9,0.91,0.278,0.1167,-0.1167
0.915,0.91,0.92,0.28,0.118,-0.118
0.925,0.92,0.93,0.282,0.1193,-0.1193
0.935,0.93,0.94,0.2842,0.1204,-0.1204
0.945,0.94,0.95,0.2863,0.1214,-0.1214
0.955,0.95,0.96,0.2886,0.1224,-0.1224
0.965,0.96,0.97,0.291,0.1233,-0.1233
0.975,0.97,0.98,0.2935,0.124,-0.124
0.985,0.98,0.99,0.2961,0.1247,-0.1247
0.995,0.99,1.0,0.2989,0.1253,-0.1253
1.005,1.0,1.01,0.3019,0.1257,-0.1257
1.0150000000000001,1.01,1.02,0.3051,0.1261,-0.1261
1.025,1.02,1.03,0.3085,0.1264,-0.1264
1.0350000000000001,1.03,1.04,0.3121,0.1265,-0.1265
1.045,1.04,1.05,0.316,0.1266,-0.1266
1.0550000000000002,1.05,1.06,0.3202,0.1266,-0.1266
1.065,1.06,1.07,0.3247,0.1265,-0.1265
1.0750000000000002,1.07,1.08,0.3295,0.1263,-0.1263
1.085,1.08,1.09,0.3346,0.126,-0.126
1.0950000000000002,1.09,1.1,0.3402,0.1257,-0.1257
1.105,1.1,1.11,0.3461,0.1253,-0.1253
1.1150000000000002,1.11,1.12,0.3525,0.1249,-0.1249
1.125,1.12,1.13,0.3593,0.1244,-0.1244
1.1349999999999998,1.13,1.14,0.3665,0.124,-0.124
1.145,1.14,1.15,0.3743,0.1236,-0.1236
1.1549999999999998,1.15,1.16,0.3827,0.1233,-0.1233
1.165,1.16,1.17,0.3915,0.123,-0.123
1.1749999999999998,1.17,1.18,0.401,0.1229,-0.1229
1.185,1.18,1.19,0.4111,0.123,-0.123
1.1949999999999998,1.19,1.2,0.4218,0.1233,-0.1233
1.205,1.2,1.21,0.4332,0.1239,-0.1239
1.2149999999999999,1.21,1.22,0.4453,0.1248,-0.1248
1.225,1.22,1.23,0.4582,0.1261,-0.1261
1.2349999999999999,1.23,1.24,0.4718,0.1279,-0.1279
1.245,1.24,1.25,0.4863,0.1302,-0.1302
1.255,1.25,1.26,0.5015,0.133,-0.133
1.2650000000000001,1.26,1.27,0.5177,0.1365,-0.1365
1.275,1.27,1.28,0.5347,0.1406,-0.1406
1.2850000000000001,1.28,1.29,0.5527,0.1455,-0.1455
1.295,1.29,1.3,0.5717,0.1511,-0.1511
1.3050000000000002,1.3,1.31,0.5917,0.1575,-0.1575
1.315,1.31,1.32,0.6127,0.1647,-0.1647
1.3250000000000002,1.32,1.33,0.6349,0.1728,-0.1728
1.335,1.33,1.34,0.6582,0.1816,-0.1816
1.3450000000000002,1.34,1.35,0.6826,0.1914,-0.1914
1.355,1.35,1.36,0.7082,0.2019,-0.2019
1.3650000000000002,1.36,1.37,0.7351,0.2134,-0.2134
1.375,1.37,1.38,0.7633,0.2257,-0.2257
1.3849999999999998,1.38,1.39,0.7929,0.2388,-0.2388
1.395,1.39,1.4,0.8238,0.2528,-0.2528

#: -T [GeV^2],,,0.8-0.9
#: E(P=1) [GeV],,,3.6-3.8
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=fwave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.0428,0.0253,-0.0253
0.415,0.41,0.42,0.0494,0.0292,-0.0292
0.425,0.42,0.43,0.0562,0.0332,-0.0332
0.435,0.43,0.44,0.0632,0.0373,-0.0373
0.445,0.44,0.45,0.0703,0.0415,-0.0415
0.455,0.45,0.46,0.0775,0.0458,-0.0458
0.46499999999999997,0.46,0.47,0.0848,0.05,-0.05
0.475,0.47,0.48,0.0921,0.0543,-0.0543
0.485,0.48,0.49,0.0995,0.0585,-0.0585
0.495,0.49,0.5,0.1067,0.0628,-0.0628
0.505,0.5,0.51,0.114,0.0669,-0.0669
0.515,0.51,0.52,0.1211,0.071,-0.071
0.525,0.52,0.53,0.1282,0.0751,-0.0751
0.535,0.53,0.54,0.1351,0.079,-0.079
0.545,0.54,0.55,0.1419,0.0828,-0.0828
0.555,0.55,0.56,0.1485,0.0866,-0.0866
0.565,0.56,0.57,0.155,0.0902,-0.0902
0.575,0.57,0.58,0.1613,0.0937,-0.0937
0.585,0.58,0.59,0.1674,0.097,-0.097
0.595,0.59,0.6,0.1733,0.1002,-0.1002
0.605,0.6,0.61,0.179,0.1033,-0.1033
0.615,0.61,0.62,0.1846,0.1062,-0.1062
0.625,0.62,0.63,0.1899,0.109,-0.109
0.635,0.63,0.64,0.195,0.1116,-0.1116
0.645,0.64,0.65,0.1999,0.114,-0.114
0.655,0.65,0.66,0.2046,0.1163,-0.1163
0.665,0.66,0.67,0.2091,0.1184,-0.1184
0.675,0.67,0.68,0.2134,0.1203,-0.1203
0.685,0.68,0.69,0.2174,0.1221,-0.1221
0.695,0.69,0.7,0.2213,0.1237,-0.1237
0.705,0.7,0.71,0.2249,0.1251,-0.1251
0.715,0.71,0.72,0.2284,0.1264,-0.1264
0.725,0.72,0.73,0.2316,0.1275,-0.1275
0.735,0.73,0.74,0.2347,0.1284,-0.1284
0.745,0.74,0.75,0.2375,0.1291,-0.1291
0.755,0.75,0.76,0.2402,0.1297,-0.1297
0.765,0.76,0.77,0.2427,0.1301,-0.1301
0.775,0.77,0.78,0.245,0.1304,-0.1304
0.785,0.78,0.79,0.2471,0.1304,-0.1304
0.795,0.79,0.8,0.2491,0.1303,-0.1303
0.805,0.8,0.81,0.251,0.1301,-0.1301
0.815,0.81,0.82,0.2527,0.1297,-0.1297
0.825,0.82,0.83,0.2542,0.1291,-0.1291
0.835,0.83,0.84,0.2557,0.1284,-0.1284
0.845,0.84,0.85,0.257,0.1275,-0.1275
0.855,0.85,0.86,0.2582,0.1265,-0.1265
0.865,0.86,0.87,0.2594,0.1253,-0.1253
0.875,0.87,0.88,0.2604,0.124,-0.124
0.885,0.88,0.89,0.2614,0.1225,-0.1225
0.895,0.89,0.9,0.2623,0.121,-0.121
0.905,0.9,0.91,0.2632,0.1193,-0.1193
0.915,0.91,0.92,0.2641,0.1175,-0.1175
0.925,0.92,0.93,0.2649,0.1156,-0.1156
0.935,0.93,0.94,0.2657,0.1136,-0.1136
0.945,0.94,0.95,0.2666,0.1115,-0.1115
0.955,0.95,0.96,0.2674,0.1093,-0.1093
0.965,0.96,0.97,0.2684,0.1071,-0.1071
0.975,0.97,0.98,0.2693,0.1048,-0.1048
0.985,0.98,0.99,0.2704,0.1024,-0.1024
0.995,0.99,1.0,0.2715,0.1001,-0.1001
1.005,1.0,1.01,0.2727,0.0977,-0.0977
1.0150000000000001,1.01,1.02,0.2741,0.0953,-0.0953
1.025,1.02,1.03,0.2756,0.093,-0.093
1.0350000000000001,1.03,1.04,0.2773,0.0907,-0.0907
1.045,1.04,1.05,0.2791,0.0885,-0.0885
1.0550000000000002,1.05,1.06,0.2812,0.0864,-0.0864
1.065,1.06,1.07,0.2835,0.0844,-0.0844
1.0750000000000002,1.07,1.08,0.286,0.0826,-0.0826
1.085,1.08,1.09,0.2888,0.081,-0.081
1.0950000000000002,1.09,1.1,0.2919,0.0797,-0.0797
1.105,1.1,1.11,0.2953,0.0786,-0.0786
1.1150000000000002,1.11,1.12,0.299,0.0778,-0.0778
1.125,1.12,1.13,0.3031,0.0775,-0.0775
1.1349999999999998,1.13,1.14,0.3075,0.0775,-0.0775
1.145,1.14,1.15,0.3124,0.0779,-0.0779
1.1549999999999998,1.15,1.16,0.3177,0.0787,-0.0787
1.165,1.16,1.17,0.3234,0.08,-0.08
1.1749999999999998,1.17,1.18,0.3296,0.0817,-0.0817
1.185,1.18,1.19,0.3364,0.0839,-0.0839
1.1949999999999998,1.19,1.2,0.3436,0.0865,-0.0865
1.205,1.2,1.21,0.3515,0.0895,-0.0895
1.2149999999999999,1.21,1.22,0.3599,0.093,-0.093
1.225,1.22,1.23,0.3689,0.0968,-0.0968
1.2349999999999999,1.23,1.24,0.3786,0.101,-0.101
1.245,1.24,1.25,0.389,0.1055,-0.1055
1.255,1.25,1.26,0.4,0.1104,-0.1104
1.2650000000000001,1.26,1.27,0.4119,0.1156,-0.1156
1.275,1.27,1.28,0.4245,0.1211,-0.1211
1.2850000000000001,1.28,1.29,0.4378,0.1268,-0.1268
1.295,1.29,1.3,0.4521,0.1329,-0.1329
1.3050000000000002,1.3,1.31,0.4672,0.1392,-0.1392
1.315,1.31,1.32,0.4832,0.1457,-0.1457
1.3250000000000002,1.32,1.33,0.5002,0.1526,-0.1526
1.335,1.33,1.34,0.5181,0.1596,-0.1596
1.3450000000000002,1.34,1.35,0.5371,0.1669,-0.1669
1.355,1.35,1.36,0.5571,0.1745,-0.1745
1.3650000000000002,1.36,1.37,0.5781,0.1823,-0.1823
1.375,1.37,1.38,0.6004,0.1903,-0.1903
1.3849999999999998,1.38,1.39,0.6237,0.1986,-0.1986
1.395,1.39,1.4,0.6483,0.2072,-0.2072

