#: table_doi: 10.17182/hepdata.74824.v1/t151
#: name: Table 151
#: description: Fm wave cross section for -T.

#: data_file: Table151.yaml
#: keyword reactions: GAMMA P --> PI+ PI- P
#: keyword observables: DSIG/DT/DM
#: keyword plabs: 3.0,3.8
#: keyword phrases: Exclusive | Single Differential Cross Section | Photoproduction
#: -T [GeV^2],,,0.4-0.5
#: E(P=1) [GeV],,,3.0-3.2
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=fmwave) [MUB/GEV**3]",error +,error -
1.105,1.1,1.11,0.1253,0.0443,-0.0443
1.1150000000000002,1.11,1.12,0.1236,0.0445,-0.0445
1.125,1.12,1.13,0.1222,0.0453,-0.0453
1.1349999999999998,1.13,1.14,0.1213,0.0466,-0.0466
1.145,1.14,1.15,0.1207,0.0485,-0.0485
1.1549999999999998,1.15,1.16,0.1205,0.0508,-0.0508
1.165,1.16,1.17,0.1209,0.0536,-0.0536
1.1749999999999998,1.17,1.18,0.1217,0.0568,-0.0568
1.185,1.18,1.19,0.123,0.0603,-0.0603
1.1949999999999998,1.19,1.2,0.1249,0.0642,-0.0642
1.205,1.2,1.21,0.1274,0.0683,-0.0683
1.2149999999999999,1.21,1.22,0.1306,0.0728,-0.0728
1.225,1.22,1.23,0.1343,0.0774,-0.0774
1.2349999999999999,1.23,1.24,0.1388,0.0823,-0.0823
1.245,1.24,1.25,0.1441,0.0874,-0.0874
1.255,1.25,1.26,0.1501,0.0926,-0.0926
1.2650000000000001,1.26,1.27,0.1569,0.098,-0.098
1.275,1.27,1.28,0.1645,0.1036,-0.1036
1.2850000000000001,1.28,1.29,0.1731,0.1094,-0.1094
1.295,1.29,1.3,0.1826,0.1153,-0.1153
1.3050000000000002,1.3,1.31,0.1931,0.1214,-0.1214
1.315,1.31,1.32,0.2045,0.1276,-0.1276
1.3250000000000002,1.32,1.33,0.2171,0.134,-0.134
1.335,1.33,1.34,0.2307,0.1405,-0.1405
1.3450000000000002,1.34,1.35,0.2455,0.1472,-0.1472
1.355,1.35,1.36,0.2615,0.154,-0.154
1.3650000000000002,1.36,1.37,0.2787,0.161,-0.161
1.375,1.37,1.38,0.2972,0.1682,-0.1682
1.3849999999999998,1.38,1.39,0.317,0.1755,-0.1755
1.395,1.39,1.4,0.3382,0.1831,-0.1831

#: -T [GeV^2],,,0.4-0.5
#: E(P=1) [GeV],,,3.2-3.4
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=fmwave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.0281,0.0184,-0.0184
0.415,0.41,0.42,0.0323,0.0211,-0.0211
0.425,0.42,0.43,0.0366,0.0239,-0.0239
0.435,0.43,0.44,0.041,0.0268,-0.0268
0.445,0.44,0.45,0.0454,0.0296,-0.0296
0.455,0.45,0.46,0.0497,0.0325,-0.0325
0.46499999999999997,0.46,0.47,0.0541,0.0353,-0.0353
0.475,0.47,0.48,0.0585,0.0381,-0.0381
0.485,0.48,0.49,0.0627,0.0409,-0.0409
0.495,0.49,0.5,0.0669,0.0435,-0.0435
0.505,0.5,0.51,0.071,0.0462,-0.0462
0.515,0.51,0.52,0.0749,0.0487,-0.0487
0.525,0.52,0.53,0.0787,0.0511,-0.0511
0.535,0.53,0.54,0.0824,0.0534,-0.0534
0.545,0.54,0.55,0.0859,0.0556,-0.0556
0.555,0.55,0.56,0.0892,0.0577,-0.0577
0.565,0.56,0.57,0.0923,0.0597,-0.0597
0.575,0.57,0.58,0.0953,0.0615,-0.0615
0.585,0.58,0.59,0.098,0.0633,-0.0633
0.595,0.59,0.6,0.1006,0.0648,-0.0648
0.605,0.6,0.61,0.1029,0.0663,-0.0663
0.615,0.61,0.62,0.1051,0.0675,-0.0675
0.625,0.62,0.63,0.107,0.0687,-0.0687
0.635,0.63,0.64,0.1088,0.0697,-0.0697
0.645,0.64,0.65,0.1103,0.0706,-0.0706
0.655,0.65,0.66,0.1116,0.0713,-0.0713
0.665,0.66,0.67,0.1127,0.0719,-0.0719
0.675,0.67,0.68,0.1136,0.0723,-0.0723
0.685,0.68,0.69,0.1144,0.0726,-0.0726
0.695,0.69,0.7,0.1149,0.0728,-0.0728
0.705,0.7,0.71,0.1152,0.0728,-0.0728
0.715,0.71,0.72,0.1153,0.0727,-0.0727
0.725,0.72,0.73,0.1152,0.0725,-0.0725
0.735,0.73,0.74,0.115,0.0722,-0.0722
0.745,0.74,0.75,0.1145,0.0718,-0.0718
0.755,0.75,0.76,0.1139,0.0712,-0.0712
0.765,0.76,0.77,0.1132,0.0706,-0.0706
0.775,0.77,0.78,0.1123,0.0698,-0.0698
0.785,0.78,0.79,0.1112,0.069,-0.069
0.795,0.79,0.8,0.11,0.0681,-0.0681
0.805,0.8,0.81,0.1087,0.0671,-0.0671
0.815,0.81,0.82,0.1072,0.0661,-0.0661
0.825,0.82,0.83,0.1056,0.0651,-0.0651
0.835,0.83,0.84,0.104,0.064,-0.064
0.845,0.84,0.85,0.1022,0.0629,-0.0629
0.855,0.85,0.86,0.1003,0.0618,-0.0618
0.865,0.86,0.87,0.0984,0.0607,-0.0607
0.875,0.87,0.88,0.0965,0.0597,-0.0597
0.885,0.88,0.89,0.0944,0.0587,-0.0587
0.895,0.89,0.9,0.0924,0.0578,-0.0578
0.905,0.9,0.91,0.0903,0.0569,-0.0569
0.915,0.91,0.92,0.0882,0.0562,-0.0562
0.925,0.92,0.93,0.0862,0.0557,-0.0557
0.935,0.93,0.94,0.0841,0.0553,-0.0553
0.945,0.94,0.95,0.0821,0.0551,-0.0551
0.955,0.95,0.96,0.0802,0.055,-0.055
0.965,0.96,0.97,0.0783,0.0552,-0.0552
0.975,0.97,0.98,0.0765,0.0556,-0.0556
0.985,0.98,0.99,0.0748,0.0563,-0.0563
0.995,0.99,1.0,0.0732,0.0571,-0.0571
1.005,1.0,1.01,0.0718,0.0582,-0.0582
1.0150000000000001,1.01,1.02,0.0705,0.0596,-0.0596
1.025,1.02,1.03,0.0694,0.0612,-0.0612
1.0350000000000001,1.03,1.04,0.0685,0.063,-0.063
1.045,1.04,1.05,0.0679,0.065,-0.065
1.0550000000000002,1.05,1.06,0.0674,0.0673,-0.0673
1.065,1.06,1.07,0.0672,0.0697,-0.0697
1.0750000000000002,1.07,1.08,0.0673,0.0723,-0.0723
1.085,1.08,1.09,0.0677,0.0752,-0.0752
1.0950000000000002,1.09,1.1,0.0685,0.0782,-0.0782
1.105,1.1,1.11,0.0695,0.0814,-0.0814
1.1150000000000002,1.11,1.12,0.071,0.0847,-0.0847
1.125,1.12,1.13,0.0728,0.0883,-0.0883
1.1349999999999998,1.13,1.14,0.0751,0.092,-0.092
1.145,1.14,1.15,0.0778,0.0959,-0.0959
1.1549999999999998,1.15,1.16,0.081,0.1,-0.1
1.165,1.16,1.17,0.0847,0.1043,-0.1043
1.1749999999999998,1.17,1.18,0.0889,0.1088,-0.1088
1.185,1.18,1.19,0.0937,0.1134,-0.1134
1.1949999999999998,1.19,1.2,0.099,0.1184,-0.1184
1.205,1.2,1.21,0.105,0.1235,-0.1235
1.2149999999999999,1.21,1.22,0.1116,0.1289,-0.1289
1.225,1.22,1.23,0.1189,0.1346,-0.1346
1.2349999999999999,1.23,1.24,0.1268,0.1405,-0.1405
1.245,1.24,1.25,0.1355,0.1468,-0.1468
1.255,1.25,1.26,0.145,0.1533,-0.1533
1.2650000000000001,1.26,1.27,0.1553,0.1603,-0.1603
1.275,1.27,1.28,0.1664,0.1676,-0.1676
1.2850000000000001,1.28,1.29,0.1784,0.1754,-0.1754
1.295,1.29,1.3,0.1912,0.1836,-0.1836
1.3050000000000002,1.3,1.31,0.205,0.1923,-0.1923
1.315,1.31,1.32,0.2198,0.2015,-0.2015
1.3250000000000002,1.32,1.33,0.2356,0.2113,-0.2113
1.335,1.33,1.34,0.2524,0.2216,-0.2216
1.3450000000000002,1.34,1.35,0.2703,0.2326,-0.2326
1.355,1.35,1.36,0.2893,0.2441,-0.2441
1.3650000000000002,1.36,1.37,0.3095,0.2564,-0.2564
1.375,1.37,1.38,0.3309,0.2693,-0.2693
1.3849999999999998,1.38,1.39,0.3535,0.283,-0.283
1.395,1.39,1.4,0.3774,0.2974,-0.2974

#: -T [GeV^2],,,0.4-0.5
#: E(P=1) [GeV],,,3.4-3.6
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=fmwave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.0323,0.0161,-0.0161
0.415,0.41,0.42,0.0371,0.0184,-0.0184
0.425,0.42,0.43,0.042,0.0208,-0.0208
0.435,0.43,0.44,0.047,0.0231,-0.0231
0.445,0.44,0.45,0.052,0.0255,-0.0255
0.455,0.45,0.46,0.0571,0.0279,-0.0279
0.46499999999999997,0.46,0.47,0.0621,0.0302,-0.0302
0.475,0.47,0.48,0.0671,0.0325,-0.0325
0.485,0.48,0.49,0.072,0.0347,-0.0347
0.495,0.49,0.5,0.0768,0.0368,-0.0368
0.505,0.5,0.51,0.0815,0.0388,-0.0388
0.515,0.51,0.52,0.086,0.0408,-0.0408
0.525,0.52,0.53,0.0904,0.0426,-0.0426
0.535,0.53,0.54,0.0946,0.0443,-0.0443
0.545,0.54,0.55,0.0986,0.0459,-0.0459
0.555,0.55,0.56,0.1025,0.0474,-0.0474
0.565,0.56,0.57,0.1061,0.0488,-0.0488
0.575,0.57,0.58,0.1095,0.05,-0.05
0.585,0.58,0.59,0.1127,0.0511,-0.0511
0.595,0.59,0.6,0.1156,0.0521,-0.0521
0.605,0.6,0.61,0.1184,0.0529,-0.0529
0.615,0.61,0.62,0.1208,0.0537,-0.0537
0.625,0.62,0.63,0.1231,0.0542,-0.0542
0.635,0.63,0.64,0.1251,0.0547,-0.0547
0.645,0.64,0.65,0.1269,0.055,-0.055
0.655,0.65,0.66,0.1284,0.0553,-0.0553
0.665,0.66,0.67,0.1297,0.0554,-0.0554
0.675,0.67,0.68,0.1307,0.0554,-0.0554
0.685,0.68,0.69,0.1316,0.0553,-0.0553
0.695,0.69,0.7,0.1322,0.0551,-0.0551
0.705,0.7,0.71,0.1325,0.0548,-0.0548
0.715,0.71,0.72,0.1326,0.0544,-0.0544
0.725,0.72,0.73,0.1325,0.0539,-0.0539
0.735,0.73,0.74,0.1322,0.0534,-0.0534
0.745,0.74,0.75,0.1317,0.0529,-0.0529
0.755,0.75,0.76,0.131,0.0523,-0.0523
0.765,0.76,0.77,0.1301,0.0516,-0.0516
0.775,0.77,0.78,0.129,0.051,-0.051
0.785,0.78,0.79,0.1278,0.0503,-0.0503
0.795,0.79,0.8,0.1263,0.0496,-0.0496
0.805,0.8,0.81,0.1247,0.049,-0.049
0.815,0.81,0.82,0.123,0.0484,-0.0484
0.825,0.82,0.83,0.1211,0.0478,-0.0478
0.835,0.83,0.84,0.1191,0.0473,-0.0473
0.845,0.84,0.85,0.1169,0.0468,-0.0468
0.855,0.85,0.86,0.1147,0.0465,-0.0465
0.865,0.86,0.87,0.1124,0.0462,-0.0462
0.875,0.87,0.88,0.1099,0.046,-0.046
0.885,0.88,0.89,0.1075,0.0459,-0.0459
0.895,0.89,0.9,0.1049,0.0459,-0.0459
0.905,0.9,0.91,0.1024,0.046,-0.046
0.915,0.91,0.92,0.0998,0.0462,-0.0462
0.925,0.92,0.93,0.0972,0.0465,-0.0465
0.935,0.93,0.94,0.0946,0.0468,-0.0468
0.945,0.94,0.95,0.092,0.0472,-0.0472
0.955,0.95,0.96,0.0895,0.0477,-0.0477
0.965,0.96,0.97,0.087,0.0482,-0.0482
0.975,0.97,0.98,0.0846,0.0488,-0.0488
0.985,0.98,0.99,0.0823,0.0493,-0.0493
0.995,0.99,1.0,0.0801,0.0498,-0.0498
1.005,1.0,1.01,0.0781,0.0504,-0.0504
1.0150000000000001,1.01,1.02,0.0762,0.0509,-0.0509
1.025,1.02,1.03,0.0745,0.0513,-0.0513
1.0350000000000001,1.03,1.04,0.073,0.0517,-0.0517
1.045,1.04,1.05,0.0717,0.0521,-0.0521
1.0550000000000002,1.05,1.06,0.0706,0.0523,-0.0523
1.065,1.06,1.07,0.0698,0.0526,-0.0526
1.0750000000000002,1.07,1.08,0.0693,0.0528,-0.0528
1.085,1.08,1.09,0.0692,0.0529,-0.0529
1.0950000000000002,1.09,1.1,0.0693,0.0531,-0.0531
1.105,1.1,1.11,0.0698,0.0533,-0.0533
1.1150000000000002,1.11,1.12,0.0707,0.0535,-0.0535
1.125,1.12,1.13,0.072,0.0538,-0.0538
1.1349999999999998,1.13,1.14,0.0738,0.0542,-0.0542
1.145,1.14,1.15,0.076,0.0547,-0.0547
1.1549999999999998,1.15,1.16,0.0788,0.0554,-0.0554
1.165,1.16,1.17,0.082,0.0564,-0.0564
1.1749999999999998,1.17,1.18,0.0858,0.0577,-0.0577
1.185,1.18,1.19,0.0902,0.0595,-0.0595
1.1949999999999998,1.19,1.2,0.0953,0.0618,-0.0618
1.205,1.2,1.21,0.1009,0.0647,-0.0647
1.2149999999999999,1.21,1.22,0.1073,0.0683,-0.0683
1.225,1.22,1.23,0.1144,0.0727,-0.0727
1.2349999999999999,1.23,1.24,0.1222,0.0779,-0.0779
1.245,1.24,1.25,0.1308,0.084,-0.084
1.255,1.25,1.26,0.1402,0.0909,-0.0909
1.2650000000000001,1.26,1.27,0.1505,0.0988,-0.0988
1.275,1.27,1.28,0.1617,0.1076,-0.1076
1.2850000000000001,1.28,1.29,0.1738,0.1173,-0.1173
1.295,1.29,1.3,0.1868,0.128,-0.128
1.3050000000000002,1.3,1.31,0.2009,0.1397,-0.1397
1.315,1.31,1.32,0.216,0.1524,-0.1524
1.3250000000000002,1.32,1.33,0.2322,0.1661,-0.1661
1.335,1.33,1.34,0.2495,0.1808,-0.1808
1.3450000000000002,1.34,1.35,0.268,0.1966,-0.1966
1.355,1.35,1.36,0.2877,0.2135,-0.2135
1.3650000000000002,1.36,1.37,0.3086,0.2314,-0.2314
1.375,1.37,1.38,0.3308,0.2505,-0.2505
1.3849999999999998,1.38,1.39,0.3544,0.2707,-0.2707
1.395,1.39,1.4,0.3793,0.2921,-0.2921

#: -T [GeV^2],,,0.4-0.5
#: E(P=1) [GeV],,,3.6-3.8
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=fmwave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.036,0.0125,-0.0125
0.415,0.41,0.42,0.0414,0.0143,-0.0143
0.425,0.42,0.43,0.047,0.0162,-0.0162
0.435,0.43,0.44,0.0526,0.0182,-0.0182
0.445,0.44,0.45,0.0584,0.0202,-0.0202
0.455,0.45,0.46,0.0642,0.0222,-0.0222
0.46499999999999997,0.46,0.47,0.07,0.0242,-0.0242
0.475,0.47,0.48,0.0758,0.0262,-0.0262
0.485,0.48,0.49,0.0815,0.0281,-0.0281
0.495,0.49,0.5,0.0872,0.0301,-0.0301
0.505,0.5,0.51,0.0927,0.032,-0.032
0.515,0.51,0.52,0.0981,0.0338,-0.0338
0.525,0.52,0.53,0.1034,0.0357,-0.0357
0.535,0.53,0.54,0.1085,0.0374,-0.0374
0.545,0.54,0.55,0.1134,0.0391,-0.0391
0.555,0.55,0.56,0.1181,0.0408,-0.0408
0.565,0.56,0.57,0.1227,0.0424,-0.0424
0.575,0.57,0.58,0.127,0.0439,-0.0439
0.585,0.58,0.59,0.1311,0.0454,-0.0454
0.595,0.59,0.6,0.1349,0.0467,-0.0467
0.605,0.6,0.61,0.1385,0.0481,-0.0481
0.615,0.61,0.62,0.1419,0.0493,-0.0493
0.625,0.62,0.63,0.145,0.0505,-0.0505
0.635,0.63,0.64,0.1479,0.0516,-0.0516
0.645,0.64,0.65,0.1505,0.0527,-0.0527
0.655,0.65,0.66,0.1529,0.0537,-0.0537
0.665,0.66,0.67,0.155,0.0546,-0.0546
0.675,0.67,0.68,0.1569,0.0554,-0.0554
0.685,0.68,0.69,0.1584,0.0562,-0.0562
0.695,0.69,0.7,0.1598,0.0569,-0.0569
0.705,0.7,0.71,0.1608,0.0576,-0.0576
0.715,0.71,0.72,0.1617,0.0582,-0.0582
0.725,0.72,0.73,0.1622,0.0588,-0.0588
0.735,0.73,0.74,0.1625,0.0593,-0.0593
0.745,0.74,0.75,0.1626,0.0598,-0.0598
0.755,0.75,0.76,0.1624,0.0602,-0.0602
0.765,0.76,0.77,0.162,0.0606,-0.0606
0.775,0.77,0.78,0.1614,0.0609,-0.0609
0.785,0.78,0.79,0.1605,0.0612,-0.0612
0.795,0.79,0.8,0.1594,0.0614,-0.0614
0.805,0.8,0.81,0.1581,0.0617,-0.0617
0.815,0.81,0.82,0.1566,0.0619,-0.0619
0.825,0.82,0.83,0.1548,0.062,-0.062
0.835,0.83,0.84,0.1529,0.0622,-0.0622
0.845,0.84,0.85,0.1508,0.0623,-0.0623
0.855,0.85,0.86,0.1485,0.0624,-0.0624
0.865,0.86,0.87,0.146,0.0625,-0.0625
0.875,0.87,0.88,0.1434,0.0625,-0.0625
0.885,0.88,0.89,0.1406,0.0625,-0.0625
0.895,0.89,0.9,0.1377,0.0626,-0.0626
0.905,0.9,0.91,0.1346,0.0625,-0.0625
0.915,0.91,0.92,0.1315,0.0625,-0.0625
0.925,0.92,0.93,0.1282,0.0624,-0.0624
0.935,0.93,0.94,0.1248,0.0624,-0.0624
0.945,0.94,0.95,0.1213,0.0623,-0.0623
0.955,0.95,0.96,0.1178,0.0621,-0.0621
0.965,0.96,0.97,0.1141,0.0619,-0.0619
0.975,0.97,0.98,0.1105,0.0617,-0.0617
0.985,0.98,0.99,0.1068,0.0615,-0.0615
0.995,0.99,1.0,0.1031,0.0612,-0.0612
1.005,1.0,1.01,0.0993,0.0608,-0.0608
1.0150000000000001,1.01,1.02,0.0956,0.0604,-0.0604
1.025,1.02,1.03,0.0919,0.06,-0.06
1.0350000000000001,1.03,1.04,0.0882,0.0594,-0.0594
1.045,1.04,1.05,0.0846,0.0588,-0.0588
1.0550000000000002,1.05,1.06,0.0811,0.0582,-0.0582
1.065,1.06,1.07,0.0776,0.0574,-0.0574
1.0750000000000002,1.07,1.08,0.0743,0.0566,-0.0566
1.085,1.08,1.09,0.0711,0.0557,-0.0557
1.0950000000000002,1.09,1.1,0.068,0.0547,-0.0547
1.105,1.1,1.11,0.065,0.0536,-0.0536
1.1150000000000002,1.11,1.12,0.0623,0.0525,-0.0525
1.125,1.12,1.13,0.0598,0.0513,-0.0513
1.1349999999999998,1.13,1.14,0.0574,0.0501,-0.0501
1.145,1.14,1.15,0.0553,0.0489,-0.0489
1.1549999999999998,1.15,1.16,0.0535,0.0478,-0.0478
1.165,1.16,1.17,0.052,0.0466,-0.0466
1.1749999999999998,1.17,1.18,0.0507,0.0456,-0.0456
1.185,1.18,1.19,0.0498,0.0446,-0.0446
1.1949999999999998,1.19,1.2,0.0493,0.0439,-0.0439
1.205,1.2,1.21,0.0491,0.0433,-0.0433
1.2149999999999999,1.21,1.22,0.0493,0.043,-0.043
1.225,1.22,1.23,0.0499,0.0431,-0.0431
1.2349999999999999,1.23,1.24,0.051,0.0437,-0.0437
1.245,1.24,1.25,0.0526,0.0448,-0.0448
1.255,1.25,1.26,0.0546,0.0465,-0.0465
1.2650000000000001,1.26,1.27,0.0572,0.0489,-0.0489
1.275,1.27,1.28,0.0604,0.052,-0.052
1.2850000000000001,1.28,1.29,0.0641,0.0558,-0.0558
1.295,1.29,1.3,0.0684,0.0604,-0.0604
1.3050000000000002,1.3,1.31,0.0734,0.0657,-0.0657
1.315,1.31,1.32,0.0791,0.0718,-0.0718
1.3250000000000002,1.32,1.33,0.0854,0.0785,-0.0785
1.335,1.33,1.34,0.0925,0.086,-0.086
1.3450000000000002,1.34,1.35,0.1003,0.0941,-0.0941
1.355,1.35,1.36,0.1089,0.103,-0.103
1.3650000000000002,1.36,1.37,0.1184,0.1125,-0.1125
1.375,1.37,1.38,0.1287,0.1228,-0.1228
1.3849999999999998,1.38,1.39,0.1399,0.1337,-0.1337
1.395,1.39,1.4,0.152,0.1453,-0.1453

