#: table_doi: 10.17182/hepdata.74824.v1/t134
#: name: Table 134
#: description: D0 wave cross section for -T.

#: data_file: Table134.yaml
#: keyword reactions: GAMMA P --> PI+ PI- P
#: keyword observables: DSIG/DT/DM
#: keyword plabs: 3.0,3.8
#: keyword phrases: Exclusive | Single Differential Cross Section | Photoproduction
#: -T [GeV^2],,,0.5-0.6
#: E(P=1) [GeV],,,3.0-3.2
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=d0wave) [MUB/GEV**3]",error +,error -
0.875,0.87,0.88,0.1414,0.1391,-0.1391
0.885,0.88,0.89,0.1387,0.1352,-0.1352
0.895,0.89,0.9,0.136,0.1314,-0.1314
0.905,0.9,0.91,0.1336,0.1279,-0.1279
0.915,0.91,0.92,0.1313,0.1245,-0.1245
0.925,0.92,0.93,0.1291,0.1214,-0.1214
0.935,0.93,0.94,0.1272,0.1185,-0.1185
0.945,0.94,0.95,0.1255,0.1159,-0.1159
0.955,0.95,0.96,0.124,0.1135,-0.1135
0.965,0.96,0.97,0.1227,0.1115,-0.1115
0.975,0.97,0.98,0.1217,0.1098,-0.1098
0.985,0.98,0.99,0.1211,0.1084,-0.1084
0.995,0.99,1.0,0.1207,0.1074,-0.1074
1.005,1.0,1.01,0.1206,0.1066,-0.1066
1.0150000000000001,1.01,1.02,0.1208,0.1062,-0.1062
1.025,1.02,1.03,0.1215,0.1061,-0.1061
1.0350000000000001,1.03,1.04,0.1225,0.1064,-0.1064
1.045,1.04,1.05,0.1239,0.1069,-0.1069
1.0550000000000002,1.05,1.06,0.1258,0.1077,-0.1077
1.065,1.06,1.07,0.1283,0.1088,-0.1088
1.0750000000000002,1.07,1.08,0.1314,0.1102,-0.1102
1.085,1.08,1.09,0.1352,0.1118,-0.1118
1.0950000000000002,1.09,1.1,0.1398,0.1137,-0.1137
1.105,1.1,1.11,0.1455,0.1158,-0.1158
1.1150000000000002,1.11,1.12,0.1524,0.1181,-0.1181
1.125,1.12,1.13,0.1608,0.1206,-0.1206
1.1349999999999998,1.13,1.14,0.1711,0.1233,-0.1233
1.145,1.14,1.15,0.1836,0.1261,-0.1261
1.1549999999999998,1.15,1.16,0.199,0.1291,-0.1291
1.165,1.16,1.17,0.2177,0.1322,-0.1322
1.1749999999999998,1.17,1.18,0.2407,0.1354,-0.1354
1.185,1.18,1.19,0.2688,0.1387,-0.1387
1.1949999999999998,1.19,1.2,0.3027,0.1421,-0.1421
1.205,1.2,1.21,0.3434,0.1458,-0.1458
1.2149999999999999,1.21,1.22,0.3914,0.1498,-0.1498
1.225,1.22,1.23,0.4466,0.1545,-0.1545
1.2349999999999999,1.23,1.24,0.5084,0.1605,-0.1605
1.245,1.24,1.25,0.5745,0.1684,-0.1684
1.255,1.25,1.26,0.6417,0.179,-0.179
1.2650000000000001,1.26,1.27,0.7057,0.1926,-0.1926
1.275,1.27,1.28,0.7616,0.209,-0.209
1.2850000000000001,1.28,1.29,0.8054,0.2274,-0.2274
1.295,1.29,1.3,0.8346,0.2465,-0.2465
1.3050000000000002,1.3,1.31,0.8485,0.265,-0.265
1.315,1.31,1.32,0.8484,0.2819,-0.2819
1.3250000000000002,1.32,1.33,0.8364,0.2966,-0.2966
1.335,1.33,1.34,0.8155,0.3088,-0.3088
1.3450000000000002,1.34,1.35,0.7883,0.3186,-0.3186
1.355,1.35,1.36,0.7571,0.3263,-0.3263
1.3650000000000002,1.36,1.37,0.7237,0.3321,-0.3321
1.375,1.37,1.38,0.6895,0.3366,-0.3366
1.3849999999999998,1.38,1.39,0.6553,0.3399,-0.3399
1.395,1.39,1.4,0.6219,0.3423,-0.3423

#: -T [GeV^2],,,0.5-0.6
#: E(P=1) [GeV],,,3.2-3.4
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=d0wave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.0345,0.0208,-0.0208
0.415,0.41,0.42,0.0363,0.0222,-0.0222
0.425,0.42,0.43,0.0384,0.0241,-0.0241
0.435,0.43,0.44,0.0408,0.0262,-0.0262
0.445,0.44,0.45,0.0435,0.0286,-0.0286
0.455,0.45,0.46,0.0464,0.031,-0.031
0.46499999999999997,0.46,0.47,0.0495,0.0336,-0.0336
0.475,0.47,0.48,0.0528,0.0363,-0.0363
0.485,0.48,0.49,0.0562,0.039,-0.039
0.495,0.49,0.5,0.0597,0.0417,-0.0417
0.505,0.5,0.51,0.0632,0.0444,-0.0444
0.515,0.51,0.52,0.0668,0.0472,-0.0472
0.525,0.52,0.53,0.0704,0.05,-0.05
0.535,0.53,0.54,0.074,0.0527,-0.0527
0.545,0.54,0.55,0.0776,0.0554,-0.0554
0.555,0.55,0.56,0.0811,0.0581,-0.0581
0.565,0.56,0.57,0.0846,0.0608,-0.0608
0.575,0.57,0.58,0.088,0.0634,-0.0634
0.585,0.58,0.59,0.0913,0.0659,-0.0659
0.595,0.59,0.6,0.0945,0.0685,-0.0685
0.605,0.6,0.61,0.0976,0.0709,-0.0709
0.615,0.61,0.62,0.1006,0.0733,-0.0733
0.625,0.62,0.63,0.1034,0.0756,-0.0756
0.635,0.63,0.64,0.1061,0.0778,-0.0778
0.645,0.64,0.65,0.1087,0.08,-0.08
0.655,0.65,0.66,0.1111,0.082,-0.082
0.665,0.66,0.67,0.1134,0.084,-0.084
0.675,0.67,0.68,0.1155,0.086,-0.086
0.685,0.68,0.69,0.1175,0.0878,-0.0878
0.695,0.69,0.7,0.1193,0.0896,-0.0896
0.705,0.7,0.71,0.1211,0.0914,-0.0914
0.715,0.71,0.72,0.1227,0.0931,-0.0931
0.725,0.72,0.73,0.1242,0.0947,-0.0947
0.735,0.73,0.74,0.1256,0.0964,-0.0964
0.745,0.74,0.75,0.1269,0.098,-0.098
0.755,0.75,0.76,0.1281,0.0997,-0.0997
0.765,0.76,0.77,0.1292,0.1013,-0.1013
0.775,0.77,0.78,0.1303,0.1031,-0.1031
0.785,0.78,0.79,0.1314,0.1049,-0.1049
0.795,0.79,0.8,0.1325,0.1069,-0.1069
0.805,0.8,0.81,0.1336,0.109,-0.109
0.815,0.81,0.82,0.1347,0.1112,-0.1112
0.825,0.82,0.83,0.1358,0.1136,-0.1136
0.835,0.83,0.84,0.1371,0.1162,-0.1162
0.845,0.84,0.85,0.1384,0.1191,-0.1191
0.855,0.85,0.86,0.1398,0.1222,-0.1222
0.865,0.86,0.87,0.1414,0.1255,-0.1255
0.875,0.87,0.88,0.1432,0.1292,-0.1292
0.885,0.88,0.89,0.1451,0.1331,-0.1331
0.895,0.89,0.9,0.1473,0.1373,-0.1373
0.905,0.9,0.91,0.1498,0.1418,-0.1418
0.915,0.91,0.92,0.1526,0.1467,-0.1467
0.925,0.92,0.93,0.1556,0.1518,-0.1518
0.935,0.93,0.94,0.1591,0.1572,-0.1572
0.945,0.94,0.95,0.1629,0.1629,-0.1629
0.955,0.95,0.96,0.1672,0.1688,-0.1688
0.965,0.96,0.97,0.172,0.1751,-0.1751
0.975,0.97,0.98,0.1772,0.1816,-0.1816
0.985,0.98,0.99,0.1831,0.1883,-0.1883
0.995,0.99,1.0,0.1896,0.1952,-0.1952
1.005,1.0,1.01,0.1968,0.2024,-0.2024
1.0150000000000001,1.01,1.02,0.2048,0.2097,-0.2097
1.025,1.02,1.03,0.2135,0.2173,-0.2173
1.0350000000000001,1.03,1.04,0.2232,0.2251,-0.2251
1.045,1.04,1.05,0.2339,0.2331,-0.2331
1.0550000000000002,1.05,1.06,0.2457,0.2413,-0.2413
1.065,1.06,1.07,0.2587,0.2498,-0.2498
1.0750000000000002,1.07,1.08,0.273,0.2584,-0.2584
1.085,1.08,1.09,0.2888,0.2672,-0.2672
1.0950000000000002,1.09,1.1,0.3062,0.2761,-0.2761
1.105,1.1,1.11,0.3254,0.2852,-0.2852
1.1150000000000002,1.11,1.12,0.3466,0.2945,-0.2945
1.125,1.12,1.13,0.3699,0.3039,-0.3039
1.1349999999999998,1.13,1.14,0.3957,0.3136,-0.3136
1.145,1.14,1.15,0.424,0.3234,-0.3234
1.1549999999999998,1.15,1.16,0.4552,0.3335,-0.3335
1.165,1.16,1.17,0.4892,0.3439,-0.3439
1.1749999999999998,1.17,1.18,0.5262,0.3547,-0.3547
1.185,1.18,1.19,0.5659,0.3658,-0.3658
1.1949999999999998,1.19,1.2,0.6081,0.3774,-0.3774
1.205,1.2,1.21,0.6518,0.3893,-0.3893
1.2149999999999999,1.21,1.22,0.6956,0.4014,-0.4014
1.225,1.22,1.23,0.7378,0.4136,-0.4136
1.2349999999999999,1.23,1.24,0.7756,0.4255,-0.4255
1.245,1.24,1.25,0.8059,0.4367,-0.4367
1.255,1.25,1.26,0.8259,0.4464,-0.4464
1.2650000000000001,1.26,1.27,0.8331,0.4542,-0.4542
1.275,1.27,1.28,0.8266,0.4597,-0.4597
1.2850000000000001,1.28,1.29,0.8076,0.4629,-0.4629
1.295,1.29,1.3,0.7786,0.4638,-0.4638
1.3050000000000002,1.3,1.31,0.7433,0.4631,-0.4631
1.315,1.31,1.32,0.7058,0.4613,-0.4613
1.3250000000000002,1.32,1.33,0.6695,0.459,-0.459
1.335,1.33,1.34,0.6369,0.4566,-0.4566
1.3450000000000002,1.34,1.35,0.6097,0.4545,-0.4545
1.355,1.35,1.36,0.5887,0.4529,-0.4529
1.3650000000000002,1.36,1.37,0.5741,0.4522,-0.4522
1.375,1.37,1.38,0.5658,0.4525,-0.4525
1.3849999999999998,1.38,1.39,0.5635,0.4541,-0.4541
1.395,1.39,1.4,0.5669,0.4572,-0.4572

#: -T [GeV^2],,,0.5-0.6
#: E(P=1) [GeV],,,3.4-3.6
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=d0wave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.0549,0.0335,-0.0335
0.415,0.41,0.42,0.0573,0.0359,-0.0359
0.425,0.42,0.43,0.0603,0.0389,-0.0389
0.435,0.43,0.44,0.0638,0.0424,-0.0424
0.445,0.44,0.45,0.0677,0.0463,-0.0463
0.455,0.45,0.46,0.072,0.0507,-0.0507
0.46499999999999997,0.46,0.47,0.0766,0.0554,-0.0554
0.475,0.47,0.48,0.0816,0.0605,-0.0605
0.485,0.48,0.49,0.0867,0.0658,-0.0658
0.495,0.49,0.5,0.0922,0.0713,-0.0713
0.505,0.5,0.51,0.0977,0.077,-0.077
0.515,0.51,0.52,0.1035,0.0829,-0.0829
0.525,0.52,0.53,0.1093,0.0889,-0.0889
0.535,0.53,0.54,0.1153,0.095,-0.095
0.545,0.54,0.55,0.1213,0.1012,-0.1012
0.555,0.55,0.56,0.1274,0.1074,-0.1074
0.565,0.56,0.57,0.1335,0.1137,-0.1137
0.575,0.57,0.58,0.1396,0.1199,-0.1199
0.585,0.58,0.59,0.1457,0.1262,-0.1262
0.595,0.59,0.6,0.1518,0.1324,-0.1324
0.605,0.6,0.61,0.1578,0.1385,-0.1385
0.615,0.61,0.62,0.1638,0.1446,-0.1446
0.625,0.62,0.63,0.1697,0.1506,-0.1506
0.635,0.63,0.64,0.1756,0.1566,-0.1566
0.645,0.64,0.65,0.1813,0.1624,-0.1624
0.655,0.65,0.66,0.187,0.1682,-0.1682
0.665,0.66,0.67,0.1925,0.1738,-0.1738
0.675,0.67,0.68,0.198,0.1794,-0.1794
0.685,0.68,0.69,0.2033,0.1848,-0.1848
0.695,0.69,0.7,0.2085,0.1901,-0.1901
0.705,0.7,0.71,0.2136,0.1953,-0.1953
0.715,0.71,0.72,0.2186,0.2004,-0.2004
0.725,0.72,0.73,0.2234,0.2054,-0.2054
0.735,0.73,0.74,0.2281,0.2103,-0.2103
0.745,0.74,0.75,0.2326,0.215,-0.215
0.755,0.75,0.76,0.237,0.2196,-0.2196
0.765,0.76,0.77,0.2412,0.2241,-0.2241
0.775,0.77,0.78,0.2453,0.2285,-0.2285
0.785,0.78,0.79,0.2492,0.2327,-0.2327
0.795,0.79,0.8,0.2529,0.2368,-0.2368
0.805,0.8,0.81,0.2565,0.2408,-0.2408
0.815,0.81,0.82,0.2599,0.2446,-0.2446
0.825,0.82,0.83,0.2632,0.2483,-0.2483
0.835,0.83,0.84,0.2663,0.2519,-0.2519
0.845,0.84,0.85,0.2692,0.2553,-0.2553
0.855,0.85,0.86,0.2719,0.2585,-0.2585
0.865,0.86,0.87,0.2744,0.2616,-0.2616
0.875,0.87,0.88,0.2768,0.2645,-0.2645
0.885,0.88,0.89,0.279,0.2673,-0.2673
0.895,0.89,0.9,0.281,0.2698,-0.2698
0.905,0.9,0.91,0.2827,0.2722,-0.2722
0.915,0.91,0.92,0.2843,0.2743,-0.2743
0.925,0.92,0.93,0.2857,0.2763,-0.2763
0.935,0.93,0.94,0.2869,0.278,-0.278
0.945,0.94,0.95,0.2879,0.2795,-0.2795
0.955,0.95,0.96,0.2887,0.2807,-0.2807
0.965,0.96,0.97,0.2894,0.2817,-0.2817
0.975,0.97,0.98,0.2898,0.2825,-0.2825
0.985,0.98,0.99,0.2901,0.2829,-0.2829
0.995,0.99,1.0,0.2902,0.2831,-0.2831
1.005,1.0,1.01,0.2902,0.283,-0.283
1.0150000000000001,1.01,1.02,0.2901,0.2826,-0.2826
1.025,1.02,1.03,0.29,0.282,-0.282
1.0350000000000001,1.03,1.04,0.2898,0.281,-0.281
1.045,1.04,1.05,0.2897,0.2798,-0.2798
1.0550000000000002,1.05,1.06,0.2896,0.2784,-0.2784
1.065,1.06,1.07,0.2898,0.2766,-0.2766
1.0750000000000002,1.07,1.08,0.2903,0.2747,-0.2747
1.085,1.08,1.09,0.2912,0.2725,-0.2725
1.0950000000000002,1.09,1.1,0.2927,0.2702,-0.2702
1.105,1.1,1.11,0.295,0.2679,-0.2679
1.1150000000000002,1.11,1.12,0.2983,0.2654,-0.2654
1.125,1.12,1.13,0.3028,0.263,-0.263
1.1349999999999998,1.13,1.14,0.3089,0.2607,-0.2607
1.145,1.14,1.15,0.3168,0.2586,-0.2586
1.1549999999999998,1.15,1.16,0.3269,0.2568,-0.2568
1.165,1.16,1.17,0.3397,0.2555,-0.2555
1.1749999999999998,1.17,1.18,0.3554,0.2546,-0.2546
1.185,1.18,1.19,0.3743,0.2543,-0.2543
1.1949999999999998,1.19,1.2,0.3966,0.2546,-0.2546
1.205,1.2,1.21,0.4221,0.2556,-0.2556
1.2149999999999999,1.21,1.22,0.4502,0.2572,-0.2572
1.225,1.22,1.23,0.4797,0.2595,-0.2595
1.2349999999999999,1.23,1.24,0.5086,0.2624,-0.2624
1.245,1.24,1.25,0.5344,0.2656,-0.2656
1.255,1.25,1.26,0.5537,0.2689,-0.2689
1.2650000000000001,1.26,1.27,0.5636,0.2718,-0.2718
1.275,1.27,1.28,0.5617,0.2739,-0.2739
1.2850000000000001,1.28,1.29,0.5474,0.2744,-0.2744
1.295,1.29,1.3,0.5216,0.2729,-0.2729
1.3050000000000002,1.3,1.31,0.4867,0.2694,-0.2694
1.315,1.31,1.32,0.4461,0.2641,-0.2641
1.3250000000000002,1.32,1.33,0.4031,0.2576,-0.2576
1.335,1.33,1.34,0.3609,0.2507,-0.2507
1.3450000000000002,1.34,1.35,0.3217,0.2441,-0.2441
1.355,1.35,1.36,0.2874,0.2384,-0.2384
1.3650000000000002,1.36,1.37,0.2591,0.2343,-0.2343
1.375,1.37,1.38,0.2376,0.2319,-0.2319
1.3849999999999998,1.38,1.39,0.2234,0.2314,-0.2314
1.395,1.39,1.4,0.217,0.2327,-0.2327

#: -T [GeV^2],,,0.5-0.6
#: E(P=1) [GeV],,,3.6-3.8
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=d0wave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.0551,0.0342,-0.0342
0.415,0.41,0.42,0.0557,0.0349,-0.0349
0.425,0.42,0.43,0.0563,0.0357,-0.0357
0.435,0.43,0.44,0.0567,0.0366,-0.0366
0.445,0.44,0.45,0.0571,0.0377,-0.0377
0.455,0.45,0.46,0.0574,0.0389,-0.0389
0.46499999999999997,0.46,0.47,0.0576,0.0403,-0.0403
0.475,0.47,0.48,0.0578,0.0419,-0.0419
0.485,0.48,0.49,0.0579,0.0437,-0.0437
0.495,0.49,0.5,0.058,0.0458,-0.0458
0.505,0.5,0.51,0.0581,0.0481,-0.0481
0.515,0.51,0.52,0.0582,0.0507,-0.0507
0.525,0.52,0.53,0.0584,0.0535,-0.0535
0.535,0.53,0.54,0.0586,0.0565,-0.0565
0.545,0.54,0.55,0.059,0.0597,-0.0597
0.555,0.55,0.56,0.0595,0.063,-0.063
0.565,0.56,0.57,0.0603,0.0665,-0.0665
0.575,0.57,0.58,0.0612,0.0702,-0.0702
0.585,0.58,0.59,0.0625,0.0739,-0.0739
0.595,0.59,0.6,0.064,0.0778,-0.0778
0.605,0.6,0.61,0.0659,0.0817,-0.0817
0.615,0.61,0.62,0.0682,0.0857,-0.0857
0.625,0.62,0.63,0.071,0.0897,-0.0897
0.635,0.63,0.64,0.0742,0.0937,-0.0937
0.645,0.64,0.65,0.0779,0.0976,-0.0976
0.655,0.65,0.66,0.0822,0.1015,-0.1015
0.665,0.66,0.67,0.087,0.1053,-0.1053
0.675,0.67,0.68,0.0924,0.1091,-0.1091
0.685,0.68,0.69,0.0984,0.1127,-0.1127
0.695,0.69,0.7,0.1051,0.1163,-0.1163
0.705,0.7,0.71,0.1125,0.1199,-0.1199
0.715,0.71,0.72,0.1205,0.1233,-0.1233
0.725,0.72,0.73,0.1292,0.1267,-0.1267
0.735,0.73,0.74,0.1386,0.1302,-0.1302
0.745,0.74,0.75,0.1487,0.1336,-0.1336
0.755,0.75,0.76,0.1594,0.137,-0.137
0.765,0.76,0.77,0.1708,0.1406,-0.1406
0.775,0.77,0.78,0.1829,0.1443,-0.1443
0.785,0.78,0.79,0.1956,0.1481,-0.1481
0.795,0.79,0.8,0.2089,0.1522,-0.1522
0.805,0.8,0.81,0.2227,0.1565,-0.1565
0.815,0.81,0.82,0.237,0.1611,-0.1611
0.825,0.82,0.83,0.2518,0.1661,-0.1661
0.835,0.83,0.84,0.267,0.1714,-0.1714
0.845,0.84,0.85,0.2826,0.1771,-0.1771
0.855,0.85,0.86,0.2983,0.1832,-0.1832
0.865,0.86,0.87,0.3143,0.1897,-0.1897
0.875,0.87,0.88,0.3304,0.1965,-0.1965
0.885,0.88,0.89,0.3465,0.2038,-0.2038
0.895,0.89,0.9,0.3626,0.2113,-0.2113
0.905,0.9,0.91,0.3784,0.2192,-0.2192
0.915,0.91,0.92,0.394,0.2274,-0.2274
0.925,0.92,0.93,0.4091,0.2357,-0.2357
0.935,0.93,0.94,0.4238,0.2442,-0.2442
0.945,0.94,0.95,0.4378,0.2527,-0.2527
0.955,0.95,0.96,0.451,0.2612,-0.2612
0.965,0.96,0.97,0.4634,0.2697,-0.2697
0.975,0.97,0.98,0.4748,0.278,-0.278
0.985,0.98,0.99,0.4851,0.286,-0.286
0.995,0.99,1.0,0.4941,0.2938,-0.2938
1.005,1.0,1.01,0.5018,0.3011,-0.3011
1.0150000000000001,1.01,1.02,0.508,0.308,-0.308
1.025,1.02,1.03,0.5127,0.3142,-0.3142
1.0350000000000001,1.03,1.04,0.5156,0.3199,-0.3199
1.045,1.04,1.05,0.5168,0.3248,-0.3248
1.0550000000000002,1.05,1.06,0.5162,0.329,-0.329
1.065,1.06,1.07,0.5138,0.3324,-0.3324
1.0750000000000002,1.07,1.08,0.5095,0.335,-0.335
1.085,1.08,1.09,0.5033,0.3366,-0.3366
1.0950000000000002,1.09,1.1,0.4954,0.3374,-0.3374
1.105,1.1,1.11,0.4858,0.3373,-0.3373
1.1150000000000002,1.11,1.12,0.4747,0.3363,-0.3363
1.125,1.12,1.13,0.4623,0.3345,-0.3345
1.1349999999999998,1.13,1.14,0.4491,0.332,-0.332
1.145,1.14,1.15,0.4355,0.3287,-0.3287
1.1549999999999998,1.15,1.16,0.4221,0.3248,-0.3248
1.165,1.16,1.17,0.4095,0.3204,-0.3204
1.1749999999999998,1.17,1.18,0.3987,0.3156,-0.3156
1.185,1.18,1.19,0.3907,0.3104,-0.3104
1.1949999999999998,1.19,1.2,0.3866,0.3051,-0.3051
1.205,1.2,1.21,0.3873,0.2997,-0.2997
1.2149999999999999,1.21,1.22,0.3938,0.2946,-0.2946
1.225,1.22,1.23,0.4065,0.2902,-0.2902
1.2349999999999999,1.23,1.24,0.4246,0.2874,-0.2874
1.245,1.24,1.25,0.4468,0.2874,-0.2874
1.255,1.25,1.26,0.4698,0.2911,-0.2911
1.2650000000000001,1.26,1.27,0.4897,0.299,-0.299
1.275,1.27,1.28,0.5021,0.3105,-0.3105
1.2850000000000001,1.28,1.29,0.5033,0.3238,-0.3238
1.295,1.29,1.3,0.4911,0.3364,-0.3364
1.3050000000000002,1.3,1.31,0.4655,0.3461,-0.3461
1.315,1.31,1.32,0.4283,0.3511,-0.3511
1.3250000000000002,1.32,1.33,0.3827,0.3505,-0.3505
1.335,1.33,1.34,0.3324,0.3438,-0.3438
1.3450000000000002,1.34,1.35,0.2811,0.3309,-0.3309
1.355,1.35,1.36,0.2324,0.3125,-0.3125
1.3650000000000002,1.36,1.37,0.1891,0.2897,-0.2897
1.375,1.37,1.38,0.1541,0.2656,-0.2656
1.3849999999999998,1.38,1.39,0.1297,0.2458,-0.2458
1.395,1.39,1.4,0.1179,0.2361,-0.2361

