#: table_doi: 10.17182/hepdata.74824.v1/t130
#: name: Table 130
#: description: Dm wave cross section for -T.

#: data_file: Table130.yaml
#: keyword reactions: GAMMA P --> PI+ PI- P
#: keyword observables: DSIG/DT/DM
#: keyword plabs: 3.0,3.8
#: keyword phrases: Exclusive | Single Differential Cross Section | Photoproduction
#: -T [GeV^2],,,0.7-0.8
#: E(P=1) [GeV],,,3.0-3.2
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=dmwave) [MUB/GEV**3]",error +,error -
0.665,0.66,0.67,0.092,0.0505,-0.0505
0.675,0.67,0.68,0.0943,0.0517,-0.0517
0.685,0.68,0.69,0.0966,0.053,-0.053
0.695,0.69,0.7,0.0987,0.0544,-0.0544
0.705,0.7,0.71,0.1007,0.0559,-0.0559
0.715,0.71,0.72,0.1027,0.0576,-0.0576
0.725,0.72,0.73,0.1045,0.0593,-0.0593
0.735,0.73,0.74,0.1063,0.0612,-0.0612
0.745,0.74,0.75,0.1079,0.0631,-0.0631
0.755,0.75,0.76,0.1094,0.0651,-0.0651
0.765,0.76,0.77,0.1109,0.0671,-0.0671
0.775,0.77,0.78,0.1122,0.0691,-0.0691
0.785,0.78,0.79,0.1134,0.0712,-0.0712
0.795,0.79,0.8,0.1146,0.0732,-0.0732
0.805,0.8,0.81,0.1157,0.0752,-0.0752
0.815,0.81,0.82,0.1167,0.0772,-0.0772
0.825,0.82,0.83,0.1176,0.0791,-0.0791
0.835,0.83,0.84,0.1185,0.0809,-0.0809
0.845,0.84,0.85,0.1193,0.0827,-0.0827
0.855,0.85,0.86,0.12,0.0843,-0.0843
0.865,0.86,0.87,0.1206,0.0859,-0.0859
0.875,0.87,0.88,0.1212,0.0873,-0.0873
0.885,0.88,0.89,0.1218,0.0886,-0.0886
0.895,0.89,0.9,0.1222,0.0897,-0.0897
0.905,0.9,0.91,0.1226,0.0907,-0.0907
0.915,0.91,0.92,0.123,0.0915,-0.0915
0.925,0.92,0.93,0.1233,0.0921,-0.0921
0.935,0.93,0.94,0.1235,0.0926,-0.0926
0.945,0.94,0.95,0.1237,0.0928,-0.0928
0.955,0.95,0.96,0.1238,0.0929,-0.0929
0.965,0.96,0.97,0.1239,0.0927,-0.0927
0.975,0.97,0.98,0.1239,0.0923,-0.0923
0.985,0.98,0.99,0.1238,0.0916,-0.0916
0.995,0.99,1.0,0.1237,0.0907,-0.0907
1.005,1.0,1.01,0.1235,0.0896,-0.0896
1.0150000000000001,1.01,1.02,0.1233,0.0881,-0.0881
1.025,1.02,1.03,0.123,0.0865,-0.0865
1.0350000000000001,1.03,1.04,0.1227,0.0846,-0.0846
1.045,1.04,1.05,0.1224,0.0826,-0.0826
1.0550000000000002,1.05,1.06,0.1222,0.0804,-0.0804
1.065,1.06,1.07,0.122,0.0783,-0.0783
1.0750000000000002,1.07,1.08,0.1219,0.0763,-0.0763
1.085,1.08,1.09,0.1219,0.0746,-0.0746
1.0950000000000002,1.09,1.1,0.1222,0.0733,-0.0733
1.105,1.1,1.11,0.1227,0.0728,-0.0728
1.1150000000000002,1.11,1.12,0.1237,0.0732,-0.0732
1.125,1.12,1.13,0.1252,0.0747,-0.0747
1.1349999999999998,1.13,1.14,0.1274,0.0776,-0.0776
1.145,1.14,1.15,0.1305,0.082,-0.082
1.1549999999999998,1.15,1.16,0.1345,0.0879,-0.0879
1.165,1.16,1.17,0.1399,0.0952,-0.0952
1.1749999999999998,1.17,1.18,0.1467,0.1039,-0.1039
1.185,1.18,1.19,0.1553,0.1139,-0.1139
1.1949999999999998,1.19,1.2,0.1657,0.1249,-0.1249
1.205,1.2,1.21,0.178,0.1367,-0.1367
1.2149999999999999,1.21,1.22,0.1922,0.1489,-0.1489
1.225,1.22,1.23,0.2078,0.161,-0.161
1.2349999999999999,1.23,1.24,0.224,0.1724,-0.1724
1.245,1.24,1.25,0.2398,0.1824,-0.1824
1.255,1.25,1.26,0.2538,0.1903,-0.1903
1.2650000000000001,1.26,1.27,0.2643,0.1952,-0.1952
1.275,1.27,1.28,0.2702,0.197,-0.197
1.2850000000000001,1.28,1.29,0.2708,0.1954,-0.1954
1.295,1.29,1.3,0.2663,0.1912,-0.1912
1.3050000000000002,1.3,1.31,0.2575,0.1852,-0.1852
1.315,1.31,1.32,0.246,0.1785,-0.1785
1.3250000000000002,1.32,1.33,0.2333,0.1723,-0.1723
1.335,1.33,1.34,0.221,0.1674,-0.1674
1.3450000000000002,1.34,1.35,0.2103,0.1644,-0.1644
1.355,1.35,1.36,0.2023,0.1635,-0.1635
1.3650000000000002,1.36,1.37,0.1978,0.1651,-0.1651
1.375,1.37,1.38,0.1974,0.1695,-0.1695
1.3849999999999998,1.38,1.39,0.2017,0.1771,-0.1771
1.395,1.39,1.4,0.211,0.1888,-0.1888

#: -T [GeV^2],,,0.7-0.8
#: E(P=1) [GeV],,,3.2-3.4
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=dmwave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.0758,0.0506,-0.0506
0.415,0.41,0.42,0.0739,0.0497,-0.0497
0.425,0.42,0.43,0.0719,0.0486,-0.0486
0.435,0.43,0.44,0.0698,0.0473,-0.0473
0.445,0.44,0.45,0.0678,0.0459,-0.0459
0.455,0.45,0.46,0.0656,0.0444,-0.0444
0.46499999999999997,0.46,0.47,0.0635,0.0428,-0.0428
0.475,0.47,0.48,0.0614,0.0412,-0.0412
0.485,0.48,0.49,0.0592,0.0395,-0.0395
0.495,0.49,0.5,0.0571,0.038,-0.038
0.505,0.5,0.51,0.055,0.0364,-0.0364
0.515,0.51,0.52,0.0529,0.035,-0.035
0.525,0.52,0.53,0.0508,0.0337,-0.0337
0.535,0.53,0.54,0.0488,0.0325,-0.0325
0.545,0.54,0.55,0.0469,0.0315,-0.0315
0.555,0.55,0.56,0.045,0.0306,-0.0306
0.565,0.56,0.57,0.0432,0.0298,-0.0298
0.575,0.57,0.58,0.0414,0.0292,-0.0292
0.585,0.58,0.59,0.0398,0.0287,-0.0287
0.595,0.59,0.6,0.0383,0.0283,-0.0283
0.605,0.6,0.61,0.0369,0.028,-0.028
0.615,0.61,0.62,0.0355,0.0277,-0.0277
0.625,0.62,0.63,0.0343,0.0274,-0.0274
0.635,0.63,0.64,0.0333,0.0272,-0.0272
0.645,0.64,0.65,0.0323,0.0269,-0.0269
0.655,0.65,0.66,0.0315,0.0266,-0.0266
0.665,0.66,0.67,0.0308,0.0263,-0.0263
0.675,0.67,0.68,0.0303,0.026,-0.026
0.685,0.68,0.69,0.0299,0.0256,-0.0256
0.695,0.69,0.7,0.0297,0.0253,-0.0253
0.705,0.7,0.71,0.0295,0.025,-0.025
0.715,0.71,0.72,0.0296,0.0248,-0.0248
0.725,0.72,0.73,0.0298,0.0246,-0.0246
0.735,0.73,0.74,0.0301,0.0245,-0.0245
0.745,0.74,0.75,0.0306,0.0246,-0.0246
0.755,0.75,0.76,0.0312,0.0248,-0.0248
0.765,0.76,0.77,0.0319,0.0253,-0.0253
0.775,0.77,0.78,0.0328,0.026,-0.026
0.785,0.78,0.79,0.0338,0.027,-0.027
0.795,0.79,0.8,0.0349,0.0283,-0.0283
0.805,0.8,0.81,0.0362,0.0298,-0.0298
0.815,0.81,0.82,0.0376,0.0315,-0.0315
0.825,0.82,0.83,0.0391,0.0335,-0.0335
0.835,0.83,0.84,0.0406,0.0356,-0.0356
0.845,0.84,0.85,0.0423,0.038,-0.038
0.855,0.85,0.86,0.0441,0.0405,-0.0405
0.865,0.86,0.87,0.0459,0.043,-0.043
0.875,0.87,0.88,0.0478,0.0457,-0.0457
0.885,0.88,0.89,0.0498,0.0484,-0.0484
0.895,0.89,0.9,0.0518,0.0512,-0.0512
0.905,0.9,0.91,0.0539,0.0539,-0.0539
0.915,0.91,0.92,0.0559,0.0566,-0.0566
0.925,0.92,0.93,0.058,0.0593,-0.0593
0.935,0.93,0.94,0.0601,0.0619,-0.0619
0.945,0.94,0.95,0.0622,0.0645,-0.0645
0.955,0.95,0.96,0.0643,0.0669,-0.0669
0.965,0.96,0.97,0.0663,0.0692,-0.0692
0.975,0.97,0.98,0.0683,0.0714,-0.0714
0.985,0.98,0.99,0.0702,0.0735,-0.0735
0.995,0.99,1.0,0.0721,0.0754,-0.0754
1.005,1.0,1.01,0.0739,0.0772,-0.0772
1.0150000000000001,1.01,1.02,0.0756,0.0789,-0.0789
1.025,1.02,1.03,0.0773,0.0804,-0.0804
1.0350000000000001,1.03,1.04,0.0789,0.0817,-0.0817
1.045,1.04,1.05,0.0805,0.0829,-0.0829
1.0550000000000002,1.05,1.06,0.082,0.084,-0.084
1.065,1.06,1.07,0.0834,0.085,-0.085
1.0750000000000002,1.07,1.08,0.0849,0.0859,-0.0859
1.085,1.08,1.09,0.0864,0.0867,-0.0867
1.0950000000000002,1.09,1.1,0.0879,0.0875,-0.0875
1.105,1.1,1.11,0.0896,0.0883,-0.0883
1.1150000000000002,1.11,1.12,0.0914,0.0891,-0.0891
1.125,1.12,1.13,0.0935,0.09,-0.09
1.1349999999999998,1.13,1.14,0.096,0.091,-0.091
1.145,1.14,1.15,0.0991,0.0923,-0.0923
1.1549999999999998,1.15,1.16,0.1027,0.0942,-0.0942
1.165,1.16,1.17,0.1072,0.0968,-0.0968
1.1749999999999998,1.17,1.18,0.1126,0.1006,-0.1006
1.185,1.18,1.19,0.1192,0.106,-0.106
1.1949999999999998,1.19,1.2,0.1271,0.1135,-0.1135
1.205,1.2,1.21,0.1362,0.1234,-0.1234
1.2149999999999999,1.21,1.22,0.1467,0.1356,-0.1356
1.225,1.22,1.23,0.1581,0.1497,-0.1497
1.2349999999999999,1.23,1.24,0.1699,0.1648,-0.1648
1.245,1.24,1.25,0.1814,0.1793,-0.1793
1.255,1.25,1.26,0.1914,0.1916,-0.1916
1.2650000000000001,1.26,1.27,0.1988,0.2001,-0.2001
1.275,1.27,1.28,0.2026,0.2036,-0.2036
1.2850000000000001,1.28,1.29,0.2023,0.2017,-0.2017
1.295,1.29,1.3,0.1978,0.1954,-0.1954
1.3050000000000002,1.3,1.31,0.1899,0.1863,-0.1863
1.315,1.31,1.32,0.1794,0.1765,-0.1765
1.3250000000000002,1.32,1.33,0.1677,0.1679,-0.1679
1.335,1.33,1.34,0.1556,0.1617,-0.1617
1.3450000000000002,1.34,1.35,0.1443,0.1584,-0.1584
1.355,1.35,1.36,0.1345,0.1579,-0.1579
1.3650000000000002,1.36,1.37,0.1266,0.1597,-0.1597
1.375,1.37,1.38,0.1213,0.1633,-0.1633
1.3849999999999998,1.38,1.39,0.1188,0.1688,-0.1688
1.395,1.39,1.4,0.1195,0.1763,-0.1763

#: -T [GeV^2],,,0.7-0.8
#: E(P=1) [GeV],,,3.4-3.6
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=dmwave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.0593,0.0282,-0.0282
0.415,0.41,0.42,0.0593,0.0282,-0.0282
0.425,0.42,0.43,0.0594,0.0283,-0.0283
0.435,0.43,0.44,0.0595,0.0286,-0.0286
0.445,0.44,0.45,0.0596,0.0291,-0.0291
0.455,0.45,0.46,0.0597,0.0298,-0.0298
0.46499999999999997,0.46,0.47,0.0598,0.0308,-0.0308
0.475,0.47,0.48,0.0599,0.032,-0.032
0.485,0.48,0.49,0.06,0.0333,-0.0333
0.495,0.49,0.5,0.0601,0.0348,-0.0348
0.505,0.5,0.51,0.0602,0.0364,-0.0364
0.515,0.51,0.52,0.0602,0.038,-0.038
0.525,0.52,0.53,0.0603,0.0397,-0.0397
0.535,0.53,0.54,0.0603,0.0413,-0.0413
0.545,0.54,0.55,0.0603,0.0428,-0.0428
0.555,0.55,0.56,0.0604,0.0442,-0.0442
0.565,0.56,0.57,0.0604,0.0455,-0.0455
0.575,0.57,0.58,0.0604,0.0466,-0.0466
0.585,0.58,0.59,0.0605,0.0475,-0.0475
0.595,0.59,0.6,0.0606,0.0483,-0.0483
0.605,0.6,0.61,0.0606,0.0489,-0.0489
0.615,0.61,0.62,0.0607,0.0493,-0.0493
0.625,0.62,0.63,0.0608,0.0495,-0.0495
0.635,0.63,0.64,0.061,0.0495,-0.0495
0.645,0.64,0.65,0.0612,0.0493,-0.0493
0.655,0.65,0.66,0.0614,0.049,-0.049
0.665,0.66,0.67,0.0617,0.0485,-0.0485
0.675,0.67,0.68,0.062,0.0478,-0.0478
0.685,0.68,0.69,0.0623,0.0471,-0.0471
0.695,0.69,0.7,0.0627,0.0462,-0.0462
0.705,0.7,0.71,0.0632,0.0453,-0.0453
0.715,0.71,0.72,0.0637,0.0444,-0.0444
0.725,0.72,0.73,0.0642,0.0435,-0.0435
0.735,0.73,0.74,0.0649,0.0427,-0.0427
0.745,0.74,0.75,0.0655,0.042,-0.042
0.755,0.75,0.76,0.0663,0.0414,-0.0414
0.765,0.76,0.77,0.0671,0.0411,-0.0411
0.775,0.77,0.78,0.0679,0.0411,-0.0411
0.785,0.78,0.79,0.0688,0.0413,-0.0413
0.795,0.79,0.8,0.0698,0.0419,-0.0419
0.805,0.8,0.81,0.0708,0.0427,-0.0427
0.815,0.81,0.82,0.0719,0.0439,-0.0439
0.825,0.82,0.83,0.0731,0.0454,-0.0454
0.835,0.83,0.84,0.0743,0.0471,-0.0471
0.845,0.84,0.85,0.0755,0.049,-0.049
0.855,0.85,0.86,0.0769,0.0511,-0.0511
0.865,0.86,0.87,0.0782,0.0534,-0.0534
0.875,0.87,0.88,0.0796,0.0557,-0.0557
0.885,0.88,0.89,0.0811,0.0581,-0.0581
0.895,0.89,0.9,0.0827,0.0606,-0.0606
0.905,0.9,0.91,0.0842,0.063,-0.063
0.915,0.91,0.92,0.0859,0.0654,-0.0654
0.925,0.92,0.93,0.0876,0.0678,-0.0678
0.935,0.93,0.94,0.0893,0.0701,-0.0701
0.945,0.94,0.95,0.0912,0.0724,-0.0724
0.955,0.95,0.96,0.0931,0.0747,-0.0747
0.965,0.96,0.97,0.095,0.0769,-0.0769
0.975,0.97,0.98,0.0971,0.079,-0.079
0.985,0.98,0.99,0.0993,0.0812,-0.0812
0.995,0.99,1.0,0.1016,0.0834,-0.0834
1.005,1.0,1.01,0.1041,0.0856,-0.0856
1.0150000000000001,1.01,1.02,0.1067,0.088,-0.088
1.025,1.02,1.03,0.1096,0.0906,-0.0906
1.0350000000000001,1.03,1.04,0.1127,0.0934,-0.0934
1.045,1.04,1.05,0.1161,0.0966,-0.0966
1.0550000000000002,1.05,1.06,0.1198,0.1001,-0.1001
1.065,1.06,1.07,0.124,0.1041,-0.1041
1.0750000000000002,1.07,1.08,0.1287,0.1086,-0.1086
1.085,1.08,1.09,0.1339,0.1136,-0.1136
1.0950000000000002,1.09,1.1,0.1399,0.1193,-0.1193
1.105,1.1,1.11,0.1466,0.1257,-0.1257
1.1150000000000002,1.11,1.12,0.1542,0.1327,-0.1327
1.125,1.12,1.13,0.1628,0.1403,-0.1403
1.1349999999999998,1.13,1.14,0.1727,0.1486,-0.1486
1.145,1.14,1.15,0.1838,0.1574,-0.1574
1.1549999999999998,1.15,1.16,0.1963,0.1667,-0.1667
1.165,1.16,1.17,0.2103,0.1763,-0.1763
1.1749999999999998,1.17,1.18,0.2257,0.1859,-0.1859
1.185,1.18,1.19,0.2425,0.1954,-0.1954
1.1949999999999998,1.19,1.2,0.2602,0.2043,-0.2043
1.205,1.2,1.21,0.2784,0.2122,-0.2122
1.2149999999999999,1.21,1.22,0.296,0.2187,-0.2187
1.225,1.22,1.23,0.3118,0.223,-0.223
1.2349999999999999,1.23,1.24,0.324,0.2248,-0.2248
1.245,1.24,1.25,0.3307,0.2235,-0.2235
1.255,1.25,1.26,0.3302,0.219,-0.219
1.2650000000000001,1.26,1.27,0.3213,0.2115,-0.2115
1.275,1.27,1.28,0.3038,0.2013,-0.2013
1.2850000000000001,1.28,1.29,0.2791,0.1893,-0.1893
1.295,1.29,1.3,0.2492,0.1764,-0.1764
1.3050000000000002,1.3,1.31,0.2171,0.1635,-0.1635
1.315,1.31,1.32,0.1857,0.1515,-0.1515
1.3250000000000002,1.32,1.33,0.1574,0.1409,-0.1409
1.335,1.33,1.34,0.1339,0.1321,-0.1321
1.3450000000000002,1.34,1.35,0.1165,0.1255,-0.1255
1.355,1.35,1.36,0.1058,0.1217,-0.1217
1.3650000000000002,1.36,1.37,0.1019,0.1214,-0.1214
1.375,1.37,1.38,0.1051,0.1255,-0.1255
1.3849999999999998,1.38,1.39,0.1153,0.135,-0.135
1.395,1.39,1.4,0.1325,0.1507,-0.1507

#: -T [GeV^2],,,0.7-0.8
#: E(P=1) [GeV],,,3.6-3.8
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=dmwave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.0292,0.0227,-0.0227
0.415,0.41,0.42,0.0288,0.0227,-0.0227
0.425,0.42,0.43,0.0288,0.023,-0.023
0.435,0.43,0.44,0.029,0.0235,-0.0235
0.445,0.44,0.45,0.0295,0.0243,-0.0243
0.455,0.45,0.46,0.0302,0.0254,-0.0254
0.46499999999999997,0.46,0.47,0.0312,0.0267,-0.0267
0.475,0.47,0.48,0.0324,0.0281,-0.0281
0.485,0.48,0.49,0.0337,0.0296,-0.0296
0.495,0.49,0.5,0.0352,0.0312,-0.0312
0.505,0.5,0.51,0.0369,0.0328,-0.0328
0.515,0.51,0.52,0.0387,0.0344,-0.0344
0.525,0.52,0.53,0.0406,0.036,-0.036
0.535,0.53,0.54,0.0427,0.0375,-0.0375
0.545,0.54,0.55,0.0448,0.039,-0.039
0.555,0.55,0.56,0.047,0.0404,-0.0404
0.565,0.56,0.57,0.0493,0.0417,-0.0417
0.575,0.57,0.58,0.0516,0.043,-0.043
0.585,0.58,0.59,0.054,0.0441,-0.0441
0.595,0.59,0.6,0.0565,0.0451,-0.0451
0.605,0.6,0.61,0.0589,0.0461,-0.0461
0.615,0.61,0.62,0.0614,0.047,-0.047
0.625,0.62,0.63,0.0639,0.0478,-0.0478
0.635,0.63,0.64,0.0664,0.0485,-0.0485
0.645,0.64,0.65,0.0689,0.0492,-0.0492
0.655,0.65,0.66,0.0714,0.0498,-0.0498
0.665,0.66,0.67,0.0738,0.0505,-0.0505
0.675,0.67,0.68,0.0762,0.0511,-0.0511
0.685,0.68,0.69,0.0786,0.0517,-0.0517
0.695,0.69,0.7,0.0809,0.0523,-0.0523
0.705,0.7,0.71,0.0832,0.0529,-0.0529
0.715,0.71,0.72,0.0855,0.0536,-0.0536
0.725,0.72,0.73,0.0877,0.0543,-0.0543
0.735,0.73,0.74,0.0899,0.0551,-0.0551
0.745,0.74,0.75,0.0919,0.0559,-0.0559
0.755,0.75,0.76,0.094,0.0568,-0.0568
0.765,0.76,0.77,0.0959,0.0578,-0.0578
0.775,0.77,0.78,0.0978,0.0588,-0.0588
0.785,0.78,0.79,0.0997,0.0599,-0.0599
0.795,0.79,0.8,0.1015,0.061,-0.061
0.805,0.8,0.81,0.1032,0.0623,-0.0623
0.815,0.81,0.82,0.1048,0.0635,-0.0635
0.825,0.82,0.83,0.1064,0.0649,-0.0649
0.835,0.83,0.84,0.1079,0.0663,-0.0663
0.845,0.84,0.85,0.1093,0.0677,-0.0677
0.855,0.85,0.86,0.1107,0.0692,-0.0692
0.865,0.86,0.87,0.112,0.0707,-0.0707
0.875,0.87,0.88,0.1133,0.0723,-0.0723
0.885,0.88,0.89,0.1145,0.0739,-0.0739
0.895,0.89,0.9,0.1156,0.0755,-0.0755
0.905,0.9,0.91,0.1167,0.0772,-0.0772
0.915,0.91,0.92,0.1177,0.0789,-0.0789
0.925,0.92,0.93,0.1187,0.0806,-0.0806
0.935,0.93,0.94,0.1196,0.0823,-0.0823
0.945,0.94,0.95,0.1204,0.0841,-0.0841
0.955,0.95,0.96,0.1213,0.0859,-0.0859
0.965,0.96,0.97,0.1221,0.0877,-0.0877
0.975,0.97,0.98,0.1229,0.0895,-0.0895
0.985,0.98,0.99,0.1237,0.0914,-0.0914
0.995,0.99,1.0,0.1245,0.0934,-0.0934
1.005,1.0,1.01,0.1253,0.0954,-0.0954
1.0150000000000001,1.01,1.02,0.1262,0.0974,-0.0974
1.025,1.02,1.03,0.1271,0.0995,-0.0995
1.0350000000000001,1.03,1.04,0.1282,0.1017,-0.1017
1.045,1.04,1.05,0.1293,0.104,-0.104
1.0550000000000002,1.05,1.06,0.1307,0.1063,-0.1063
1.065,1.06,1.07,0.1324,0.1087,-0.1087
1.0750000000000002,1.07,1.08,0.1343,0.1113,-0.1113
1.085,1.08,1.09,0.1366,0.1139,-0.1139
1.0950000000000002,1.09,1.1,0.1394,0.1167,-0.1167
1.105,1.1,1.11,0.1428,0.1196,-0.1196
1.1150000000000002,1.11,1.12,0.1468,0.1226,-0.1226
1.125,1.12,1.13,0.1517,0.1259,-0.1259
1.1349999999999998,1.13,1.14,0.1576,0.1293,-0.1293
1.145,1.14,1.15,0.1646,0.133,-0.133
1.1549999999999998,1.15,1.16,0.1729,0.1368,-0.1368
1.165,1.16,1.17,0.1827,0.1409,-0.1409
1.1749999999999998,1.17,1.18,0.1941,0.1453,-0.1453
1.185,1.18,1.19,0.2071,0.1499,-0.1499
1.1949999999999998,1.19,1.2,0.2216,0.1549,-0.1549
1.205,1.2,1.21,0.2374,0.1604,-0.1604
1.2149999999999999,1.21,1.22,0.2539,0.1665,-0.1665
1.225,1.22,1.23,0.2701,0.1737,-0.1737
1.2349999999999999,1.23,1.24,0.2849,0.1823,-0.1823
1.245,1.24,1.25,0.2964,0.1923,-0.1923
1.255,1.25,1.26,0.3028,0.2038,-0.2038
1.2650000000000001,1.26,1.27,0.3027,0.2158,-0.2158
1.275,1.27,1.28,0.2951,0.2271,-0.2271
1.2850000000000001,1.28,1.29,0.2801,0.2359,-0.2359
1.295,1.29,1.3,0.2589,0.2408,-0.2408
1.3050000000000002,1.3,1.31,0.2334,0.2408,-0.2408
1.315,1.31,1.32,0.2057,0.2356,-0.2356
1.3250000000000002,1.32,1.33,0.1781,0.2256,-0.2256
1.335,1.33,1.34,0.1521,0.2121,-0.2121
1.3450000000000002,1.34,1.35,0.1291,0.1977,-0.1977
1.355,1.35,1.36,0.1098,0.1857,-0.1857
1.3650000000000002,1.36,1.37,0.0948,0.1772,-0.1772
1.375,1.37,1.38,0.0844,0.1722,-0.1722
1.3849999999999998,1.38,1.39,0.0787,0.1716,-0.1716
1.395,1.39,1.4,0.0779,0.177,-0.177

