#: table_doi: 10.17182/hepdata.74824.v1/t129
#: name: Table 129
#: description: Dm wave cross section for -T.

#: data_file: Table129.yaml
#: keyword reactions: GAMMA P --> PI+ PI- P
#: keyword observables: DSIG/DT/DM
#: keyword plabs: 3.0,3.8
#: keyword phrases: Exclusive | Single Differential Cross Section | Photoproduction
#: -T [GeV^2],,,0.6-0.7
#: E(P=1) [GeV],,,3.0-3.2
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=dmwave) [MUB/GEV**3]",error +,error -
1.105,1.1,1.11,0.0915,0.0665,-0.0665
1.1150000000000002,1.11,1.12,0.0938,0.0658,-0.0658
1.125,1.12,1.13,0.0974,0.0654,-0.0654
1.1349999999999998,1.13,1.14,0.1024,0.0654,-0.0654
1.145,1.14,1.15,0.1092,0.0658,-0.0658
1.1549999999999998,1.15,1.16,0.1181,0.067,-0.067
1.165,1.16,1.17,0.1294,0.0692,-0.0692
1.1749999999999998,1.17,1.18,0.1434,0.073,-0.073
1.185,1.18,1.19,0.1607,0.0792,-0.0792
1.1949999999999998,1.19,1.2,0.1815,0.0884,-0.0884
1.205,1.2,1.21,0.2061,0.1013,-0.1013
1.2149999999999999,1.21,1.22,0.2346,0.1183,-0.1183
1.225,1.22,1.23,0.2665,0.1394,-0.1394
1.2349999999999999,1.23,1.24,0.301,0.1639,-0.1639
1.245,1.24,1.25,0.3366,0.1905,-0.1905
1.255,1.25,1.26,0.3712,0.2172,-0.2172
1.2650000000000001,1.26,1.27,0.4023,0.2418,-0.2418
1.275,1.27,1.28,0.4277,0.2619,-0.2619
1.2850000000000001,1.28,1.29,0.4457,0.2759,-0.2759
1.295,1.29,1.3,0.4557,0.2833,-0.2833
1.3050000000000002,1.3,1.31,0.4581,0.2845,-0.2845
1.315,1.31,1.32,0.4545,0.281,-0.281
1.3250000000000002,1.32,1.33,0.4464,0.2749,-0.2749
1.335,1.33,1.34,0.4359,0.2683,-0.2683
1.3450000000000002,1.34,1.35,0.4243,0.2633,-0.2633
1.355,1.35,1.36,0.4131,0.2614,-0.2614
1.3650000000000002,1.36,1.37,0.4031,0.2635,-0.2635
1.375,1.37,1.38,0.3949,0.2699,-0.2699
1.3849999999999998,1.38,1.39,0.3889,0.2806,-0.2806
1.395,1.39,1.4,0.3855,0.2952,-0.2952

#: -T [GeV^2],,,0.6-0.7
#: E(P=1) [GeV],,,3.2-3.4
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=dmwave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.0913,0.0344,-0.0344
0.415,0.41,0.42,0.0906,0.0358,-0.0358
0.425,0.42,0.43,0.0899,0.0374,-0.0374
0.435,0.43,0.44,0.0894,0.0392,-0.0392
0.445,0.44,0.45,0.0889,0.0411,-0.0411
0.455,0.45,0.46,0.0885,0.0431,-0.0431
0.46499999999999997,0.46,0.47,0.0882,0.0452,-0.0452
0.475,0.47,0.48,0.0879,0.0473,-0.0473
0.485,0.48,0.49,0.0878,0.0494,-0.0494
0.495,0.49,0.5,0.0877,0.0515,-0.0515
0.505,0.5,0.51,0.0876,0.0535,-0.0535
0.515,0.51,0.52,0.0877,0.0555,-0.0555
0.525,0.52,0.53,0.0878,0.0574,-0.0574
0.535,0.53,0.54,0.0879,0.0591,-0.0591
0.545,0.54,0.55,0.0881,0.0607,-0.0607
0.555,0.55,0.56,0.0883,0.0622,-0.0622
0.565,0.56,0.57,0.0885,0.0636,-0.0636
0.575,0.57,0.58,0.0888,0.0647,-0.0647
0.585,0.58,0.59,0.0891,0.0657,-0.0657
0.595,0.59,0.6,0.0894,0.0666,-0.0666
0.605,0.6,0.61,0.0897,0.0672,-0.0672
0.615,0.61,0.62,0.09,0.0677,-0.0677
0.625,0.62,0.63,0.0902,0.0681,-0.0681
0.635,0.63,0.64,0.0905,0.0683,-0.0683
0.645,0.64,0.65,0.0907,0.0683,-0.0683
0.655,0.65,0.66,0.0909,0.0682,-0.0682
0.665,0.66,0.67,0.0911,0.068,-0.068
0.675,0.67,0.68,0.0912,0.0677,-0.0677
0.685,0.68,0.69,0.0913,0.0674,-0.0674
0.695,0.69,0.7,0.0913,0.067,-0.067
0.705,0.7,0.71,0.0913,0.0665,-0.0665
0.715,0.71,0.72,0.0912,0.0661,-0.0661
0.725,0.72,0.73,0.091,0.0657,-0.0657
0.735,0.73,0.74,0.0908,0.0654,-0.0654
0.745,0.74,0.75,0.0905,0.0651,-0.0651
0.755,0.75,0.76,0.0901,0.065,-0.065
0.765,0.76,0.77,0.0897,0.065,-0.065
0.775,0.77,0.78,0.0892,0.0652,-0.0652
0.785,0.78,0.79,0.0887,0.0655,-0.0655
0.795,0.79,0.8,0.0881,0.066,-0.066
0.805,0.8,0.81,0.0874,0.0667,-0.0667
0.815,0.81,0.82,0.0867,0.0676,-0.0676
0.825,0.82,0.83,0.0859,0.0687,-0.0687
0.835,0.83,0.84,0.0851,0.0699,-0.0699
0.845,0.84,0.85,0.0842,0.0712,-0.0712
0.855,0.85,0.86,0.0833,0.0727,-0.0727
0.865,0.86,0.87,0.0824,0.0742,-0.0742
0.875,0.87,0.88,0.0814,0.0758,-0.0758
0.885,0.88,0.89,0.0804,0.0775,-0.0775
0.895,0.89,0.9,0.0794,0.0791,-0.0791
0.905,0.9,0.91,0.0784,0.0807,-0.0807
0.915,0.91,0.92,0.0774,0.0822,-0.0822
0.925,0.92,0.93,0.0764,0.0836,-0.0836
0.935,0.93,0.94,0.0754,0.0849,-0.0849
0.945,0.94,0.95,0.0744,0.086,-0.086
0.955,0.95,0.96,0.0735,0.087,-0.087
0.965,0.96,0.97,0.0726,0.0877,-0.0877
0.975,0.97,0.98,0.0718,0.0882,-0.0882
0.985,0.98,0.99,0.071,0.0885,-0.0885
0.995,0.99,1.0,0.0703,0.0885,-0.0885
1.005,1.0,1.01,0.0697,0.0883,-0.0883
1.0150000000000001,1.01,1.02,0.0693,0.0878,-0.0878
1.025,1.02,1.03,0.0689,0.0871,-0.0871
1.0350000000000001,1.03,1.04,0.0687,0.0861,-0.0861
1.045,1.04,1.05,0.0687,0.0849,-0.0849
1.0550000000000002,1.05,1.06,0.0689,0.0836,-0.0836
1.065,1.06,1.07,0.0693,0.0821,-0.0821
1.0750000000000002,1.07,1.08,0.0699,0.0806,-0.0806
1.085,1.08,1.09,0.0709,0.0793,-0.0793
1.0950000000000002,1.09,1.1,0.0722,0.0783,-0.0783
1.105,1.1,1.11,0.0739,0.0779,-0.0779
1.1150000000000002,1.11,1.12,0.0759,0.0782,-0.0782
1.125,1.12,1.13,0.0785,0.0797,-0.0797
1.1349999999999998,1.13,1.14,0.0816,0.0826,-0.0826
1.145,1.14,1.15,0.0853,0.0871,-0.0871
1.1549999999999998,1.15,1.16,0.0895,0.0934,-0.0934
1.165,1.16,1.17,0.0944,0.1015,-0.1015
1.1749999999999998,1.17,1.18,0.0999,0.1111,-0.1111
1.185,1.18,1.19,0.106,0.122,-0.122
1.1949999999999998,1.19,1.2,0.1125,0.1337,-0.1337
1.205,1.2,1.21,0.1191,0.1455,-0.1455
1.2149999999999999,1.21,1.22,0.1256,0.1566,-0.1566
1.225,1.22,1.23,0.1314,0.1659,-0.1659
1.2349999999999999,1.23,1.24,0.1359,0.1725,-0.1725
1.245,1.24,1.25,0.1382,0.1752,-0.1752
1.255,1.25,1.26,0.1378,0.1734,-0.1734
1.2650000000000001,1.26,1.27,0.1342,0.1671,-0.1671
1.275,1.27,1.28,0.1275,0.157,-0.157
1.2850000000000001,1.28,1.29,0.118,0.1447,-0.1447
1.295,1.29,1.3,0.1068,0.1322,-0.1322
1.3050000000000002,1.3,1.31,0.0949,0.121,-0.121
1.315,1.31,1.32,0.0834,0.1122,-0.1122
1.3250000000000002,1.32,1.33,0.0734,0.1059,-0.1059
1.335,1.33,1.34,0.0654,0.102,-0.102
1.3450000000000002,1.34,1.35,0.0599,0.1005,-0.1005
1.355,1.35,1.36,0.0571,0.1018,-0.1018
1.3650000000000002,1.36,1.37,0.0572,0.1067,-0.1067
1.375,1.37,1.38,0.0601,0.1156,-0.1156
1.3849999999999998,1.38,1.39,0.066,0.1289,-0.1289
1.395,1.39,1.4,0.0747,0.1467,-0.1467

#: -T [GeV^2],,,0.6-0.7
#: E(P=1) [GeV],,,3.4-3.6
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=dmwave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.0479,0.0392,-0.0392
0.415,0.41,0.42,0.0469,0.0397,-0.0397
0.425,0.42,0.43,0.0459,0.0401,-0.0401
0.435,0.43,0.44,0.0452,0.0404,-0.0404
0.445,0.44,0.45,0.0445,0.0406,-0.0406
0.455,0.45,0.46,0.044,0.0408,-0.0408
0.46499999999999997,0.46,0.47,0.0436,0.0408,-0.0408
0.475,0.47,0.48,0.0432,0.0408,-0.0408
0.485,0.48,0.49,0.0429,0.0406,-0.0406
0.495,0.49,0.5,0.0427,0.0404,-0.0404
0.505,0.5,0.51,0.0425,0.0402,-0.0402
0.515,0.51,0.52,0.0424,0.0398,-0.0398
0.525,0.52,0.53,0.0423,0.0394,-0.0394
0.535,0.53,0.54,0.0422,0.039,-0.039
0.545,0.54,0.55,0.0421,0.0385,-0.0385
0.555,0.55,0.56,0.042,0.0379,-0.0379
0.565,0.56,0.57,0.0419,0.0373,-0.0373
0.575,0.57,0.58,0.0417,0.0367,-0.0367
0.585,0.58,0.59,0.0416,0.036,-0.036
0.595,0.59,0.6,0.0415,0.0353,-0.0353
0.605,0.6,0.61,0.0413,0.0347,-0.0347
0.615,0.61,0.62,0.0411,0.034,-0.034
0.625,0.62,0.63,0.0408,0.0333,-0.0333
0.635,0.63,0.64,0.0406,0.0326,-0.0326
0.645,0.64,0.65,0.0403,0.032,-0.032
0.655,0.65,0.66,0.04,0.0313,-0.0313
0.665,0.66,0.67,0.0396,0.0307,-0.0307
0.675,0.67,0.68,0.0393,0.0302,-0.0302
0.685,0.68,0.69,0.0389,0.0297,-0.0297
0.695,0.69,0.7,0.0385,0.0292,-0.0292
0.705,0.7,0.71,0.0381,0.0288,-0.0288
0.715,0.71,0.72,0.0377,0.0284,-0.0284
0.725,0.72,0.73,0.0373,0.0281,-0.0281
0.735,0.73,0.74,0.0369,0.0279,-0.0279
0.745,0.74,0.75,0.0366,0.0277,-0.0277
0.755,0.75,0.76,0.0362,0.0276,-0.0276
0.765,0.76,0.77,0.0359,0.0275,-0.0275
0.775,0.77,0.78,0.0356,0.0275,-0.0275
0.785,0.78,0.79,0.0354,0.0275,-0.0275
0.795,0.79,0.8,0.0352,0.0276,-0.0276
0.805,0.8,0.81,0.0351,0.0278,-0.0278
0.815,0.81,0.82,0.0351,0.028,-0.028
0.825,0.82,0.83,0.0351,0.0282,-0.0282
0.835,0.83,0.84,0.0352,0.0285,-0.0285
0.845,0.84,0.85,0.0353,0.0289,-0.0289
0.855,0.85,0.86,0.0356,0.0293,-0.0293
0.865,0.86,0.87,0.0359,0.0297,-0.0297
0.875,0.87,0.88,0.0364,0.0302,-0.0302
0.885,0.88,0.89,0.0369,0.0308,-0.0308
0.895,0.89,0.9,0.0375,0.0314,-0.0314
0.905,0.9,0.91,0.0382,0.032,-0.032
0.915,0.91,0.92,0.039,0.0327,-0.0327
0.925,0.92,0.93,0.0399,0.0334,-0.0334
0.935,0.93,0.94,0.0409,0.0342,-0.0342
0.945,0.94,0.95,0.042,0.0351,-0.0351
0.955,0.95,0.96,0.0432,0.036,-0.036
0.965,0.96,0.97,0.0444,0.0369,-0.0369
0.975,0.97,0.98,0.0457,0.038,-0.038
0.985,0.98,0.99,0.0471,0.039,-0.039
0.995,0.99,1.0,0.0486,0.0402,-0.0402
1.005,1.0,1.01,0.0502,0.0414,-0.0414
1.0150000000000001,1.01,1.02,0.0518,0.0427,-0.0427
1.025,1.02,1.03,0.0535,0.0441,-0.0441
1.0350000000000001,1.03,1.04,0.0552,0.0456,-0.0456
1.045,1.04,1.05,0.057,0.0472,-0.0472
1.0550000000000002,1.05,1.06,0.0589,0.0489,-0.0489
1.065,1.06,1.07,0.0609,0.0508,-0.0508
1.0750000000000002,1.07,1.08,0.0629,0.0529,-0.0529
1.085,1.08,1.09,0.0651,0.0551,-0.0551
1.0950000000000002,1.09,1.1,0.0674,0.0575,-0.0575
1.105,1.1,1.11,0.0699,0.0601,-0.0601
1.1150000000000002,1.11,1.12,0.0725,0.063,-0.063
1.125,1.12,1.13,0.0754,0.0661,-0.0661
1.1349999999999998,1.13,1.14,0.0786,0.0694,-0.0694
1.145,1.14,1.15,0.0821,0.0729,-0.0729
1.1549999999999998,1.15,1.16,0.086,0.0766,-0.0766
1.165,1.16,1.17,0.0904,0.0804,-0.0804
1.1749999999999998,1.17,1.18,0.0954,0.0841,-0.0841
1.185,1.18,1.19,0.1009,0.0876,-0.0876
1.1949999999999998,1.19,1.2,0.1071,0.0907,-0.0907
1.205,1.2,1.21,0.1137,0.0931,-0.0931
1.2149999999999999,1.21,1.22,0.1208,0.0946,-0.0946
1.225,1.22,1.23,0.1279,0.0949,-0.0949
1.2349999999999999,1.23,1.24,0.1347,0.094,-0.094
1.245,1.24,1.25,0.1404,0.0923,-0.0923
1.255,1.25,1.26,0.1445,0.0904,-0.0904
1.2650000000000001,1.26,1.27,0.1463,0.0895,-0.0895
1.275,1.27,1.28,0.1453,0.0906,-0.0906
1.2850000000000001,1.28,1.29,0.1414,0.0939,-0.0939
1.295,1.29,1.3,0.135,0.0989,-0.0989
1.3050000000000002,1.3,1.31,0.1268,0.1042,-0.1042
1.315,1.31,1.32,0.1175,0.1088,-0.1088
1.3250000000000002,1.32,1.33,0.108,0.1118,-0.1118
1.335,1.33,1.34,0.0991,0.1132,-0.1132
1.3450000000000002,1.34,1.35,0.0913,0.1132,-0.1132
1.355,1.35,1.36,0.085,0.1127,-0.1127
1.3650000000000002,1.36,1.37,0.0807,0.1129,-0.1129
1.375,1.37,1.38,0.0786,0.1147,-0.1147
1.3849999999999998,1.38,1.39,0.0788,0.1189,-0.1189
1.395,1.39,1.4,0.0817,0.1261,-0.1261

#: -T [GeV^2],,,0.6-0.7
#: E(P=1) [GeV],,,3.6-3.8
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=dmwave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.0841,0.0471,-0.0471
0.415,0.41,0.42,0.0826,0.0468,-0.0468
0.425,0.42,0.43,0.0811,0.0465,-0.0465
0.435,0.43,0.44,0.0796,0.0461,-0.0461
0.445,0.44,0.45,0.078,0.0456,-0.0456
0.455,0.45,0.46,0.0764,0.045,-0.045
0.46499999999999997,0.46,0.47,0.0749,0.0444,-0.0444
0.475,0.47,0.48,0.0733,0.0437,-0.0437
0.485,0.48,0.49,0.0717,0.0431,-0.0431
0.495,0.49,0.5,0.0702,0.0424,-0.0424
0.505,0.5,0.51,0.0687,0.0418,-0.0418
0.515,0.51,0.52,0.0673,0.0411,-0.0411
0.525,0.52,0.53,0.0659,0.0406,-0.0406
0.535,0.53,0.54,0.0646,0.0401,-0.0401
0.545,0.54,0.55,0.0634,0.0396,-0.0396
0.555,0.55,0.56,0.0623,0.0392,-0.0392
0.565,0.56,0.57,0.0613,0.0389,-0.0389
0.575,0.57,0.58,0.0604,0.0386,-0.0386
0.585,0.58,0.59,0.0595,0.0384,-0.0384
0.595,0.59,0.6,0.0588,0.0384,-0.0384
0.605,0.6,0.61,0.0582,0.0383,-0.0383
0.615,0.61,0.62,0.0578,0.0384,-0.0384
0.625,0.62,0.63,0.0574,0.0385,-0.0385
0.635,0.63,0.64,0.0572,0.0387,-0.0387
0.645,0.64,0.65,0.0571,0.039,-0.039
0.655,0.65,0.66,0.0571,0.0393,-0.0393
0.665,0.66,0.67,0.0572,0.0397,-0.0397
0.675,0.67,0.68,0.0574,0.0401,-0.0401
0.685,0.68,0.69,0.0578,0.0405,-0.0405
0.695,0.69,0.7,0.0582,0.041,-0.041
0.705,0.7,0.71,0.0588,0.0415,-0.0415
0.715,0.71,0.72,0.0594,0.042,-0.042
0.725,0.72,0.73,0.0601,0.0426,-0.0426
0.735,0.73,0.74,0.0609,0.0431,-0.0431
0.745,0.74,0.75,0.0618,0.0437,-0.0437
0.755,0.75,0.76,0.0628,0.0442,-0.0442
0.765,0.76,0.77,0.0638,0.0447,-0.0447
0.775,0.77,0.78,0.0648,0.0453,-0.0453
0.785,0.78,0.79,0.0659,0.0458,-0.0458
0.795,0.79,0.8,0.067,0.0464,-0.0464
0.805,0.8,0.81,0.0682,0.0469,-0.0469
0.815,0.81,0.82,0.0693,0.0474,-0.0474
0.825,0.82,0.83,0.0704,0.0479,-0.0479
0.835,0.83,0.84,0.0714,0.0484,-0.0484
0.845,0.84,0.85,0.0725,0.049,-0.049
0.855,0.85,0.86,0.0734,0.0495,-0.0495
0.865,0.86,0.87,0.0743,0.05,-0.05
0.875,0.87,0.88,0.0751,0.0505,-0.0505
0.885,0.88,0.89,0.0758,0.051,-0.051
0.895,0.89,0.9,0.0763,0.0515,-0.0515
0.905,0.9,0.91,0.0768,0.0519,-0.0519
0.915,0.91,0.92,0.0771,0.0524,-0.0524
0.925,0.92,0.93,0.0772,0.0528,-0.0528
0.935,0.93,0.94,0.0772,0.0532,-0.0532
0.945,0.94,0.95,0.077,0.0536,-0.0536
0.955,0.95,0.96,0.0766,0.0539,-0.0539
0.965,0.96,0.97,0.076,0.0541,-0.0541
0.975,0.97,0.98,0.0752,0.0543,-0.0543
0.985,0.98,0.99,0.0742,0.0544,-0.0544
0.995,0.99,1.0,0.0731,0.0545,-0.0545
1.005,1.0,1.01,0.0718,0.0544,-0.0544
1.0150000000000001,1.01,1.02,0.0704,0.0543,-0.0543
1.025,1.02,1.03,0.0688,0.0541,-0.0541
1.0350000000000001,1.03,1.04,0.0672,0.0538,-0.0538
1.045,1.04,1.05,0.0655,0.0535,-0.0535
1.0550000000000002,1.05,1.06,0.0639,0.0532,-0.0532
1.065,1.06,1.07,0.0625,0.053,-0.053
1.0750000000000002,1.07,1.08,0.0612,0.053,-0.053
1.085,1.08,1.09,0.0604,0.0533,-0.0533
1.0950000000000002,1.09,1.1,0.06,0.054,-0.054
1.105,1.1,1.11,0.0603,0.0554,-0.0554
1.1150000000000002,1.11,1.12,0.0615,0.0576,-0.0576
1.125,1.12,1.13,0.0638,0.0608,-0.0608
1.1349999999999998,1.13,1.14,0.0675,0.0653,-0.0653
1.145,1.14,1.15,0.0731,0.0712,-0.0712
1.1549999999999998,1.15,1.16,0.0807,0.0787,-0.0787
1.165,1.16,1.17,0.0908,0.0879,-0.0879
1.1749999999999998,1.17,1.18,0.1039,0.0989,-0.0989
1.185,1.18,1.19,0.1201,0.1116,-0.1116
1.1949999999999998,1.19,1.2,0.1398,0.1261,-0.1261
1.205,1.2,1.21,0.1628,0.142,-0.142
1.2149999999999999,1.21,1.22,0.1888,0.159,-0.159
1.225,1.22,1.23,0.2169,0.1764,-0.1764
1.2349999999999999,1.23,1.24,0.2452,0.1935,-0.1935
1.245,1.24,1.25,0.2716,0.2091,-0.2091
1.255,1.25,1.26,0.2931,0.2221,-0.2221
1.2650000000000001,1.26,1.27,0.3069,0.2313,-0.2313
1.275,1.27,1.28,0.3109,0.2356,-0.2356
1.2850000000000001,1.28,1.29,0.304,0.2347,-0.2347
1.295,1.29,1.3,0.2872,0.2286,-0.2286
1.3050000000000002,1.3,1.31,0.2624,0.2179,-0.2179
1.315,1.31,1.32,0.2325,0.2036,-0.2036
1.3250000000000002,1.32,1.33,0.2007,0.1869,-0.1869
1.335,1.33,1.34,0.1699,0.169,-0.169
1.3450000000000002,1.34,1.35,0.1422,0.1515,-0.1515
1.355,1.35,1.36,0.1194,0.1359,-0.1359
1.3650000000000002,1.36,1.37,0.1028,0.1246,-0.1246
1.375,1.37,1.38,0.0931,0.1198,-0.1198
1.3849999999999998,1.38,1.39,0.091,0.123,-0.123
1.395,1.39,1.4,0.097,0.1342,-0.1342

