#: table_doi: 10.17182/hepdata.74824.v1/t174
#: name: Table 174
#: description: Spin density matrix elements for the P-wave for -T.

#: data_file: Table174.yaml
#: keyword reactions: GAMMA P --> PI+ PI- P
#: keyword observables: RHO
#: keyword plabs: 3.0,3.8
#: keyword phrases: Exclusive | Photoproduction
#: -T [GeV^2],,,0.9-1.0
#: E(P=1) [GeV],,,3.0-3.2
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"RHO(P=3_4,C=JJ=0,MM=00)",error +,error -
0.735,0.73,0.74,0.34,0.0294,-0.0294
0.745,0.74,0.75,0.3309,0.0286,-0.0286
0.755,0.75,0.76,0.3221,0.0283,-0.0283
0.765,0.76,0.77,0.3138,0.0288,-0.0288
0.775,0.77,0.78,0.3062,0.0299,-0.0299
0.785,0.78,0.79,0.2994,0.0314,-0.0314
0.795,0.79,0.8,0.2936,0.0333,-0.0333
0.805,0.8,0.81,0.2888,0.0354,-0.0354
0.815,0.81,0.82,0.2852,0.0377,-0.0377
0.825,0.82,0.83,0.2829,0.0403,-0.0403
0.835,0.83,0.84,0.2817,0.043,-0.043
0.845,0.84,0.85,0.2818,0.046,-0.046
0.855,0.85,0.86,0.2828,0.0492,-0.0492
0.865,0.86,0.87,0.2848,0.0524,-0.0524
0.875,0.87,0.88,0.2874,0.0556,-0.0556
0.885,0.88,0.89,0.2904,0.0587,-0.0587
0.895,0.89,0.9,0.2938,0.0616,-0.0616
0.905,0.9,0.91,0.2973,0.0645,-0.0645
0.915,0.91,0.92,0.3008,0.0672,-0.0672
0.925,0.92,0.93,0.3044,0.0701,-0.0701
0.935,0.93,0.94,0.308,0.0734,-0.0734
0.945,0.94,0.95,0.312,0.0775,-0.0775
0.955,0.95,0.96,0.3169,0.0831,-0.0831
0.965,0.96,0.97,0.3246,0.0913,-0.0913
0.975,0.97,0.98,0.3398,0.1029,-0.1029
0.985,0.98,0.99,0.3763,0.1157,-0.1157
0.995,0.99,1.0,0.3436,0.0892,-0.0892
1.005,1.0,1.01,0.3404,0.0766,-0.0766
1.0150000000000001,1.01,1.02,0.3434,0.0752,-0.0752
1.025,1.02,1.03,0.3477,0.0762,-0.0762
1.0350000000000001,1.03,1.04,0.3522,0.0776,-0.0776
1.045,1.04,1.05,0.3563,0.0789,-0.0789
1.0550000000000002,1.05,1.06,0.3595,0.0798,-0.0798
1.065,1.06,1.07,0.3618,0.0801,-0.0801
1.0750000000000002,1.07,1.08,0.3629,0.08,-0.08
1.085,1.08,1.09,0.3626,0.0793,-0.0793
1.0950000000000002,1.09,1.1,0.361,0.0783,-0.0783
1.105,1.1,1.11,0.3579,0.0769,-0.0769
1.1150000000000002,1.11,1.12,0.3535,0.0754,-0.0754
1.125,1.12,1.13,0.3475,0.0737,-0.0737
1.1349999999999998,1.13,1.14,0.3402,0.072,-0.072
1.145,1.14,1.15,0.3315,0.0702,-0.0702
1.1549999999999998,1.15,1.16,0.3215,0.0686,-0.0686
1.165,1.16,1.17,0.3104,0.067,-0.067
1.1749999999999998,1.17,1.18,0.2983,0.0658,-0.0658
1.185,1.18,1.19,0.2857,0.0648,-0.0648
1.1949999999999998,1.19,1.2,0.2728,0.0641,-0.0641
1.205,1.2,1.21,0.2602,0.0638,-0.0638
1.2149999999999999,1.21,1.22,0.2485,0.064,-0.064
1.225,1.22,1.23,0.2384,0.0645,-0.0645
1.2349999999999999,1.23,1.24,0.2304,0.0654,-0.0654
1.245,1.24,1.25,0.2249,0.0665,-0.0665
1.255,1.25,1.26,0.2221,0.0678,-0.0678
1.2650000000000001,1.26,1.27,0.2217,0.0693,-0.0693
1.275,1.27,1.28,0.2233,0.0711,-0.0711
1.2850000000000001,1.28,1.29,0.2263,0.0731,-0.0731
1.295,1.29,1.3,0.2299,0.0755,-0.0755
1.3050000000000002,1.3,1.31,0.2333,0.0782,-0.0782
1.315,1.31,1.32,0.2361,0.0811,-0.0811
1.3250000000000002,1.32,1.33,0.2379,0.0842,-0.0842
1.335,1.33,1.34,0.2387,0.0872,-0.0872
1.3450000000000002,1.34,1.35,0.2385,0.0901,-0.0901
1.355,1.35,1.36,0.2378,0.0928,-0.0928
1.3650000000000002,1.36,1.37,0.2371,0.0953,-0.0953
1.375,1.37,1.38,0.2371,0.0977,-0.0977
1.3849999999999998,1.38,1.39,0.2385,0.1002,-0.1002
1.395,1.39,1.4,0.242,0.1028,-0.1028

#: -T [GeV^2],,,0.9-1.0
#: E(P=1) [GeV],,,3.6-3.8
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"RHO(P=3_4,C=JJ=0,MM=00)",error +,error -
0.405,0.4,0.41,0.5361,0.0868,-0.0868
0.415,0.41,0.42,0.543,0.08,-0.08
0.425,0.42,0.43,0.549,0.0757,-0.0757
0.435,0.43,0.44,0.5536,0.0743,-0.0743
0.445,0.44,0.45,0.5568,0.0756,-0.0756
0.455,0.45,0.46,0.5584,0.0788,-0.0788
0.46499999999999997,0.46,0.47,0.5585,0.083,-0.083
0.475,0.47,0.48,0.5573,0.0872,-0.0872
0.485,0.48,0.49,0.555,0.0907,-0.0907
0.495,0.49,0.5,0.5516,0.093,-0.093
0.505,0.5,0.51,0.5473,0.094,-0.094
0.515,0.51,0.52,0.5421,0.0937,-0.0937
0.525,0.52,0.53,0.5362,0.0922,-0.0922
0.535,0.53,0.54,0.5296,0.0895,-0.0895
0.545,0.54,0.55,0.5223,0.0858,-0.0858
0.555,0.55,0.56,0.5145,0.0813,-0.0813
0.565,0.56,0.57,0.5062,0.0762,-0.0762
0.575,0.57,0.58,0.4973,0.0707,-0.0707
0.585,0.58,0.59,0.4881,0.0649,-0.0649
0.595,0.59,0.6,0.4784,0.0592,-0.0592
0.605,0.6,0.61,0.4685,0.0536,-0.0536
0.615,0.61,0.62,0.4583,0.0483,-0.0483
0.625,0.62,0.63,0.448,0.0436,-0.0436
0.635,0.63,0.64,0.4375,0.0395,-0.0395
0.645,0.64,0.65,0.4271,0.0361,-0.0361
0.655,0.65,0.66,0.4166,0.0335,-0.0335
0.665,0.66,0.67,0.4062,0.0315,-0.0315
0.675,0.67,0.68,0.3959,0.03,-0.03
0.685,0.68,0.69,0.3857,0.029,-0.029
0.695,0.69,0.7,0.3757,0.0281,-0.0281
0.705,0.7,0.71,0.3658,0.0272,-0.0272
0.715,0.71,0.72,0.3562,0.0262,-0.0262
0.725,0.72,0.73,0.3467,0.0248,-0.0248
0.735,0.73,0.74,0.3374,0.0231,-0.0231
0.745,0.74,0.75,0.3284,0.0213,-0.0213
0.755,0.75,0.76,0.3195,0.0199,-0.0199
0.765,0.76,0.77,0.3109,0.0194,-0.0194
0.775,0.77,0.78,0.3026,0.0199,-0.0199
0.785,0.78,0.79,0.2947,0.021,-0.021
0.795,0.79,0.8,0.2872,0.0221,-0.0221
0.805,0.8,0.81,0.2802,0.0232,-0.0232
0.815,0.81,0.82,0.2738,0.0241,-0.0241
0.825,0.82,0.83,0.2682,0.025,-0.025
0.835,0.83,0.84,0.2635,0.0259,-0.0259
0.845,0.84,0.85,0.2598,0.0269,-0.0269
0.855,0.85,0.86,0.2574,0.0281,-0.0281
0.865,0.86,0.87,0.2562,0.0296,-0.0296
0.875,0.87,0.88,0.2565,0.0314,-0.0314
0.885,0.88,0.89,0.2584,0.0337,-0.0337
0.895,0.89,0.9,0.2621,0.0362,-0.0362
0.905,0.9,0.91,0.2676,0.0392,-0.0392
0.915,0.91,0.92,0.2751,0.0425,-0.0425
0.925,0.92,0.93,0.2848,0.0463,-0.0463
0.935,0.93,0.94,0.2969,0.0508,-0.0508
0.945,0.94,0.95,0.3117,0.0566,-0.0566
0.955,0.95,0.96,0.3294,0.0648,-0.0648
0.965,0.96,0.97,0.3494,0.0781,-0.0781
0.975,0.97,0.98,0.3663,0.1006,-0.1006
0.985,0.98,0.99,0.3392,0.1295,-0.1295
0.995,0.99,1.0,0.3042,0.0892,-0.0892
1.005,1.0,1.01,0.3465,0.0807,-0.0807
1.0150000000000001,1.01,1.02,0.359,0.082,-0.082
1.025,1.02,1.03,0.363,0.0836,-0.0836
1.0350000000000001,1.03,1.04,0.363,0.0844,-0.0844
1.045,1.04,1.05,0.3609,0.0843,-0.0843
1.0550000000000002,1.05,1.06,0.3577,0.0835,-0.0835
1.065,1.06,1.07,0.3538,0.0822,-0.0822
1.0750000000000002,1.07,1.08,0.3497,0.0805,-0.0805
1.085,1.08,1.09,0.3454,0.0786,-0.0786
1.0950000000000002,1.09,1.1,0.3412,0.0765,-0.0765
1.105,1.1,1.11,0.3371,0.0744,-0.0744
1.1150000000000002,1.11,1.12,0.3331,0.0723,-0.0723
1.125,1.12,1.13,0.3291,0.0703,-0.0703
1.1349999999999998,1.13,1.14,0.3251,0.0684,-0.0684
1.145,1.14,1.15,0.3211,0.0668,-0.0668
1.1549999999999998,1.15,1.16,0.3169,0.0654,-0.0654
1.165,1.16,1.17,0.3123,0.0643,-0.0643
1.1749999999999998,1.17,1.18,0.3073,0.0634,-0.0634
1.185,1.18,1.19,0.3016,0.0628,-0.0628
1.1949999999999998,1.19,1.2,0.2952,0.0624,-0.0624
1.205,1.2,1.21,0.288,0.062,-0.062
1.2149999999999999,1.21,1.22,0.28,0.0616,-0.0616
1.225,1.22,1.23,0.2714,0.0611,-0.0611
1.2349999999999999,1.23,1.24,0.2624,0.0603,-0.0603
1.245,1.24,1.25,0.2535,0.0593,-0.0593
1.255,1.25,1.26,0.2451,0.0584,-0.0584
1.2650000000000001,1.26,1.27,0.2378,0.0578,-0.0578
1.275,1.27,1.28,0.2321,0.0582,-0.0582
1.2850000000000001,1.28,1.29,0.2281,0.0601,-0.0601
1.295,1.29,1.3,0.226,0.0636,-0.0636
1.3050000000000002,1.3,1.31,0.2256,0.0687,-0.0687
1.315,1.31,1.32,0.2266,0.0749,-0.0749
1.3250000000000002,1.32,1.33,0.2286,0.0813,-0.0813
1.335,1.33,1.34,0.2313,0.0874,-0.0874
1.3450000000000002,1.34,1.35,0.2341,0.0925,-0.0925
1.355,1.35,1.36,0.2368,0.0962,-0.0962
1.3650000000000002,1.36,1.37,0.2391,0.0983,-0.0983
1.375,1.37,1.38,0.2407,0.0989,-0.0989
1.3849999999999998,1.38,1.39,0.2413,0.0983,-0.0983
1.395,1.39,1.4,0.241,0.097,-0.097

