#: table_doi: 10.17182/hepdata.74824.v1/t150
#: name: Table 150
#: description: F wave cross section for -T.

#: data_file: Table150.yaml
#: keyword reactions: GAMMA P --> PI+ PI- P
#: keyword observables: DSIG/DT/DM
#: keyword plabs: 3.0,3.8
#: keyword phrases: Exclusive | Single Differential Cross Section | Photoproduction
#: -T [GeV^2],,,0.9-1.0
#: E(P=1) [GeV],,,3.0-3.2
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=fwave) [MUB/GEV**3]",error +,error -
0.46499999999999997,0.46,0.47,0.1084,0.0261,-0.0261
0.475,0.47,0.48,0.1177,0.0283,-0.0283
0.485,0.48,0.49,0.127,0.0305,-0.0305
0.495,0.49,0.5,0.1362,0.0327,-0.0327
0.505,0.5,0.51,0.1454,0.0349,-0.0349
0.515,0.51,0.52,0.1545,0.0371,-0.0371
0.525,0.52,0.53,0.1634,0.0393,-0.0393
0.535,0.53,0.54,0.1721,0.0414,-0.0414
0.545,0.54,0.55,0.1807,0.0434,-0.0434
0.555,0.55,0.56,0.1891,0.0455,-0.0455
0.565,0.56,0.57,0.1972,0.0475,-0.0475
0.575,0.57,0.58,0.2051,0.0495,-0.0495
0.585,0.58,0.59,0.2128,0.0514,-0.0514
0.595,0.59,0.6,0.2202,0.0533,-0.0533
0.605,0.6,0.61,0.2274,0.0551,-0.0551
0.615,0.61,0.62,0.2343,0.0569,-0.0569
0.625,0.62,0.63,0.2409,0.0587,-0.0587
0.635,0.63,0.64,0.2472,0.0604,-0.0604
0.645,0.64,0.65,0.2533,0.0621,-0.0621
0.655,0.65,0.66,0.259,0.0637,-0.0637
0.665,0.66,0.67,0.2645,0.0654,-0.0654
0.675,0.67,0.68,0.2697,0.0669,-0.0669
0.685,0.68,0.69,0.2746,0.0685,-0.0685
0.695,0.69,0.7,0.2792,0.07,-0.07
0.705,0.7,0.71,0.2836,0.0715,-0.0715
0.715,0.71,0.72,0.2877,0.073,-0.073
0.725,0.72,0.73,0.2915,0.0744,-0.0744
0.735,0.73,0.74,0.295,0.0758,-0.0758
0.745,0.74,0.75,0.2983,0.0772,-0.0772
0.755,0.75,0.76,0.3013,0.0786,-0.0786
0.765,0.76,0.77,0.304,0.08,-0.08
0.775,0.77,0.78,0.3066,0.0813,-0.0813
0.785,0.78,0.79,0.3089,0.0826,-0.0826
0.795,0.79,0.8,0.3109,0.084,-0.084
0.805,0.8,0.81,0.3128,0.0852,-0.0852
0.815,0.81,0.82,0.3145,0.0865,-0.0865
0.825,0.82,0.83,0.3159,0.0878,-0.0878
0.835,0.83,0.84,0.3172,0.089,-0.089
0.845,0.84,0.85,0.3184,0.0903,-0.0903
0.855,0.85,0.86,0.3194,0.0915,-0.0915
0.865,0.86,0.87,0.3202,0.0927,-0.0927
0.875,0.87,0.88,0.3209,0.0938,-0.0938
0.885,0.88,0.89,0.3215,0.095,-0.095
0.895,0.89,0.9,0.322,0.0961,-0.0961
0.905,0.9,0.91,0.3224,0.0972,-0.0972
0.915,0.91,0.92,0.3228,0.0982,-0.0982
0.925,0.92,0.93,0.3231,0.0992,-0.0992
0.935,0.93,0.94,0.3234,0.1002,-0.1002
0.945,0.94,0.95,0.3237,0.1012,-0.1012
0.955,0.95,0.96,0.3239,0.102,-0.102
0.965,0.96,0.97,0.3243,0.1029,-0.1029
0.975,0.97,0.98,0.3246,0.1036,-0.1036
0.985,0.98,0.99,0.325,0.1044,-0.1044
0.995,0.99,1.0,0.3255,0.105,-0.105
1.005,1.0,1.01,0.3262,0.1056,-0.1056
1.0150000000000001,1.01,1.02,0.3269,0.1061,-0.1061
1.025,1.02,1.03,0.3278,0.1066,-0.1066
1.0350000000000001,1.03,1.04,0.3289,0.1069,-0.1069
1.045,1.04,1.05,0.3302,0.1072,-0.1072
1.0550000000000002,1.05,1.06,0.3317,0.1075,-0.1075
1.065,1.06,1.07,0.3335,0.1076,-0.1076
1.0750000000000002,1.07,1.08,0.3355,0.1077,-0.1077
1.085,1.08,1.09,0.3379,0.1077,-0.1077
1.0950000000000002,1.09,1.1,0.3405,0.1076,-0.1076
1.105,1.1,1.11,0.3436,0.1075,-0.1075
1.1150000000000002,1.11,1.12,0.347,0.1074,-0.1074
1.125,1.12,1.13,0.3509,0.1072,-0.1072
1.1349999999999998,1.13,1.14,0.3552,0.107,-0.107
1.145,1.14,1.15,0.3599,0.1069,-0.1069
1.1549999999999998,1.15,1.16,0.3652,0.1067,-0.1067
1.165,1.16,1.17,0.3711,0.1067,-0.1067
1.1749999999999998,1.17,1.18,0.3775,0.1067,-0.1067
1.185,1.18,1.19,0.3845,0.1069,-0.1069
1.1949999999999998,1.19,1.2,0.3922,0.1073,-0.1073
1.205,1.2,1.21,0.4005,0.108,-0.108
1.2149999999999999,1.21,1.22,0.4096,0.109,-0.109
1.225,1.22,1.23,0.4194,0.1104,-0.1104
1.2349999999999999,1.23,1.24,0.4299,0.1122,-0.1122
1.245,1.24,1.25,0.4414,0.1145,-0.1145
1.255,1.25,1.26,0.4536,0.1174,-0.1174
1.2650000000000001,1.26,1.27,0.4668,0.121,-0.121
1.275,1.27,1.28,0.4809,0.1253,-0.1253
1.2850000000000001,1.28,1.29,0.496,0.1303,-0.1303
1.295,1.29,1.3,0.5122,0.1361,-0.1361
1.3050000000000002,1.3,1.31,0.5294,0.1428,-0.1428
1.315,1.31,1.32,0.5477,0.1504,-0.1504
1.3250000000000002,1.32,1.33,0.5671,0.1589,-0.1589
1.335,1.33,1.34,0.5878,0.1683,-0.1683
1.3450000000000002,1.34,1.35,0.6097,0.1786,-0.1786
1.355,1.35,1.36,0.6329,0.1898,-0.1898
1.3650000000000002,1.36,1.37,0.6574,0.2021,-0.2021
1.375,1.37,1.38,0.6833,0.2153,-0.2153
1.3849999999999998,1.38,1.39,0.7107,0.2294,-0.2294
1.395,1.39,1.4,0.7395,0.2446,-0.2446

#: -T [GeV^2],,,0.9-1.0
#: E(P=1) [GeV],,,3.4-3.6
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=fwave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.046,0.017,-0.017
0.415,0.41,0.42,0.0532,0.0195,-0.0195
0.425,0.42,0.43,0.0606,0.0222,-0.0222
0.435,0.43,0.44,0.0682,0.0249,-0.0249
0.445,0.44,0.45,0.076,0.0276,-0.0276
0.455,0.45,0.46,0.0839,0.0304,-0.0304
0.46499999999999997,0.46,0.47,0.0919,0.0332,-0.0332
0.475,0.47,0.48,0.1,0.036,-0.036
0.485,0.48,0.49,0.1081,0.0388,-0.0388
0.495,0.49,0.5,0.1161,0.0415,-0.0415
0.505,0.5,0.51,0.1242,0.0442,-0.0442
0.515,0.51,0.52,0.1321,0.0468,-0.0468
0.525,0.52,0.53,0.14,0.0494,-0.0494
0.535,0.53,0.54,0.1477,0.0519,-0.0519
0.545,0.54,0.55,0.1554,0.0544,-0.0544
0.555,0.55,0.56,0.1629,0.0567,-0.0567
0.565,0.56,0.57,0.1702,0.059,-0.059
0.575,0.57,0.58,0.1774,0.0612,-0.0612
0.585,0.58,0.59,0.1844,0.0633,-0.0633
0.595,0.59,0.6,0.1912,0.0654,-0.0654
0.605,0.6,0.61,0.1979,0.0673,-0.0673
0.615,0.61,0.62,0.2043,0.0691,-0.0691
0.625,0.62,0.63,0.2105,0.0708,-0.0708
0.635,0.63,0.64,0.2165,0.0724,-0.0724
0.645,0.64,0.65,0.2223,0.0739,-0.0739
0.655,0.65,0.66,0.2278,0.0753,-0.0753
0.665,0.66,0.67,0.2332,0.0766,-0.0766
0.675,0.67,0.68,0.2383,0.0779,-0.0779
0.685,0.68,0.69,0.2432,0.079,-0.079
0.695,0.69,0.7,0.2478,0.08,-0.08
0.705,0.7,0.71,0.2523,0.0809,-0.0809
0.715,0.71,0.72,0.2565,0.0817,-0.0817
0.725,0.72,0.73,0.2605,0.0824,-0.0824
0.735,0.73,0.74,0.2643,0.083,-0.083
0.745,0.74,0.75,0.2678,0.0836,-0.0836
0.755,0.75,0.76,0.2712,0.084,-0.084
0.765,0.76,0.77,0.2743,0.0844,-0.0844
0.775,0.77,0.78,0.2773,0.0847,-0.0847
0.785,0.78,0.79,0.28,0.0849,-0.0849
0.795,0.79,0.8,0.2825,0.085,-0.085
0.805,0.8,0.81,0.2849,0.0851,-0.0851
0.815,0.81,0.82,0.287,0.0851,-0.0851
0.825,0.82,0.83,0.289,0.0851,-0.0851
0.835,0.83,0.84,0.2908,0.085,-0.085
0.845,0.84,0.85,0.2924,0.0848,-0.0848
0.855,0.85,0.86,0.2939,0.0846,-0.0846
0.865,0.86,0.87,0.2952,0.0844,-0.0844
0.875,0.87,0.88,0.2964,0.0842,-0.0842
0.885,0.88,0.89,0.2974,0.0839,-0.0839
0.895,0.89,0.9,0.2983,0.0836,-0.0836
0.905,0.9,0.91,0.2991,0.0833,-0.0833
0.915,0.91,0.92,0.2998,0.083,-0.083
0.925,0.92,0.93,0.3004,0.0827,-0.0827
0.935,0.93,0.94,0.3009,0.0824,-0.0824
0.945,0.94,0.95,0.3013,0.0822,-0.0822
0.955,0.95,0.96,0.3016,0.082,-0.082
0.965,0.96,0.97,0.3019,0.0818,-0.0818
0.975,0.97,0.98,0.3022,0.0816,-0.0816
0.985,0.98,0.99,0.3024,0.0815,-0.0815
0.995,0.99,1.0,0.3026,0.0814,-0.0814
1.005,1.0,1.01,0.3028,0.0814,-0.0814
1.0150000000000001,1.01,1.02,0.303,0.0815,-0.0815
1.025,1.02,1.03,0.3032,0.0817,-0.0817
1.0350000000000001,1.03,1.04,0.3034,0.0819,-0.0819
1.045,1.04,1.05,0.3037,0.0823,-0.0823
1.0550000000000002,1.05,1.06,0.3041,0.0827,-0.0827
1.065,1.06,1.07,0.3045,0.0832,-0.0832
1.0750000000000002,1.07,1.08,0.305,0.0839,-0.0839
1.085,1.08,1.09,0.3057,0.0847,-0.0847
1.0950000000000002,1.09,1.1,0.3064,0.0855,-0.0855
1.105,1.1,1.11,0.3073,0.0865,-0.0865
1.1150000000000002,1.11,1.12,0.3084,0.0877,-0.0877
1.125,1.12,1.13,0.3096,0.089,-0.089
1.1349999999999998,1.13,1.14,0.3111,0.0904,-0.0904
1.145,1.14,1.15,0.3127,0.0919,-0.0919
1.1549999999999998,1.15,1.16,0.3146,0.0936,-0.0936
1.165,1.16,1.17,0.3167,0.0955,-0.0955
1.1749999999999998,1.17,1.18,0.3191,0.0975,-0.0975
1.185,1.18,1.19,0.3218,0.0997,-0.0997
1.1949999999999998,1.19,1.2,0.3248,0.1021,-0.1021
1.205,1.2,1.21,0.3281,0.1047,-0.1047
1.2149999999999999,1.21,1.22,0.3318,0.1075,-0.1075
1.225,1.22,1.23,0.3358,0.1104,-0.1104
1.2349999999999999,1.23,1.24,0.3403,0.1136,-0.1136
1.245,1.24,1.25,0.3452,0.117,-0.117
1.255,1.25,1.26,0.3505,0.1207,-0.1207
1.2650000000000001,1.26,1.27,0.3563,0.1246,-0.1246
1.275,1.27,1.28,0.3625,0.1287,-0.1287
1.2850000000000001,1.28,1.29,0.3693,0.1332,-0.1332
1.295,1.29,1.3,0.3767,0.1379,-0.1379
1.3050000000000002,1.3,1.31,0.3845,0.143,-0.143
1.315,1.31,1.32,0.393,0.1484,-0.1484
1.3250000000000002,1.32,1.33,0.4021,0.1541,-0.1541
1.335,1.33,1.34,0.4119,0.1602,-0.1602
1.3450000000000002,1.34,1.35,0.4223,0.1667,-0.1667
1.355,1.35,1.36,0.4334,0.1736,-0.1736
1.3650000000000002,1.36,1.37,0.4453,0.1809,-0.1809
1.375,1.37,1.38,0.4579,0.1887,-0.1887
1.3849999999999998,1.38,1.39,0.4712,0.1969,-0.1969
1.395,1.39,1.4,0.4855,0.2056,-0.2056

#: -T [GeV^2],,,0.9-1.0
#: E(P=1) [GeV],,,3.6-3.8
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=fwave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.0416,0.0131,-0.0131
0.415,0.41,0.42,0.048,0.0152,-0.0152
0.425,0.42,0.43,0.0546,0.0173,-0.0173
0.435,0.43,0.44,0.0614,0.0196,-0.0196
0.445,0.44,0.45,0.0683,0.0218,-0.0218
0.455,0.45,0.46,0.0753,0.0241,-0.0241
0.46499999999999997,0.46,0.47,0.0823,0.0265,-0.0265
0.475,0.47,0.48,0.0894,0.0288,-0.0288
0.485,0.48,0.49,0.0965,0.0312,-0.0312
0.495,0.49,0.5,0.1035,0.0336,-0.0336
0.505,0.5,0.51,0.1104,0.036,-0.036
0.515,0.51,0.52,0.1173,0.0383,-0.0383
0.525,0.52,0.53,0.1241,0.0407,-0.0407
0.535,0.53,0.54,0.1307,0.043,-0.043
0.545,0.54,0.55,0.1372,0.0453,-0.0453
0.555,0.55,0.56,0.1436,0.0476,-0.0476
0.565,0.56,0.57,0.1497,0.0498,-0.0498
0.575,0.57,0.58,0.1557,0.052,-0.052
0.585,0.58,0.59,0.1616,0.0541,-0.0541
0.595,0.59,0.6,0.1672,0.0563,-0.0563
0.605,0.6,0.61,0.1726,0.0583,-0.0583
0.615,0.61,0.62,0.1778,0.0603,-0.0603
0.625,0.62,0.63,0.1828,0.0623,-0.0623
0.635,0.63,0.64,0.1876,0.0642,-0.0642
0.645,0.64,0.65,0.1922,0.066,-0.066
0.655,0.65,0.66,0.1965,0.0678,-0.0678
0.665,0.66,0.67,0.2007,0.0696,-0.0696
0.675,0.67,0.68,0.2046,0.0712,-0.0712
0.685,0.68,0.69,0.2083,0.0729,-0.0729
0.695,0.69,0.7,0.2118,0.0744,-0.0744
0.705,0.7,0.71,0.2151,0.0759,-0.0759
0.715,0.71,0.72,0.2182,0.0773,-0.0773
0.725,0.72,0.73,0.2211,0.0787,-0.0787
0.735,0.73,0.74,0.2237,0.08,-0.08
0.745,0.74,0.75,0.2262,0.0813,-0.0813
0.755,0.75,0.76,0.2285,0.0824,-0.0824
0.765,0.76,0.77,0.2306,0.0836,-0.0836
0.775,0.77,0.78,0.2325,0.0846,-0.0846
0.785,0.78,0.79,0.2342,0.0856,-0.0856
0.795,0.79,0.8,0.2358,0.0866,-0.0866
0.805,0.8,0.81,0.2372,0.0874,-0.0874
0.815,0.81,0.82,0.2385,0.0882,-0.0882
0.825,0.82,0.83,0.2396,0.089,-0.089
0.835,0.83,0.84,0.2406,0.0897,-0.0897
0.845,0.84,0.85,0.2415,0.0903,-0.0903
0.855,0.85,0.86,0.2422,0.0909,-0.0909
0.865,0.86,0.87,0.2429,0.0914,-0.0914
0.875,0.87,0.88,0.2434,0.0918,-0.0918
0.885,0.88,0.89,0.2439,0.0922,-0.0922
0.895,0.89,0.9,0.2443,0.0926,-0.0926
0.905,0.9,0.91,0.2447,0.0929,-0.0929
0.915,0.91,0.92,0.245,0.0931,-0.0931
0.925,0.92,0.93,0.2453,0.0932,-0.0932
0.935,0.93,0.94,0.2455,0.0934,-0.0934
0.945,0.94,0.95,0.2458,0.0934,-0.0934
0.955,0.95,0.96,0.2461,0.0934,-0.0934
0.965,0.96,0.97,0.2464,0.0934,-0.0934
0.975,0.97,0.98,0.2467,0.0933,-0.0933
0.985,0.98,0.99,0.2471,0.0932,-0.0932
0.995,0.99,1.0,0.2476,0.093,-0.093
1.005,1.0,1.01,0.2481,0.0928,-0.0928
1.0150000000000001,1.01,1.02,0.2488,0.0926,-0.0926
1.025,1.02,1.03,0.2496,0.0923,-0.0923
1.0350000000000001,1.03,1.04,0.2505,0.092,-0.092
1.045,1.04,1.05,0.2517,0.0917,-0.0917
1.0550000000000002,1.05,1.06,0.2529,0.0914,-0.0914
1.065,1.06,1.07,0.2544,0.091,-0.091
1.0750000000000002,1.07,1.08,0.2561,0.0907,-0.0907
1.085,1.08,1.09,0.2581,0.0903,-0.0903
1.0950000000000002,1.09,1.1,0.2603,0.09,-0.09
1.105,1.1,1.11,0.2628,0.0896,-0.0896
1.1150000000000002,1.11,1.12,0.2656,0.0893,-0.0893
1.125,1.12,1.13,0.2688,0.0891,-0.0891
1.1349999999999998,1.13,1.14,0.2723,0.0889,-0.0889
1.145,1.14,1.15,0.2762,0.0887,-0.0887
1.1549999999999998,1.15,1.16,0.2804,0.0887,-0.0887
1.165,1.16,1.17,0.2851,0.0887,-0.0887
1.1749999999999998,1.17,1.18,0.2903,0.0889,-0.0889
1.185,1.18,1.19,0.2959,0.0892,-0.0892
1.1949999999999998,1.19,1.2,0.3021,0.0896,-0.0896
1.205,1.2,1.21,0.3087,0.0902,-0.0902
1.2149999999999999,1.21,1.22,0.316,0.091,-0.091
1.225,1.22,1.23,0.3238,0.092,-0.092
1.2349999999999999,1.23,1.24,0.3322,0.0933,-0.0933
1.245,1.24,1.25,0.3413,0.0948,-0.0948
1.255,1.25,1.26,0.351,0.0966,-0.0966
1.2650000000000001,1.26,1.27,0.3615,0.0987,-0.0987
1.275,1.27,1.28,0.3727,0.1011,-0.1011
1.2850000000000001,1.28,1.29,0.3847,0.1038,-0.1038
1.295,1.29,1.3,0.3974,0.1069,-0.1069
1.3050000000000002,1.3,1.31,0.411,0.1103,-0.1103
1.315,1.31,1.32,0.4255,0.1141,-0.1141
1.3250000000000002,1.32,1.33,0.4408,0.1183,-0.1183
1.335,1.33,1.34,0.4571,0.1228,-0.1228
1.3450000000000002,1.34,1.35,0.4744,0.1278,-0.1278
1.355,1.35,1.36,0.4927,0.1331,-0.1331
1.3650000000000002,1.36,1.37,0.512,0.1389,-0.1389
1.375,1.37,1.38,0.5324,0.1451,-0.1451
1.3849999999999998,1.38,1.39,0.5539,0.1517,-0.1517
1.395,1.39,1.4,0.5766,0.1587,-0.1587

