#: table_doi: 10.17182/hepdata.74824.v1/t91
#: name: Table 91
#: description: S wave cross section for -T.

#: data_file: Table91.yaml
#: keyword reactions: GAMMA P --> PI+ PI- P
#: keyword observables: DSIG/DT/DM
#: keyword plabs: 3.0,3.8
#: keyword phrases: Exclusive | Single Differential Cross Section | Photoproduction
#: -T [GeV^2],,,0.4-0.5
#: E(P=1) [GeV],,,3.0-3.2
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=swave) [MUB/GEV**3]",error +,error -
0.555,0.55,0.56,0.3445,0.2242,-0.2242
0.565,0.56,0.57,0.363,0.2355,-0.2355
0.575,0.57,0.58,0.3833,0.2468,-0.2468
0.585,0.58,0.59,0.4056,0.2575,-0.2575
0.595,0.59,0.6,0.4301,0.2671,-0.2671
0.605,0.6,0.61,0.4572,0.2756,-0.2756
0.615,0.61,0.62,0.4868,0.2834,-0.2834
0.625,0.62,0.63,0.5191,0.2913,-0.2913
0.635,0.63,0.64,0.5541,0.3007,-0.3007
0.645,0.64,0.65,0.5918,0.3131,-0.3131
0.655,0.65,0.66,0.632,0.3303,-0.3303
0.665,0.66,0.67,0.6747,0.3535,-0.3535
0.675,0.67,0.68,0.7197,0.3838,-0.3838
0.685,0.68,0.69,0.7669,0.4214,-0.4214
0.695,0.69,0.7,0.8159,0.466,-0.466
0.705,0.7,0.71,0.8665,0.5169,-0.5169
0.715,0.71,0.72,0.9186,0.5732,-0.5732
0.725,0.72,0.73,0.9717,0.634,-0.634
0.735,0.73,0.74,1.0256,0.6981,-0.6981
0.745,0.74,0.75,1.0801,0.7645,-0.7645
0.755,0.75,0.76,1.1347,0.8324,-0.8324
0.765,0.76,0.77,1.1892,0.9008,-0.9008
0.775,0.77,0.78,1.2432,0.969,-0.969
0.785,0.78,0.79,1.2965,1.036,-1.036
0.795,0.79,0.8,1.3487,1.1012,-1.1012
0.805,0.8,0.81,1.3995,1.164,-1.164
0.815,0.81,0.82,1.4485,1.2238,-1.2238
0.825,0.82,0.83,1.4954,1.2799,-1.2799
0.835,0.83,0.84,1.5398,1.3319,-1.3319
0.845,0.84,0.85,1.5815,1.3794,-1.3794
0.855,0.85,0.86,1.6199,1.4219,-1.4219
0.865,0.86,0.87,1.6548,1.4591,-1.4591
0.875,0.87,0.88,1.6856,1.4908,-1.4908
0.885,0.88,0.89,1.7119,1.5165,-1.5165
0.895,0.89,0.9,1.7333,1.5362,-1.5362
0.905,0.9,0.91,1.749,1.5497,-1.5497
0.915,0.91,0.92,1.7583,1.5567,-1.5567
0.925,0.92,0.93,1.7601,1.5572,-1.5572
0.935,0.93,0.94,1.7531,1.5506,-1.5506
0.945,0.94,0.95,1.7348,1.5364,-1.5364
0.955,0.95,0.96,1.701,1.5129,-1.5129
0.965,0.96,0.97,1.643,1.4757,-1.4757
0.975,0.97,0.98,1.5386,1.4137,-1.4137
0.985,0.98,0.99,1.3313,1.326,-1.326
0.995,0.99,1.0,1.1731,1.0525,-1.0525
1.005,1.0,1.01,1.0765,0.8977,-0.8977
1.0150000000000001,1.01,1.02,1.0281,0.8084,-0.8084
1.025,1.02,1.03,1.0037,0.7439,-0.7439
1.0350000000000001,1.03,1.04,0.9971,0.6979,-0.6979
1.045,1.04,1.05,1.0047,0.667,-0.667
1.0550000000000002,1.05,1.06,1.0236,0.6483,-0.6483
1.065,1.06,1.07,1.0517,0.6395,-0.6395
1.0750000000000002,1.07,1.08,1.087,0.6382,-0.6382
1.085,1.08,1.09,1.1277,0.6425,-0.6425
1.0950000000000002,1.09,1.1,1.1724,0.6509,-0.6509
1.105,1.1,1.11,1.2197,0.6621,-0.6621
1.1150000000000002,1.11,1.12,1.2681,0.6751,-0.6751
1.125,1.12,1.13,1.3166,0.6894,-0.6894
1.1349999999999998,1.13,1.14,1.3638,0.7042,-0.7042
1.145,1.14,1.15,1.4088,0.7192,-0.7192
1.1549999999999998,1.15,1.16,1.4504,0.7341,-0.7341
1.165,1.16,1.17,1.4879,0.7486,-0.7486
1.1749999999999998,1.17,1.18,1.5204,0.7624,-0.7624
1.185,1.18,1.19,1.5469,0.7753,-0.7753
1.1949999999999998,1.19,1.2,1.567,0.7871,-0.7871
1.205,1.2,1.21,1.5799,0.7975,-0.7975
1.2149999999999999,1.21,1.22,1.5852,0.8064,-0.8064
1.225,1.22,1.23,1.5824,0.8134,-0.8134
1.2349999999999999,1.23,1.24,1.5714,0.8184,-0.8184
1.245,1.24,1.25,1.5518,0.8213,-0.8213
1.255,1.25,1.26,1.5237,0.8218,-0.8218
1.2650000000000001,1.26,1.27,1.4873,0.8198,-0.8198
1.275,1.27,1.28,1.4427,0.8154,-0.8154
1.2850000000000001,1.28,1.29,1.3905,0.8084,-0.8084
1.295,1.29,1.3,1.3312,0.799,-0.799
1.3050000000000002,1.3,1.31,1.2656,0.7872,-0.7872
1.315,1.31,1.32,1.1949,0.7733,-0.7733
1.3250000000000002,1.32,1.33,1.1203,0.7575,-0.7575
1.335,1.33,1.34,1.0432,0.7402,-0.7402
1.3450000000000002,1.34,1.35,0.9654,0.7219,-0.7219
1.355,1.35,1.36,0.8891,0.7033,-0.7033
1.3650000000000002,1.36,1.37,0.8164,0.6851,-0.6851
1.375,1.37,1.38,0.7502,0.6684,-0.6684
1.3849999999999998,1.38,1.39,0.6935,0.6544,-0.6544
1.395,1.39,1.4,0.6495,0.6449,-0.6449

